status	family	pval	qval	gene_short_name	num_cells_expressed	use_for_ordering
Gm10335	OK	negbinomial.size	0.00127988224778333	0.0360210267504943	Gm10335	8	FALSE
Gm10337	OK	negbinomial.size	0.337611312190255	0.891239908036489	Gm10337	7	FALSE
Gm10358	OK	negbinomial.size	0.460750013374715	0.947377954293742	Gm10358	33	FALSE
Gm10359	OK	negbinomial.size	0.949274742586687	0.999999999737279	Gm10359	37	FALSE
Gm10364	OK	negbinomial.size	0.227422078405671	0.803184664125332	Gm10364	14	FALSE
Gm10382	OK	negbinomial.size	0.201545741881684	0.779202202561791	Gm10382	8	FALSE
Gm10401	OK	negbinomial.size	0.406650439365584	0.922694169451755	Gm10401	22	FALSE
Gm10408	OK	negbinomial.size	0.526527037828005	0.96343578806849	Gm10408	15	FALSE
Gm10409	OK	negbinomial.size	0.155013491615078	0.711482698034803	Gm10409	18	FALSE
Gm10420	OK	negbinomial.size	0.848072991755725	0.999999999737279	Gm10420	8	FALSE
Gm1043	OK	negbinomial.size	0.381526000440474	0.91204013568307	Gm1043	14	FALSE
Gm10447	OK	negbinomial.size	0.230245594342478	0.804755514191652	Gm10447	21	FALSE
Gm10478	OK	negbinomial.size	0.0100759612058328	0.165612363837963	Gm10478	23	FALSE
Gm10481	OK	negbinomial.size	0.630351382642376	0.988216622260776	Gm10481	39	FALSE
Gm10490	OK	negbinomial.size	0.000622383306750041	0.0214282093825231	Gm10490	15	FALSE
Gm10491	OK	negbinomial.size	7.50712507594431e-06	0.000760301900939616	Gm10491	6	TRUE
Gm10493	OK	negbinomial.size	0.802789829347816	0.999999999737279	Gm10493	9	FALSE
Gm10499	OK	negbinomial.size	0.9355258543428	0.999999999737279	Gm10499	38	FALSE
Gm10509	OK	negbinomial.size	0.0913309833880172	0.589677708007789	Gm10509	10	FALSE
Gm10521	OK	negbinomial.size	0.86903286510363	0.999999999737279	Gm10521	12	FALSE
Gm10548	OK	negbinomial.size	0.869691516044108	0.999999999737279	Gm10548	9	FALSE
Gm10557	OK	negbinomial.size	0.324602291300111	0.88189872562934	Gm10557	25	FALSE
Gm10570	OK	negbinomial.size	0.0721328020563582	0.528427998168938	Gm10570	7	FALSE
Gm10591	OK	negbinomial.size	0.849357848063759	0.999999999737279	Gm10591	7	FALSE
Gm10600	OK	negbinomial.size	0.468605873992692	0.948795179394311	Gm10600	25	FALSE
Gm10608	OK	negbinomial.size	0.778304162656626	0.999999999737279	Gm10608	20	FALSE
Gm10638	OK	negbinomial.size	0.00492254366370242	0.0982738033580879	Gm10638	15	FALSE
Gm10642	OK	negbinomial.size	0.144291384481488	0.690121668280125	Gm10642	12	FALSE
Gm10645	OK	negbinomial.size	0.191365958540592	0.767177889266313	Gm10645	14	FALSE
Gm10647	OK	negbinomial.size	0.839682387473334	0.999999999737279	Gm10647	20	FALSE
Gm10653	OK	negbinomial.size	0.84839872894955	0.999999999737279	Gm10653	20	FALSE
Gm10689	OK	negbinomial.size	0.512392965663017	0.962800439818941	Gm10689	16	FALSE
Gm10704	OK	negbinomial.size	0.0720167030166425	0.527856182966674	Gm10704	13	FALSE
Gm10705	OK	negbinomial.size	0.434502224927912	0.933961017951166	Gm10705	13	FALSE
Gm10715	OK	negbinomial.size	0.316405077123761	0.877402986409357	Gm10715	16	FALSE
Gm10717	OK	negbinomial.size	0.443572287051509	0.93762423565504	Gm10717	30	FALSE
Gm10718	OK	negbinomial.size	0.982124177874828	0.999999999737279	Gm10718	31	FALSE
Gm10719	OK	negbinomial.size	0.601747846399714	0.9816142800573	Gm10719	29	FALSE
Gm10720	OK	negbinomial.size	0.164109516222253	0.730467349410789	Gm10720	15	FALSE
Gm10721	OK	negbinomial.size	0.632081311113905	0.988216622260776	Gm10721	31	FALSE
Gm10722	OK	negbinomial.size	0.987113321635319	0.999999999737279	Gm10722	25	FALSE
Gm10762	OK	negbinomial.size	0.402473385890981	0.92135261990387	Gm10762	14	FALSE
Gm10767	OK	negbinomial.size	0.785740076980213	0.999999999737279	Gm10767	23	FALSE
Gm10774	OK	negbinomial.size	0.897687460725456	0.999999999737279	Gm10774	25	FALSE
Gm10775	OK	negbinomial.size	0.17169001340866	0.74261357695913	Gm10775	10	FALSE
Gm10778	OK	negbinomial.size	0.388772386755182	0.914664864798908	Gm10778	11	FALSE
Gm10801	OK	negbinomial.size	0.662725423523903	0.994178934913326	Gm10801	37	FALSE
Gm10819	OK	negbinomial.size	0.809240843412686	0.999999999737279	Gm10819	13	FALSE
Gm10912	OK	negbinomial.size	0.506365165809828	0.962440640494708	Gm10912	20	FALSE
Gm10974	OK	negbinomial.size	0.357959809119119	0.902214777752548	Gm10974	18	FALSE
Gm10985	OK	negbinomial.size	0.653447961441165	0.991703861091013	Gm10985	36	FALSE
Gm10999	OK	negbinomial.size	0.415876161913249	0.92572616124916	Gm10999	6	FALSE
Gm11027	OK	negbinomial.size	0.420618757037514	0.928012742252907	Gm11027	29	FALSE
Gm11032	OK	negbinomial.size	0.0296699071120051	0.323532369327287	Gm11032	22	FALSE
Gm11034	OK	negbinomial.size	0.917442578085389	0.999999999737279	Gm11034	13	FALSE
Gm11127	OK	negbinomial.size	0.385563999498999	0.913385776515043	Gm11127	37	FALSE
Gm11168	OK	negbinomial.size	0.184895233783324	0.760088799683647	Gm11168	26	FALSE
Gm11189	OK	negbinomial.size	0.479852514855879	0.95366813197299	Gm11189	10	FALSE
Gm11191	OK	negbinomial.size	1.55410241792955e-05	0.00131482750297393	Gm11191	11	TRUE
Gm11196	OK	negbinomial.size	5.03523919652512e-10	5.32300857155321e-07	Gm11196	10	TRUE
Gm11198	OK	negbinomial.size	0.339860217093945	0.892929466422738	Gm11198	18	FALSE
Gm11203	OK	negbinomial.size	0.458907154061867	0.947018412887096	Gm11203	16	FALSE
Gm11214	OK	negbinomial.size	0.170546058429366	0.7407315973839	Gm11214	14	FALSE
Gm11223	OK	negbinomial.size	0.654326882328072	0.991703861091013	Gm11223	6	FALSE
Gm11231	OK	negbinomial.size	0.958463456690904	0.999999999737279	Gm11231	21	FALSE
Gm11241	OK	negbinomial.size	0.150602173328386	0.703254791085005	Gm11241	9	FALSE
Gm11249	OK	negbinomial.size	0.728861745090255	0.999999999737279	Gm11249	21	FALSE
Gm11263	OK	negbinomial.size	0.00672268669956129	0.122571981545878	Gm11263	11	FALSE
Gm11273	OK	negbinomial.size	0.436347427306595	0.934714442559133	Gm11273	28	FALSE
Gm11281	OK	negbinomial.size	0.509580912273701	0.962800439818941	Gm11281	10	FALSE
Gm11331	OK	negbinomial.size	0.1657666675071	0.732254858854189	Gm11331	17	FALSE
Gm11336	OK	negbinomial.size	0.236213715397415	0.8068799708092	Gm11336	6	FALSE
Gm11346	OK	negbinomial.size	0.538784682866199	0.9651390190557	Gm11346	34	FALSE
Gm11349	OK	negbinomial.size	0.18722888914716	0.762265503790154	Gm11349	14	FALSE
Gm11353	OK	negbinomial.size	0.965787099514803	0.999999999737279	Gm11353	11	FALSE
Gm11361	OK	negbinomial.size	0.90198515574382	0.999999999737279	Gm11361	19	FALSE
Gm11362	OK	negbinomial.size	0.159569876557183	0.723153463522961	Gm11362	6	FALSE
Gm11389	OK	negbinomial.size	0.014446470721455	0.209232019569262	Gm11389	6	FALSE
Gm11400	OK	negbinomial.size	0.728727926892461	0.999999999737279	Gm11400	11	FALSE
Gm11401	OK	negbinomial.size	0.770911211406638	0.999999999737279	Gm11401	12	FALSE
Gm11407	OK	negbinomial.size	0.194376996282815	0.771889188158003	Gm11407	7	FALSE
Gm11410	OK	negbinomial.size	0.834797583943842	0.999999999737279	Gm11410	13	FALSE
Gm11427	OK	negbinomial.size	2.7086789685295e-05	0.00197804845728141	Gm11427	16	TRUE
Gm11434	OK	negbinomial.size	0.944042743727609	0.999999999737279	Gm11434	27	FALSE
Gm11438	OK	negbinomial.size	0.882927018780715	0.999999999737279	Gm11438	12	FALSE
Gm11444	OK	negbinomial.size	0.654024123854182	0.991703861091013	Gm11444	19	FALSE
Gm11450	OK	negbinomial.size	0.542153179425803	0.967032410623696	Gm11450	8	FALSE
Gm11453	OK	negbinomial.size	0.234492837147179	0.806752107830616	Gm11453	19	FALSE
Gm11456	OK	negbinomial.size	0.454627352596439	0.945108870133595	Gm11456	7	FALSE
Gm11460	OK	negbinomial.size	0.215887465069964	0.793543765735553	Gm11460	8	FALSE
Gm11472	OK	negbinomial.size	0.121643930217827	0.647414473253683	Gm11472	7	FALSE
Gm11478	OK	negbinomial.size	0.0194934836052712	0.251211400062405	Gm11478	28	FALSE
Gm11487	OK	negbinomial.size	0.051779595590883	0.443482647421914	Gm11487	7	FALSE
Gm11512	OK	negbinomial.size	0.888885139535888	0.999999999737279	Gm11512	26	FALSE
Gm11517	OK	negbinomial.size	3.45883281810112e-05	0.00241162338448005	Gm11517	25	FALSE
Gm11518	OK	negbinomial.size	0.918060187986474	0.999999999737279	Gm11518	34	FALSE
Gm11531	OK	negbinomial.size	0.000104657614134762	0.00541837461238741	Gm11531	9	TRUE
Gm11539	OK	negbinomial.size	0.608529635054058	0.984187020677871	Gm11539	6	FALSE
Gm11549	OK	negbinomial.size	0.979400480254924	0.999999999737279	Gm11549	18	FALSE
Gm11550	OK	negbinomial.size	0.895375964472054	0.999999999737279	Gm11550	15	FALSE
Gm11557	OK	negbinomial.size	0.337008115657386	0.890743864299337	Gm11557	36	FALSE
Gm11559	OK	negbinomial.size	0.91826741922991	0.999999999737279	Gm11559	17	FALSE
Gm11582	OK	negbinomial.size	0.09679170314619	0.604006174659998	Gm11582	8	FALSE
Gm11598	OK	negbinomial.size	0.362722013053059	0.904198334730722	Gm11598	12	FALSE
Gm11599	OK	negbinomial.size	0.185969557752103	0.761158588144669	Gm11599	16	FALSE
Gm11604	OK	negbinomial.size	0.648930758795268	0.991372629975427	Gm11604	17	FALSE
Gm11605	OK	negbinomial.size	0.316855085970808	0.877985933885984	Gm11605	11	FALSE
Gm11625	OK	negbinomial.size	0.521207026026413	0.96343578806849	Gm11625	19	FALSE
Gm11633	OK	negbinomial.size	0.951704465164947	0.999999999737279	Gm11633	10	FALSE
Gm11645	OK	negbinomial.size	0.397595397792245	0.918895293198561	Gm11645	7	FALSE
Gm11652	OK	negbinomial.size	0.814734305366751	0.999999999737279	Gm11652	10	FALSE
Gm11658	OK	negbinomial.size	0.829775300234055	0.999999999737279	Gm11658	8	FALSE
Gm11679	OK	negbinomial.size	0.00960198484936441	0.159937022550938	Gm11679	8	FALSE
Gm11687	OK	negbinomial.size	0.00166394247839405	0.0441314323873855	Gm11687	13	FALSE
Gm11703	OK	negbinomial.size	0.010362092923852	0.167006277045867	Gm11703	12	FALSE
Gm11718	OK	negbinomial.size	0.00233814746513444	0.0567656020182685	Gm11718	6	FALSE
Gm11793	OK	negbinomial.size	0.851627593471334	0.999999999737279	Gm11793	20	FALSE
Gm11796	OK	negbinomial.size	0.999999999628456	0.999999999737279	Gm11796	7	FALSE
Gm11803	OK	negbinomial.size	0.924121503731741	0.999999999737279	Gm11803	8	FALSE
Gm11824	OK	negbinomial.size	0.999999999628456	0.999999999737279	Gm11824	9	FALSE
Gm11826	OK	negbinomial.size	0.361048011509092	0.903769405849238	Gm11826	10	FALSE
Gm11836	OK	negbinomial.size	0.747121459926982	0.999999999737279	Gm11836	18	FALSE
Gm11838	OK	negbinomial.size	0.000750226280246853	0.024321003828096	Gm11838	9	FALSE
Gm11868	OK	negbinomial.size	0.000665654161440165	0.022363078668238	Gm11868	7	FALSE
Gm11878	OK	negbinomial.size	0.507379178692011	0.962628346937875	Gm11878	8	FALSE
Gm11879	OK	negbinomial.size	0.25292823408541	0.823797945524662	Gm11879	22	FALSE
Gm11892	OK	negbinomial.size	0.999999999628456	0.999999999737279	Gm11892	6	FALSE
Gm11893	OK	negbinomial.size	0.833160100608657	0.999999999737279	Gm11893	7	FALSE
Gm11910	OK	negbinomial.size	0.987346529799833	0.999999999737279	Gm11910	6	FALSE
Gm11920	OK	negbinomial.size	0.324759157006424	0.881979507430835	Gm11920	9	FALSE
Gm11949	OK	negbinomial.size	0.131838900961149	0.662535604638904	Gm11949	7	FALSE
Gm11952	OK	negbinomial.size	0.0717374776802164	0.527761136168082	Gm11952	6	FALSE
Gm11956	OK	negbinomial.size	0.678949132108774	0.998337899360185	Gm11956	10	FALSE
Gm11964	OK	negbinomial.size	0.721978477561858	0.999999999737279	Gm11964	12	FALSE
Gm11972	OK	negbinomial.size	0.674074160711674	0.996583509437002	Gm11972	6	FALSE
Gm11978	OK	negbinomial.size	0.713520450213968	0.999999999737279	Gm11978	7	FALSE
Gm11993	OK	negbinomial.size	0.413431020960461	0.92536981255419	Gm11993	11	FALSE
Gm11996	OK	negbinomial.size	0.496525041664942	0.960014660252075	Gm11996	18	FALSE
Gm12003	OK	negbinomial.size	0.713520450213968	0.999999999737279	Gm12003	13	FALSE
Gm12017	OK	negbinomial.size	0.939064164704193	0.999999999737279	Gm12017	24	FALSE
Gm12021	OK	negbinomial.size	0.763351087051791	0.999999999737279	Gm12021	7	FALSE
Gm12033	OK	negbinomial.size	0.555944937301091	0.970835882740574	Gm12033	35	FALSE
Gm12034	OK	negbinomial.size	0.05631173359876	0.468419456892717	Gm12034	6	FALSE
Gm12035	OK	negbinomial.size	0.0908433169206414	0.587530322528372	Gm12035	6	FALSE
Gm12038	OK	negbinomial.size	0.950479595175585	0.999999999737279	Gm12038	12	FALSE
Gm12042	OK	negbinomial.size	0.539036535552864	0.9651390190557	Gm12042	6	FALSE
Gm12058	OK	negbinomial.size	0.00353737281394872	0.0765694973378135	Gm12058	7	FALSE
Gm12070	OK	negbinomial.size	0.854623812293025	0.999999999737279	Gm12070	39	FALSE
Gm12071	OK	negbinomial.size	0.505380697590001	0.961693808007518	Gm12071	10	FALSE
Gm12090	OK	negbinomial.size	0.324117975334754	0.881537394084384	Gm12090	11	FALSE
Gm12091	OK	negbinomial.size	0.519966480828242	0.96343578806849	Gm12091	14	FALSE
Gm12106	OK	negbinomial.size	0.347112914069228	0.896636612843394	Gm12106	11	FALSE
Gm12117	OK	negbinomial.size	0.345151100971203	0.895134864668308	Gm12117	19	FALSE
Gm12138	OK	negbinomial.size	0.0158152835267674	0.221429928288493	Gm12138	6	FALSE
Gm12161	OK	negbinomial.size	0.106633834523083	0.616852556068796	Gm12161	7	FALSE
Gm12163	OK	negbinomial.size	0.144031061140803	0.689981664807799	Gm12163	14	FALSE
Gm12164	OK	negbinomial.size	0.689196993848101	0.999715467854702	Gm12164	20	FALSE
Gm12166	OK	negbinomial.size	0.0718398588727598	0.52779605962759	Gm12166	25	FALSE
Gm12168	OK	negbinomial.size	0.711045563837908	0.999999999737279	Gm12168	20	FALSE
Gm12174	OK	negbinomial.size	0.780210196542143	0.999999999737279	Gm12174	15	FALSE
Gm12182	OK	negbinomial.size	0.979371353238923	0.999999999737279	Gm12182	34	FALSE
Gm12183	OK	negbinomial.size	0.302582550667388	0.868860283632039	Gm12183	19	FALSE
Gm12184	OK	negbinomial.size	0.0249108402389948	0.293161923932191	Gm12184	7	FALSE
Gm12185	OK	negbinomial.size	0.180214182497179	0.753608132051945	Gm12185	7	FALSE
Gm12191	OK	negbinomial.size	0.0743640518210316	0.536571552850082	Gm12191	18	FALSE
Gm12219	OK	negbinomial.size	0.735879481723974	0.999999999737279	Gm12219	15	FALSE
Gm12242	OK	negbinomial.size	0.0103263540694921	0.167006277045867	Gm12242	8	FALSE
Gm12244	OK	negbinomial.size	0.392447675916229	0.916874926093068	Gm12244	6	FALSE
Gm12248	OK	negbinomial.size	0.0341397349347307	0.348246681660782	Gm12248	20	FALSE
Gm12251	OK	negbinomial.size	0.690921670852187	0.999826885425933	Gm12251	14	FALSE
Gm12253	OK	negbinomial.size	0.0461531528969445	0.410073431420355	Gm12253	15	FALSE
Gm12254	OK	negbinomial.size	0.862121928436144	0.999999999737279	Gm12254	16	FALSE
Gm12258	OK	negbinomial.size	0.219014904416549	0.794881454035997	Gm12258	10	FALSE
Gm12261	OK	negbinomial.size	0.00603412732842898	0.112987201999935	Gm12261	6	FALSE
Gm12266	OK	negbinomial.size	0.0251304031456832	0.294496911863475	Gm12266	13	FALSE
Gm12274	OK	negbinomial.size	0.5600860485906	0.971714269696561	Gm12274	7	FALSE
Gm12276	OK	negbinomial.size	0.17488011599757	0.745915035187915	Gm12276	9	FALSE
Gm12285	OK	negbinomial.size	0.611466529351889	0.984187020677871	Gm12285	23	FALSE
Gm12286	OK	negbinomial.size	0.983401062482685	0.999999999737279	Gm12286	39	FALSE
Gm12322	OK	negbinomial.size	0.15074227667656	0.703254791085005	Gm12322	7	FALSE
Gm12331	OK	negbinomial.size	0.808148377773727	0.999999999737279	Gm12331	8	FALSE
Gm12335	OK	negbinomial.size	0.459498576014787	0.947018412887096	Gm12335	6	FALSE
Gm12337	OK	negbinomial.size	0.26400499062597	0.83211227768604	Gm12337	12	FALSE
Gm12341	OK	negbinomial.size	0.152913389979879	0.707459013077591	Gm12341	7	FALSE
Gm12350	OK	negbinomial.size	0.924457073844679	0.999999999737279	Gm12350	22	FALSE
Gm12355	OK	negbinomial.size	0.451360690196453	0.943854701568644	Gm12355	11	FALSE
Gm12366	OK	negbinomial.size	0.00177000803742391	0.0460436882972981	Gm12366	15	FALSE
Gm12372	OK	negbinomial.size	0.132547047548458	0.664411230034268	Gm12372	15	FALSE
Gm12389	OK	negbinomial.size	0.228596485667095	0.803184664125332	Gm12389	9	FALSE
Gm12394	OK	negbinomial.size	0.533568567354268	0.96343578806849	Gm12394	15	FALSE
Gm12397	OK	negbinomial.size	0.0634435180381832	0.505573921292207	Gm12397	8	FALSE
Gm12403	OK	negbinomial.size	0.812408052788872	0.999999999737279	Gm12403	28	FALSE
Gm12411	OK	negbinomial.size	0.255815836958814	0.82486964694264	Gm12411	13	FALSE
Gm12416	OK	negbinomial.size	0.953252023507843	0.999999999737279	Gm12416	38	FALSE
Gm12418	OK	negbinomial.size	0.0311156202032276	0.332333615950911	Gm12418	7	FALSE
Gm12419	OK	negbinomial.size	0.222861551979395	0.797576485353136	Gm12419	14	FALSE
Gm12424	OK	negbinomial.size	7.58789714488836e-07	0.000133268446690286	Gm12424	6	TRUE
Gm12428	OK	negbinomial.size	0.703652714127091	0.999999999737279	Gm12428	31	FALSE
Gm12435	OK	negbinomial.size	0.759101980827442	0.999999999737279	Gm12435	7	FALSE
Gm12439	OK	negbinomial.size	0.670407621954797	0.995814768720995	Gm12439	29	FALSE
Gm12460	OK	negbinomial.size	0.823160225576883	0.999999999737279	Gm12460	14	FALSE
Gm12464	OK	negbinomial.size	0.19723649392649	0.774764341088823	Gm12464	11	FALSE
Gm12466	OK	negbinomial.size	0.810509988588188	0.999999999737279	Gm12466	8	FALSE
Gm12467	OK	negbinomial.size	0.231948907156052	0.805906059968209	Gm12467	14	FALSE
Gm12468	OK	negbinomial.size	0.0249337972014963	0.293183420483696	Gm12468	14	FALSE
Gm12482	OK	negbinomial.size	0.827300555367394	0.999999999737279	Gm12482	16	FALSE
Gm12492	OK	negbinomial.size	0.662345329551316	0.994178934913326	Gm12492	13	FALSE
Gm12502	OK	negbinomial.size	0.0937597205266812	0.595384953001236	Gm12502	7	FALSE
Gm12504	OK	negbinomial.size	0.926089902699501	0.999999999737279	Gm12504	22	FALSE
Gm12517	OK	negbinomial.size	0.450904495205652	0.943777322518995	Gm12517	10	FALSE
Gm12537	OK	negbinomial.size	0.397580288566947	0.918895293198561	Gm12537	36	FALSE
Gm12543	OK	negbinomial.size	1.25636440191183e-05	0.00115444079976997	Gm12543	10	TRUE
Gm12565	OK	negbinomial.size	0.534482179676224	0.96343578806849	Gm12565	9	FALSE
Gm12568	OK	negbinomial.size	2.67857095929587e-07	5.80705813441097e-05	Gm12568	7	TRUE
Gm12571	OK	negbinomial.size	0.625253782016427	0.986513102737994	Gm12571	6	FALSE
Gm12573	OK	negbinomial.size	0.118443478611462	0.639705436253033	Gm12573	13	FALSE
Gm12583	OK	negbinomial.size	0.539156218861314	0.9651390190557	Gm12583	9	FALSE
Gm12613	OK	negbinomial.size	0.367184606414245	0.905974760620597	Gm12613	33	FALSE
Gm12614	OK	negbinomial.size	0.273462614781764	0.840744147894544	Gm12614	27	FALSE
Gm12615	OK	negbinomial.size	0.273462614781764	0.840744147894544	Gm12615	27	FALSE
Gm12616	OK	negbinomial.size	0.273462614781764	0.840744147894544	Gm12616	27	FALSE
Gm12618	OK	negbinomial.size	0.85000493860832	0.999999999737279	Gm12618	10	FALSE
Gm12621	OK	negbinomial.size	0.367184606414245	0.905974760620597	Gm12621	33	FALSE
Gm12622	OK	negbinomial.size	0.964549582870534	0.999999999737279	Gm12622	6	FALSE
Gm12624	OK	negbinomial.size	0.273462614781764	0.840744147894544	Gm12624	27	FALSE
Gm12625	OK	negbinomial.size	0.367184606414245	0.905974760620597	Gm12625	33	FALSE
Gm12627	OK	negbinomial.size	0.367184606414245	0.905974760620597	Gm12627	33	FALSE
Gm12628	OK	negbinomial.size	0.303950165371803	0.86937643098306	Gm12628	9	FALSE
Gm12632	OK	negbinomial.size	0.584879910575017	0.97782883278001	Gm12632	25	FALSE
Gm12634	OK	negbinomial.size	0.999999999628456	0.999999999737279	Gm12634	8	FALSE
Gm12663	OK	negbinomial.size	0.336292029715172	0.890637891257495	Gm12663	29	FALSE
Gm12669	OK	negbinomial.size	0.322934181156328	0.881537394084384	Gm12669	19	FALSE
Gm12671	OK	negbinomial.size	0.949274742586687	0.999999999737279	Gm12671	37	FALSE
Gm12689	OK	negbinomial.size	0.096813586044501	0.604006174659998	Gm12689	14	FALSE
Gm12691	OK	negbinomial.size	0.856012156881093	0.999999999737279	Gm12691	6	FALSE
Gm12696	OK	negbinomial.size	0.603797136467838	0.982029241421608	Gm12696	19	FALSE
Gm12712	OK	negbinomial.size	0.873651838887561	0.999999999737279	Gm12712	7	FALSE
Gm12715	OK	negbinomial.size	0.479932724664733	0.95366813197299	Gm12715	27	FALSE
Gm12726	OK	negbinomial.size	0.580699059281244	0.976962872519917	Gm12726	11	FALSE
Gm12727	OK	negbinomial.size	0.947198203660193	0.999999999737279	Gm12727	10	FALSE
Gm12728	OK	negbinomial.size	0.869567134183873	0.999999999737279	Gm12728	29	FALSE
Gm12732	OK	negbinomial.size	0.328559265652075	0.886316381565836	Gm12732	7	FALSE
Gm12741	OK	negbinomial.size	0.000151602674264408	0.00740664473738965	Gm12741	9	FALSE
Gm12751	OK	negbinomial.size	0.0407136116879953	0.380917978537381	Gm12751	6	FALSE
Gm12752	OK	negbinomial.size	0.0135029111340885	0.199523846629902	Gm12752	11	FALSE
Gm12757	OK	negbinomial.size	0.375321581496584	0.91150068805426	Gm12757	29	FALSE
Gm12760	OK	negbinomial.size	0.683388508329989	0.999337874469986	Gm12760	16	FALSE
Gm12783	OK	negbinomial.size	0.594362880507	0.980376109895677	Gm12783	7	FALSE
Gm12789	OK	negbinomial.size	0.599740230477865	0.981473725529203	Gm12789	22	FALSE
Gm12807	OK	negbinomial.size	0.0941421153678161	0.59645448292757	Gm12807	9	FALSE
Gm12816	OK	negbinomial.size	0.338626877483674	0.892223305181537	Gm12816	14	FALSE
Gm12842	OK	negbinomial.size	0.874175774923198	0.999999999737279	Gm12842	20	FALSE
Gm12879	OK	negbinomial.size	0.0674723520225681	0.521044813618378	Gm12879	25	FALSE
Gm12882	OK	negbinomial.size	0.175413596225061	0.746813024738486	Gm12882	21	FALSE
Gm12889	OK	negbinomial.size	0.773201499677606	0.999999999737279	Gm12889	14	FALSE
Gm12895	OK	negbinomial.size	0.0700014289679654	0.526824334022472	Gm12895	33	FALSE
Gm12896	OK	negbinomial.size	0.10252925532462	0.613451236580035	Gm12896	33	FALSE
Gm12900	OK	negbinomial.size	4.21441182577417e-06	0.000499786017800142	Gm12900	8	TRUE
Gm12906	OK	negbinomial.size	0.727254469018077	0.999999999737279	Gm12906	6	FALSE
Gm12912	OK	negbinomial.size	0.208020169076047	0.786452274095409	Gm12912	15	FALSE
Gm12918	OK	negbinomial.size	0.173983454493501	0.744746814720768	Gm12918	6	FALSE
Gm12919	OK	negbinomial.size	0.999999999628456	0.999999999737279	Gm12919	6	FALSE
Gm12922	OK	negbinomial.size	0.0326281514533268	0.340900302270263	Gm12922	18	FALSE
Gm12924	OK	negbinomial.size	0.0375299700799261	0.366557662672013	Gm12924	10	FALSE
Gm12933	OK	negbinomial.size	0.738905342973582	0.999999999737279	Gm12933	20	FALSE
Gm12944	OK	negbinomial.size	2.21374286589099e-08	8.53213396228817e-06	Gm12944	8	TRUE
Gm12966	OK	negbinomial.size	0.947628323045935	0.999999999737279	Gm12966	12	FALSE
Gm12969	OK	negbinomial.size	0.231422607797313	0.805758775230289	Gm12969	14	FALSE
Gm12988	OK	negbinomial.size	0.527603841100045	0.96343578806849	Gm12988	14	FALSE
Gm12989	OK	negbinomial.size	0.458456234489538	0.946871130327827	Gm12989	8	FALSE
Gm13002	OK	negbinomial.size	0.245593234660633	0.81788106850943	Gm13002	23	FALSE
Gm13039	OK	negbinomial.size	0.0877932180942683	0.579658821905043	Gm13039	6	FALSE
Gm13050	OK	negbinomial.size	0.713520450213968	0.999999999737279	Gm13050	8	FALSE
Gm13082	OK	negbinomial.size	0.252412402101471	0.823459850052577	Gm13082	22	FALSE
Gm13083	OK	negbinomial.size	0.52731592334762	0.96343578806849	Gm13083	7	FALSE
Gm13092	OK	negbinomial.size	0.949516476045251	0.999999999737279	Gm13092	32	FALSE
Gm13121	OK	negbinomial.size	0.168707819000062	0.737396045129748	Gm13121	6	FALSE
Gm13123	OK	negbinomial.size	0.596842297470705	0.981230926107658	Gm13123	12	FALSE
Gm13127	OK	negbinomial.size	0.231422607797313	0.805758775230289	Gm13127	6	FALSE
Gm13181	OK	negbinomial.size	0.814930018740005	0.999999999737279	Gm13181	7	FALSE
Gm13186	OK	negbinomial.size	0.217465747759819	0.794432881595025	Gm13186	10	FALSE
Gm13198	OK	negbinomial.size	0.664185284726624	0.994178934913326	Gm13198	12	FALSE
Gm13212	OK	negbinomial.size	0.355363789006833	0.90122558661421	Gm13212	10	FALSE
Gm13215	OK	negbinomial.size	0.621505939039349	0.986022363252483	Gm13215	6	FALSE
Gm13217	OK	negbinomial.size	0.90357443524453	0.999999999737279	Gm13217	9	FALSE
Gm13226	OK	negbinomial.size	0.829627652427992	0.999999999737279	Gm13226	8	FALSE
Gm13252	OK	negbinomial.size	0.707954195990101	0.999999999737279	Gm13252	16	FALSE
Gm13255	OK	negbinomial.size	0.858469612024403	0.999999999737279	Gm13255	13	FALSE
Gm13260	OK	negbinomial.size	0.97952291392212	0.999999999737279	Gm13260	7	FALSE
Gm13268	OK	negbinomial.size	0.431858409711217	0.932750229107299	Gm13268	6	FALSE
Gm13292	OK	negbinomial.size	0.797234562212191	0.999999999737279	Gm13292	39	FALSE
Gm13294	OK	negbinomial.size	0.457474269632307	0.946251563975591	Gm13294	9	FALSE
Gm13301	OK	negbinomial.size	0.982887689181724	0.999999999737279	Gm13301	15	FALSE
Gm13302	OK	negbinomial.size	0.620096056233246	0.985995631719328	Gm13302	10	FALSE
Gm13304	OK	negbinomial.size	0.51438486229936	0.963188957974354	Gm13304	13	FALSE
Gm13306	OK	negbinomial.size	0.469029781805256	0.948905842543048	Gm13306	11	FALSE
Gm13323	OK	negbinomial.size	0.528594766915744	0.96343578806849	Gm13323	28	FALSE
Gm13326	OK	negbinomial.size	0.123025639987276	0.648196488777539	Gm13326	10	FALSE
Gm13328	OK	negbinomial.size	0.501858202813567	0.961693808007518	Gm13328	12	FALSE
Gm13331	OK	negbinomial.size	0.508335035622885	0.962800439818941	Gm13331	11	FALSE
Gm13339	OK	negbinomial.size	0.475814956370764	0.95314911484045	Gm13339	9	FALSE
