status	family	pval	qval	gene_short_name	num_cells_expressed	use_for_ordering
Numa1	OK	negbinomial.size	0.324278692569852	0.881537394084384	Numa1	21	FALSE
Numb	OK	negbinomial.size	0.0243403524303327	0.288795249774349	Numb	23	FALSE
Numbl	OK	negbinomial.size	0.437754350264309	0.934868648594318	Numbl	24	FALSE
Nup107	OK	negbinomial.size	0.0854571700095556	0.572372993179841	Nup107	23	FALSE
Nup133	OK	negbinomial.size	0.872403478150114	0.999999999737279	Nup133	31	FALSE
Nup153	OK	negbinomial.size	0.177821431343293	0.749450549459052	Nup153	27	FALSE
Nup155	OK	negbinomial.size	0.140956477882523	0.683544818873665	Nup155	20	FALSE
Nup160	OK	negbinomial.size	0.11868835249385	0.640529323551991	Nup160	6	FALSE
Nup188	OK	negbinomial.size	0.00775268017793342	0.136508169376683	Nup188	15	FALSE
Nup205	OK	negbinomial.size	0.117878222853942	0.638581418480188	Nup205	17	FALSE
Nup210	OK	negbinomial.size	0.0101877994315884	0.166253395942732	Nup210	22	FALSE
Nup210l	OK	negbinomial.size	0.619975662138081	0.985995631719328	Nup210l	7	FALSE
Nup214	OK	negbinomial.size	0.748247915643061	0.999999999737279	Nup214	28	FALSE
Nup35	OK	negbinomial.size	0.354615286763119	0.901017756550127	Nup35	24	FALSE
Nup37	OK	negbinomial.size	0.523324923677401	0.96343578806849	Nup37	8	FALSE
Nup43	OK	negbinomial.size	0.169407941395439	0.738844925736552	Nup43	10	FALSE
Nup50	OK	negbinomial.size	0.686830672522587	0.999715467854702	Nup50	30	FALSE
Nup54	OK	negbinomial.size	0.305091047612404	0.869651102813017	Nup54	32	FALSE
Nup62	OK	negbinomial.size	0.377408620893758	0.91150068805426	Nup62	16	FALSE
Nup85	OK	negbinomial.size	0.335295885940854	0.889852741946272	Nup85	24	FALSE
Nup88	OK	negbinomial.size	0.973916915074124	0.999999999737279	Nup88	35	FALSE
Nup93	OK	negbinomial.size	0.209766965659307	0.790471659023056	Nup93	21	FALSE
Nupl1	OK	negbinomial.size	0.11695154494097	0.637530120605459	Nupl1	12	FALSE
Nupl2	OK	negbinomial.size	0.806499520875507	0.999999999737279	Nupl2	27	FALSE
Nupr1	OK	negbinomial.size	0.379099086720872	0.91204013568307	Nupr1	13	FALSE
Nupr1l	OK	negbinomial.size	0.000873664220025384	0.0272406540513533	Nupr1l	26	TRUE
Nus1	OK	negbinomial.size	0.849292145845881	0.999999999737279	Nus1	35	FALSE
Nusap1	OK	negbinomial.size	0.388904443749842	0.914664864798908	Nusap1	11	FALSE
Nutf2-ps1	OK	negbinomial.size	0.760298741822737	0.999999999737279	Nutf2-ps1	36	FALSE
Nwd1	OK	negbinomial.size	0.0150463757866674	0.215003567497436	Nwd1	16	FALSE
Nwd2	OK	negbinomial.size	1.99299568850537e-10	3.35645127167672e-07	Nwd2	9	TRUE
Nxnl1	OK	negbinomial.size	0.100435785723683	0.606681117508097	Nxnl1	11	FALSE
Nxnl2	OK	negbinomial.size	0.769727904523438	0.999999999737279	Nxnl2	14	FALSE
Nxpe3	OK	negbinomial.size	0.0687943193159227	0.523886487655558	Nxpe3	13	FALSE
Nxpe4	OK	negbinomial.size	0.0382702110199804	0.370034270315142	Nxpe4	19	FALSE
Nxpe5	OK	negbinomial.size	0.18722888914716	0.762265503790154	Nxpe5	9	FALSE
Nxph1	OK	negbinomial.size	0.975958447576114	0.999999999737279	Nxph1	39	FALSE
Nxph2	OK	negbinomial.size	0.554319346801651	0.969780319743768	Nxph2	19	FALSE
Nxt1	OK	negbinomial.size	0.119557079964132	0.642220086915341	Nxt1	14	FALSE
Nxt2	OK	negbinomial.size	0.676293534386336	0.997556303955823	Nxt2	30	FALSE
Nyap1	OK	negbinomial.size	0.18718739412784	0.762265503790154	Nyap1	15	FALSE
Nyap2	OK	negbinomial.size	0.158039297868463	0.720366379081777	Nyap2	22	FALSE
Nynrin	OK	negbinomial.size	0.068605792722725	0.523176820056302	Nynrin	9	FALSE
Nyx	OK	negbinomial.size	0.145587832560349	0.693646584339264	Nyx	13	FALSE
Oard1	OK	negbinomial.size	0.287981451412603	0.854223674572579	Oard1	15	FALSE
Oas1b	OK	negbinomial.size	0.0188675757250701	0.246075762580974	Oas1b	25	FALSE
Oas3	OK	negbinomial.size	0.0904519894095338	0.586184658130444	Oas3	16	FALSE
Oasl2	OK	negbinomial.size	0.150602173328386	0.703254791085005	Oasl2	9	FALSE
Oat	OK	negbinomial.size	0.827272110193537	0.999999999737279	Oat	30	FALSE
Oaz2-ps	OK	negbinomial.size	0.0331195465255921	0.342935603016858	Oaz2-ps	8	FALSE
Oaz3	OK	negbinomial.size	0.101858856191836	0.611549818114119	Oaz3	36	FALSE
Obsl1	OK	negbinomial.size	0.121034260143602	0.64565565532198	Obsl1	27	FALSE
Oca2	OK	negbinomial.size	0.449794532065315	0.942716513302063	Oca2	8	FALSE
Ocel1	OK	negbinomial.size	0.582059596558091	0.977378301130765	Ocel1	25	FALSE
Ocrl	OK	negbinomial.size	0.148248406568502	0.69951764046046	Ocrl	31	FALSE
Ocstamp	OK	negbinomial.size	0.56306706441476	0.972924194304675	Ocstamp	34	FALSE
Odc1	OK	negbinomial.size	0.859073701936525	0.999999999737279	Odc1	33	FALSE
Odf2	OK	negbinomial.size	0.215843989665477	0.793543765735553	Odf2	38	FALSE
Odf2l	OK	negbinomial.size	0.452845999861501	0.944790087629193	Odf2l	24	FALSE
Odr4	OK	negbinomial.size	0.605188125417937	0.982333322434941	Odr4	35	FALSE
Ofd1	OK	negbinomial.size	0.100771671154557	0.607916059682382	Ofd1	11	FALSE
Ogfod1	OK	negbinomial.size	0.471898109005931	0.950302795712234	Ogfod1	35	FALSE
Ogfod2	OK	negbinomial.size	0.319287364921096	0.879049632191522	Ogfod2	26	FALSE
Ogfod3	OK	negbinomial.size	0.1277540982965	0.65535568919494	Ogfod3	14	FALSE
Ogfr	OK	negbinomial.size	0.48623856692079	0.957295983810658	Ogfr	29	FALSE
Ogg1	OK	negbinomial.size	0.326704178955	0.884347502658279	Ogg1	6	FALSE
Oip5	OK	negbinomial.size	0.984717623205483	0.999999999737279	Oip5	23	FALSE
Ola1	OK	negbinomial.size	0.929736740401671	0.999999999737279	Ola1	39	FALSE
Olfm2	OK	negbinomial.size	0.550188443274829	0.969117710226814	Olfm2	39	FALSE
Olfm3	OK	negbinomial.size	0.780538219177537	0.999999999737279	Olfm3	12	FALSE
Olfml2a	OK	negbinomial.size	0.0166620355765637	0.227993830004755	Olfml2a	7	FALSE
Olfml3	OK	negbinomial.size	0.0557201158212602	0.466294696634491	Olfml3	17	FALSE
Olfr1009	OK	negbinomial.size	0.673535039935788	0.996221763717173	Olfr1009	14	FALSE
Olfr1012	OK	negbinomial.size	0.125347465094203	0.650409902087533	Olfr1012	24	FALSE
Olfr102	OK	negbinomial.size	0.193144216388788	0.769858087444537	Olfr102	28	FALSE
Olfr1020	OK	negbinomial.size	0.235746302303707	0.8068799708092	Olfr1020	11	FALSE
Olfr1023	OK	negbinomial.size	0.544016346743676	0.967499081926676	Olfr1023	29	FALSE
Olfr1028	OK	negbinomial.size	0.244585496791746	0.816900880309105	Olfr1028	20	FALSE
Olfr1029	OK	negbinomial.size	0.635959690875981	0.988898432242994	Olfr1029	17	FALSE
Olfr1031	OK	negbinomial.size	0.953977679027678	0.999999999737279	Olfr1031	18	FALSE
Olfr1033	OK	negbinomial.size	0.0130864191983653	0.196508729845583	Olfr1033	13	FALSE
Olfr1039	OK	negbinomial.size	0.504982372207057	0.961693808007518	Olfr1039	23	FALSE
Olfr1043	OK	negbinomial.size	0.19200731274397	0.768134254917494	Olfr1043	11	FALSE
Olfr1044	OK	negbinomial.size	0.000425487714758492	0.015999029924862	Olfr1044	7	FALSE
Olfr1047	OK	negbinomial.size	0.0977741965720754	0.604006174659998	Olfr1047	6	FALSE
Olfr1048	OK	negbinomial.size	0.0128791428025201	0.194839958713126	Olfr1048	12	FALSE
Olfr105-ps	OK	negbinomial.size	0.107879519388135	0.61750607624864	Olfr105-ps	7	FALSE
Olfr1051	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1051	6	FALSE
Olfr1057	OK	negbinomial.size	0.885981821198487	0.999999999737279	Olfr1057	6	FALSE
Olfr1065	OK	negbinomial.size	0.891605450301573	0.999999999737279	Olfr1065	7	FALSE
Olfr107	OK	negbinomial.size	0.621032315290535	0.985995631719328	Olfr107	15	FALSE
Olfr1085	OK	negbinomial.size	0.595743022184918	0.98098693514856	Olfr1085	12	FALSE
Olfr1087	OK	negbinomial.size	0.201305738668615	0.778894903521205	Olfr1087	14	FALSE
Olfr109	OK	negbinomial.size	0.878507143881466	0.999999999737279	Olfr109	16	FALSE
Olfr1090	OK	negbinomial.size	0.0160052899074162	0.222965258499398	Olfr1090	11	FALSE
Olfr11	OK	negbinomial.size	0.850269619095383	0.999999999737279	Olfr11	16	FALSE
Olfr1106	OK	negbinomial.size	0.122092761970971	0.6476749409418	Olfr1106	18	FALSE
Olfr1109	OK	negbinomial.size	0.0972991558400981	0.604006174659998	Olfr1109	27	FALSE
Olfr1110	OK	negbinomial.size	0.221111481026476	0.797027575884069	Olfr1110	8	FALSE
Olfr1116	OK	negbinomial.size	0.38807570567516	0.914664864798908	Olfr1116	38	FALSE
Olfr1118	OK	negbinomial.size	0.515425612284956	0.963188957974354	Olfr1118	19	FALSE
Olfr1120	OK	negbinomial.size	0.456903541331095	0.946137991906364	Olfr1120	34	FALSE
Olfr1122	OK	negbinomial.size	0.264255313391358	0.832170329846822	Olfr1122	12	FALSE
Olfr1123	OK	negbinomial.size	0.534876638505859	0.96343578806849	Olfr1123	14	FALSE
Olfr1129	OK	negbinomial.size	0.0968065515504139	0.604006174659998	Olfr1129	24	FALSE
Olfr113	OK	negbinomial.size	0.0363668564402616	0.358919152611643	Olfr113	12	FALSE
Olfr1132	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1132	6	FALSE
Olfr1138	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1138	8	FALSE
Olfr115	OK	negbinomial.size	0.170459917846398	0.740723883532344	Olfr115	12	FALSE
Olfr1150-ps1	OK	negbinomial.size	0.000732621913301673	0.0240310379363137	Olfr1150-ps1	12	FALSE
Olfr1156	OK	negbinomial.size	0.466205497731337	0.948795179394311	Olfr1156	31	FALSE
Olfr1157	OK	negbinomial.size	0.497887136011608	0.960407026616517	Olfr1157	14	FALSE
Olfr1160	OK	negbinomial.size	0.68395020100411	0.999337874469986	Olfr1160	24	FALSE
Olfr1167	OK	negbinomial.size	0.724777698512917	0.999999999737279	Olfr1167	31	FALSE
Olfr117	OK	negbinomial.size	0.646748076721038	0.991342006294849	Olfr117	16	FALSE
Olfr1170	OK	negbinomial.size	0.377437661609752	0.91150068805426	Olfr1170	11	FALSE
Olfr1173	OK	negbinomial.size	0.122999540167809	0.648196488777539	Olfr1173	33	FALSE
Olfr1175-ps	OK	negbinomial.size	0.296000572057028	0.861325788544022	Olfr1175-ps	33	FALSE
Olfr118	OK	negbinomial.size	0.831536029554445	0.999999999737279	Olfr118	24	FALSE
Olfr1183	OK	negbinomial.size	0.00679506487960917	0.123566874448987	Olfr1183	17	FALSE
Olfr1192-ps1	OK	negbinomial.size	0.230124369618321	0.804755514191652	Olfr1192-ps1	36	FALSE
Olfr1195	OK	negbinomial.size	0.150766894890534	0.703254791085005	Olfr1195	34	FALSE
Olfr1196	OK	negbinomial.size	0.0322398058011228	0.33914124752887	Olfr1196	7	FALSE
Olfr1198	OK	negbinomial.size	0.504719347371789	0.961693808007518	Olfr1198	19	FALSE
Olfr12	OK	negbinomial.size	0.91241523653706	0.999999999737279	Olfr12	22	FALSE
Olfr120	OK	negbinomial.size	0.123453394956586	0.648196488777539	Olfr120	8	FALSE
Olfr1200	OK	negbinomial.size	0.101395465908306	0.610352316476248	Olfr1200	10	FALSE
Olfr1202	OK	negbinomial.size	0.674913933543174	0.996829465350995	Olfr1202	15	FALSE
Olfr1204	OK	negbinomial.size	0.00478335272451366	0.0966070146326449	Olfr1204	11	FALSE
Olfr1205	OK	negbinomial.size	0.322286090865795	0.881537394084384	Olfr1205	11	FALSE
Olfr1209	OK	negbinomial.size	0.5323111300013	0.96343578806849	Olfr1209	18	FALSE
Olfr1216	OK	negbinomial.size	0.0802395934507001	0.561717638309013	Olfr1216	15	FALSE
Olfr1217	OK	negbinomial.size	0.106751336957054	0.616852556068796	Olfr1217	9	FALSE
Olfr122	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr122	8	FALSE
Olfr1220	OK	negbinomial.size	0.466898532355574	0.948795179394311	Olfr1220	32	FALSE
Olfr1221	OK	negbinomial.size	0.678437777561721	0.998247590655557	Olfr1221	18	FALSE
Olfr1224-ps1	OK	negbinomial.size	0.159901609087455	0.723153463522961	Olfr1224-ps1	14	FALSE
Olfr1226	OK	negbinomial.size	0.576704428810868	0.975707102761955	Olfr1226	11	FALSE
Olfr1233	OK	negbinomial.size	0.531157738678472	0.96343578806849	Olfr1233	26	FALSE
Olfr1238	OK	negbinomial.size	0.00151218298906409	0.0409795683071568	Olfr1238	19	FALSE
Olfr1240	OK	negbinomial.size	0.0769738130209138	0.548260603524219	Olfr1240	8	FALSE
Olfr1245	OK	negbinomial.size	0.917524474704097	0.999999999737279	Olfr1245	12	FALSE
Olfr1246	OK	negbinomial.size	0.390875151923518	0.915495059577786	Olfr1246	18	FALSE
Olfr1247	OK	negbinomial.size	0.573514144202611	0.974550900502346	Olfr1247	37	FALSE
Olfr125	OK	negbinomial.size	0.0717374776802164	0.527761136168082	Olfr125	6	FALSE
Olfr1250	OK	negbinomial.size	0.943265376310861	0.999999999737279	Olfr1250	23	FALSE
Olfr1256	OK	negbinomial.size	0.203285000765089	0.779256660803466	Olfr1256	6	FALSE
Olfr1257	OK	negbinomial.size	0.454918466268507	0.945338777348318	Olfr1257	11	FALSE
Olfr1258	OK	negbinomial.size	0.404811538397003	0.92229229807199	Olfr1258	14	FALSE
Olfr1260	OK	negbinomial.size	0.996208509965008	0.999999999737279	Olfr1260	31	FALSE
Olfr1261	OK	negbinomial.size	0.0498991599112304	0.43190944714181	Olfr1261	8	FALSE
Olfr1263	OK	negbinomial.size	0.216331561133789	0.793543765735553	Olfr1263	7	FALSE
Olfr1264	OK	negbinomial.size	0.801025720406217	0.999999999737279	Olfr1264	17	FALSE
Olfr1265	OK	negbinomial.size	0.601477975606225	0.9816142800573	Olfr1265	21	FALSE
Olfr1269	OK	negbinomial.size	0.180200374615505	0.753608132051945	Olfr1269	28	FALSE
Olfr127	OK	negbinomial.size	0.577339356461017	0.975710544567188	Olfr127	15	FALSE
Olfr1274-ps	OK	negbinomial.size	0.993411503334859	0.999999999737279	Olfr1274-ps	21	FALSE
Olfr1276	OK	negbinomial.size	0.272253351742779	0.840702537858667	Olfr1276	18	FALSE
Olfr1277	OK	negbinomial.size	0.301239271708549	0.867522637038892	Olfr1277	23	FALSE
Olfr1278	OK	negbinomial.size	0.826079746594663	0.999999999737279	Olfr1278	20	FALSE
Olfr128	OK	negbinomial.size	0.0441319971031287	0.401265701052366	Olfr128	7	FALSE
Olfr1280	OK	negbinomial.size	0.514918377313569	0.963188957974354	Olfr1280	15	FALSE
Olfr1284	OK	negbinomial.size	0.568148477090376	0.974312352470049	Olfr1284	11	FALSE
Olfr1285	OK	negbinomial.size	0.0344845125027094	0.349760680537349	Olfr1285	20	FALSE
Olfr1286	OK	negbinomial.size	0.972996148208213	0.999999999737279	Olfr1286	22	FALSE
Olfr129	OK	negbinomial.size	0.124168270738168	0.648744505179681	Olfr129	12	FALSE
Olfr1290	OK	negbinomial.size	0.746105177325802	0.999999999737279	Olfr1290	17	FALSE
Olfr1293-ps	OK	negbinomial.size	0.552272290782203	0.969117710226814	Olfr1293-ps	27	FALSE
Olfr1297	OK	negbinomial.size	0.154224002195861	0.709501999491898	Olfr1297	10	FALSE
Olfr1305	OK	negbinomial.size	0.0737918704489089	0.535212860678834	Olfr1305	23	FALSE
Olfr1309	OK	negbinomial.size	0.0429357611587087	0.394264517589069	Olfr1309	11	FALSE
Olfr1310	OK	negbinomial.size	0.786841458599664	0.999999999737279	Olfr1310	39	FALSE
Olfr1312	OK	negbinomial.size	0.0718433149237459	0.52779605962759	Olfr1312	32	FALSE
Olfr1313	OK	negbinomial.size	0.958609597868741	0.999999999737279	Olfr1313	8	FALSE
Olfr1316	OK	negbinomial.size	0.0911041231040662	0.588760925975277	Olfr1316	8	FALSE
Olfr1318	OK	negbinomial.size	0.682524642558737	0.999132100557712	Olfr1318	20	FALSE
Olfr1321	OK	negbinomial.size	0.554451280843449	0.969870338086593	Olfr1321	12	FALSE
Olfr1322	OK	negbinomial.size	0.669250799377848	0.995012229439025	Olfr1322	32	FALSE
Olfr1323	OK	negbinomial.size	0.130569660630665	0.661912327822605	Olfr1323	6	FALSE
Olfr1328	OK	negbinomial.size	0.250624730206536	0.821696155863819	Olfr1328	14	TRUE
Olfr133	OK	negbinomial.size	0.77587138370293	0.999999999737279	Olfr133	16	FALSE
Olfr1330	OK	negbinomial.size	0.105476264652915	0.616852556068796	Olfr1330	23	FALSE
Olfr1341	OK	negbinomial.size	0.19483805387317	0.77192591779198	Olfr1341	13	FALSE
Olfr1346	OK	negbinomial.size	0.474193012985491	0.951747151044942	Olfr1346	22	FALSE
Olfr1348	OK	negbinomial.size	0.896643635909744	0.999999999737279	Olfr1348	13	FALSE
Olfr1349	OK	negbinomial.size	0.838383484270072	0.999999999737279	Olfr1349	29	FALSE
Olfr1351	OK	negbinomial.size	3.36837457444333e-05	0.00236041400103036	Olfr1351	9	FALSE
Olfr1352	OK	negbinomial.size	0.107879912639829	0.61750607624864	Olfr1352	8	FALSE
Olfr1356	OK	negbinomial.size	0.665651796014707	0.994429521102833	Olfr1356	14	FALSE
Olfr1369-ps1	OK	negbinomial.size	0.306347262973438	0.869651102813017	Olfr1369-ps1	27	FALSE
Olfr137	OK	negbinomial.size	0.0553008782210457	0.463905492936523	Olfr137	18	FALSE
Olfr1372-ps1	OK	negbinomial.size	0.917611290369954	0.999999999737279	Olfr1372-ps1	31	FALSE
Olfr1378	OK	negbinomial.size	0.63974215301092	0.989684657592423	Olfr1378	12	FALSE
Olfr1380	OK	negbinomial.size	0.933579990551725	0.999999999737279	Olfr1380	20	FALSE
Olfr1381	OK	negbinomial.size	0.00422044227846379	0.0876653506750717	Olfr1381	20	FALSE
Olfr1382	OK	negbinomial.size	0.0469171149868264	0.414776639730947	Olfr1382	6	FALSE
Olfr1383	OK	negbinomial.size	0.943908454739556	0.999999999737279	Olfr1383	14	FALSE
Olfr1388	OK	negbinomial.size	0.899569375502081	0.999999999737279	Olfr1388	6	FALSE
Olfr1389	OK	negbinomial.size	3.48618330292887e-05	0.0024185396664069	Olfr1389	11	FALSE
Olfr1392	OK	negbinomial.size	0.364288124505219	0.905151199463029	Olfr1392	22	FALSE
Olfr1396	OK	negbinomial.size	0.329213487495768	0.886316381565836	Olfr1396	16	FALSE
Olfr1402	OK	negbinomial.size	0.469084336865064	0.948905842543048	Olfr1402	17	FALSE
Olfr1406	OK	negbinomial.size	0.0621742463773398	0.499812901632205	Olfr1406	14	FALSE
Olfr1410	OK	negbinomial.size	0.350120348631174	0.897208979188702	Olfr1410	18	FALSE
Olfr1415	OK	negbinomial.size	0.552224877535423	0.969117710226814	Olfr1415	8	FALSE
Olfr1416	OK	negbinomial.size	0.146425737957113	0.69571718937881	Olfr1416	24	FALSE
Olfr1419	OK	negbinomial.size	0.133159752644718	0.66507975807972	Olfr1419	13	FALSE
Olfr1420	OK	negbinomial.size	0.000435405297353702	0.0162399153246845	Olfr1420	7	FALSE
Olfr1423	OK	negbinomial.size	0.161201420425573	0.726114299483989	Olfr1423	25	FALSE
Olfr1425	OK	negbinomial.size	0.0739867437714108	0.535506557030946	Olfr1425	19	FALSE
Olfr1428	OK	negbinomial.size	0.0371781447777077	0.364041467036481	Olfr1428	7	FALSE
Olfr143	OK	negbinomial.size	0.498164689614888	0.960407026616517	Olfr143	12	FALSE
Olfr1431	OK	negbinomial.size	0.323621727392364	0.881537394084384	Olfr1431	18	FALSE
Olfr1432	OK	negbinomial.size	0.64872428834696	0.991372629975427	Olfr1432	22	FALSE
Olfr1437	OK	negbinomial.size	0.866671319651341	0.999999999737279	Olfr1437	8	FALSE
Olfr1438-ps1	OK	negbinomial.size	0.89131412427137	0.999999999737279	Olfr1438-ps1	17	FALSE
Olfr1441	OK	negbinomial.size	0.845854321924271	0.999999999737279	Olfr1441	11	FALSE
Olfr1448	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1448	7	FALSE
Olfr1457	OK	negbinomial.size	0.198735559263314	0.774764341088823	Olfr1457	8	FALSE
Olfr1459	OK	negbinomial.size	0.0674823445097099	0.521044813618378	Olfr1459	24	FALSE
Olfr1467	OK	negbinomial.size	0.0633458330514011	0.505128410108155	Olfr1467	22	FALSE
Olfr1469	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1469	6	FALSE
Olfr147	OK	negbinomial.size	0.0480203174416397	0.421697407913133	Olfr147	20	FALSE
Olfr1471	OK	negbinomial.size	0.378027077314656	0.911720093471379	Olfr1471	13	FALSE
Olfr1477	OK	negbinomial.size	0.121532002467567	0.647315368229362	Olfr1477	6	FALSE
Olfr1484	OK	negbinomial.size	0.981703852198005	0.999999999737279	Olfr1484	18	FALSE
Olfr1487	OK	negbinomial.size	0.704636342669915	0.999999999737279	Olfr1487	17	FALSE
Olfr1489	OK	negbinomial.size	0.800740439327012	0.999999999737279	Olfr1489	34	FALSE
Olfr149	OK	negbinomial.size	0.375428127310879	0.91150068805426	Olfr149	18	FALSE
Olfr1490	OK	negbinomial.size	0.129953231330792	0.661105017390377	Olfr1490	7	FALSE
Olfr15	OK	negbinomial.size	0.486761492511764	0.957488162126501	Olfr15	7	FALSE
Olfr1505	OK	negbinomial.size	0.228400405700449	0.803184664125332	Olfr1505	30	FALSE
Olfr1512	OK	negbinomial.size	0.999999999628456	0.999999999737279	Olfr1512	7	FALSE
Olfr152	OK	negbinomial.size	0.285690420105454	0.851288124338824	Olfr152	23	FALSE
Olfr1535	OK	negbinomial.size	0.848109345077955	0.999999999737279	Olfr1535	15	FALSE
Olfr1537	OK	negbinomial.size	0.479125555672311	0.95366813197299	Olfr1537	18	FALSE
Olfr1543-ps1	OK	negbinomial.size	0.773214573899671	0.999999999737279	Olfr1543-ps1	11	FALSE
Olfr1555-ps1	OK	negbinomial.size	0.723737498551554	0.999999999737279	Olfr1555-ps1	16	FALSE
Olfr1564	OK	negbinomial.size	0.898261197663659	0.999999999737279	Olfr1564	24	FALSE
Olfr160	OK	negbinomial.size	0.99952463408773	0.999999999737279	Olfr160	31	FALSE
Olfr161	OK	negbinomial.size	0.340262803520282	0.893197232275495	Olfr161	37	FALSE
Olfr165	OK	negbinomial.size	0.0658648508493872	0.513701408395305	Olfr165	12	FALSE
Olfr167	OK	negbinomial.size	0.866483316465719	0.999999999737279	Olfr167	15	FALSE
Olfr173	OK	negbinomial.size	0.811864678443774	0.999999999737279	Olfr173	10	FALSE
Olfr177	OK	negbinomial.size	0.752966200799503	0.999999999737279	Olfr177	17	FALSE
Olfr178	OK	negbinomial.size	0.588980890655286	0.978461429339331	Olfr178	6	FALSE
Olfr18	OK	negbinomial.size	0.100306071895876	0.606674122366507	Olfr18	15	FALSE
Olfr183	OK	negbinomial.size	0.590138140366346	0.9790013112872	Olfr183	12	FALSE
Olfr190	OK	negbinomial.size	0.828947679391362	0.999999999737279	Olfr190	24	FALSE
Olfr2	OK	negbinomial.size	0.654589252033545	0.991703861091013	Olfr2	33	FALSE
Olfr20	OK	negbinomial.size	0.501878354788782	0.961693808007518	Olfr20	12	FALSE
Olfr204	OK	negbinomial.size	0.153520766053857	0.707459013077591	Olfr204	30	FALSE
Olfr221	OK	negbinomial.size	0.81028038166911	0.999999999737279	Olfr221	9	FALSE
Olfr224	OK	negbinomial.size	0.421091097901354	0.928012742252907	Olfr224	33	FALSE
Olfr228	OK	negbinomial.size	0.162577225497639	0.727901003760816	Olfr228	11	FALSE
Olfr237-ps1	OK	negbinomial.size	0.757603320463502	0.999999999737279	Olfr237-ps1	15	FALSE
Olfr24	OK	negbinomial.size	0.736277788269242	0.999999999737279	Olfr24	8	FALSE
Olfr243	OK	negbinomial.size	0.667610920007197	0.994907234445465	Olfr243	28	FALSE
Olfr250	OK	negbinomial.size	0.0665403981413241	0.516356691797502	Olfr250	26	FALSE
Olfr251	OK	negbinomial.size	0.708934841845071	0.999999999737279	Olfr251	11	FALSE
Olfr259	OK	negbinomial.size	0.747182590590955	0.999999999737279	Olfr259	10	FALSE
Olfr267	OK	negbinomial.size	8.63382345670479e-05	0.00478507418691626	Olfr267	7	FALSE
Olfr273	OK	negbinomial.size	0.759738641698444	0.999999999737279	Olfr273	17	FALSE
Olfr279	OK	negbinomial.size	0.148373258604122	0.69951764046046	Olfr279	31	FALSE
Olfr281	OK	negbinomial.size	0.0702603567293706	0.526824334022472	Olfr281	7	FALSE
Olfr285	OK	negbinomial.size	0.336572046334288	0.890743864299337	Olfr285	7	FALSE
Olfr286	OK	negbinomial.size	0.0455492044005064	0.408702562049511	Olfr286	22	FALSE
Olfr287	OK	negbinomial.size	0.10419755286293	0.615732983804581	Olfr287	16	FALSE
Olfr288	OK	negbinomial.size	1.2516349175753e-07	3.47328689627146e-05	Olfr288	10	TRUE
Olfr291	OK	negbinomial.size	0.926457916362517	0.999999999737279	Olfr291	8	FALSE
Olfr293	OK	negbinomial.size	0.000355428342647462	0.0139704483122763	Olfr293	7	FALSE
Olfr295	OK	negbinomial.size	0.669775798722178	0.995409083897839	Olfr295	22	FALSE
Olfr30	OK	negbinomial.size	0.710715387080249	0.999999999737279	Olfr30	13	FALSE
Olfr300-ps1	OK	negbinomial.size	0.0349943588132392	0.351616963294724	Olfr300-ps1	8	FALSE
Olfr318	OK	negbinomial.size	0.859931992226253	0.999999999737279	Olfr318	22	FALSE
Olfr323	OK	negbinomial.size	0.0279860195463215	0.31264574976265	Olfr323	13	FALSE
Olfr324	OK	negbinomial.size	0.62716506713801	0.987843717395832	Olfr324	11	FALSE
Olfr328	OK	negbinomial.size	0.950911061692342	0.999999999737279	Olfr328	23	FALSE
Olfr329-ps	OK	negbinomial.size	0.0647871786339999	0.510949370761834	Olfr329-ps	16	FALSE
Olfr330	OK	negbinomial.size	0.0297518541240157	0.323532369327287	Olfr330	6	FALSE
Olfr338	OK	negbinomial.size	0.479341032008427	0.95366813197299	Olfr338	36	FALSE
Olfr341	OK	negbinomial.size	0.5862338894607	0.977996298697513	Olfr341	26	FALSE
Olfr351	OK	negbinomial.size	0.233992011437265	0.806752107830616	Olfr351	33	FALSE
Olfr352	OK	negbinomial.size	0.408060413069663	0.92309117473377	Olfr352	30	FALSE
Olfr354	OK	negbinomial.size	0.57166680082585	0.974312352470049	Olfr354	27	FALSE
Olfr361	OK	negbinomial.size	0.99999999844572	0.999999999737279	Olfr361	7	FALSE
Olfr362	OK	negbinomial.size	0.0206638438018709	0.26046221104968	Olfr362	12	FALSE
Olfr365	OK	negbinomial.size	0.635116161704322	0.988362129166383	Olfr365	32	FALSE
Olfr366	OK	negbinomial.size	0.382378431428061	0.91204013568307	Olfr366	24	FALSE
Olfr370	OK	negbinomial.size	0.023916551665508	0.28607082272321	Olfr370	14	FALSE
Olfr373	OK	negbinomial.size	0.30206283573651	0.868255501573604	Olfr373	33	FALSE
Olfr380	OK	negbinomial.size	0.402970592763556	0.921573237166142	Olfr380	22	FALSE
Olfr381	OK	negbinomial.size	0.711430623597638	0.999999999737279	Olfr381	22	FALSE
