Cell	CellType	Age
GSM2662178	Pvalb.C1ql1.Cpne5	60
GSM2662179	Calb2.Vip.Nos1	60
GSM2662180	Calb2.Vip.Igfbp4	60
GSM2662181	Pvalb.Tac1.Sst	60
GSM2662182	Sst.Pnoc.Pvalb	60
GSM2662183	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662184	Cck.Cxcl14.Slc17a8	60
GSM2662185	Cacna2d1.Lhx6.Reln	60
GSM2662186	Unknown	60
GSM2662187	Calb2.Vip.Gpd1	60
GSM2662188	Unknown	60
GSM2662189	Pvalb.C1ql1.Npy	60
GSM2662190	Unknown	60
GSM2662191	Calb2.Vip.Igfbp4	60
GSM2662192	Sst.Pnoc.Calb1.Pvalb	60
GSM2662193	Pvalb.Tac1.Sst	60
GSM2662194	Pvalb.Tac1.Sst	60
GSM2662195	Pvalb.Tac1.Sst	60
GSM2662196	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662197	Sst.Pnoc.Pvalb	60
GSM2662198	Cacna2d1.Ndnf.Rgs10	60
GSM2662199	Sst.Pnoc.Calb1.Pvalb	60
GSM2662200	Pvalb.Tac1.Akr1c18	60
GSM2662201	Calb2.Cntnap5a.Rspo3	60
GSM2662202	Calb2.Vip.Gpd1	60
GSM2662203	Sst.Pnoc.Pvalb	60
GSM2662204	Cck.Cxcl14.Slc17a8	60
GSM2662205	Sst.Erbb4.Rgs10	60
GSM2662206	Cck.Cxcl14.Vip	60
GSM2662207	Cck.Lmo1.Vip.Tac2	60
GSM2662208	Unknown	60
GSM2662209	Sst.Erbb4.Th	60
GSM2662210	Cacna2d1.Ndnf.Rgs10	60
GSM2662211	Unknown	60
GSM2662212	Calb2.Vip.Gpd1	60
GSM2662213	Sst.Erbb4.Th	60
GSM2662214	Pvalb.Tac1.Sst	60
GSM2662215	Cacna2d1.Lhx6.Reln	60
GSM2662216	Sst.Npy.Serpine2	60
GSM2662217	Cck.Calca	60
GSM2662218	Unknown	60
GSM2662219	Cck.Cxcl14.Slc17a8	60
GSM2662220	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662221	Cck.Lmo1.Vip.Fam19a2	60
GSM2662222	Unknown	60
GSM2662223	Unknown	60
GSM2662224	Unknown	60
GSM2662225	Sst.Erbb4.Crh	60
GSM2662226	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662227	Cck.Cxcl14.Calb1.Kctd12	60
GSM2662228	Calb2.Vip.Igfbp4	60
GSM2662229	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662230	Cacna2d1.Lhx6.Reln	60
GSM2662231	Unknown	60
GSM2662232	Unknown	60
GSM2662233	Cacna2d1.Ndnf.Rgs10	60
GSM2662234	Cck.Lmo1.Vip.Fam19a2	60
GSM2662235	Sst.Pnoc.Pvalb	60
GSM2662236	Unknown	60
GSM2662237	Calb2.Cryab	60
GSM2662238	Pvalb.C1ql1.Pvalb	60
GSM2662239	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662240	Pvalb.C1ql1.Pvalb	60
GSM2662241	Cacna2d1.Lhx6.Reln	60
GSM2662242	Cck.Lmo1.Vip.Fam19a2	60
GSM2662243	Cacna2d1.Lhx6.Reln	60
GSM2662244	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662245	Calb2.Cntnap5a.Rspo3	60
GSM2662246	Cck.Lmo1.Vip.Crh	60
GSM2662247	Cck.Lmo1.Vip.Fam19a2	60
GSM2662248	Cacna2d1.Lhx6.Vwa5a	60
GSM2662249	Unknown	60
GSM2662250	Unknown	60
GSM2662251	Unknown	60
GSM2662252	Cacna2d1.Lhx6.Reln	60
GSM2662253	Unknown	60
GSM2662254	Cck.Lmo1.Vip.Tac2	60
GSM2662255	Unknown	60
GSM2662256	Cacna2d1.Ndnf.Rgs10	60
GSM2662257	Pvalb.C1ql1.Cpne5	60
GSM2662258	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662259	Cacna2d1.Lhx6.Vwa5a	60
GSM2662260	Pvalb.C1ql1.Pvalb	60
GSM2662261	Ntng1.Rgs10	60
GSM2662262	Cacna2d1.Lhx6.Reln	60
GSM2662263	Pvalb.C1ql1.Pvalb	60
GSM2662264	Unknown	60
GSM2662265	Cck.Lmo1.Vip.Tac2	60
GSM2662266	Pvalb.Tac1.Syt2	60
GSM2662267	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662268	Vip.Crh.Pcp4	60
GSM2662269	Pvalb.C1ql1.Pvalb	60
GSM2662270	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662271	Unknown	60
GSM2662272	Sst.Pnoc.Calb1.Pvalb	60
GSM2662273	Sst.Pnoc.Calb1.Pvalb	60
GSM2662274	Pvalb.Tac1.Akr1c18	60
GSM2662275	Cacna2d1.Ndnf.Npy	60
GSM2662276	Cacna2d1.Lhx6.Reln	60
GSM2662277	Sst.Npy.Zbtb20	60
GSM2662278	Unknown	60
GSM2662279	Cck.Cxcl14.Vip	60
GSM2662280	Cck.Lmo1.Vip.Fam19a2	60
GSM2662281	Calb2.Vip.Gpd1	60
GSM2662282	Ntng1.Synpr	60
GSM2662283	Unknown	60
GSM2662284	Sst.Npy.Serpine2	60
GSM2662285	Unknown	60
GSM2662286	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662287	Sst.Pnoc.Calb1.Pvalb	60
GSM2662288	Pvalb.C1ql1.Pvalb	60
GSM2662289	Pvalb.C1ql1.Pvalb	60
GSM2662290	Unknown	60
GSM2662291	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662292	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662293	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662294	Cacna2d1.Lhx6.Reln	60
GSM2662295	Sst.Npy.Cort	60
GSM2662296	Cacna2d1.Lhx6.Reln	60
GSM2662297	Pvalb.C1ql1.Pvalb	60
GSM2662298	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662299	Cacna2d1.Ndnf.Npy	60
GSM2662300	Pvalb.C1ql1.Npy	60
GSM2662301	Cck.Lmo1.Vip.Fam19a2	60
GSM2662302	Cacna2d1.Lhx6.Reln	60
GSM2662303	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662304	Unknown	60
GSM2662305	Cacna2d1.Ndnf.Rgs10	60
GSM2662306	Unknown	60
GSM2662307	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662308	Cck.Cxcl14.Slc17a8	60
GSM2662309	Calb2.Vip.Gpd1	60
GSM2662310	Pvalb.C1ql1.Cpne5	60
GSM2662311	Cacna2d1.Ndnf.Npy	60
GSM2662312	Unknown	60
GSM2662313	Unknown	60
GSM2662314	Cacna2d1.Lhx6.Vwa5a	60
GSM2662315	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662316	Unknown	60
GSM2662317	Calb2.Vip.Igfbp4	60
GSM2662318	Pvalb.Tac1.Syt2	60
GSM2662319	Unknown	60
GSM2662320	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662321	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662322	Pvalb.C1ql1.Pvalb	60
GSM2662323	Calb2.Cntnap5a.Vip	60
GSM2662324	Cacna2d1.Ndnf.Npy	60
GSM2662325	Cacna2d1.Lhx6.Reln	60
GSM2662326	Unknown	60
GSM2662327	Cck.Cxcl14.Vip	60
GSM2662328	Calb2.Vip.Igfbp4	60
GSM2662329	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662330	Sst.Pnoc.Calb1.Pvalb	60
GSM2662331	Sst.Pnoc.Calb1.Pvalb	60
GSM2662332	Sst.Npy.Zbtb20	60
GSM2662333	Cacna2d1.Ndnf.Rgs10	60
GSM2662334	Cacna2d1.Ndnf.Npy	60
GSM2662335	Unknown	60
GSM2662336	Sst.Npy.Zbtb20	60
GSM2662337	Unknown	60
GSM2662338	Calb2.Vip.Gpd1	60
GSM2662339	Sst.Pnoc.Pvalb	60
GSM2662340	Calb2.Cntnap5a.Igfbp6	60
GSM2662341	Unknown	60
GSM2662342	Pvalb.Tac1.Syt2	60
GSM2662343	Calb2.Vip.Gpd1	60
GSM2662344	Pvalb.Tac1.Syt2	60
GSM2662345	Sst.Npy.Cort	60
GSM2662346	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662347	Sst.Npy.Zbtb20	60
GSM2662348	Pvalb.C1ql1.Cpne5	60
GSM2662349	Calb2.Cryab	60
GSM2662350	Cacna2d1.Ndnf.Npy	60
GSM2662351	Cck.Lmo1.Vip.Crh	60
GSM2662352	Sst.Pnoc.Calb1.Pvalb	60
GSM2662353	Cck.Lmo1.Npy	60
GSM2662354	Sst.Pnoc.Calb1.Pvalb	60
GSM2662355	Sst.Npy.Serpine2	60
GSM2662356	Sst.Pnoc.Calb1.Pvalb	60
GSM2662357	Sst.Npy.Mgat4c	60
GSM2662358	Pvalb.Tac1.Nr4a2	60
GSM2662359	Cck.Cxcl14.Vip	60
GSM2662360	Ntng1.Synpr	60
GSM2662361	Unknown	60
GSM2662362	Sst.Nos1	60
GSM2662363	Sst.Npy.Serpine2	60
GSM2662364	Unknown	60
GSM2662365	Cck.Cxcl14.Calb1.Tac2	60
GSM2662366	Unknown	60
GSM2662367	Ntng1.Synpr	60
GSM2662368	Sst.Npy.Cort	60
GSM2662369	Unknown	60
GSM2662370	Unknown	60
GSM2662371	Cacna2d1.Ndnf.Rgs10	60
GSM2662372	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662373	Calb2.Vip.Gpd1	60
GSM2662374	Calb2.Cntnap5a.Igfbp6	60
GSM2662375	Unknown	60
GSM2662376	Unknown	60
GSM2662377	Unknown	60
GSM2662378	Ntng1.Chrm2	60
GSM2662379	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662380	Calb2.Vip.Gpd1	60
GSM2662381	Sst.Npy.Serpine2	60
GSM2662382	Calb2.Vip.Igfbp4	60
GSM2662383	Cacna2d1.Lhx6.Reln	60
GSM2662384	Vip.Crh.C1ql1	60
GSM2662385	Sst.Pnoc.Calb1.Pvalb	60
GSM2662386	Unknown	60
GSM2662387	Unknown	60
GSM2662388	Unknown	60
GSM2662389	Sst.Pnoc.Calb1.Pvalb	60
GSM2662390	Unknown	60
GSM2662391	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662392	Cacna2d1.Lhx6.Reln	60
GSM2662393	Cck.Lmo1.Npy	60
GSM2662394	Unknown	60
GSM2662395	Unknown	60
GSM2662396	Calb2.Vip.Gpd1	60
GSM2662397	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662398	Unknown	60
GSM2662399	Unknown	60
GSM2662400	Unknown	60
GSM2662401	Sst.Erbb4.Th	60
GSM2662402	Pvalb.C1ql1.Pvalb	60
GSM2662403	Unknown	60
GSM2662404	Cck.Cxcl14.Calb1.Kctd12	60
GSM2662405	Cacna2d1.Ndnf.Rgs10	60
GSM2662406	Cck.Cxcl14.Calb1.Kctd12	60
GSM2662407	Sst.Npy.Zbtb20	60
GSM2662408	Calb2.Vip.Nos1	60
GSM2662409	Ntng1.Chrm2	60
GSM2662410	Cck.Lmo1.Vip.Tac2	60
GSM2662411	Sst.Pnoc.Calb1.Pvalb	60
GSM2662412	Sst.Pnoc.Calb1.Pvalb	60
GSM2662413	Unknown	60
GSM2662414	Unknown	60
GSM2662415	Unknown	60
GSM2662416	Calb2.Vip.Gpd1	60
GSM2662417	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662418	Calb2.Vip.Nos1	60
GSM2662419	Unknown	60
GSM2662420	Unknown	60
GSM2662421	Sst.Pnoc.Calb1.Pvalb	60
GSM2662422	Cacna2d1.Lhx6.Reln	60
GSM2662423	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662424	Sst.Npy.Mgat4c	60
GSM2662425	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662426	Sst.Npy.Serpine2	60
GSM2662427	Calb2.Vip.Gpd1	60
GSM2662428	Calb2.Vip.Gpd1	60
GSM2662429	Cacna2d1.Ndnf.Npy	60
GSM2662430	Cck.Cxcl14.Slc17a8	60
GSM2662431	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662432	Cck.Lypd1	60
GSM2662433	Unknown	60
GSM2662434	Pvalb.Tac1.Akr1c18	60
GSM2662435	Unknown	60
GSM2662436	Calb2.Cntnap5a.Rspo3	60
GSM2662437	Unknown	60
GSM2662438	Cacna2d1.Ndnf.Npy	60
GSM2662439	Pvalb.Tac1.Akr1c18	60
GSM2662440	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662441	Sst.Npy.Cort	60
GSM2662442	Unknown	60
GSM2662443	Cacna2d1.Ndnf.Rgs10	60
GSM2662444	Calb2.Vip.Gpd1	60
GSM2662445	Unknown	60
GSM2662446	Unknown	60
GSM2662447	Unknown	60
GSM2662448	Unknown	60
GSM2662449	Vip.Crh.Pcp4	60
GSM2662450	Calb2.Vip.Gpd1	60
GSM2662451	Pvalb.Tac1.Akr1c18	60
GSM2662452	Sst.Pnoc.Calb1.Pvalb	60
GSM2662453	Sst.Npy.Serpine2	60
GSM2662454	Unknown	60
GSM2662455	Unknown	60
GSM2662456	Cacna2d1.Lhx6.Reln	60
GSM2662457	Sst.Pnoc.Calb1.Pvalb	60
GSM2662458	Calb2.Vip.Nos1	60
GSM2662459	Cck.Lmo1.Vip.Crh	60
GSM2662460	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662461	Calb2.Cryab	60
GSM2662462	Calb2.Cntnap5a.Vip	60
GSM2662463	Calb2.Vip.Nos1	60
GSM2662464	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662465	Cck.Sema5a	60
GSM2662466	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662467	Unknown	60
GSM2662468	Sst.Npy.Serpine2	60
GSM2662469	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662470	Calb2.Vip.Gpd1	60
GSM2662471	Unknown	60
GSM2662472	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662473	Calb2.Cntnap5a.Igfbp6	60
GSM2662474	Sst.Pnoc.Calb1.Pvalb	60
GSM2662475	Cacna2d1.Lhx6.Vwa5a	60
GSM2662476	Cck.Cxcl14.Slc17a8	60
GSM2662477	Cacna2d1.Ndnf.Rgs10	60
GSM2662478	Cck.Cxcl14.Vip	60
GSM2662479	Cck.Lmo1.Vip.Fam19a2	60
GSM2662480	Cck.Lmo1.Vip.Fam19a2	60
GSM2662481	Cacna2d1.Lhx6.Reln	60
GSM2662482	Sst.Npy.Serpine2	60
GSM2662483	Cacna2d1.Lhx6.Vwa5a	60
GSM2662484	Cacna2d1.Ndnf.Rgs10	60
GSM2662485	Calb2.Cntnap5a.Vip	60
GSM2662486	Pvalb.C1ql1.Cpne5	60
GSM2662487	Cacna2d1.Ndnf.Rgs10	60
GSM2662488	Cck.Cxcl14.Vip	60
GSM2662489	Cacna2d1.Lhx6.Vwa5a	60
GSM2662490	Sst.Npy.Serpine2	60
GSM2662491	Unknown	60
GSM2662492	Cck.Sema5a	60
GSM2662493	Cck.Cxcl14.Calb1.Kctd12	60
GSM2662494	Pvalb.C1ql1.Pvalb	60
GSM2662495	Sst.Npy.Serpine2	60
GSM2662496	Ntng1.Rgs10	60
GSM2662497	Unknown	60
GSM2662498	Calb2.Cryab	60
GSM2662499	Pvalb.C1ql1.Pvalb	60
GSM2662500	Cck.Lmo1.Npy	60
GSM2662501	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662502	Cacna2d1.Ndnf.Rgs10	60
GSM2662503	Unknown	60
GSM2662504	Calb2.Vip.Igfbp4	60
GSM2662505	Sst.Npy.Serpine2	60
GSM2662506	Sst.Pnoc.Pvalb	60
GSM2662507	Unknown	60
GSM2662508	Unknown	60
GSM2662509	Cck.Cxcl14.Slc17a8	60
GSM2662510	Vip.Crh.Pcp4	60
GSM2662511	Cck.Lmo1.Npy	60
GSM2662512	Cacna2d1.Ndnf.Rgs10	60
GSM2662513	Unknown	60
GSM2662514	Sst.Npy.Mgat4c	60
GSM2662515	Unknown	60
GSM2662516	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662517	Sst.Pnoc.Pvalb	60
GSM2662518	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662519	Calb2.Cntnap5a.Vip	60
GSM2662520	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662521	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662522	Calb2.Vip.Gpd1	60
GSM2662523	Calb2.Vip.Nos1	60
GSM2662524	Sst.Pnoc.Calb1.Pvalb	60
GSM2662525	Pvalb.Tac1.Sst	60
GSM2662526	Calb2.Cntnap5a.Igfbp6	60
GSM2662527	Cck.Sema5a	60
GSM2662528	Unknown	60
GSM2662529	Unknown	60
GSM2662530	Sst.Npy.Serpine2	60
GSM2662531	Sst.Npy.Mgat4c	60
GSM2662532	Unknown	60
GSM2662533	Cck.Cxcl14.Vip	60
GSM2662534	Cacna2d1.Lhx6.Reln	60
GSM2662535	Calb2.Cntnap5a.Igfbp6	60
GSM2662536	Sst.Npy.Zbtb20	60
GSM2662537	Unknown	60
GSM2662538	Unknown	60
GSM2662539	Ntng1.Synpr	60
GSM2662540	Pvalb.Tac1.Syt2	60
GSM2662541	Ntng1.Rgs10	60
GSM2662542	Unknown	60
GSM2662543	Sst.Npy.Cort	60
GSM2662544	Vip.Crh.C1ql1	60
GSM2662545	Cck.Sema5a	60
GSM2662546	Sst.Npy.Serpine2	60
GSM2662547	Unknown	60
GSM2662548	Sst.Npy.Zbtb20	60
GSM2662549	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662550	Unknown	60
GSM2662551	Unknown	60
GSM2662552	Cck.Lmo1.Vip.Crh	60
GSM2662553	Cacna2d1.Lhx6.Reln	60
GSM2662554	Pvalb.Tac1.Nr4a2	60
GSM2662555	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662556	Cacna2d1.Ndnf.Npy	60
GSM2662557	Unknown	60
GSM2662558	Cacna2d1.Ndnf.Rgs10	60
GSM2662559	Pvalb.C1ql1.Cpne5	60
GSM2662560	Cck.Cxcl14.Slc17a8	60
GSM2662561	Unknown	60
GSM2662562	Cck.Lmo1.Vip.Crh	60
GSM2662563	Cacna2d1.Ndnf.Rgs10	60
GSM2662564	Calb2.Cntnap5a.Igfbp6	60
GSM2662565	Unknown	60
GSM2662566	Pvalb.Tac1.Sst	60
GSM2662567	Ntng1.Chrm2	60
GSM2662568	Unknown	60
GSM2662569	Unknown	60
GSM2662570	Calb2.Vip.Nos1	60
GSM2662571	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662572	Unknown	60
GSM2662573	Sst.Npy.Zbtb20	60
GSM2662574	Cck.Lmo1.Vip.Fam19a2	60
GSM2662575	Sst.Nos1	60
GSM2662576	Pvalb.Tac1.Akr1c18	60
GSM2662577	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662578	Cacna2d1.Ndnf.Npy	60
GSM2662579	Cacna2d1.Lhx6.Reln	60
GSM2662580	Sst.Erbb4.Rgs10	60
GSM2662581	Calb2.Vip.Igfbp4	60
GSM2662582	Sst.Erbb4.Th	60
GSM2662583	Pvalb.C1ql1.Pvalb	60
GSM2662584	Pvalb.C1ql1.Pvalb	60
GSM2662585	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662586	Cck.Cxcl14.Slc17a8	60
GSM2662587	Sst.Npy.Serpine2	60
GSM2662588	Cck.Lmo1.Npy	60
GSM2662589	Sst.Pnoc.Calb1.Pvalb	60
GSM2662590	Sst.Erbb4.Crh	60
GSM2662591	Sst.Npy.Cort	60
GSM2662592	Pvalb.C1ql1.Cpne5	60
GSM2662593	Calb2.Vip.Gpd1	60
GSM2662594	Sst.Erbb4.Th	60
GSM2662595	Sst.Cryab	60
GSM2662596	Sst.Erbb4.Crh	60
GSM2662597	Cck.Lmo1.Vip.Fam19a2	60
GSM2662598	Sst.Erbb4.Crh	60
GSM2662599	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662600	Unknown	60
GSM2662601	Sst.Pnoc.Calb1.Pvalb	60
GSM2662602	Sst.Pnoc.Calb1.Pvalb	60
GSM2662603	Pvalb.C1ql1.Cpne5	60
GSM2662604	Unknown	60
GSM2662605	Cacna2d1.Lhx6.Reln	60
GSM2662606	Sst.Npy.Zbtb20	60
GSM2662607	Sst.Npy.Mgat4c	60
GSM2662608	Cck.Lmo1.Vip.Crh	60
GSM2662609	Cacna2d1.Lhx6.Reln	60
GSM2662610	Unknown	60
GSM2662611	Cck.Calca	60
GSM2662612	Sst.Npy.Zbtb20	60
GSM2662613	Unknown	60
GSM2662614	Cck.Cxcl14.Slc17a8	60
GSM2662615	Calb2.Vip.Gpd1	60
GSM2662616	Unknown	60
GSM2662617	Unknown	60
GSM2662618	Cck.Sema5a	60
GSM2662619	Sst.Npy.Serpine2	60
GSM2662620	Pvalb.Tac1.Nr4a2	60
GSM2662621	Unknown	60
GSM2662622	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662623	Cck.Cxcl14.Vip	60
GSM2662624	Ntng1.Rgs10	60
GSM2662625	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662626	Unknown	60
GSM2662627	Calb2.Vip.Igfbp4	60
GSM2662628	Cck.Cxcl14.Slc17a8	60
GSM2662629	Sst.Pnoc.Pvalb	60
GSM2662630	Calb2.Cntnap5a.Vip	60
GSM2662631	Cck.Lmo1.Npy	60
GSM2662632	Calb2.Cntnap5a.Igfbp6	60
GSM2662633	Cck.Lmo1.Npy	60
GSM2662634	Pvalb.Tac1.Syt2	60
GSM2662635	Cacna2d1.Lhx6.Reln	60
GSM2662636	Unknown	60
GSM2662637	Pvalb.Tac1.Akr1c18	60
GSM2662638	Unknown	60
GSM2662639	Cck.Lmo1.Vip.Fam19a2	60
GSM2662640	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662641	Unknown	60
GSM2662642	Unknown	60
GSM2662643	Unknown	60
GSM2662644	Calb2.Cryab	60
GSM2662645	Pvalb.Tac1.Syt2	60
GSM2662646	Unknown	60
GSM2662647	Cacna2d1.Ndnf.Rgs10	60
GSM2662648	Pvalb.Tac1.Syt2	60
GSM2662649	Sst.Nos1	60
GSM2662650	Cck.Lmo1.Vip.Crh	60
GSM2662651	Unknown	60
GSM2662652	Calb2.Vip.Gpd1	60
GSM2662653	Cacna2d1.Ndnf.Rgs10	60
GSM2662654	Pvalb.Tac1.Akr1c18	60
GSM2662655	Sst.Erbb4.Th	60
GSM2662656	Pvalb.C1ql1.Pvalb	60
GSM2662657	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662658	Cck.Cxcl14.Calb1.Kctd12	60
GSM2662659	Cck.Calca	60
GSM2662660	Unknown	60
GSM2662661	Cacna2d1.Ndnf.Rgs10	60
GSM2662662	Cacna2d1.Lhx6.Reln	60
GSM2662663	Ntng1.Synpr	60
GSM2662664	Cacna2d1.Ndnf.Rgs10	60
GSM2662665	Unknown	60
GSM2662666	Pvalb.Tac1.Sst	60
GSM2662667	Cacna2d1.Lhx6.Reln	60
GSM2662668	Unknown	60
GSM2662669	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662670	Calb2.Vip.Nos1	60
GSM2662671	Pvalb.Tac1.Nr4a2	60
GSM2662672	Calb2.Vip.Gpd1	60
GSM2662673	Unknown	60
GSM2662674	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662675	Sst.Erbb4.Th	60
GSM2662676	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662677	Cck.Lmo1.Vip.Tac2	60
GSM2662678	Sst.Npy.Cort	60
GSM2662679	Sst.Pnoc.Calb1.Pvalb	60
GSM2662680	Cacna2d1.Lhx6.Reln	60
GSM2662681	Unknown	60
GSM2662682	Unknown	60
GSM2662683	Sst.Erbb4.Rgs10	60
GSM2662684	Unknown	60
GSM2662685	Cacna2d1.Lhx6.Reln	60
GSM2662686	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662687	Calb2.Vip.Gpd1	60
GSM2662688	Pvalb.Tac1.Nr4a2	60
GSM2662689	Sst.Npy.Zbtb20	60
GSM2662690	Cck.Cxcl14.Slc17a8	60
GSM2662691	Cck.Lmo1.Vip.Fam19a2	60
GSM2662692	Pvalb.C1ql1.Pvalb	60
GSM2662693	Sst.Npy.Serpine2	60
GSM2662694	Calb2.Vip.Igfbp4	60
GSM2662695	Pvalb.Tac1.Syt2	60
GSM2662696	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2662697	Calb2.Vip.Igfbp4	60
GSM2662698	Unknown	60
GSM2662699	Cacna2d1.Lhx6.Reln	60
GSM2662700	Sst.Npy.Zbtb20	60
GSM2662701	Calb2.Vip.Gpd1	60
GSM2662702	Sst.Pnoc.Calb1.Pvalb	60
GSM2662703	Sst.Pnoc.Calb1.Pvalb	60
GSM2662704	Unknown	60
GSM2662705	Unknown	60
GSM2662706	Unknown	60
GSM2662707	Calb2.Cntnap5a.Rspo3	60
GSM2662708	Pvalb.Tac1.Sst	60
GSM2662709	Pvalb.C1ql1.Cpne5	60
GSM2662710	Sst.Pnoc.Pvalb	60
GSM2662711	Cck.Sema5a	60
GSM2662712	Cck.Cxcl14.Vip	60
GSM2662713	Unknown	60
GSM2662714	Cck.Cxcl14.Calb1.Tac2	60
GSM2662715	Cacna2d1.Lhx6.Reln	60
GSM2662716	Unknown	60
GSM2662717	Pvalb.Tac1.Syt2	60
GSM2662718	Sst.Npy.Serpine2	60
GSM2662719	Ntng1.Chrm2	60
GSM2662720	Unknown	60
GSM2662721	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2662722	Calb2.Vip.Igfbp4	60
GSM2662723	Unknown	60
GSM2662724	Sst.Npy.Serpine2	60
GSM2662725	Calb2.Cntnap5a.Vip	60
GSM2662726	Calb2.Vip.Igfbp4	60
GSM2662727	Cck.Lmo1.Vip.Crh	60
GSM2662728	Sst.Npy.Cort	60
GSM2662729	Vip.Crh.Pcp4	60
GSM2662730	Cacna2d1.Lhx6.Reln	60
GSM2662731	Unknown	60
GSM2662732	Cck.Lmo1.Vip.Crh	60
GSM2662733	Calb2.Vip.Gpd1	60
GSM2662734	Cacna2d1.Ndnf.Rgs10	60
GSM2662735	Unknown	60
GSM2662736	Calb2.Vip.Igfbp4	60
GSM2662737	Cck.Cxcl14.Slc17a8	60
GSM2662738	Sst.Npy.Zbtb20	60
GSM2662739	Unknown	60
GSM2662740	Cck.Cxcl14.Slc17a8	60
GSM2662741	Ntng1.Rgs10	60
GSM2662742	Unknown	60
GSM2662743	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662744	Pvalb.C1ql1.Pvalb	60
GSM2662745	Pvalb.Tac1.Syt2	60
GSM2662746	Unknown	60
GSM2662747	Sst.Npy.Cort	60
GSM2662748	Pvalb.Tac1.Syt2	60
GSM2662749	Cck.Cxcl14.Slc17a8	60
GSM2662750	Sst.Npy.Cort	60
GSM2662751	Cacna2d1.Lhx6.Reln	60
GSM2662752	Cck.Cxcl14.Vip	60
GSM2662753	Cacna2d1.Lhx6.Reln	60
GSM2662754	Calb2.Vip.Igfbp4	60
GSM2662755	Cacna2d1.Lhx6.Reln	60
GSM2662756	Calb2.Cntnap5a.Vip	60
GSM2662757	Cck.Cxcl14.Slc17a8	60
GSM2662758	Pvalb.C1ql1.Pvalb	60
GSM2662759	Pvalb.Tac1.Nr4a2	60
GSM2662760	Pvalb.C1ql1.Npy	60
GSM2662761	Sst.Npy.Zbtb20	60
GSM2662762	Sst.Pnoc.Calb1.Igfbp5	60
GSM2662763	Calb2.Vip.Igfbp4	60
GSM2662764	Unknown	60
GSM2662765	Unknown	60
GSM2662766	Sst.Npy.Cort	60
GSM2662767	Unknown	60
