Cell	CellType
705179319	Pvalb Tpbg
705209114	Sst Chodl
705220380	Sst Esm1
705245410	Sst Hpse Cbln4
705266559	Sst Calb2 Pdlim5
705268919	Sst Hpse Cbln4
705278421	Sst Tac1 Tacr3
705570328	Sst Myh8 Etv1 
705585853	Sst Hpse Cbln4
705593515	Pvalb Tpbg
705617133	Sst Hpse Cbln4
705624869	Sst Myh8 Etv1 
705642036	Sst Rxfp1 Prdm8
705649721	Sst Calb2 Pdlim5
705657401	Sst Tac2 Tacstd2
705710648	Sst Rxfp1 Eya1
705817510	Sst Nr2f2 Necab1
705853382	Sst Rxfp1 Prdm8
705853493	Sst Chodl
705875798	Sst Calb2 Pdlim5
705887968	Pvalb Reln Itm2a
706191067	Sst Calb2 Pdlim5
706265097	Sst Calb2 Pdlim5
706289784	Sst Esm1
706470043	Sst Hpse Cbln4
706531271	Lamp5 Ntn1 Npy2r
706531340	Lamp5 Plch2 Dock5
706631307	Sst Calb2 Pdlim5
707162377	Sst Crhr2 Efemp1
707179690	Sst Chodl
707297335	Sst Nr2f2 Necab1
707352752	Sst Rxfp1 Prdm8
707397301	Sst Chodl
707403326	Sst Hpse Cbln4
707424705	Sst Mme Fam114a1
707660063	Lamp5 Plch2 Dock5
707666602	Vip Igfbp6 Car10
707666779	Lamp5 Lsp1
707678952	Lamp5 Plch2 Dock5
707681894	Lamp5 Lsp1
708221753	Sst Tac2 Tacstd2
708221965	Sst Crh 4930553C11Rik 
708229331	Sst Tac2 Tacstd2
708237126	Sst Hpse Cbln4
708246759	Sst Rxfp1 Eya1
708298763	Sst Rxfp1 Eya1
708479383	Lamp5 Plch2 Dock5
708495657	Lamp5 Lsp1
708506205	Pvalb Reln Itm2a
708513415	Lamp5 Lsp1
708642436	Sst Hpse Cbln4
708659517	Sst Crhr2 Efemp1
708685097	Sst Tac1 Htr1d
708696471	Sst Hpse Cbln4
708696754	Lamp5 Lsp1
708712664	Pvalb Sema3e Kank4
708758571	Sst Esm1
708766941	Lamp5 Lsp1
708781717	Vip Ptprt Pkp2
708792108	Sst Hpse Cbln4
708797744	Pvalb Reln Itm2a
709153201	Pvalb Sema3e Kank4
709179855	Sst Hpse Cbln4
709219898	Vip Pygm C1ql1
709232477	Sst Hpse Cbln4
709329028	Pvalb Reln Itm2a
709332066	Sst Calb2 Pdlim5
709421749	Vip Pygm C1ql1
709423277	Lamp5 Lsp1
709427923	Pvalb Reln Tac1
709445342	Pvalb Reln Itm2a
709447918	Lamp5 Lsp1
709453221	Lamp5 Lsp1
709454191	Pvalb Tpbg
709454254	Pvalb Sema3e Kank4
709459537	Pvalb Sema3e Kank4
709464809	Pvalb Akr1c18 Ntf3
709473109	Pvalb Tpbg
709477636	Pvalb Tpbg
709480097	Pvalb Reln Itm2a
710136447	Vip Pygm C1ql1
710172327	Vip Ptprt Pkp2
710188363	Vip Rspo4 Rxfp1 Chat
710230349	Vip Arhgap36 Hmcn1
710309393	Vip Chat Htr1f
710332099	Pvalb Th Sst
710335225	Vip Igfbp4 Mab21l1
710336632	Pvalb Sema3e Kank4
710338421	Sst Esm1
710345047	Sst Hpse Cbln4
710345218	Lamp5 Lhx6
710363006	Pvalb Reln Itm2a
710730520	Sst Tac1 Htr1d
710743304	Sst Rxfp1 Eya1
710757677	Sst Calb2 Pdlim5
710767527	Sst Calb2 Pdlim5
710867549	Sst Mme Fam114a1
710867810	Sst Calb2 Pdlim5
710887122	Sst Mme Fam114a1
710912956	Sst Crh 4930553C11Rik 
710920450	Sst Hpse Sema3c
711202068	Sst Hpse Cbln4
711245238	Sst Chodl
711260951	Sst Mme Fam114a1
711282684	Pvalb Reln Itm2a
711369579	Pvalb Tpbg
711438994	Pvalb Reln Itm2a
711464852	Sst Chodl
711465105	Pvalb Reln Itm2a
711477649	Lamp5 Lsp1
711483278	Lamp5 Lhx6
711483359	Lamp5 Plch2 Dock5
711508435	Lamp5 Plch2 Dock5
711510463	Lamp5 Lsp1
711511692	Sst Chodl
711528753	Sst Chodl
711571947	Sst Crhr2 Efemp1
711572453	Lamp5 Plch2 Dock5
711572656	Lamp5 Lsp1
711577762	Lamp5 Ntn1 Npy2r
711770582	Sst Calb2 Pdlim5
711876906	Pvalb Reln Itm2a
711903629	Sst Nr2f2 Necab1
711923209	Sst Tac2 Tacstd2
711990021	Pvalb Reln Itm2a
712020677	Pvalb Reln Itm2a
712037689	Pvalb Reln Itm2a
712133949	Pvalb Gabrg1
712150175	Pvalb Reln Itm2a
712156999	Sst Rxfp1 Prdm8
713116724	Sst Mme Fam114a1
713136280	Sst Nts
713181291	Sst Hpse Cbln4
713288327	Sst Calb2 Pdlim5
713336527	Sst Hpse Cbln4
713442456	Sst Hpse Cbln4
713692025	Vip Lect1 Oxtr
713747705	Vip Arhgap36 Hmcn1
713768156	Vip Ptprt Pkp2
713797685	Pvalb Akr1c18 Ntf3
713806196	Vip Ptprt Pkp2
713829667	Pvalb Th Sst
713886995	Vip Igfbp4 Mab21l1
713924319	Vip Arhgap36 Hmcn1
714007445	Sst Rxfp1 Prdm8
714016148	Pvalb Tpbg
714040661	Pvalb Sema3e Kank4
714046391	Pvalb Reln Itm2a
714046701	Pvalb Reln Itm2a
714086883	Pvalb Reln Itm2a
714106437	Pvalb Akr1c18 Ntf3
714210189	Vip Ptprt Pkp2
714228701	Pvalb Reln Tac1
714378460	Vip Pygm C1ql1
714405422	Vip Crispld2 Kcne4
714462113	Vip Col15a1 Pde1a
714485370	Sncg Vip Nptx2
714493051	Pvalb Gabrg1
714517612	Vip Chat Htr1f
714601733	Pvalb Akr1c18 Ntf3
714673962	Sncg Vip Itih5
714701049	Lamp5 Lsp1
714701489	Pvalb Sema3e Kank4
714717722	Lamp5 Ntn1 Npy2r
714722191	Lamp5 Lsp1
714722221	Lamp5 Lhx6
714743771	Pvalb Tpbg
714755043	Sncg Vip Nptx2
714755572	Vip Crispld2 Kcne4
714904858	Vip Ptprt Pkp2
714932261	Vip Gpc3 Slc18a3
714936352	Sncg Vip Itih5
715036882	Sst Rxfp1 Prdm8
715063865	Vip Lmo1 Fam159b
715092854	Sst Rxfp1 Prdm8
715103050	Pvalb Gabrg1
715106551	Sst Nts
715148321	Vip Igfbp4 Mab21l1
715158850	Pvalb Akr1c18 Ntf3
715159651	Vip Pygm C1ql1
715163712	Pvalb Akr1c18 Ntf3
715163795	Vip Lmo1 Myl1
716008621	Vip Arhgap36 Hmcn1
716233643	Pvalb Sema3e Kank4
716298521	Sncg Vip Itih5
716307564	Pvalb Akr1c18 Ntf3
716330705	Vip Lmo1 Myl1
716506444	Vip Chat Htr1f
716556217	Lamp5 Lsp1
716591444	Sncg Gpr50
716591702	Lamp5 Lsp1
716592645	Sncg Vip Itih5
716595024	Vip Lect1 Oxtr
716729379	Vip Ptprt Pkp2
716746196	Vip Lmo1 Myl1
716760772	Vip Lmo1 Myl1
716832846	Lamp5 Lsp1
716838742	Lamp5 Lsp1
716842736	Sncg Vip Itih5
716846357	Lamp5 Lsp1
716846733	Sncg Vip Itih5
716855459	Lamp5 Lsp1
716859364	Sst Hpse Cbln4
716864944	Lamp5 Lsp1
717354644	Sst Calb2 Pdlim5
717376304	Sst Calb2 Pdlim5
717393031	Sst Calb2 Necab1
717412114	Sst Calb2 Pdlim5
717472464	Sst Calb2 Pdlim5
717637005	Lamp5 Plch2 Dock5
717637270	Pvalb Reln Itm2a
717646732	Pvalb Sema3e Kank4
717675736	Lamp5 Lsp1
717700352	Pvalb Sema3e Kank4
717732613	Pvalb Sema3e Kank4
717732762	Vip Lmo1 Fam159b
717738370	Sst Nr2f2 Necab1
717745994	Pvalb Sema3e Kank4
717770635	Lamp5 Lsp1
718049075	Pvalb Tpbg
718054696	Pvalb Tpbg
718123792	Sst Rxfp1 Eya1
718128873	Sst Rxfp1 Prdm8
718136012	Sst Esm1
718138161	Sst Rxfp1 Prdm8
718165701	Sst Rxfp1 Prdm8
718177320	Sst Rxfp1 Eya1
718188717	Pvalb Sema3e Kank4
718195284	Sst Nts
718195555	Sst Rxfp1 Prdm8
718196458	Sst Rxfp1 Prdm8
718202813	Sst Esm1
718205957	Sst Hpse Cbln4
718217349	Sst Hpse Cbln4
718237581	Pvalb Sema3e Kank4
718257664	Pvalb Tpbg
718257716	Pvalb Reln Itm2a
718473774	Sst Crhr2 Efemp1
718474288	Sst Myh8 Etv1 
718475318	Pvalb Gabrg1
718476740	Sst Mme Fam114a1
718494231	Sst Mme Fam114a1
718552831	Sst Hpse Cbln4
718571204	Sst Tac2 Tacstd2
718594887	Sst Crhr2 Efemp1
718601016	Sst Esm1
718618263	Sst Calb2 Pdlim5
718631381	Pvalb Akr1c18 Ntf3
718634695	Sst Crhr2 Efemp1
718636190	Sst Rxfp1 Prdm8
718640845	Sst Tac2 Tacstd2
718643242	Sst Rxfp1 Eya1
718643723	Sst Crh 4930553C11Rik 
718644056	Sst Rxfp1 Eya1
718645369	Pvalb Akr1c18 Ntf3
718645405	Sst Hpse Cbln4
718654456	Pvalb Reln Tac1
718656998	Pvalb Calb1 Sst
718657362	Sst Tac1 Htr1d
718759804	Sst Hpse Sema3c
718798931	Sst Tac2 Tacstd2
718831022	Sst Calb2 Pdlim5
718849411	Lamp5 Ntn1 Npy2r
718852883	Sst Hpse Cbln4
718869962	Pvalb Reln Itm2a
718872930	Pvalb Reln Itm2a
718873091	Pvalb Gpr149 Islr
718874355	Pvalb Sema3e Kank4
718875577	Pvalb Reln Itm2a
718877932	Pvalb Sema3e Kank4
718882166	Pvalb Reln Itm2a
718882265	Pvalb Reln Itm2a
718883357	Pvalb Tpbg
718886619	Pvalb Reln Itm2a
719108203	Sst Hpse Cbln4
719519226	Sst Nts
719604384	Sst Rxfp1 Eya1
719637133	Sst Myh8 Etv1 
719683370	Sst Tac2 Tacstd2
719918282	Pvalb Reln Itm2a
719945075	Sst Calb2 Pdlim5
720163722	Pvalb Vipr2
720165746	Sst Hpse Cbln4
720170155	Sst Rxfp1 Prdm8
720173255	Sst Rxfp1 Prdm8
720186469	Sst Esm1
720207494	Sst Crh 4930553C11Rik 
720223511	Sst Tac2 Tacstd2
720232438	Sst Rxfp1 Prdm8
720269533	Sst Calb2 Pdlim5
720288904	Sst Hpse Sema3c
720308298	Sst Nts
720310588	Pvalb Gpr149 Islr
720313430	Pvalb Reln Itm2a
720323976	Pvalb Reln Itm2a
720375475	Pvalb Tpbg
720526714	Sst Myh8 Etv1 
720529759	Sst Chodl
720545325	Sst Crhr2 Efemp1
720548007	Sst Tac2 Tacstd2
720580383	Sst Hpse Cbln4
720598581	Sst Rxfp1 Prdm8
720622139	Sst Tac2 Tacstd2
720678722	Sst Crhr2 Efemp1
720681717	Pvalb Sema3e Kank4
720682831	Pvalb Tpbg
720684671	Sst Esm1
720692608	Pvalb Reln Itm2a
720692646	Sst Hpse Cbln4
720722317	Pvalb Tpbg
720725635	Pvalb Reln Itm2a
720734428	Pvalb Tpbg
720745045	Pvalb Reln Itm2a
721693943	Pvalb Reln Itm2a
722771889	Sst Calb2 Pdlim5
722795299	Sst Crhr2 Efemp1
722821387	Sst Calb2 Pdlim5
722821551	Sst Tac2 Tacstd2
722831890	Sst Mme Fam114a1
722883706	Sst Hpse Cbln4
722895311	Pvalb Sema3e Kank4
723478039	Vip Pygm C1ql1
723597336	Pvalb Sema3e Kank4
723600587	Vip Pygm C1ql1
723632259	Sst Tac2 Tacstd2
723731306	Sst Rxfp1 Prdm8
723754537	Sst Crhr2 Efemp1
723964904	Sst Crhr2 Efemp1
723967761	Vip Lmo1 Fam159b
723968079	Sst Hpse Sema3c
724023692	Vip Gpc3 Slc18a3
724161376	Sst Tac2 Tacstd2
724173929	Sst Esm1
724191966	Lamp5 Plch2 Dock5
724583974	Sst Mme Fam114a1
724633921	Sst Calb2 Pdlim5
724655827	Sst Calb2 Pdlim5
724670298	Sst Rxfp1 Eya1
724701355	Sst Crh 4930553C11Rik 
724744790	Lamp5 Plch2 Dock5
724756081	Lamp5 Plch2 Dock5
724770442	Lamp5 Fam19a1 Tmem182
724775364	Sst Hpse Sema3c
724775685	Sst Hpse Sema3c
724790044	Sst Tac2 Tacstd2
724799969	Lamp5 Lhx6
724802323	Lamp5 Plch2 Dock5
724802621	Sst Rxfp1 Eya1
724810448	Sst Calb2 Pdlim5
724811831	Pvalb Sema3e Kank4
726081520	Vip Crispld2 Kcne4
726156251	Lamp5 Lsp1
726192665	Lamp5 Ntn1 Npy2r
726231894	Sst Myh8 Etv1 
726300728	Sst Rxfp1 Prdm8
726339406	Sst Calb2 Pdlim5
726357324	Sst Myh8 Fibin
726375516	Sst Crhr2 Efemp1
726950294	Sst Esm1
726974014	Pvalb Calb1 Sst
726982093	Sst Rxfp1 Eya1
726997146	Pvalb Sema3e Kank4
727114502	Sst Nr2f2 Necab1
727146579	Lamp5 Lsp1
727155057	Sst Hpse Cbln4
727163311	Pvalb Gabrg1
727166151	Sst Hpse Sema3c
727172315	Sst Crhr2 Efemp1
727204412	Sst Mme Fam114a1
727204460	Sst Tac2 Tacstd2
727238274	Sst Crhr2 Efemp1
727327912	Sst Crhr2 Efemp1
727336328	Sst Crhr2 Efemp1
727352912	Sst Hpse Cbln4
727370663	Sst Hpse Cbln4
727388125	Sst Hpse Cbln4
727727828	Pvalb Calb1 Sst
727766640	Sst Rxfp1 Eya1
727791672	Sst Nts
727824228	Pvalb Th Sst
727851191	Sst Chodl
727897981	Sst Rxfp1 Eya1
728150511	Sst Nr2f2 Necab1
728533046	Sst Calb2 Pdlim5
728733066	Sst Hpse Sema3c
728756256	Sst Rxfp1 Eya1
728775704	Sst Hpse Sema3c
728786009	Sst Myh8 Etv1 
728792260	Sst Hpse Cbln4
728800860	Sst Hpse Cbln4
728815682	Sst Hpse Cbln4
729190038	Sst Rxfp1 Eya1
729269557	Pvalb Tpbg
729316795	Sst Mme Fam114a1
729415408	Sst Hpse Cbln4
729429892	Sst Chrna2 Ptgdr
730734599	Pvalb Sema3e Kank4
730796336	Vip Ptprt Pkp2
730803523	Vip Ptprt Pkp2
730814458	Vip Ptprt Pkp2
730831464	Pvalb Sema3e Kank4
730849363	Lamp5 Lsp1
730867067	Lamp5 Lsp1
730878829	Lamp5 Lsp1
731300491	Pvalb Tpbg
731373072	Pvalb Tpbg
731431918	Pvalb Reln Itm2a
731651186	Sst Esm1
731709424	Sst Tac2 Tacstd2
731733715	Sst Myh8 Etv1 
731743339	Sst Rxfp1 Prdm8
731765828	Sst Tac2 Tacstd2
731817645	Sst Nr2f2 Necab1
731830471	Sst Esm1
731877396	Sst Esm1
731882356	Lamp5 Ntn1 Npy2r
731917470	Lamp5 Plch2 Dock5
731974838	Lamp5 Lsp1
731980846	Lamp5 Plch2 Dock5
732017877	Vip Igfbp6 Car10
732486682	Pvalb Reln Itm2a
732518824	Pvalb Reln Itm2a
732708277	Lamp5 Lsp1
732718094	Pvalb Tpbg
732755070	Vip Chat Htr1f
732765167	Pvalb Sema3e Kank4
732773383	Lamp5 Lhx6
732783696	Pvalb Sema3e Kank4
733333331	Pvalb Reln Tac1
733375462	Sst Tac2 Tacstd2
733377050	Pvalb Tpbg
733483384	Sst Esm1
733537608	Lamp5 Lsp1
733619834	Pvalb Sema3e Kank4
734644382	Sst Crhr2 Efemp1
734651498	Lamp5 Lhx6
734717687	Sst Esm1
734747421	Sst Crhr2 Efemp1
734802524	Lamp5 Lsp1
736247974	Sst Chrna2 Glra3
736282349	Sst Tac2 Tacstd2
736466540	Vip Gpc3 Slc18a3
736490544	Serpinf1 Aqp5 Vip
736490818	Vip Ptprt Pkp2
736493069	Lamp5 Fam19a1 Tmem182
736493111	Vip Lmo1 Myl1
736800603	Vip Arhgap36 Hmcn1
736800747	Vip Ptprt Pkp2
736805833	Vip Arhgap36 Hmcn1
736834462	Vip Crispld2 Kcne4
736884821	Vip Crispld2 Kcne4
736887426	Vip Crispld2 Kcne4
737181466	Vip Ptprt Pkp2
737232125	Vip Lmo1 Myl1
737412666	Vip Lect1 Oxtr
737459574	Vip Ptprt Pkp2
737488739	Vip Ptprt Pkp2
738039565	Vip Ptprt Pkp2
738041308	Vip Lmo1 Myl1
738041476	Vip Rspo1 Itga4
738041530	Vip Ptprt Pkp2
738042857	Vip Chat Htr1f
738367245	Vip Lmo1 Myl1
738401019	Vip Crispld2 Kcne4
738429639	Vip Ptprt Pkp2
738453781	Vip Gpc3 Slc18a3
738468369	Vip Pygm C1ql1
738551522	Vip Pygm C1ql1
738651575	Sst Esm1
738709906	Vip Lmo1 Myl1
738745195	Vip Lect1 Oxtr
738753600	Sst Tac2 Tacstd2
738768160	Vip Crispld2 Kcne4
738778332	Vip Gpc3 Slc18a3
738827343	Vip Pygm C1ql1
738859085	Vip Crispld2 Kcne4
738872748	Vip Chat Htr1f
738873268	Vip Lmo1 Myl1
738910302	Vip Ptprt Pkp2
738980527	Vip Ptprt Pkp2
739547189	Vip Pygm C1ql1
739558458	Vip Pygm C1ql1
739558698	Sst Calb2 Pdlim5
739570508	Vip Crispld2 Kcne4
739704046	Sst Crhr2 Efemp1
739710455	Vip Lmo1 Fam159b
739718533	Vip Lmo1 Myl1
739761814	Vip Arhgap36 Hmcn1
739810705	Lamp5 Plch2 Dock5
739826599	Vip Gpc3 Slc18a3
739829029	Sncg Vip Nptx2
739843300	Vip Arhgap36 Hmcn1
739851455	Vip Lmo1 Fam159b
740094065	Sst Crh 4930553C11Rik 
740099887	Sst Rxfp1 Eya1
740110275	Sst Nts
740134630	Sst Myh8 Etv1 
740134859	Sst Rxfp1 Prdm8
740135032	Sst Calb2 Pdlim5
740154931	Sst Calb2 Pdlim5
740155221	Sst Calb2 Pdlim5
740157322	Sst Hpse Cbln4
740164794	Pvalb Reln Itm2a
740165079	Sst Tac2 Tacstd2
740171595	Vip Crispld2 Htr2c
740177517	Sst Hpse Sema3c
740177619	Vip Arhgap36 Hmcn1
740329222	Lamp5 Lsp1
740375958	Sst Tac2 Tacstd2
740377985	Lamp5 Lsp1
740380531	Sst Calb2 Pdlim5
740384583	Pvalb Sema3e Kank4
740387306	Sst Hpse Sema3c
740393842	Sst Calb2 Pdlim5
740402647	Sst Nts
740404536	Pvalb Tpbg
740675145	Sst Esm1
740731933	Sst Myh8 Fibin
740732467	Sst Tac2 Tacstd2
740780456	Sst Hpse Cbln4
740819727	Sst Rxfp1 Eya1
740844208	Vip Crispld2 Kcne4
740853942	Sst Calb2 Pdlim5
740865726	Sst Hpse Sema3c
740868192	Pvalb Sema3e Kank4
740872937	Sst Hpse Cbln4
740873391	Pvalb Tpbg
740874479	Vip Crispld2 Kcne4
740875222	Sst Chodl
740877043	Vip Crispld2 Kcne4
740877184	Vip Crispld2 Kcne4
740880740	Vip Crispld2 Kcne4
740890495	Sst Calb2 Pdlim5
740892132	Vip Pygm C1ql1
740895056	Sncg Vip Itih5
741090878	Sst Mme Fam114a1
741098201	Sst Mme Fam114a1
741110186	Sst Rxfp1 Prdm8
741137203	Sst Esm1
741137658	Sst Hpse Cbln4
741138005	Sst Hpse Cbln4
741170129	Sst Calb2 Pdlim5
741170308	Sst Rxfp1 Eya1
741170454	Sst Rxfp1 Prdm8
741175551	Sst Myh8 Fibin
741175739	Sst Crhr2 Efemp1
741183749	Sst Calb2 Pdlim5
741188037	Sst Rxfp1 Prdm8
741193645	Sst Calb2 Pdlim5
741194756	Sst Rxfp1 Prdm8
741195002	Vip Chat Htr1f
741195052	Sst Calb2 Pdlim5
741198581	Sst Rxfp1 Prdm8
741202597	Lamp5 Lsp1
741204588	Pvalb Tpbg
741225385	Lamp5 Ntn1 Npy2r
741230081	Sst Hpse Cbln4
741255530	Vip Col15a1 Pde1a
741269223	Sst Hpse Cbln4
741270123	Vip Col15a1 Pde1a
741277279	Sst Calb2 Necab1
741318409	Sst Hpse Cbln4
741742636	Sst Rxfp1 Eya1
741785767	Sst Hpse Cbln4
741796557	Sst Myh8 Etv1 
741835406	Sst Calb2 Pdlim5
741835561	Sst Myh8 Fibin
741894708	Lamp5 Plch2 Dock5
741908619	Sst Esm1
741940660	Sst Mme Fam114a1
741977538	Lamp5 Plch2 Dock5
742008238	Pvalb Calb1 Sst
742016193	Lamp5 Lsp1
742022294	Lamp5 Plch2 Dock5
742030579	Lamp5 Ntn1 Npy2r
742033571	Vip Crispld2 Htr2c
742059312	Lamp5 Ntn1 Npy2r
742716700	Lamp5 Lhx6
742753494	Vip Ptprt Pkp2
742768656	Vip Chat Htr1f
742784488	Vip Ptprt Pkp2
742796843	Vip Ptprt Pkp2
742798832	Vip Rspo4 Rxfp1 Chat
742800964	Vip Chat Htr1f
742900335	Vip Rspo4 Rxfp1 Chat
742934793	Vip Crispld2 Kcne4
742947199	Vip Crispld2 Kcne4
742954319	Vip Crispld2 Htr2c
742954364	Vip Col15a1 Pde1a
742955763	Sst Hpse Cbln4
742956744	Vip Crispld2 Kcne4
742960975	Vip Col15a1 Pde1a
742981509	Vip Chat Htr1f
742984285	Pvalb Tpbg
743001170	Sncg Vip Itih5
743013006	Lamp5 Plch2 Dock5
743022239	Sst Rxfp1 Prdm8
743027204	Pvalb Tpbg
743032543	Sst Nts
743035478	Sst Esm1
743041228	Sst Nts
743049545	Sst Crh 4930553C11Rik 
743049614	Sst Nts
743068573	Sst Rxfp1 Prdm8
743114276	Sst Rxfp1 Prdm8
743132644	Sst Rxfp1 Prdm8
743375295	Vip Lmo1 Fam159b
743402684	Vip Igfbp4 Mab21l1
743435693	Vip Pygm C1ql1
743458377	Vip Col15a1 Pde1a
743468218	Vip Crispld2 Htr2c
743495765	Sst Chodl
743497097	Vip Crispld2 Htr2c
743504177	Vip Crispld2 Htr2c
743534474	Sst Hpse Cbln4
743547853	Sst Myh8 Etv1 
743570053	Pvalb Tpbg
743655638	Pvalb Reln Itm2a
743660435	Pvalb Reln Tac1
743664739	Pvalb Sema3e Kank4
743731114	Sst Crhr2 Efemp1
743752095	Lamp5 Lhx6
743752378	Vip Ptprt Pkp2
743770160	Lamp5 Lsp1
743782351	Vip Pygm C1ql1
743803413	Pvalb Tpbg
743803825	Sst Crhr2 Efemp1
744053590	Vip Lmo1 Myl1
744118785	Vip Col15a1 Pde1a
744150787	Vip Crispld2 Kcne4
744173435	Vip Crispld2 Htr2c
744184223	Vip Crispld2 Kcne4
744211669	Vip Lmo1 Fam159b
744222514	Vip Col15a1 Pde1a
744283290	Vip Lmo1 Fam159b
744405042	Vip Col15a1 Pde1a
744416867	Pvalb Sema3e Kank4
744438533	Pvalb Sema3e Kank4
744454922	Pvalb Reln Itm2a
744458623	Pvalb Reln Itm2a
744476851	Sst Mme Fam114a1
744975652	Vip Pygm C1ql1
744995039	Pvalb Akr1c18 Ntf3
745083091	Pvalb Tpbg
745083231	Pvalb Sema3e Kank4
745094310	Pvalb Tpbg
745097813	Pvalb Reln Itm2a
745565887	Sst Myh8 Etv1 
745584401	Sst Mme Fam114a1
745607913	Sst Rxfp1 Eya1
745632694	Sst Hpse Cbln4
745632724	Sst Calb2 Pdlim5
745636875	Sst Hpse Cbln4
745636919	Sst Calb2 Pdlim5
745638026	Sst Esm1
745638584	Sst Calb2 Pdlim5
745650081	Sst Calb2 Pdlim5
745656253	Sst Calb2 Pdlim5
745657580	Sst Calb2 Pdlim5
745661062	Sst Calb2 Pdlim5
745692039	Sst Calb2 Pdlim5
745721149	Sst Calb2 Pdlim5
745730865	Sst Calb2 Pdlim5
745740295	Sst Esm1
745746097	Sst Calb2 Pdlim5
745765149	Sst Hpse Cbln4
746008562	Vip Pygm C1ql1
746035693	Vip Chat Htr1f
746039674	Vip Pygm C1ql1
746075122	Vip Chat Htr1f
746086313	Lamp5 Plch2 Dock5
746102029	Lamp5 Lsp1
746150922	Vip Chat Htr1f
746160014	Lamp5 Lsp1
746172313	Lamp5 Lsp1
746177895	Pvalb Akr1c18 Ntf3
746224396	Sst Esm1
746230941	Sst Tac2 Tacstd2
746256653	Sst Calb2 Pdlim5
746257157	Sst Hpse Cbln4
746257833	Sst Hpse Sema3c
746265346	Sst Calb2 Pdlim5
746747868	Sst Tac2 Tacstd2
746748645	Sst Esm1
746749610	Sst Esm1
746755089	Sst Rxfp1 Eya1
746793090	Sst Myh8 Fibin
746909752	Sst Calb2 Pdlim5
746917495	Sst Hpse Cbln4
746917764	Sst Rxfp1 Prdm8
746924803	Sst Hpse Cbln4
746987571	Sst Hpse Cbln4
746999234	Sst Esm1
747009657	Sst Crhr2 Efemp1
747014167	Sst Tac2 Tacstd2
747014238	Sst Tac2 Tacstd2
747050694	Sst Calb2 Pdlim5
747056356	Sst Rxfp1 Prdm8
750162069	Sst Rxfp1 Eya1
750189292	Sst Esm1
750210640	Sst Calb2 Pdlim5
750233621	Sst Tac2 Tacstd2
750242249	Sst Tac2 Tacstd2
750261373	Sst Chodl
750331780	Sst Esm1
750378044	Sst Chodl
750378755	Lamp5 Plch2 Dock5
750405307	Sst Chodl
750421101	Lamp5 Plch2 Dock5
750424273	Sst Chodl
750436969	Sst Chodl
750440984	Sst Hpse Sema3c
750461799	Sst Calb2 Pdlim5
750461846	Sst Chodl
750462319	Sst Hpse Cbln4
750464909	Sst Esm1
750465208	Sst Hpse Cbln4
750465238	Sst Calb2 Necab1
750465525	Sst Hpse Cbln4
750467051	Sst Crhr2 Efemp1
750472545	Sst Hpse Cbln4
750472575	Sst Calb2 Pdlim5
750489990	Sst Crhr2 Efemp1
750689113	Sst Calb2 Pdlim5
750706642	Sst Esm1
750721588	Sst Rxfp1 Prdm8
750733881	Sst Crhr2 Efemp1
750757147	Sst Crhr2 Efemp1
750773551	Lamp5 Fam19a1 Tmem182
750776546	Sst Rxfp1 Eya1
750780017	Lamp5 Ntn1 Npy2r
750783451	Sst Calb2 Pdlim5
750783593	Sst Rxfp1 Prdm8
750786577	Lamp5 Plch2 Dock5
750786617	Sst Crh 4930553C11Rik 
750786807	Sst Crhr2 Efemp1
750789473	Sst Esm1
750794085	Sst Calb2 Pdlim5
750795221	Sst Esm1
750798337	Sst Calb2 Pdlim5
750798367	Sst Esm1
750801763	Sst Chodl
750801904	Sst Tac2 Tacstd2
750803570	Sst Calb2 Pdlim5
750805922	Sst Calb2 Pdlim5
750824726	Sst Nts
750824926	Sst Crhr2 Efemp1
750833190	Sst Rxfp1 Eya1
751183031	Sst Mme Fam114a1
751199266	Sst Myh8 Etv1 
751226394	Sst Chodl
751229887	Sst Rxfp1 Eya1
751250310	Sst Tac2 Tacstd2
751288601	Pvalb Reln Itm2a
751288807	Sst Hpse Cbln4
751349800	Sst Rxfp1 Prdm8
751947558	Sst Mme Fam114a1
751991697	Pvalb Th Sst
751992481	Sst Crh 4930553C11Rik 
752000685	Sst Crhr2 Efemp1
752020215	Sst Calb2 Pdlim5
752027250	Sst Hpse Cbln4
752038120	Sst Crhr2 Efemp1
752038334	Sst Esm1
752042986	Sst Hpse Sema3c
752063316	Sst Calb2 Pdlim5
752076561	Sst Calb2 Pdlim5
752086133	Sst Rxfp1 Eya1
752276388	Sst Hpse Cbln4
753654338	Sst Rxfp1 Prdm8
753671885	Sst Rxfp1 Prdm8
753672187	Sst Rxfp1 Prdm8
753691665	Sst Nts
753707616	Sst Esm1
753707847	Sst Nr2f2 Necab1
753716937	Sst Hpse Cbln4
753733598	Sst Hpse Cbln4
753733790	Sst Rxfp1 Eya1
753752257	Sst Nts
753770297	Sst Calb2 Pdlim5
753782979	Sst Esm1
753798363	Pvalb Akr1c18 Ntf3
753811240	Sst Hpse Cbln4
753847212	Sst Hpse Sema3c
753861026	Sst Esm1
753866455	Sst Myh8 Etv1 
753896151	Sst Calb2 Pdlim5
753907785	Sst Rxfp1 Eya1
753936208	Sst Esm1
753945691	Sst Hpse Cbln4
753958280	Sst Chodl
753963699	Sst Hpse Cbln4
753963792	Sst Chodl
