Cell	CellType	Gender	Age
GSM1476048	ca1hippocampus	female	23
GSM1476049	ca1hippocampus	female	23
GSM1476050	ca1hippocampus	female	23
GSM1476051	ca1hippocampus	female	23
GSM1476052	ca1hippocampus	female	23
GSM1476053	ca1hippocampus	female	23
GSM1476054	ca1hippocampus	female	23
GSM1476055	ca1hippocampus	female	23
GSM1476056	ca1hippocampus	female	23
GSM1476057	ca1hippocampus	female	23
GSM1476058	ca1hippocampus	female	23
GSM1476059	ca1hippocampus	female	23
GSM1476060	ca1hippocampus	female	23
GSM1476061	ca1hippocampus	female	23
GSM1476062	ca1hippocampus	female	23
GSM1476063	ca1hippocampus	female	23
GSM1476064	ca1hippocampus	female	23
GSM1476065	ca1hippocampus	female	23
GSM1476066	ca1hippocampus	female	23
GSM1476067	ca1hippocampus	female	23
GSM1476068	ca1hippocampus	female	23
GSM1476069	ca1hippocampus	female	23
GSM1476070	ca1hippocampus	female	23
GSM1476071	ca1hippocampus	female	23
GSM1476072	ca1hippocampus	female	23
GSM1476073	ca1hippocampus	female	23
GSM1476074	ca1hippocampus	female	23
GSM1476075	ca1hippocampus	female	23
GSM1476076	ca1hippocampus	female	23
GSM1476077	ca1hippocampus	female	23
GSM1476078	ca1hippocampus	female	23
GSM1476079	ca1hippocampus	female	23
GSM1476080	ca1hippocampus	female	23
GSM1476081	ca1hippocampus	female	23
GSM1476082	ca1hippocampus	female	23
GSM1476083	ca1hippocampus	female	23
GSM1476084	ca1hippocampus	female	23
GSM1476085	ca1hippocampus	female	23
GSM1476086	ca1hippocampus	female	23
GSM1476088	ca1hippocampus	female	23
GSM1476089	ca1hippocampus	female	23
GSM1476090	ca1hippocampus	female	23
GSM1476091	ca1hippocampus	female	23
GSM1476092	ca1hippocampus	female	23
GSM1476093	ca1hippocampus	female	23
GSM1476094	ca1hippocampus	female	24
GSM1476095	ca1hippocampus	female	24
GSM1476096	ca1hippocampus	female	24
GSM1476097	ca1hippocampus	female	24
GSM1476098	ca1hippocampus	female	24
GSM1476099	ca1hippocampus	female	24
GSM1476100	ca1hippocampus	female	24
GSM1476101	ca1hippocampus	female	24
GSM1476102	ca1hippocampus	female	24
GSM1476103	ca1hippocampus	female	24
GSM1476104	ca1hippocampus	female	24
GSM1476105	ca1hippocampus	female	24
GSM1476106	ca1hippocampus	female	24
GSM1476107	ca1hippocampus	female	24
GSM1476108	ca1hippocampus	female	24
GSM1476109	ca1hippocampus	female	24
GSM1476110	ca1hippocampus	female	24
GSM1476111	ca1hippocampus	female	24
GSM1476112	ca1hippocampus	female	24
GSM1476113	ca1hippocampus	female	24
GSM1476114	ca1hippocampus	female	24
GSM1476115	ca1hippocampus	female	24
GSM1476116	ca1hippocampus	female	24
GSM1476117	ca1hippocampus	female	24
GSM1476118	ca1hippocampus	female	24
GSM1476119	ca1hippocampus	female	24
GSM1476120	ca1hippocampus	female	24
GSM1476121	ca1hippocampus	female	24
GSM1476122	ca1hippocampus	female	24
GSM1476123	ca1hippocampus	female	24
GSM1476124	ca1hippocampus	female	24
GSM1476125	ca1hippocampus	female	24
GSM1476126	ca1hippocampus	female	24
GSM1476127	ca1hippocampus	female	24
GSM1476128	ca1hippocampus	female	24
GSM1476129	ca1hippocampus	female	24
GSM1476130	ca1hippocampus	female	24
GSM1476131	ca1hippocampus	female	24
GSM1476132	ca1hippocampus	female	24
GSM1476133	ca1hippocampus	female	24
GSM1476134	ca1hippocampus	female	24
GSM1476135	ca1hippocampus	female	24
GSM1476136	ca1hippocampus	female	24
GSM1476137	ca1hippocampus	female	24
GSM1476138	ca1hippocampus	female	24
GSM1476139	ca1hippocampus	female	24
GSM1476140	ca1hippocampus	female	24
GSM1476141	ca1hippocampus	female	24
GSM1476142	ca1hippocampus	female	24
GSM1476143	ca1hippocampus	female	24
GSM1476144	ca1hippocampus	female	24
GSM1476145	ca1hippocampus	female	24
GSM1476146	ca1hippocampus	female	24
GSM1476147	ca1hippocampus	female	24
GSM1476148	ca1hippocampus	female	24
GSM1476149	ca1hippocampus	female	24
GSM1476150	ca1hippocampus	female	24
GSM1476151	ca1hippocampus	female	24
GSM1476152	ca1hippocampus	female	24
GSM1476153	ca1hippocampus	female	24
GSM1476154	ca1hippocampus	female	24
GSM1476155	ca1hippocampus	female	24
GSM1476156	ca1hippocampus	female	24
GSM1476157	ca1hippocampus	female	24
GSM1476158	ca1hippocampus	female	24
GSM1476160	ca1hippocampus	female	23
GSM1476161	ca1hippocampus	female	23
GSM1476162	ca1hippocampus	female	23
GSM1476163	ca1hippocampus	female	23
GSM1476164	ca1hippocampus	female	23
GSM1476165	ca1hippocampus	female	23
GSM1476166	ca1hippocampus	female	23
GSM1476167	ca1hippocampus	female	23
GSM1476168	ca1hippocampus	female	23
GSM1476169	ca1hippocampus	female	23
GSM1476170	ca1hippocampus	female	23
GSM1476171	ca1hippocampus	female	23
GSM1476172	ca1hippocampus	female	23
GSM1476173	ca1hippocampus	female	23
GSM1476174	ca1hippocampus	female	23
GSM1476175	ca1hippocampus	female	23
GSM1476176	ca1hippocampus	female	23
GSM1476177	ca1hippocampus	female	23
GSM1476178	ca1hippocampus	female	23
GSM1476179	ca1hippocampus	female	23
GSM1476180	ca1hippocampus	female	23
GSM1476181	ca1hippocampus	female	23
GSM1476182	ca1hippocampus	female	23
GSM1476183	ca1hippocampus	female	23
GSM1476184	ca1hippocampus	female	23
GSM1476185	ca1hippocampus	female	23
GSM1476186	ca1hippocampus	female	23
GSM1476187	ca1hippocampus	female	23
GSM1476188	ca1hippocampus	female	23
GSM1476189	ca1hippocampus	female	23
GSM1476190	ca1hippocampus	female	23
GSM1476191	ca1hippocampus	female	23
GSM1476192	ca1hippocampus	female	23
GSM1476193	ca1hippocampus	female	23
GSM1476194	ca1hippocampus	female	23
GSM1476196	ca1hippocampus	female	23
GSM1476197	ca1hippocampus	female	23
GSM1476198	ca1hippocampus	female	23
GSM1476199	ca1hippocampus	female	23
GSM1476200	ca1hippocampus	female	23
GSM1476201	ca1hippocampus	female	23
GSM1476202	ca1hippocampus	female	23
GSM1476203	ca1hippocampus	female	23
GSM1476204	ca1hippocampus	female	23
GSM1476205	ca1hippocampus	female	23
GSM1476206	ca1hippocampus	female	23
GSM1476207	ca1hippocampus	female	23
GSM1476208	ca1hippocampus	female	23
GSM1476209	ca1hippocampus	female	23
GSM1476210	ca1hippocampus	female	23
GSM1476211	ca1hippocampus	female	23
GSM1476212	ca1hippocampus	female	23
GSM1476213	ca1hippocampus	female	23
GSM1476214	ca1hippocampus	female	23
GSM1476215	ca1hippocampus	female	23
GSM1476216	ca1hippocampus	female	23
GSM1476217	ca1hippocampus	male	26
GSM1476218	ca1hippocampus	male	26
GSM1476219	ca1hippocampus	male	26
GSM1476220	ca1hippocampus	male	26
GSM1476221	ca1hippocampus	male	26
GSM1476222	ca1hippocampus	male	26
GSM1476223	ca1hippocampus	male	26
GSM1476224	ca1hippocampus	male	26
GSM1476225	ca1hippocampus	male	26
GSM1476226	ca1hippocampus	male	26
GSM1476227	ca1hippocampus	male	26
GSM1476228	ca1hippocampus	male	26
GSM1476229	ca1hippocampus	male	26
GSM1476230	sscortex	male	26
GSM1476231	sscortex	male	26
GSM1476232	sscortex	male	26
GSM1476233	sscortex	male	26
GSM1476235	sscortex	male	26
GSM1476236	sscortex	male	26
GSM1476237	sscortex	male	26
GSM1476238	sscortex	male	26
GSM1476239	ca1hippocampus	female	24
GSM1476240	ca1hippocampus	female	24
GSM1476241	ca1hippocampus	female	24
GSM1476242	ca1hippocampus	female	24
GSM1476243	ca1hippocampus	female	24
GSM1476244	ca1hippocampus	female	24
GSM1476245	ca1hippocampus	female	24
GSM1476246	ca1hippocampus	female	24
GSM1476247	ca1hippocampus	female	24
GSM1476248	ca1hippocampus	female	24
GSM1476249	ca1hippocampus	female	24
GSM1476250	ca1hippocampus	female	24
GSM1476251	ca1hippocampus	female	24
GSM1476252	ca1hippocampus	female	24
GSM1476253	ca1hippocampus	female	24
GSM1476254	ca1hippocampus	female	24
GSM1476255	ca1hippocampus	female	24
GSM1476256	ca1hippocampus	female	24
GSM1476257	ca1hippocampus	female	24
GSM1476258	ca1hippocampus	female	24
GSM1476259	ca1hippocampus	female	24
GSM1476260	ca1hippocampus	female	24
GSM1476261	ca1hippocampus	female	24
GSM1476262	ca1hippocampus	female	24
GSM1476263	ca1hippocampus	female	24
GSM1476264	ca1hippocampus	female	24
GSM1476265	ca1hippocampus	female	24
GSM1476266	ca1hippocampus	female	24
GSM1476267	ca1hippocampus	female	24
GSM1476268	ca1hippocampus	female	24
GSM1476269	ca1hippocampus	female	24
GSM1476270	ca1hippocampus	female	24
GSM1476271	ca1hippocampus	female	24
GSM1476272	ca1hippocampus	female	24
GSM1476273	ca1hippocampus	female	24
GSM1476274	ca1hippocampus	female	24
GSM1476275	ca1hippocampus	female	24
GSM1476276	ca1hippocampus	female	24
GSM1476277	ca1hippocampus	female	24
GSM1476278	ca1hippocampus	female	24
GSM1476279	ca1hippocampus	female	24
GSM1476280	ca1hippocampus	female	24
GSM1476281	ca1hippocampus	female	24
GSM1476282	ca1hippocampus	female	24
GSM1476283	ca1hippocampus	female	24
GSM1476284	ca1hippocampus	female	24
GSM1476285	ca1hippocampus	female	24
GSM1476286	ca1hippocampus	female	24
GSM1476287	ca1hippocampus	female	24
GSM1476288	ca1hippocampus	female	24
GSM1476289	ca1hippocampus	female	24
GSM1476290	ca1hippocampus	female	24
GSM1476291	ca1hippocampus	female	24
GSM1476292	ca1hippocampus	female	24
GSM1476293	ca1hippocampus	female	23
GSM1476295	ca1hippocampus	female	23
GSM1476296	ca1hippocampus	female	23
GSM1476297	ca1hippocampus	female	23
GSM1476298	ca1hippocampus	female	23
GSM1476299	ca1hippocampus	female	23
GSM1476300	ca1hippocampus	female	23
GSM1476301	ca1hippocampus	female	23
GSM1476303	ca1hippocampus	female	23
GSM1476304	ca1hippocampus	female	23
GSM1476305	ca1hippocampus	female	23
GSM1476306	ca1hippocampus	female	23
GSM1476307	ca1hippocampus	female	23
GSM1476308	ca1hippocampus	female	23
GSM1476309	ca1hippocampus	female	23
GSM1476310	ca1hippocampus	female	23
GSM1476311	ca1hippocampus	female	23
GSM1476312	ca1hippocampus	female	23
GSM1476313	ca1hippocampus	female	23
GSM1476314	ca1hippocampus	female	23
GSM1476315	ca1hippocampus	female	23
GSM1476316	ca1hippocampus	female	23
GSM1476317	ca1hippocampus	female	23
GSM1476318	ca1hippocampus	female	23
GSM1476319	ca1hippocampus	female	23
GSM1476321	ca1hippocampus	female	23
GSM1476322	ca1hippocampus	female	23
GSM1476324	ca1hippocampus	female	23
GSM1476325	ca1hippocampus	female	23
GSM1476326	ca1hippocampus	female	23
GSM1476327	ca1hippocampus	female	23
GSM1476328	ca1hippocampus	female	23
GSM1476329	ca1hippocampus	female	23
GSM1476330	ca1hippocampus	female	23
GSM1476331	ca1hippocampus	female	23
GSM1476332	ca1hippocampus	female	23
GSM1476333	ca1hippocampus	female	23
GSM1476334	ca1hippocampus	male	26
GSM1476335	ca1hippocampus	male	26
GSM1476336	ca1hippocampus	male	26
GSM1476337	ca1hippocampus	male	26
GSM1476338	ca1hippocampus	male	26
GSM1476339	ca1hippocampus	male	26
GSM1476340	ca1hippocampus	male	26
GSM1476341	ca1hippocampus	male	26
GSM1476342	ca1hippocampus	male	26
GSM1476343	ca1hippocampus	male	26
GSM1476344	ca1hippocampus	male	26
GSM1476345	ca1hippocampus	male	26
GSM1476346	ca1hippocampus	male	26
GSM1476347	ca1hippocampus	male	26
GSM1476348	ca1hippocampus	male	26
GSM1476349	ca1hippocampus	male	26
GSM1476350	ca1hippocampus	male	26
GSM1476351	ca1hippocampus	male	26
GSM1476352	ca1hippocampus	male	26
GSM1476353	ca1hippocampus	male	26
GSM1476354	ca1hippocampus	male	26
GSM1476355	ca1hippocampus	male	26
GSM1476356	ca1hippocampus	male	26
GSM1476357	ca1hippocampus	male	26
GSM1476358	ca1hippocampus	male	26
GSM1476359	ca1hippocampus	male	26
GSM1476360	ca1hippocampus	male	26
GSM1476361	ca1hippocampus	male	26
GSM1476362	ca1hippocampus	male	26
GSM1476363	ca1hippocampus	male	26
GSM1476364	ca1hippocampus	male	26
GSM1476365	ca1hippocampus	male	26
GSM1476366	ca1hippocampus	male	26
GSM1476367	ca1hippocampus	male	27
GSM1476368	ca1hippocampus	male	27
GSM1476369	ca1hippocampus	male	27
GSM1476370	ca1hippocampus	male	27
GSM1476371	ca1hippocampus	male	27
GSM1476372	ca1hippocampus	male	27
GSM1476373	ca1hippocampus	male	27
GSM1476374	ca1hippocampus	male	27
GSM1476375	ca1hippocampus	male	27
GSM1476376	ca1hippocampus	male	27
GSM1476377	ca1hippocampus	male	27
GSM1476378	ca1hippocampus	male	27
GSM1476379	ca1hippocampus	male	27
GSM1476380	ca1hippocampus	male	27
GSM1476381	ca1hippocampus	male	27
GSM1476382	ca1hippocampus	male	27
GSM1476383	ca1hippocampus	male	27
GSM1476384	ca1hippocampus	male	27
GSM1476385	ca1hippocampus	male	27
GSM1476386	ca1hippocampus	male	27
GSM1476387	ca1hippocampus	male	27
GSM1476388	ca1hippocampus	male	27
GSM1476389	ca1hippocampus	male	27
GSM1476391	ca1hippocampus	male	27
GSM1476392	ca1hippocampus	male	27
GSM1476393	ca1hippocampus	male	27
GSM1476394	ca1hippocampus	male	27
GSM1476395	ca1hippocampus	male	27
GSM1476396	ca1hippocampus	male	27
GSM1476397	ca1hippocampus	male	27
GSM1476398	ca1hippocampus	male	27
GSM1476399	ca1hippocampus	male	27
GSM1476400	ca1hippocampus	male	27
GSM1476401	ca1hippocampus	male	27
GSM1476402	ca1hippocampus	male	27
GSM1476403	ca1hippocampus	male	27
GSM1476404	ca1hippocampus	male	27
GSM1476405	ca1hippocampus	male	27
GSM1476406	ca1hippocampus	male	27
GSM1476407	ca1hippocampus	male	27
GSM1476408	ca1hippocampus	male	27
GSM1476409	ca1hippocampus	male	27
GSM1476410	ca1hippocampus	male	27
GSM1476411	ca1hippocampus	male	27
GSM1476412	ca1hippocampus	male	27
GSM1476413	ca1hippocampus	male	27
GSM1476414	ca1hippocampus	male	27
GSM1476415	ca1hippocampus	male	27
GSM1476416	ca1hippocampus	male	27
GSM1476417	ca1hippocampus	male	27
GSM1476418	ca1hippocampus	male	27
GSM1476419	ca1hippocampus	male	27
GSM1476420	ca1hippocampus	male	27
GSM1476421	ca1hippocampus	male	27
GSM1476422	ca1hippocampus	male	27
GSM1476423	ca1hippocampus	male	27
GSM1476424	ca1hippocampus	male	27
GSM1476425	ca1hippocampus	male	27
GSM1476426	ca1hippocampus	male	27
GSM1476427	ca1hippocampus	male	27
GSM1476428	ca1hippocampus	male	27
GSM1476429	ca1hippocampus	male	27
GSM1476430	ca1hippocampus	male	27
GSM1476431	ca1hippocampus	male	27
GSM1476432	ca1hippocampus	male	27
GSM1476433	ca1hippocampus	male	27
GSM1476434	ca1hippocampus	male	27
GSM1476435	ca1hippocampus	male	27
GSM1476436	ca1hippocampus	male	27
GSM1476437	ca1hippocampus	male	27
GSM1476438	ca1hippocampus	male	27
GSM1476439	ca1hippocampus	male	27
GSM1476440	ca1hippocampus	male	27
GSM1476441	ca1hippocampus	male	27
GSM1476442	ca1hippocampus	male	27
GSM1476443	ca1hippocampus	male	27
GSM1476444	ca1hippocampus	male	27
GSM1476445	ca1hippocampus	male	23
GSM1476446	ca1hippocampus	male	23
GSM1476447	ca1hippocampus	male	23
GSM1476448	ca1hippocampus	male	23
GSM1476449	ca1hippocampus	male	23
GSM1476450	ca1hippocampus	male	23
GSM1476451	ca1hippocampus	male	23
GSM1476452	ca1hippocampus	male	23
GSM1476453	ca1hippocampus	male	23
GSM1476454	ca1hippocampus	male	23
GSM1476455	ca1hippocampus	male	23
GSM1476457	ca1hippocampus	male	23
GSM1476458	ca1hippocampus	male	23
GSM1476459	ca1hippocampus	male	23
GSM1476460	ca1hippocampus	male	23
GSM1476461	ca1hippocampus	male	23
GSM1476463	ca1hippocampus	male	23
GSM1476464	ca1hippocampus	male	23
GSM1476465	ca1hippocampus	male	23
GSM1476466	ca1hippocampus	male	23
GSM1476467	ca1hippocampus	male	23
GSM1476468	ca1hippocampus	male	23
GSM1476469	ca1hippocampus	male	23
GSM1476471	ca1hippocampus	male	23
GSM1476472	ca1hippocampus	male	23
GSM1476474	ca1hippocampus	male	23
GSM1476475	ca1hippocampus	male	23
GSM1476476	ca1hippocampus	male	23
GSM1476477	ca1hippocampus	male	23
GSM1476478	ca1hippocampus	male	23
GSM1476479	ca1hippocampus	male	23
GSM1476480	ca1hippocampus	male	23
GSM1476481	ca1hippocampus	male	23
GSM1476482	ca1hippocampus	male	23
GSM1476484	ca1hippocampus	male	23
GSM1476485	ca1hippocampus	male	23
GSM1476486	ca1hippocampus	male	23
GSM1476487	ca1hippocampus	male	23
GSM1476488	ca1hippocampus	male	23
GSM1476490	ca1hippocampus	male	23
GSM1476491	ca1hippocampus	male	23
GSM1476492	ca1hippocampus	male	23
GSM1476494	ca1hippocampus	male	23
GSM1476495	ca1hippocampus	male	23
GSM1476496	ca1hippocampus	male	23
GSM1476497	ca1hippocampus	male	23
GSM1476498	ca1hippocampus	male	23
GSM1476499	ca1hippocampus	male	23
GSM1476500	ca1hippocampus	male	23
GSM1476501	ca1hippocampus	male	23
GSM1476502	sscortex	male	24
GSM1476503	sscortex	male	24
GSM1476504	sscortex	male	24
GSM1476505	sscortex	male	24
GSM1476506	sscortex	male	24
GSM1476507	sscortex	male	24
GSM1476508	sscortex	male	24
GSM1476509	sscortex	male	24
GSM1476510	sscortex	male	24
GSM1476511	sscortex	male	24
GSM1476512	sscortex	male	24
GSM1476514	sscortex	male	24
GSM1476515	sscortex	male	24
GSM1476516	sscortex	male	24
GSM1476517	sscortex	male	24
GSM1476518	sscortex	male	24
GSM1476519	sscortex	male	24
GSM1476520	sscortex	male	24
GSM1476521	sscortex	male	24
GSM1476523	sscortex	male	24
GSM1476524	sscortex	male	24
GSM1476525	sscortex	male	24
GSM1476526	sscortex	male	24
GSM1476527	sscortex	male	24
GSM1476528	sscortex	male	24
GSM1476529	sscortex	male	24
GSM1476530	sscortex	male	24
GSM1476531	sscortex	male	24
GSM1476532	sscortex	male	24
GSM1476533	sscortex	male	24
GSM1476534	sscortex	male	24
GSM1476536	sscortex	male	24
GSM1476537	sscortex	male	24
GSM1476538	sscortex	male	24
GSM1476539	sscortex	male	24
GSM1476541	sscortex	male	24
GSM1476542	sscortex	male	24
GSM1476543	sscortex	male	24
GSM1476544	sscortex	male	24
GSM1476546	sscortex	male	24
GSM1476547	sscortex	male	24
GSM1476548	sscortex	male	24
GSM1476549	sscortex	male	24
GSM1476550	sscortex	male	24
GSM1476552	sscortex	male	24
GSM1476553	sscortex	male	24
GSM1476554	sscortex	male	24
GSM1476555	sscortex	male	24
GSM1476556	sscortex	male	24
GSM1476557	sscortex	female	25
GSM1476558	sscortex	female	25
GSM1476559	sscortex	female	25
GSM1476560	sscortex	female	25
GSM1476561	sscortex	female	25
GSM1476562	sscortex	female	25
GSM1476563	sscortex	female	25
GSM1476564	sscortex	female	25
GSM1476565	sscortex	female	25
GSM1476566	sscortex	female	25
GSM1476567	sscortex	female	25
GSM1476568	sscortex	female	25
GSM1476569	sscortex	female	25
GSM1476570	sscortex	female	25
GSM1476571	sscortex	female	25
GSM1476572	sscortex	female	25
GSM1476573	sscortex	female	25
GSM1476574	sscortex	female	25
GSM1476575	sscortex	female	25
GSM1476576	sscortex	female	25
GSM1476577	sscortex	female	25
GSM1476578	sscortex	female	25
GSM1476579	sscortex	female	25
GSM1476580	sscortex	female	25
GSM1476581	sscortex	female	25
GSM1476582	sscortex	female	25
GSM1476583	sscortex	female	25
GSM1476584	sscortex	female	25
GSM1476585	sscortex	female	25
GSM1476586	sscortex	female	25
GSM1476587	sscortex	female	25
GSM1476588	sscortex	female	25
GSM1476589	sscortex	female	25
GSM1476590	sscortex	female	25
GSM1476591	sscortex	female	25
GSM1476592	sscortex	female	25
GSM1476593	sscortex	female	25
GSM1476594	sscortex	female	25
GSM1476595	sscortex	female	25
GSM1476596	sscortex	female	25
GSM1476597	sscortex	female	25
GSM1476598	sscortex	female	25
GSM1476599	sscortex	female	25
GSM1476601	sscortex	female	25
GSM1476602	sscortex	female	25
GSM1476603	sscortex	female	26
GSM1476604	sscortex	female	26
GSM1476605	sscortex	female	26
GSM1476606	sscortex	female	26
GSM1476607	sscortex	female	26
GSM1476609	sscortex	female	26
GSM1476610	sscortex	female	26
GSM1476611	sscortex	female	26
GSM1476612	sscortex	female	26
GSM1476613	sscortex	female	26
GSM1476615	sscortex	female	26
GSM1476616	sscortex	female	26
GSM1476617	sscortex	female	26
GSM1476618	sscortex	female	26
GSM1476619	sscortex	female	26
GSM1476620	sscortex	female	26
GSM1476621	sscortex	female	26
GSM1476622	sscortex	female	26
GSM1476623	sscortex	female	26
GSM1476624	sscortex	female	26
GSM1476625	sscortex	female	26
GSM1476626	sscortex	female	26
GSM1476627	sscortex	female	26
GSM1476628	sscortex	female	26
GSM1476629	sscortex	female	26
GSM1476631	sscortex	female	26
GSM1476632	sscortex	female	26
GSM1476633	sscortex	female	26
GSM1476634	sscortex	female	26
GSM1476635	sscortex	female	26
GSM1476636	sscortex	female	26
GSM1476637	sscortex	female	26
GSM1476638	sscortex	female	26
GSM1476640	sscortex	female	26
GSM1476641	sscortex	female	26
GSM1476642	sscortex	female	26
GSM1476643	sscortex	female	26
GSM1476645	sscortex	female	26
GSM1476646	sscortex	female	26
GSM1476647	sscortex	female	26
GSM1476648	sscortex	female	26
GSM1476649	sscortex	female	26
GSM1476650	sscortex	female	26
GSM1476651	sscortex	female	26
GSM1476652	sscortex	female	26
GSM1476653	sscortex	female	26
GSM1476654	sscortex	female	26
GSM1476655	sscortex	female	26
GSM1476656	sscortex	female	26
GSM1476657	sscortex	female	26
GSM1476658	sscortex	female	28
GSM1476659	sscortex	female	28
GSM1476660	sscortex	female	28
GSM1476661	sscortex	female	28
GSM1476663	sscortex	female	28
GSM1476664	sscortex	female	28
GSM1476665	sscortex	female	28
GSM1476666	sscortex	female	28
GSM1476667	sscortex	female	28
GSM1476668	sscortex	female	28
GSM1476669	sscortex	female	28
GSM1476672	sscortex	female	28
GSM1476673	sscortex	female	28
GSM1476674	sscortex	female	28
GSM1476675	sscortex	female	28
GSM1476677	sscortex	female	28
GSM1476678	sscortex	female	28
GSM1476679	sscortex	female	28
GSM1476680	sscortex	female	28
GSM1476681	sscortex	female	28
GSM1476682	sscortex	female	28
GSM1476683	sscortex	female	28
GSM1476684	sscortex	female	28
GSM1476685	sscortex	female	28
GSM1476686	sscortex	female	28
GSM1476687	sscortex	female	28
GSM1476688	sscortex	female	28
GSM1476689	sscortex	female	28
GSM1476690	sscortex	female	28
GSM1476691	sscortex	female	28
GSM1476692	sscortex	female	28
GSM1476693	sscortex	female	28
GSM1476695	sscortex	female	28
GSM1476696	sscortex	female	28
GSM1476697	sscortex	female	28
GSM1476698	sscortex	female	28
GSM1476699	sscortex	female	28
GSM1476700	sscortex	female	28
GSM1476701	sscortex	female	28
GSM1476702	sscortex	female	28
GSM1476703	sscortex	female	28
GSM1476704	sscortex	female	28
GSM1476705	sscortex	female	28
GSM1476706	sscortex	female	28
GSM1476710	sscortex	female	28
GSM1476711	sscortex	female	28
GSM1476712	sscortex	female	28
GSM1476714	sscortex	female	28
GSM1476715	sscortex	female	28
GSM1476716	sscortex	female	28
GSM1476717	sscortex	female	28
GSM1476718	sscortex	female	28
GSM1476719	sscortex	female	28
GSM1476720	sscortex	female	28
GSM1476721	sscortex	female	28
GSM1476722	sscortex	female	28
GSM1476723	sscortex	female	28
GSM1476724	sscortex	female	28
GSM1476725	ca1hippocampus		26
GSM1476726	ca1hippocampus		26
GSM1476727	ca1hippocampus		26
GSM1476728	ca1hippocampus		26
GSM1476729	ca1hippocampus		26
GSM1476730	ca1hippocampus		26
GSM1476731	ca1hippocampus		26
GSM1476732	ca1hippocampus		26
GSM1476733	ca1hippocampus		26
GSM1476734	ca1hippocampus		26
GSM1476735	ca1hippocampus		26
GSM1476737	ca1hippocampus		26
GSM1476738	ca1hippocampus		26
GSM1476739	ca1hippocampus		26
GSM1476740	ca1hippocampus		26
GSM1476741	ca1hippocampus		26
GSM1476742	ca1hippocampus		26
GSM1476743	ca1hippocampus		26
GSM1476744	ca1hippocampus		26
GSM1476745	ca1hippocampus		26
GSM1476746	ca1hippocampus		26
GSM1476747	ca1hippocampus		26
GSM1476748	ca1hippocampus		26
GSM1476749	ca1hippocampus		26
GSM1476750	ca1hippocampus		26
GSM1476751	ca1hippocampus		26
GSM1476752	ca1hippocampus		26
GSM1476753	ca1hippocampus		26
GSM1476754	ca1hippocampus		26
GSM1476755	ca1hippocampus		26
GSM1476756	ca1hippocampus		26
GSM1476757	ca1hippocampus		26
GSM1476758	ca1hippocampus		26
GSM1476759	ca1hippocampus		26
GSM1476760	ca1hippocampus		26
GSM1476761	ca1hippocampus		26
GSM1476762	ca1hippocampus		26
GSM1476763	ca1hippocampus		26
GSM1476764	ca1hippocampus		26
GSM1476765	ca1hippocampus		26
GSM1476766	ca1hippocampus		26
GSM1476767	ca1hippocampus		26
GSM1476769	ca1hippocampus		26
GSM1476770	ca1hippocampus		26
GSM1476771	ca1hippocampus	female	31
GSM1476772	ca1hippocampus	female	31
GSM1476773	ca1hippocampus	female	31
GSM1476774	ca1hippocampus	female	31
GSM1476775	ca1hippocampus	female	31
GSM1476776	ca1hippocampus	female	31
GSM1476777	ca1hippocampus	female	31
GSM1476778	ca1hippocampus	female	31
GSM1476779	ca1hippocampus	female	31
GSM1476780	ca1hippocampus	female	31
GSM1476781	ca1hippocampus	female	31
GSM1476782	ca1hippocampus	female	31
GSM1476783	ca1hippocampus	female	31
GSM1476784	ca1hippocampus	female	31
GSM1476785	ca1hippocampus	female	31
GSM1476786	ca1hippocampus	female	31
GSM1476787	ca1hippocampus	female	31
GSM1476788	ca1hippocampus	female	31
GSM1476789	ca1hippocampus	female	31
GSM1476790	ca1hippocampus	female	31
GSM1476791	ca1hippocampus	female	31
GSM1476792	ca1hippocampus	female	31
GSM1476793	ca1hippocampus	female	31
GSM1476794	ca1hippocampus	female	31
GSM1476795	ca1hippocampus	female	31
GSM1476796	ca1hippocampus	female	31
GSM1476797	ca1hippocampus	female	31
GSM1476798	ca1hippocampus	female	31
GSM1476799	ca1hippocampus	female	31
GSM1476800	ca1hippocampus	female	31
GSM1476801	ca1hippocampus	female	31
GSM1476802	ca1hippocampus	female	31
GSM1476803	ca1hippocampus	female	31
GSM1476804	ca1hippocampus	female	31
GSM1476805	ca1hippocampus	female	31
GSM1476806	ca1hippocampus	female	31
GSM1476807	ca1hippocampus	female	31
GSM1476808	ca1hippocampus	female	31
GSM1476809	ca1hippocampus	female	31
GSM1476810	ca1hippocampus	female	31
GSM1476811	ca1hippocampus	female	31
GSM1476812	ca1hippocampus	female	31
GSM1476813	ca1hippocampus	female	31
GSM1476814	ca1hippocampus	female	31
GSM1476815	ca1hippocampus	female	31
GSM1476816	ca1hippocampus	female	31
GSM1476817	ca1hippocampus	female	31
GSM1476818	ca1hippocampus	female	31
GSM1476819	ca1hippocampus	female	31
GSM1476820	ca1hippocampus	female	24
GSM1476821	ca1hippocampus	female	24
GSM1476822	ca1hippocampus	female	24
GSM1476823	ca1hippocampus	female	24
GSM1476824	ca1hippocampus	female	24
GSM1476825	ca1hippocampus	female	24
GSM1476826	ca1hippocampus	female	24
GSM1476827	ca1hippocampus	female	24
GSM1476828	ca1hippocampus	female	24
GSM1476829	ca1hippocampus	female	24
GSM1476830	ca1hippocampus	female	24
GSM1476831	ca1hippocampus	female	24
