Cell	O41	O89	O127	O132	O147	O149	O164	O31	O32	O44	O56	O76	O87	O134	O141	O165	O24	O61	O66	O71	O78	O104	O125	O151	O159	O427	O433	O36	O39	O46	O47	O48	O49	O52	O55	O60	O62	O73	O80	O90	O100	O103	O109	O111	O113	O117	O128	O129	O130	O131	O135	O137	O145	O160	O171	O430	O435	O454	O54	O58	O65	O102	O106	O162	O434	O439	O440	 
CellType	vAAC	vAAC	vAAC	vAAC	vAAC	vAAC	vAAC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	 
Nrxn3	0.0	7.1079642059783055	6.4772690350165565	3.6887324839030993	7.040892003360184	6.329953445545527	5.580833766808704	5.686099878564677	6.541176551995713	5.4996656425630315	6.855717671839692	0.0	7.683073350574532	7.087009636534018	6.911914899531491	5.721055428573086	6.909062860376194	3.365250199667632	7.660319347985101	6.820842699471463	5.799358767629342	5.9977916409834435	7.1030155068154	6.297128489913894	1.5991892309862579	6.411340058644923	7.2837643855423	6.477484966195019	7.683392548341343	6.450694047966234	5.710280990439191	5.319872072962997	0.0	8.863460574544767	9.595006391494861	3.7044748367584925	6.837485618082758	6.289296673397299	6.598198661034415	5.076250377353447	5.902201148442656	7.149333799293478	6.659663003416726	5.41842087538325	3.93538308491431	0.0	2.6708953874214827	6.340678691100357	7.028148437405939	0.36121475231562283	6.969838626379298	5.247775339057093	7.419942233558559	6.1988230658966375	5.469835162045682	6.391830671548309	7.004807651523478	8.674381017522714	0.9334890954906144	6.891745955747717	4.764082303595199	5.532306362417536	5.432308043744401	3.718052502803519	5.976339346189928	3.3281471140336314	3.9751645274414424	
Ntrk2	7.035289148051495	5.217563816215073	7.577625595198966	5.446958810100222	5.853911861675677	5.862991197494229	2.1294412925184942	0.0	6.185923617832404	7.255874765663151	6.578566763721579	0.9366503755690742	7.501317084173291	7.338829692403145	6.8883683795056365	1.6608898366756493	2.9169084329007346	7.906274776052436	5.763772150048423	6.652045071702009	5.657795555243199	5.644751623477081	5.280315110859023	5.483322791044637	6.974460950338245	3.690064491750747	7.249867285691	6.175152282641997	6.080307972058424	5.94795667678689	6.333266896520847	7.033450313368251	0.0	7.658543312298527	6.452519522541461	3.081302298257525	6.7350443137421	7.618908522056107	4.264078929559913	6.1165839849289805	7.025012743533727	5.935174386566105	6.148389534832964	6.277983594630586	5.665824787148901	6.557585208356254	8.103938815357559	5.257823678202165	6.9514921799977545	6.251856465848705	2.777173502609871	6.275212706307227	5.503992651732931	6.653403304421007	6.1291473766250295	6.261591947962481	5.723191834426767	6.7868810831136805	0.4668609599328074	7.399562904958813	5.869170882684189	7.613134459308351	6.156145364977736	6.454430580092899	6.803258943825199	7.248652534168018	5.572391610199877	
Vstm2a	9.608151306512493	10.475333189679558	9.23961881514099	0.19098553306667795	8.249649651527072	8.773980176433211	9.372340981577562	7.801135175885596	9.59112136561945	10.32573808628037	10.111603100744318	8.821675142018513	8.364269635910668	9.470406859283237	8.254490115060982	8.263306435275961	9.22942257241587	10.300587765658875	9.925408308605057	9.518894863481556	9.408712285551212	9.671150221211741	9.836766940792641	9.397749706748714	0.055710156119528224	10.361949803223192	7.354483897264529	9.046755691534694	6.678451422056366	8.966723029382866	8.780696905229954	9.358560439004934	2.088051374713201	0.10239556720608019	8.583316363615255	0.0	7.15466623842289	6.452944107559351	9.756320586910183	7.23088603325377	9.248641565666139	8.89849074379304	8.760339391658299	8.890762825194155	9.331653718904152	0.0	9.159857716865812	8.71240387603834	9.480192605738313	3.5019358817662605	8.311301475736194	6.016022222549725	8.900449029936198	7.311557607855766	5.514565418323073	9.03561126410139	6.373267130842522	8.077072053373769	0.5238630088263497	5.151562553360758	8.864232582588466	8.215784256756173	8.00699193515421	5.654031616769117	8.317574240826122	7.650019967663272	7.659684493492716	
																																																																				
Cbln2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1835754395363458	0.0	0.0	
Ephb2	0.14329022540716374	0.17564467430778807	0.03555859991111488	0.0	0.23243236315727622	0.0	0.07336439301753164	0.0	0.16978906110517	0.12744601433987726	0.0557852474974333	0.19812824732229165	0.14861137317092052	0.0	0.07362831809919078	0.07409325719649018	0.09256928451086992	0.1626405888120426	0.0	0.0	0.3884761185935452	0.0	0.0	0.0	0.0	0.0	0.0	0.07073814312051484	0.016779396955614444	0.005396178878923492	0.07087536553924002	0.0	0.1114480307663549	1.1829909743807614	0.17324258857756955	0.2367142482978279	0.6981019909021464	0.6294815899463533	0.21786970410782874	0.18226896012611232	2.358356621058843	0.07532382745167265	0.33523855553700194	0.1401451703274763	0.0	0.33998336586194416	0.0	0.026309565869931276	0.22939854505218718	0.0	0.0	0.0	0.1091604739860591	0.17797900580277903	0.1637151203103165	0.0	0.09560513566268922	0.2953856706589876	0.3245151230415296	0.16932599836587484	0.0	0.7640700919961102	0.2872714504245976	0.16748895909352107	0.2476942335755253	0.0	0.5910349905069678	
Flrt1	0.0	0.0	1.0146552280924075	0.0	0.0	0.0	0.0	0.0	2.2172462289871695	3.092193904309023	0.0	0.0	0.0	0.12468373535499254	0.0	0.0	0.0	0.0	0.0	0.0	0.9538753448471273	0.12043475691232416	1.4694953019819947	3.77137853948453	0.0	2.1644065715900522	0.0	0.0	0.013933821625357837	0.35233706548207266	0.195060290703461	0.0	0.0	0.10964659590819592	0.0	1.2513979530881434	0.0	0.0	1.0163108899322595	0.0	0.0	2.620975768275523	0.0	0.0	0.0	0.0	0.0	0.032472157076019366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lrfn2	0.0	0.0	0.5029883980762908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8897118303721218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39980874716320175	1.2325686669337022	0.0	0.0	0.0	0.0	0.0	0.14056141731746002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7954698184098024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9920186145071824	0.0	0.0	0.0	0.0	0.0	0.0	0.07396182292087705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sdk2	0.12974777017677114	0.17275887539072232	0.0855527390427265	0.13280647117635208	0.24569644571114171	0.0	0.08701930559533898	0.0	0.0	0.0	0.0	0.44043241536334743	0.11959814435276536	1.6031266186637834	0.0	0.02969627697437911	0.0	0.11684273659790663	0.4365691059229921	0.4043778157884666	0.0	0.1422840306576135	0.055377819439024714	0.06794759675331162	0.03235803618756872	0.0	0.0	0.029606953503238068	0.006255333141436239	0.07532533368504594	0.0	0.0	0.0	0.2163542842975197	0.012418496686487625	0.29525047187625514	0.13164295062964249	0.08032174573564652	0.059388090940445	0.2658557209142126	0.0	0.0	0.1456226806492035	0.054524554729160214	0.0	0.0	0.0	0.10472392112589216	0.057356134344341114	0.03947336916316689	0.0	0.37663934439880886	0.0	0.16050719310467249	0.0	0.39898838646193485	0.1789147404920517	1.1675107964957139	0.15721578817022305	0.3684933588961965	0.07419439450341946	0.0	0.24086504364927724	0.12490470072040336	0.12062041327375876	0.0	0.03668196718415876	
																																																																				
