Gene	This Study	CA1-INs
1700007E05Rik	24.074074074074076	1.4613778705636744
1700007K13Rik	1.8518518518518516	0.6263048016701461
1700008O03Rik	38.88888888888889	19.832985386221292
1700009N14Rik	1.8518518518518516	0.0
1700010B08Rik	5.555555555555555	0.0
1700010I14Rik	9.25925925925926	1.8789144050104383
1700010N08Rik	1.8518518518518516	0.0
1700011L22Rik	1.8518518518518516	0.20876826722338201
1700013F07Rik	12.962962962962962	0.0
1700013G24Rik	1.8518518518518516	0.0
1700013H16Rik	1.8518518518518516	0.0
1700014D04Rik	1.8518518518518516	0.0
1700015F17Rik	1.8518518518518516	1.0438413361169103
1700016C15Rik	3.7037037037037033	0.0
1700016D06Rik	46.296296296296305	3.966597077244259
1700016K19Rik	1.8518518518518516	0.0
1700017B05Rik	16.666666666666664	6.05427974947808
1700017D01Rik	7.4074074074074066	0.41753653444676403
1700018G05Rik	1.8518518518518516	0.0
1700018M17Rik	5.555555555555555	0.0
1700019A02Rik	1.8518518518518516	0.0
1700019D03Rik	31.48148148148148	17.954070981210855
1700019N19Rik	1.8518518518518516	0.0
1700020D05Rik	3.7037037037037033	0.41753653444676403
1700020L24Rik	1.8518518518518516	2.0876826722338206
1700020N01Rik	1.8518518518518516	0.0
1700021F05Rik	75.92592592592592	43.63256784968685
1700022I11Rik	14.814814814814813	1.4613778705636744
1700023F06Rik	18.51851851851852	11.482254697286013
1700024B05Rik	1.8518518518518516	0.0
1700024J04Rik	42.59259259259259	2.7139874739039667
1700025G04Rik	68.51851851851852	35.28183716075157
1700028B04Rik	74.07407407407408	14.40501043841336
1700028J19Rik	27.77777777777778	2.9227557411273484
1700028K03Rik	20.37037037037037	2.0876826722338206
1700028P14Rik	9.25925925925926	1.4613778705636744
1700029F12Rik	3.7037037037037033	0.8350730688935281
1700029I15Rik	22.22222222222222	1.2526096033402923
1700029J07Rik	11.11111111111111	3.3402922755741122
1700030C10Rik	24.074074074074076	0.0
1700030J22Rik	12.962962962962962	1.2526096033402923
1700030K09Rik	35.18518518518518	14.40501043841336
1700034J05Rik	5.555555555555555	0.20876826722338201
1700037C18Rik	68.51851851851852	37.78705636743215
1700037H04Rik	81.48148148148148	40.08350730688936
1700042G07Rik	1.8518518518518516	0.20876826722338201
1700047I17Rik2	37.03703703703704	32.98538622129436
1700049E17Rik1	1.8518518518518516	0.20876826722338201
1700049E17Rik2	0.0	0.41753653444676403
1700056E22Rik	5.555555555555555	1.2526096033402923
1700057G04Rik	18.51851851851852	2.7139874739039667
1700061G19Rik	1.8518518518518516	0.6263048016701461
1700063K16Rik	5.555555555555555	0.20876826722338201
1700064H15Rik	1.8518518518518516	0.0
1700065I16Rik	1.8518518518518516	0.0
1700066B19Rik	11.11111111111111	1.6701461377870561
1700066M21Rik	44.44444444444444	6.471816283924843
1700067K01Rik	7.4074074074074066	2.0876826722338206
1700069L16Rik	1.8518518518518516	0.0
1700071K01Rik	5.555555555555555	0.0
1700073E17Rik	11.11111111111111	0.0
1700084J12Rik	64.81481481481481	0.8350730688935281
1700084M14Rik	1.8518518518518516	0.20876826722338201
1700086D15Rik	1.8518518518518516	0.0
1700086L19Rik	53.70370370370371	4.175365344467641
1700088E04Rik	48.14814814814815	8.977035490605427
1700091H14Rik	1.8518518518518516	0.0
1700092M07Rik	3.7037037037037033	0.0
1700093K21Rik	9.25925925925926	0.20876826722338201
1700102P08Rik	3.7037037037037033	1.4613778705636744
1700109H08Rik	33.33333333333333	4.3841336116910234
1700123K08Rik	0.0	0.20876826722338201
1700123L14Rik	1.8518518518518516	0.41753653444676403
1700123O20Rik	59.25925925925925	36.95198329853862
1700128F08Rik	59.25925925925925	2.2964509394572024
1700129C05Rik	1.8518518518518516	0.0
1810009A15Rik	70.37037037037037	46.972860125260965
1810010D01Rik	3.7037037037037033	0.20876826722338201
1810010H24Rik	7.4074074074074066	2.9227557411273484
1810013L24Rik	55.55555555555556	18.580375782881006
1810014B01Rik	44.44444444444444	4.801670146137787
1810018F18Rik	9.25925925925926	0.8350730688935281
1810022K09Rik	87.03703703703704	14.19624217118998
1810024B03Rik	14.814814814814813	3.1315240083507305
1810030O07Rik	61.111111111111114	11.691022964509395
1810032O08Rik	38.88888888888889	9.18580375782881
1810037I17Rik	79.62962962962963	81.00208768267223
1810043G02Rik	79.62962962962963	23.59081419624217
1810049J17Rik	18.51851851851852	0.0
1810055G02Rik	38.88888888888889	6.05427974947808
1810062G17Rik	1.8518518518518516	0.0
2010005H15Rik	3.7037037037037033	0.0
2010010A06Rik	1.8518518518518516	0.0
2010109A12Rik	0.0	4.592901878914405
2010109I03Rik	70.37037037037037	28.18371607515658
2010111I01Rik	57.407407407407405	12.943632567849686
2010300C02Rik	20.37037037037037	1.4613778705636744
2010315B03Rik	66.66666666666666	14.613778705636745
2200002D01Rik	7.4074074074074066	8.1419624217119
2210010C04Rik	16.666666666666664	0.8350730688935281
2210011C24Rik	12.962962962962962	4.801670146137787
2210016F16Rik	42.59259259259259	12.10855949895616
2210016L21Rik	77.77777777777779	72.65135699373695
2210017I01Rik	37.03703703703704	3.966597077244259
2210408I21Rik	18.51851851851852	4.801670146137787
2210418O10Rik	70.37037037037037	20.04175365344468
2300009A05Rik	57.407407407407405	53.65344467640919
2310009B15Rik	59.25925925925925	49.06054279749478
2310011J03Rik	40.74074074074074	22.755741127348646
2310022A10Rik	96.29629629629628	32.5678496868476
2310022B05Rik	25.925925925925924	7.09812108559499
2310030G06Rik	12.962962962962962	1.6701461377870561
2310033P09Rik	37.03703703703704	16.49269311064718
2310034G01Rik	11.11111111111111	1.6701461377870561
2310039H08Rik	20.37037037037037	11.899791231732774
2310057M21Rik	81.48148148148148	21.29436325678497
2310057N15Rik	11.11111111111111	0.0
2310061I04Rik	72.22222222222221	31.106471816283932
2410002F23Rik	70.37037037037037	23.799582463465555
2410004B18Rik	64.81481481481481	50.939457202505224
2410004P03Rik	53.70370370370371	9.394572025052192
2410015M20Rik	100.0	86.63883089770354
2410024N13Rik	11.11111111111111	0.6263048016701461
2410131K14Rik	64.81481481481481	35.28183716075157
2410137M14Rik	0.0	0.41753653444676403
2410141K09Rik	25.925925925925924	1.0438413361169103
2510002D24Rik	79.62962962962963	44.05010438413361
2510009E07Rik	35.18518518518518	15.866388308977037
2510039O18Rik	33.33333333333333	5.427974947807933
2610001J05Rik	48.14814814814815	39.45720250521921
2610002M06Rik	62.96296296296296	21.71189979123173
2610005L07Rik	85.18518518518519	21.29436325678497
2610008E11Rik	44.44444444444444	14.822546972860126
2610021A01Rik	25.925925925925924	3.7578288100208765
2610024D14Rik	1.8518518518518516	0.0
2610028H24Rik	27.77777777777778	1.8789144050104383
2610042L04Rik	42.59259259259259	9.812108559498958
2610044O15Rik8	74.07407407407408	21.29436325678497
2610301B20Rik	64.81481481481481	11.064718162839247
2610318N02Rik	16.666666666666664	6.471816283924843
2610507B11Rik	83.33333333333334	35.07306889352819
2610528A11Rik	9.25925925925926	0.20876826722338201
2700049A03Rik	27.77777777777778	5.219206680584551
2700062C07Rik	38.88888888888889	24.008350730688928
2700081O15Rik	25.925925925925924	9.394572025052192
2700097O09Rik	96.29629629629628	35.908141962421716
2700099C18Rik	27.77777777777778	5.219206680584551
2810004N23Rik	55.55555555555556	32.35908141962422
2810006K23Rik	64.81481481481481	25.887265135699373
2810021J22Rik	11.11111111111111	3.549060542797495
2810025M15Rik	40.74074074074074	38.62212943632568
2810039B14Rik	75.92592592592592	21.50313152400835
2810408A11Rik	1.8518518518518516	1.0438413361169103
2810459M11Rik	5.555555555555555	0.41753653444676403
2900011O08Rik	87.03703703703704	79.12317327766178
2900026A02Rik	22.22222222222222	9.812108559498958
2900055J20Rik	22.22222222222222	28.18371607515658
3000002C10Rik	94.44444444444444	14.822546972860126
3110001I22Rik	9.25925925925926	0.0
3110009E18Rik	62.96296296296296	6.8893528183716075
3110021N24Rik	42.59259259259259	15.031315240083506
3110040N11Rik	18.51851851851852	16.910229645093946
3110053B16Rik	27.77777777777778	2.0876826722338206
3110070M22Rik	9.25925925925926	2.0876826722338206
3110082I17Rik	18.51851851851852	3.7578288100208765
3110082J24Rik	1.8518518518518516	0.20876826722338201
3300002I08Rik	18.51851851851852	1.6701461377870561
3830403N18Rik	14.814814814814813	0.0
3830406C13Rik	46.296296296296305	27.766179540709814
4430402I18Rik	31.48148148148148	11.482254697286013
4632433K11Rik	35.18518518518518	17.745302713987478
4833418N17Rik	1.8518518518518516	0.0
4833420G17Rik	59.25925925925925	18.997912317327767
4833423E24Rik	1.8518518518518516	0.0
4833427G06Rik	0.0	0.20876826722338201
4833439L19Rik	79.62962962962963	43.0062630480167
4921507P07Rik	7.4074074074074066	0.20876826722338201
4921509C19Rik	1.8518518518518516	0.0
4921517D22Rik	1.8518518518518516	0.20876826722338201
4921524J17Rik	33.33333333333333	20.250521920668056
4921536K21Rik	22.22222222222222	3.3402922755741122
4921539E11Rik	1.8518518518518516	0.0
4922502D21Rik	1.8518518518518516	0.0
4930402H24Rik	85.18518518518519	48.8517745302714
4930404N11Rik	3.7037037037037033	0.41753653444676403
4930407I10Rik	3.7037037037037033	0.0
4930415O20Rik	0.0	0.20876826722338201
4930426L09Rik	3.7037037037037033	0.20876826722338201
4930430A15Rik	18.51851851851852	0.0
4930430F08Rik	35.18518518518518	13.152400835073069
4930431P19Rik	25.925925925925924	11.691022964509395
4930432E11Rik	0.0	3.1315240083507305
4930432K21Rik	9.25925925925926	0.41753653444676403
4930433I11Rik	1.8518518518518516	0.0
4930438A08Rik	1.8518518518518516	0.0
4930442H23Rik	25.925925925925924	0.0
4930444P10Rik	75.92592592592592	18.997912317327767
4930447A16Rik	1.8518518518518516	0.20876826722338201
4930447C04Rik	48.14814814814815	7.724425887265135
4930448K20Rik	7.4074074074074066	0.6263048016701461
4930449I24Rik	3.7037037037037033	0.0
4930451G09Rik	9.25925925925926	1.4613778705636744
4930452B06Rik	20.37037037037037	5.845511482254698
4930453N24Rik	70.37037037037037	21.50313152400835
4930465K10Rik	27.77777777777778	1.4613778705636744
4930467E23Rik	0.0	0.20876826722338201
4930469K13Rik	1.8518518518518516	0.0
4930471M09Rik	0.0	0.20876826722338201
4930474N05Rik	44.44444444444444	14.613778705636745
4930486L24Rik	1.8518518518518516	0.0
4930502E18Rik	7.4074074074074066	0.0
4930503E24Rik	5.555555555555555	0.0
4930503L19Rik	31.48148148148148	12.526096033402926
4930505A04Rik	0.0	0.6263048016701461
4930507D05Rik	5.555555555555555	0.8350730688935281
4930512M02Rik	38.88888888888889	5.010438413361169
4930515G13Rik	1.8518518518518516	0.0
4930516K23Rik	24.074074074074076	8.350730688935283
4930518I15Rik	0.0	2.0876826722338206
4930519F09Rik	7.4074074074074066	0.0
4930519F16Rik	22.22222222222222	3.549060542797495
4930519G04Rik	44.44444444444444	13.987473903966595
4930522L14Rik	40.74074074074074	0.6263048016701461
4930523C07Rik	5.555555555555555	0.8350730688935281
4930524B15Rik	1.8518518518518516	0.0
4930524J08Rik	0.0	2.2964509394572024
4930526A20Rik	50.0	3.1315240083507305
4930529C04Rik	61.111111111111114	10.22964509394572
4930539E08Rik	42.59259259259259	6.6805845511482245
4930548H24Rik	59.25925925925925	11.064718162839247
4930550C14Rik	3.7037037037037033	0.20876826722338201
4930555G01Rik	1.8518518518518516	2.7139874739039667
4930558C23Rik	1.8518518518518516	0.0
4930558K02Rik	3.7037037037037033	0.8350730688935281
4930562C15Rik	14.814814814814813	2.2964509394572024
4930563M21Rik	3.7037037037037033	0.41753653444676403
4930578G10Rik	18.51851851851852	6.263048016701461
4930578I06Rik	3.7037037037037033	0.0
4930579G24Rik	31.48148148148148	7.933194154488518
4930590J08Rik	33.33333333333333	1.8789144050104383
4930595D18Rik	1.8518518518518516	0.0
4931406B18Rik	74.07407407407408	9.394572025052192
4931406C07Rik	98.14814814814817	29.853862212943632
4931406P16Rik	37.03703703703704	12.734864300626306
4931414P19Rik	11.11111111111111	3.1315240083507305
4931422A03Rik	7.4074074074074066	0.6263048016701461
4931423N10Rik	1.8518518518518516	0.8350730688935281
4931428F04Rik	40.74074074074074	9.18580375782881
4931428L18Rik	42.59259259259259	2.2964509394572024
4931429L15Rik	22.22222222222222	1.0438413361169103
4931440F15Rik	16.666666666666664	2.5052192066805845
4931440P22Rik	53.70370370370371	14.613778705636745
4932411N23Rik	37.03703703703704	3.1315240083507305
4932414N04Rik	75.92592592592592	0.8350730688935281
4932415D10Rik	0.0	0.20876826722338201
4932415M13Rik	1.8518518518518516	0.0
4932431P20Rik	0.0	0.41753653444676403
4932438A13Rik	88.88888888888889	50.52192066805845
4933400A11Rik	1.8518518518518516	0.0
4933402D24Rik	1.8518518518518516	0.0
4933402N03Rik	1.8518518518518516	0.41753653444676403
4933403O08Rik	1.8518518518518516	0.0
4933405L10Rik	0.0	0.6263048016701461
4933406M09Rik	1.8518518518518516	0.0
4933407L21Rik	11.11111111111111	0.20876826722338201
4933408B17Rik	1.8518518518518516	1.2526096033402923
4933412A08Rik	27.77777777777778	1.2526096033402923
4933415A04Rik	7.4074074074074066	0.20876826722338201
4933416I08Rik	0.0	0.41753653444676403
4933417G07Rik	1.8518518518518516	0.0
4933425L06Rik	1.8518518518518516	0.0
4933427D14Rik	31.48148148148148	6.6805845511482245
4933427G23Rik	5.555555555555555	2.2964509394572024
4933427I04Rik	62.96296296296296	6.05427974947808
4933428G20Rik	3.7037037037037033	3.1315240083507305
4933430I17Rik	0.0	0.20876826722338201
4933434E20Rik	98.14814814814817	54.48851774530271
5031439G07Rik	72.22222222222221	15.031315240083506
5330417C22Rik	46.296296296296305	12.10855949895616
5430402E10Rik	1.8518518518518516	0.0
5430403G16Rik	62.96296296296296	14.613778705636745
5430419D17Rik	7.4074074074074066	0.0
5430427O19Rik	20.37037037037037	0.0
5430437J10Rik	24.074074074074076	0.6263048016701461
5530401A14Rik	29.629629629629626	20.250521920668056
5730409E04Rik	64.81481481481481	37.578288100208766
5730455P16Rik	100.0	43.63256784968685
5730480H06Rik	51.85185185185185	18.789144050104383
5730507C01Rik	35.18518518518518	5.010438413361169
5730522E02Rik	3.7037037037037033	0.6263048016701461
5830411N06Rik	5.555555555555555	0.0
5830417I10Rik	48.14814814814815	27.139874739039666
5830473C10Rik	0.0	0.20876826722338201
5930422O12Rik	1.8518518518518516	1.4613778705636744
6030408B16Rik	51.85185185185185	5.219206680584551
6030445D17Rik	25.925925925925924	1.6701461377870561
6030458C11Rik	57.407407407407405	22.755741127348646
6030468B19Rik	7.4074074074074066	1.2526096033402923
6030498E09Rik	1.8518518518518516	0.20876826722338201
6330409D20Rik	18.51851851851852	6.263048016701461
6330549D23Rik	18.51851851851852	2.0876826722338206
6430531B16Rik	9.25925925925926	0.6263048016701461
6430548M08Rik	75.92592592592592	62.421711899791234
6430550D23Rik	22.22222222222222	4.592901878914405
6430571L13Rik	33.33333333333333	4.592901878914405
6430628N08Rik	1.8518518518518516	0.0
6720489N17Rik	16.666666666666664	2.2964509394572024
6820408C15Rik	3.7037037037037033	1.2526096033402923
6820431F20Rik	79.62962962962963	45.92901878914405
7530416G11Rik	18.51851851851852	4.175365344467641
7530428D23Rik	16.666666666666664	0.6263048016701461
8030462N17Rik	18.51851851851852	0.20876826722338201
9030025P20Rik	68.51851851851852	18.37160751565762
9030612E09Rik	98.14814814814817	3.549060542797495
9030624G23Rik	27.77777777777778	0.8350730688935281
9130008F23Rik	3.7037037037037033	0.20876826722338201
9130019O22Rik	11.11111111111111	2.0876826722338206
9130023H24Rik	18.51851851851852	1.8789144050104383
9130208D14Rik	1.8518518518518516	0.0
9130213A22Rik	5.555555555555555	2.0876826722338206
9130230L23Rik	77.77777777777779	15.866388308977037
9130401M01Rik	46.296296296296305	19.206680584551147
9130409I23Rik	7.4074074074074066	0.0
9230104L09Rik	1.8518518518518516	0.0
9230113P08Rik	3.7037037037037033	0.20876826722338201
9330132A10Rik	25.925925925925924	4.3841336116910234
9330159F19Rik	72.22222222222221	40.08350730688936
9330161L09Rik	3.7037037037037033	0.0
9330182L06Rik	37.03703703703704	10.438413361169102
9330182O14Rik	1.8518518518518516	0.20876826722338201
9430015G10Rik	77.77777777777779	14.40501043841336
9430025C20Rik	70.37037037037037	6.05427974947808
9430038I01Rik	70.37037037037037	19.624217118997915
9430097D07Rik	12.962962962962962	1.8789144050104383
9530003J23Rik	7.4074074074074066	0.20876826722338201
9530050K03Rik	33.33333333333333	1.4613778705636744
9530053A07Rik	9.25925925925926	2.5052192066805845
9530068E07Rik	77.77777777777779	33.194154488517746
9530077C05Rik	33.33333333333333	4.3841336116910234
9830107B12Rik	11.11111111111111	0.0
9930012K11Rik	14.814814814814813	3.3402922755741122
9930021J03Rik	51.85185185185185	28.81002087682672
9930022D16Rik	1.8518518518518516	0.0
9930104L06Rik	25.925925925925924	5.219206680584551
9930111J21Rik1	29.629629629629626	2.7139874739039667
9930111J21Rik2	83.33333333333334	36.116910229645086
A030005L19Rik	0.0	0.41753653444676403
A130006I12Rik	9.25925925925926	0.0
A130010J15Rik	70.37037037037037	20.04175365344468
A1bg	1.8518518518518516	0.0
A230050P20Rik	77.77777777777779	40.7098121085595
A2ml1	25.925925925925924	7.724425887265135
A330044P14Rik	55.55555555555556	5.6367432150313155
A330070K13Rik	27.77777777777778	6.6805845511482245
A430005L14Rik	40.74074074074074	42.17118997912318
A430033K04Rik	51.85185185185185	11.273486430062631
A430078G23Rik	40.74074074074074	10.02087682672234
A4galt	55.55555555555556	3.7578288100208765
A4gnt	0.0	0.20876826722338201
A530016L24Rik	9.25925925925926	0.6263048016701461
A530032D15Rik	5.555555555555555	0.0
A530064D06Rik	59.25925925925925	17.118997912317326
A630001G21Rik	29.629629629629626	0.6263048016701461
A630010A05Rik	40.74074074074074	0.20876826722338201
A630073D07Rik	29.629629629629626	1.4613778705636744
A630076J17Rik	5.555555555555555	0.41753653444676403
A630089N07Rik	88.88888888888889	29.853862212943632
A630095E13Rik	0.0	0.41753653444676403
A630095N17Rik	1.8518518518518516	0.20876826722338201
A730009L09Rik	11.11111111111111	3.549060542797495
A730015C16Rik	7.4074074074074066	0.8350730688935281
A730046J19Rik	1.8518518518518516	0.20876826722338201
A730049H05Rik	5.555555555555555	0.0
A730061H03Rik	7.4074074074074066	0.0
A730071L15Rik	7.4074074074074066	3.1315240083507305
A830005F24Rik	12.962962962962962	1.4613778705636744
A830018L16Rik	72.22222222222221	28.18371607515658
A930002H24Rik	1.8518518518518516	0.0
A930004D18Rik	33.33333333333333	12.526096033402926
A930009A15Rik	0.0	0.20876826722338201
A930017K11Rik	1.8518518518518516	0.0
A930017M01Rik	44.44444444444444	13.778705636743215
A930018P22Rik	1.8518518518518516	0.41753653444676403
A930033H14Rik	9.25925925925926	2.7139874739039667
A930035D04Rik	3.7037037037037033	0.0
AA413626	0.0	0.8350730688935281
AA414768	5.555555555555555	1.6701461377870561
AA467197	3.7037037037037033	1.0438413361169103
AA543401	1.8518518518518516	0.0
AA792892	3.7037037037037033	1.0438413361169103
AA986860	7.4074074074074066	1.6701461377870561
AB124611	9.25925925925926	0.6263048016701461
AC026385.2	14.814814814814813	0.0
AC073947.1	1.8518518518518516	0.0
AC083895.1	42.59259259259259	0.20876826722338201
AC084822.1	3.7037037037037033	0.20876826722338201
AC084822.2	3.7037037037037033	0.20876826722338201
AC087233.1	1.8518518518518516	0.0
AC087233.2	12.962962962962962	0.0
AC087559.1	9.25925925925926	0.0
AC087559.2	7.4074074074074066	10.438413361169102
AC087559.3	0.0	0.20876826722338201
AC087802.1	16.666666666666664	0.0
AC087802.4	3.7037037037037033	0.0
AC087898.1	1.8518518518518516	0.0
AC087898.4	1.8518518518518516	0.0
AC087901.1	7.4074074074074066	0.0
AC090479.1	1.8518518518518516	0.0
AC091332.1	51.85185185185185	0.0
AC098880.1	18.51851851851852	0.20876826722338201
AC098880.2	16.666666666666664	0.41753653444676403
AC100724.1	14.814814814814813	0.0
AC102354.1	1.8518518518518516	0.0
AC102410.1	18.51851851851852	0.0
AC102437.1	37.03703703703704	3.966597077244259
AC102492.1	1.8518518518518516	0.0
AC102492.2	1.8518518518518516	0.0
AC102745.1	5.555555555555555	0.0
AC102745.2	1.8518518518518516	0.0
AC102902.1	1.8518518518518516	0.0
AC103363.1	5.555555555555555	0.0
AC103597.1	7.4074074074074066	0.0
AC105297.1	12.962962962962962	0.0
AC109138.1	48.14814814814815	0.0
AC109138.2	51.85185185185185	5.845511482254698
AC109192.2	1.8518518518518516	0.0
AC109255.1	11.11111111111111	0.0
AC109261.2	0.0	3.7578288100208765
AC110241.1	3.7037037037037033	0.0
AC110262.2	9.25925925925926	0.0
AC110262.4	16.666666666666664	0.0
AC110514.1	50.0	2.2964509394572024
AC110514.2	9.25925925925926	0.0
AC110514.3	9.25925925925926	0.0
AC110534.2	3.7037037037037033	0.0
AC110534.3	1.8518518518518516	0.0
AC110534.4	20.37037037037037	0.0
AC110534.5	72.22222222222221	42.37995824634656
AC110562.1	1.8518518518518516	0.0
AC113060.1	5.555555555555555	0.0
AC113125.1	7.4074074074074066	0.0
AC113292.1	3.7037037037037033	0.41753653444676403
AC113953.1	22.22222222222222	0.0
AC114677.1	3.7037037037037033	0.0
AC114990.1	3.7037037037037033	0.0
AC114990.3	25.925925925925924	1.0438413361169103
AC115302.1	5.555555555555555	0.0
AC115797.2	3.7037037037037033	0.0
AC115797.3	50.0	0.0
AC115797.4	24.074074074074076	0.0
AC115797.5	46.296296296296305	0.0
AC115894.1	3.7037037037037033	0.0
AC115954.1	40.74074074074074	4.3841336116910234
AC115970.1	3.7037037037037033	0.41753653444676403
AC116324.1	11.11111111111111	0.0
AC116484.1	3.7037037037037033	0.0
AC116658.2	12.962962962962962	0.0
AC117188.2	38.88888888888889	5.427974947807933
AC117239.2	57.407407407407405	11.064718162839247
AC117241.1	1.8518518518518516	0.0
AC117244.1	0.0	0.20876826722338201
AC117257.1	5.555555555555555	0.0
AC117622.1	25.925925925925924	5.845511482254698
AC117662.2	3.7037037037037033	0.0
AC117662.3	1.8518518518518516	0.0
AC118684.1	3.7037037037037033	0.0
AC119928.1	29.629629629629626	4.801670146137787
AC119928.2	92.59259259259261	57.82881002087683
AC119998.1	20.37037037037037	0.0
AC121151.1	3.7037037037037033	0.0
AC121298.1	5.555555555555555	1.6701461377870561
AC121560.1	1.8518518518518516	0.0
AC121783.1	27.77777777777778	0.0
AC121795.1	3.7037037037037033	0.0
AC121796.1	3.7037037037037033	0.0
AC121875.1	3.7037037037037033	0.0
AC122141.1	1.8518518518518516	0.0
AC122217.3	1.8518518518518516	0.0
AC122217.4	1.8518518518518516	0.0
AC122253.2	33.33333333333333	0.20876826722338201
AC122253.3	33.33333333333333	0.0
AC122306.1	16.666666666666664	0.0
AC122330.1	42.59259259259259	1.0438413361169103
AC122392.1	33.33333333333333	0.0
AC122413.2	29.629629629629626	0.6263048016701461
AC122445.1	5.555555555555555	0.0
AC122453.1	18.51851851851852	0.41753653444676403
AC122464.1	1.8518518518518516	0.0
AC122481.1	5.555555555555555	0.0
AC122481.2	9.25925925925926	0.0
AC122494.1	9.25925925925926	0.0
AC122536.1	0.0	0.8350730688935281
AC122746.1	5.555555555555555	0.0
AC122821.1	1.8518518518518516	0.0
AC122826.1	1.8518518518518516	0.0
AC123951.1	1.8518518518518516	0.0
AC123956.1	70.37037037037037	12.943632567849686
AC124237.1	35.18518518518518	5.427974947807933
AC124336.1	7.4074074074074066	0.41753653444676403
AC124548.1	1.8518518518518516	0.0
AC124740.2	5.555555555555555	0.0
AC125149.2	1.8518518518518516	0.0
AC125149.3	7.4074074074074066	0.0
AC125149.4	1.8518518518518516	0.0
AC125156.1	1.8518518518518516	0.0
AC125178.2	1.8518518518518516	0.0
AC125178.3	1.8518518518518516	0.0
AC125199.1	42.59259259259259	0.20876826722338201
AC126254.1	3.7037037037037033	0.0
AC126254.3	11.11111111111111	0.0
AC126438.1	27.77777777777778	0.0
AC126448.1	3.7037037037037033	0.0
AC126457.1	33.33333333333333	21.920668058455114
AC126553.1	46.296296296296305	0.41753653444676403
AC126686.1	5.555555555555555	0.0
AC126807.1	51.85185185185185	0.0
AC126807.2	1.8518518518518516	0.0
AC126807.3	24.074074074074076	0.0
AC127242.1	5.555555555555555	0.0
AC127347.1	1.8518518518518516	0.0
AC127693.2	46.296296296296305	0.8350730688935281
AC129203.2	0.0	0.20876826722338201
AC129214.2	3.7037037037037033	0.0
AC129539.1	12.962962962962962	0.20876826722338201
AC129574.3	1.8518518518518516	0.0
AC130718.1	5.555555555555555	0.0
AC131796.1	31.48148148148148	0.0
AC132091.1	50.0	0.0
AC132099.1	46.296296296296305	0.0
AC132100.1	27.77777777777778	0.0
AC132127.1	1.8518518518518516	0.0
AC132235.1	3.7037037037037033	0.0
AC132444.1	3.7037037037037033	0.41753653444676403
AC132444.2	3.7037037037037033	0.0
AC132444.4	3.7037037037037033	0.0
AC132444.6	72.22222222222221	25.887265135699373
AC132911.2	5.555555555555555	0.0
AC133103.1	1.8518518518518516	0.0
AC133103.6	3.7037037037037033	0.0
AC133488.1	46.296296296296305	1.0438413361169103
AC133517.1	3.7037037037037033	0.0
AC133889.2	5.555555555555555	0.0
AC134468.1	38.88888888888889	5.427974947807933
AC134540.1	5.555555555555555	0.20876826722338201
AC135084.1	14.814814814814813	0.0
AC135509.1	14.814814814814813	0.0
AC135736.1	1.8518518518518516	0.0
AC135736.3	27.77777777777778	1.2526096033402923
AC136716.3	0.0	0.20876826722338201
AC137605.1	1.8518518518518516	59.91649269311065
AC138768.2	5.555555555555555	0.0
AC139060.1	3.7037037037037033	0.0
AC139155.1	1.8518518518518516	0.0
AC139209.1	5.555555555555555	0.0
AC139334.1	3.7037037037037033	0.0
