Cell	CellType	X	Y
GSM2656741	Pvalb.C1ql1.Pvalb	3.373333215713501	-0.06617333739995956
GSM2656837	Pvalb.C1ql1.Pvalb	3.055983304977417	0.39980778098106384
GSM2656850	Pvalb.Tac1.Sst	-2.0333027839660645	2.911252975463867
GSM2656855	Pvalb.C1ql1.Cpne5	1.5788919925689697	3.0894265174865723
GSM2656896	Pvalb.Tac1.Syt2	-0.4338855445384979	3.5918142795562744
GSM2656942	Pvalb.Tac1.Syt2	-0.7312120795249939	2.961256742477417
GSM2656944	Pvalb.Tac1.Sst	-4.257776737213135	0.21722887456417084
GSM2656983	Pvalb.C1ql1.Npy	-0.4547393023967743	3.675140142440796
GSM2657075	Pvalb.Tac1.Sst	-3.475656509399414	0.3571126461029053
GSM2657118	Pvalb.Tac1.Syt2	0.38439738750457764	2.201568603515625
GSM2657129	Pvalb.Tac1.Syt2	0.2931419610977173	2.1912126541137695
GSM2657182	Pvalb.Tac1.Sst	-3.5371806621551514	0.3148234486579895
GSM2657185	Pvalb.Tac1.Syt2	-0.6265121102333069	2.9697265625
GSM2657191	Pvalb.Tac1.Akr1c18	-1.48126220703125	0.1550121009349823
GSM2657198	Pvalb.C1ql1.Pvalb	3.3251235485076904	-0.5483787059783936
GSM2657200	Pvalb.Tac1.Sst	-0.7812747359275818	-0.5878587961196899
GSM2657235	Pvalb.Tac1.Nr4a2	-2.5414559841156006	2.983335494995117
GSM2657264	Pvalb.Tac1.Syt2	0.5355052947998047	2.333822727203369
GSM2657345	Pvalb.Tac1.Syt2	0.1412055492401123	2.8629984855651855
GSM2657396	Pvalb.Tac1.Syt2	0.6250850558280945	2.4737868309020996
GSM2657444	Pvalb.C1ql1.Cpne5	3.0295424461364746	1.368625283241272
GSM2657494	Pvalb.Tac1.Akr1c18	0.33056724071502686	2.7579286098480225
GSM2657523	Pvalb.C1ql1.Npy	0.5647027492523193	-2.2285995483398438
GSM2657567	Pvalb.C1ql1.Cpne5	2.618133068084717	-0.3580491840839386
GSM2657586	Pvalb.Tac1.Sst	0.738305926322937	4.509184837341309
GSM2657590	Pvalb.Tac1.Sst	0.7163100838661194	2.4615957736968994
GSM2657611	Pvalb.C1ql1.Pvalb	0.6776477694511414	-2.1996543407440186
GSM2657616	Pvalb.Tac1.Nr4a2	0.21515612304210663	4.128718376159668
GSM2657627	Pvalb.Tac1.Syt2	0.4853561222553253	2.9342124462127686
GSM2657648	Pvalb.Tac1.Akr1c18	-0.8581191897392273	1.743161678314209
GSM2657673	Pvalb.C1ql1.Pvalb	1.3342417478561401	-2.2542757987976074
GSM2657729	Pvalb.C1ql1.Cpne5	3.380796194076538	0.39549240469932556
GSM2657754	Pvalb.Tac1.Sst	-3.830834150314331	-0.13197140395641327
GSM2657796	Pvalb.Tac1.Sst	-4.225309371948242	0.3217756748199463
GSM2657811	Pvalb.Tac1.Sst	0.010264473035931587	3.4621808528900146
GSM2657815	Pvalb.Tac1.Syt2	-0.8574503064155579	2.913954973220825
GSM2657826	Pvalb.Tac1.Akr1c18	0.9813859462738037	4.011912822723389
GSM2657860	Pvalb.C1ql1.Pvalb	2.8184046745300293	-1.5981535911560059
GSM2657961	Pvalb.C1ql1.Cpne5	1.7093069553375244	-2.1532623767852783
GSM2657989	Pvalb.Tac1.Syt2	0.4586694538593292	2.4328932762145996
GSM2658045	Pvalb.C1ql1.Npy	1.677635669708252	3.048340320587158
GSM2658048	Pvalb.C1ql1.Pvalb	3.507237672805786	-0.8829254508018494
GSM2658096	Pvalb.C1ql1.Pvalb	3.5009100437164307	-0.24066045880317688
GSM2658124	Pvalb.Tac1.Syt2	0.5214724540710449	2.8847877979278564
GSM2658245	Pvalb.Tac1.Syt2	1.2714412212371826	4.2911529541015625
GSM2658363	Pvalb.Tac1.Syt2	0.09008675068616867	2.538790225982666
GSM2658514	Pvalb.C1ql1.Pvalb	1.1706616878509521	-2.185621500015259
GSM2658630	Pvalb.Tac1.Akr1c18	-0.9182515144348145	1.7630935907363892
GSM2658682	Pvalb.Tac1.Akr1c18	1.1087112426757812	4.074239253997803
GSM2658706	Pvalb.C1ql1.Pvalb	3.511659860610962	-0.6175289154052734
GSM2658737	Pvalb.C1ql1.Cpne5	4.244276523590088	-0.19933025538921356
GSM2658818	Pvalb.Tac1.Akr1c18	-0.4129216969013214	3.6341428756713867
GSM2658840	Pvalb.C1ql1.Cpne5	3.435448169708252	0.5426225662231445
GSM2658875	Pvalb.Tac1.Sst	1.0320217609405518	3.6549296379089355
GSM2658882	Pvalb.C1ql1.Cpne5	2.9662578105926514	0.5125922560691833
GSM2658894	Pvalb.Tac1.Syt2	-1.0300878286361694	3.6965866088867188
GSM2658900	Pvalb.Tac1.Sst	-3.7674708366394043	-0.21711784601211548
GSM2659032	Pvalb.C1ql1.Npy	1.152581810951233	-2.2655200958251953
GSM2659152	Pvalb.Tac1.Akr1c18	-0.7444994449615479	1.6225709915161133
GSM2659159	Pvalb.Tac1.Nr4a2	-2.621588945388794	3.356396436691284
GSM2659163	Pvalb.Tac1.Syt2	0.6635512113571167	3.028158187866211
GSM2659168	Pvalb.C1ql1.Pvalb	2.9789884090423584	-1.118376612663269
GSM2659175	Pvalb.Tac1.Nr4a2	-3.555846691131592	-0.3391101360321045
GSM2659187	Pvalb.Tac1.Akr1c18	-0.5473728775978088	-0.03133115544915199
GSM2659196	Pvalb.C1ql1.Pvalb	1.3534871339797974	-2.2532925605773926
GSM2659197	Pvalb.Tac1.Syt2	-0.08726595342159271	4.334174633026123
GSM2659202	Pvalb.C1ql1.Cpne5	3.1158595085144043	0.7963209748268127
GSM2659218	Pvalb.C1ql1.Pvalb	3.4650328159332275	-0.8323652744293213
GSM2659258	Pvalb.Tac1.Sst	-0.5276782512664795	-0.295694500207901
GSM2659263	Pvalb.C1ql1.Pvalb	3.3690741062164307	-0.9952262043952942
GSM2659264	Pvalb.Tac1.Sst	-0.6222450733184814	-0.6979637742042542
GSM2659272	Pvalb.C1ql1.Pvalb	4.354959964752197	-0.8578969836235046
GSM2659277	Pvalb.Tac1.Syt2	0.12364954501390457	3.8405869007110596
GSM2659278	Pvalb.Tac1.Syt2	-0.704161524772644	2.773223638534546
GSM2659289	Pvalb.Tac1.Syt2	0.5705745816230774	3.5595922470092773
GSM2659297	Pvalb.C1ql1.Npy	-0.08822993189096451	-0.8795918226242065
GSM2659314	Pvalb.C1ql1.Pvalb	4.0250935554504395	-1.2334789037704468
GSM2659330	Pvalb.C1ql1.Cpne5	4.18939733505249	0.2921888828277588
GSM2659331	Pvalb.C1ql1.Pvalb	1.5870016813278198	-0.9349090456962585
GSM2659336	Pvalb.Tac1.Akr1c18	-1.0659581422805786	1.730059027671814
GSM2659354	Pvalb.Tac1.Nr4a2	1.2971243858337402	4.509016990661621
