SRA	Cell
SRR7317709	F2S4_160506_012_A01
SRR7317711	F2S4_160506_012_B01
SRR7317712	F2S4_160506_012_C01
SRR7317713	F2S4_160506_012_D01
SRR7317714	F2S4_160506_012_E01
SRR7317715	F2S4_160506_012_F01
SRR7317716	F2S4_160506_012_G01
SRR7317717	F2S4_160506_012_H01
SRR7317718	F2S4_160506_013_A01
SRR7317719	F2S4_160506_013_B01
SRR7317720	F2S4_160506_013_C01
SRR7317722	F2S4_160506_013_D01
SRR7317723	F2S4_160506_013_E01
SRR7317724	F2S4_160506_013_F01
SRR7317725	F2S4_160506_013_G01
SRR7317726	F2S4_160506_013_H01
SRR7317727	F2S4_160506_014_A01
SRR7317728	F2S4_160506_014_B01
SRR7317729	F2S4_160506_014_C01
SRR7317730	F2S4_160506_014_D01
SRR7317731	F2S4_160506_014_E01
SRR7317733	F2S4_160506_014_F01
SRR7317734	F2S4_160506_014_G01
SRR7317735	F2S4_160506_014_H01
SRR7317736	F2S4_160506_015_A01
SRR7317737	F2S4_160506_015_B01
SRR7317738	F2S4_160506_015_C01
SRR7317739	F2S4_160506_015_D01
SRR7317740	F2S4_160506_015_E01
SRR7317741	F2S4_160506_015_F01
SRR7317742	F2S4_160506_015_G01
SRR7317744	F2S4_160506_015_H01
SRR7316515	F2S4_160520_008_A01
SRR7316516	F2S4_160520_008_B01
SRR7316517	F2S4_160520_008_C01
SRR7316518	F2S4_160520_008_D01
SRR7316519	F2S4_160520_008_E01
SRR7316521	F2S4_160520_008_F01
SRR7316522	F2S4_160520_008_G01
SRR7316523	F2S4_160520_008_H01
SRR7316524	F2S4_160520_009_A01
SRR7316525	F2S4_160520_009_B01
SRR7316526	F2S4_160520_009_C01
SRR7316527	F2S4_160520_009_D01
SRR7316528	F2S4_160520_009_E01
SRR7316529	F2S4_160520_009_F01
SRR7316530	F2S4_160520_009_G01
SRR7316532	F2S4_160520_009_H01
SRR7316533	F2S4_160520_010_A01
SRR7316534	F2S4_160520_010_B01
SRR7316535	F2S4_160520_010_C01
SRR7316536	F2S4_160520_010_D01
SRR7316537	F2S4_160520_010_E01
SRR7316538	F2S4_160520_010_F01
SRR7316539	F2S4_160520_010_G01
SRR7316540	F2S4_160520_010_H01
SRR7316541	F2S4_160520_011_A01
SRR7316543	F2S4_160520_011_B01
SRR7316544	F2S4_160520_011_C01
SRR7316545	F2S4_160520_011_D01
SRR7316546	F2S4_160520_011_E01
SRR7316547	F2S4_160520_011_F01
SRR7316548	F2S4_160520_011_G01
SRR7316549	F2S4_160520_011_H01
SRR7316550	F2S4_160520_021_A01
SRR7316551	F2S4_160520_021_B01
SRR7316552	F2S4_160520_021_C01
SRR7316554	F2S4_160520_021_D01
SRR7316555	F2S4_160520_021_E01
SRR7316556	F2S4_160520_021_F01
SRR7316557	F2S4_160520_021_G01
SRR7316558	F2S4_160520_021_H01
SRR7322989	F0S4_160517_022_A01
SRR7323737	F0S4_160517_022_B01
SRR7322990	F0S4_160517_022_C01
SRR7323738	F0S4_160517_022_D01
SRR7321641	F0S4_160517_022_E01
SRR7321652	F0S4_160517_022_F01
SRR7322240	F0S4_160517_022_G01
SRR7322241	F0S4_160517_022_H01
SRR7316559	F2S4_160520_025_A01
SRR7316560	F2S4_160520_025_B01
SRR7316561	F2S4_160520_025_C01
SRR7316562	F2S4_160520_025_D01
SRR7316563	F2S4_160520_025_E01
SRR7316565	F2S4_160520_025_F01
SRR7316566	F2S4_160520_025_G01
SRR7316567	F2S4_160520_025_H01
SRR7316568	F2S4_160520_026_A01
SRR7316569	F2S4_160520_026_B01
SRR7316570	F2S4_160520_026_C01
SRR7316571	F2S4_160520_026_D01
SRR7316572	F2S4_160520_026_E01
SRR7316573	F2S4_160520_026_F01
SRR7316574	F2S4_160520_026_G01
SRR7316577	F2S4_160520_026_H01
SRR7316578	F2S4_160520_027_A01
SRR7316579	F2S4_160520_027_B01
SRR7316580	F2S4_160520_027_C01
SRR7316581	F2S4_160520_027_D01
SRR7316582	F2S4_160520_027_E01
SRR7316583	F2S4_160520_027_F01
SRR7316584	F2S4_160520_027_G01
SRR7316585	F2S4_160520_027_H01
SRR7317745	F2S4_160524_001_A01
SRR7317746	F2S4_160524_001_B01
SRR7317747	F2S4_160524_001_C01
SRR7317748	F2S4_160524_001_D01
SRR7317749	F2S4_160524_001_E01
SRR7317750	F2S4_160524_001_F01
SRR7317751	F2S4_160524_001_G01
SRR7317752	F2S4_160524_001_H01
SRR7317753	F2S4_160524_002_A01
SRR7317755	F2S4_160524_002_B01
SRR7317756	F2S4_160524_002_C01
SRR7317757	F2S4_160524_002_D01
SRR7317758	F2S4_160524_002_E01
SRR7317759	F2S4_160524_002_F01
SRR7317760	F2S4_160524_002_G01
SRR7317761	F2S4_160524_002_H01
SRR7317762	F2S4_160524_009_A01
SRR7317763	F2S4_160524_009_B01
SRR7317764	F2S4_160524_009_C01
SRR7317766	F2S4_160524_009_D01
SRR7317767	F2S4_160524_009_E01
SRR7317768	F2S4_160524_009_F01
SRR7317769	F2S4_160524_009_G01
SRR7317770	F2S4_160524_009_H01
SRR7317771	F2S4_160524_010_A01
SRR7317772	F2S4_160524_010_B01
SRR7317773	F2S4_160524_010_C01
SRR7317774	F2S4_160524_010_D01
SRR7317775	F2S4_160524_010_E01
SRR7317777	F2S4_160524_010_F01
SRR7317778	F2S4_160524_010_G01
SRR7317779	F2S4_160524_010_H01
SRR7313406	F2S4_160525_013_A01
SRR7313407	F2S4_160525_013_B01
SRR7313408	F2S4_160525_013_C01
SRR7312911	F2S4_160525_013_D01
SRR7312912	F2S4_160525_013_E01
SRR7312913	F2S4_160525_013_F01
SRR7312914	F2S4_160525_013_G01
SRR7312915	F2S4_160525_013_H01
SRR7312916	F2S4_160525_014_A01
SRR7312917	F2S4_160525_014_B01
SRR7312918	F2S4_160525_014_C01
SRR7312919	F2S4_160525_014_D01
SRR7312920	F2S4_160525_014_E01
SRR7312922	F2S4_160525_014_F01
SRR7312923	F2S4_160525_014_G01
SRR7312924	F2S4_160525_014_H01
SRR7312925	F2S4_160525_015_A01
SRR7312926	F2S4_160525_015_B01
SRR7312927	F2S4_160525_015_C01
SRR7312928	F2S4_160525_015_D01
SRR7312929	F2S4_160525_015_E01
SRR7312930	F2S4_160525_015_F01
SRR7312931	F2S4_160525_015_G01
SRR7312933	F2S4_160525_015_H01
SRR7312934	F2S4_160525_016_A01
SRR7312935	F2S4_160525_016_B01
SRR7312936	F2S4_160525_016_C01
SRR7312937	F2S4_160525_016_D01
SRR7312938	F2S4_160525_016_E01
SRR7312939	F2S4_160525_016_F01
SRR7312940	F2S4_160525_016_G01
SRR7312941	F2S4_160525_016_H01
SRR7322991	F0S4_160517_023_A01
SRR7323739	F0S4_160517_023_B01
SRR7322994	F0S4_160517_023_C01
SRR7323742	F0S4_160517_023_D01
SRR7321663	F0S4_160517_023_E01
SRR7321674	F0S4_160517_023_F01
SRR7322242	F0S4_160517_023_G01
SRR7322243	F0S4_160517_023_H01
SRR7317780	F2S4_160524_003_A01
SRR7317781	F2S4_160524_003_B01
SRR7317782	F2S4_160524_003_C01
SRR7317783	F2S4_160524_003_D01
SRR7317784	F2S4_160524_003_E01
SRR7317785	F2S4_160524_003_F01
SRR7317786	F2S4_160524_003_G01
SRR7317789	F2S4_160524_003_H01
SRR7317790	F2S4_160524_004_A01
SRR7317791	F2S4_160524_004_B01
SRR7317792	F2S4_160524_004_C01
SRR7317793	F2S4_160524_004_D01
SRR7317794	F2S4_160524_004_E01
SRR7317795	F2S4_160524_004_F01
SRR7317796	F2S4_160524_004_G01
SRR7317797	F2S4_160524_004_H01
SRR7317798	F2S4_160524_005_A01
SRR7317800	F2S4_160524_005_B01
SRR7317801	F2S4_160524_005_C01
SRR7317802	F2S4_160524_005_D01
SRR7317803	F2S4_160524_005_E01
SRR7317804	F2S4_160524_005_F01
SRR7317805	F2S4_160524_005_G01
SRR7317806	F2S4_160524_005_H01
SRR7317807	F2S4_160524_006_A01
SRR7317808	F2S4_160524_006_B01
SRR7317809	F2S4_160524_006_C01
SRR7317811	F2S4_160524_006_D01
SRR7317812	F2S4_160524_006_E01
SRR7317813	F2S4_160524_006_F01
SRR7317814	F2S4_160524_006_G01
SRR7317815	F2S4_160524_006_H01
SRR7317816	F2S4_160524_007_A01
SRR7317817	F2S4_160524_007_B01
SRR7317818	F2S4_160524_007_C01
SRR7317819	F2S4_160524_007_D01
SRR7317820	F2S4_160524_007_E01
SRR7317822	F2S4_160524_007_F01
SRR7317823	F2S4_160524_007_G01
SRR7317824	F2S4_160524_007_H01
SRR7317825	F2S4_160524_008_A01
SRR7317826	F2S4_160524_008_B01
SRR7317827	F2S4_160524_008_C01
SRR7317828	F2S4_160524_008_D01
SRR7317829	F2S4_160524_008_E01
SRR7317830	F2S4_160524_008_F01
SRR7317831	F2S4_160524_008_G01
SRR7317833	F2S4_160524_008_H01
SRR7312942	F2S4_160526_012_A01
SRR7312944	F2S4_160526_012_B01
SRR7312945	F2S4_160526_012_C01
SRR7312946	F2S4_160526_012_D01
SRR7312947	F2S4_160526_012_E01
SRR7312948	F2S4_160526_012_F01
SRR7312949	F2S4_160526_012_G01
SRR7312950	F2S4_160526_012_H01
SRR7312951	F2S4_160526_013_A01
SRR7312952	F2S4_160526_013_B01
SRR7312953	F2S4_160526_013_C01
SRR7312955	F2S4_160526_013_D01
SRR7312956	F2S4_160526_013_E01
SRR7312957	F2S4_160526_013_F01
SRR7312958	F2S4_160526_013_G01
SRR7312959	F2S4_160526_013_H01
SRR7312960	F2S4_160526_014_A01
SRR7312961	F2S4_160526_014_B01
SRR7312962	F2S4_160526_014_C01
SRR7312963	F2S4_160526_014_D01
SRR7312964	F2S4_160526_014_E01
SRR7312966	F2S4_160526_014_F01
SRR7312967	F2S4_160526_014_G01
SRR7312968	F2S4_160526_014_H01
SRR7312969	F2S4_160526_015_A01
SRR7312970	F2S4_160526_015_B01
SRR7312971	F2S4_160526_015_C01
SRR7312972	F2S4_160526_015_D01
SRR7312973	F2S4_160526_015_E01
SRR7312974	F2S4_160526_015_F01
SRR7312975	F2S4_160526_015_G01
SRR7312977	F2S4_160526_015_H01
SRR7312978	F2S4_160526_016_A01
SRR7312979	F2S4_160526_016_B01
SRR7312980	F2S4_160526_016_C01
SRR7312981	F2S4_160526_016_D01
SRR7312982	F2S4_160526_016_E01
SRR7312983	F2S4_160526_016_F01
SRR7312984	F2S4_160526_016_G01
SRR7312985	F2S4_160526_016_H01
SRR7322995	F0S4_160517_024_A01
SRR7323743	F0S4_160517_024_B01
SRR7322996	F0S4_160517_024_C01
SRR7323744	F0S4_160517_024_D01
SRR7321685	F0S4_160517_024_E01
SRR7321696	F0S4_160517_024_F01
SRR7322244	F0S4_160517_024_G01
SRR7322245	F0S4_160517_024_H01
SRR7317834	F2S4_160524_011_A01
SRR7317835	F2S4_160524_011_B01
SRR7317836	F2S4_160524_011_C01
SRR7317837	F2S4_160524_011_D01
SRR7317838	F2S4_160524_011_E01
SRR7317839	F2S4_160524_011_F01
SRR7317840	F2S4_160524_011_G01
SRR7317841	F2S4_160524_011_H01
SRR7317842	F2S4_160524_012_A01
SRR7317844	F2S4_160524_012_B01
SRR7317845	F2S4_160524_012_C01
SRR7317846	F2S4_160524_012_D01
SRR7317847	F2S4_160524_012_E01
SRR7317848	F2S4_160524_012_F01
SRR7317849	F2S4_160524_012_G01
SRR7317850	F2S4_160524_012_H01
SRR7317851	F2S4_160524_013_A01
SRR7317852	F2S4_160524_013_B01
SRR7317853	F2S4_160524_013_C01
SRR7317855	F2S4_160524_013_D01
SRR7317856	F2S4_160524_013_E01
SRR7317857	F2S4_160524_013_F01
SRR7317858	F2S4_160524_013_G01
SRR7317859	F2S4_160524_013_H01
SRR7312986	F2S4_160525_001_A01
SRR7312988	F2S4_160525_001_B01
SRR7312989	F2S4_160525_001_C01
SRR7312990	F2S4_160525_001_D01
SRR7312991	F2S4_160525_001_E01
SRR7312992	F2S4_160525_001_F01
SRR7312993	F2S4_160525_001_G01
SRR7312994	F2S4_160525_001_H01
SRR7312995	F2S4_160525_002_A01
SRR7312996	F2S4_160525_002_B01
SRR7312997	F2S4_160525_002_C01
SRR7312999	F2S4_160525_002_D01
SRR7313000	F2S4_160525_002_E01
SRR7313001	F2S4_160525_002_F01
SRR7313002	F2S4_160525_002_G01
SRR7313003	F2S4_160525_002_H01
SRR7313004	F2S4_160525_003_A01
SRR7313005	F2S4_160525_003_B01
SRR7313006	F2S4_160525_003_C01
SRR7313007	F2S4_160525_003_D01
SRR7313008	F2S4_160525_003_E01
SRR7313010	F2S4_160525_003_F01
SRR7313011	F2S4_160525_003_G01
SRR7313012	F2S4_160525_003_H01
SRR7313013	F2S4_160525_004_A01
SRR7313014	F2S4_160525_004_B01
SRR7313015	F2S4_160525_004_C01
SRR7313016	F2S4_160525_004_D01
SRR7313017	F2S4_160525_004_E01
SRR7313018	F2S4_160525_004_F01
SRR7313019	F2S4_160525_004_G01
SRR7313022	F2S4_160525_004_H01
SRR7313023	F2S4_160526_008_A01
SRR7313024	F2S4_160526_008_B01
SRR7313025	F2S4_160526_008_C01
SRR7313026	F2S4_160526_008_D01
SRR7313027	F2S4_160526_008_E01
SRR7313028	F2S4_160526_008_F01
SRR7313029	F2S4_160526_008_G01
SRR7313030	F2S4_160526_008_H01
SRR7313031	F2S4_160526_009_A01
SRR7313033	F2S4_160526_009_B01
SRR7313034	F2S4_160526_009_C01
SRR7313035	F2S4_160526_009_D01
SRR7313036	F2S4_160526_009_E01
SRR7313037	F2S4_160526_009_F01
SRR7313038	F2S4_160526_009_G01
SRR7313039	F2S4_160526_009_H01
SRR7313040	F2S4_160526_010_A01
SRR7313041	F2S4_160526_010_B01
SRR7313042	F2S4_160526_010_C01
SRR7313044	F2S4_160526_010_D01
SRR7313045	F2S4_160526_010_E01
SRR7313046	F2S4_160526_010_F01
SRR7313047	F2S4_160526_010_G01
SRR7313048	F2S4_160526_010_H01
SRR7313049	F2S4_160526_011_A01
SRR7313050	F2S4_160526_011_B01
SRR7313051	F2S4_160526_011_C01
SRR7313052	F2S4_160526_011_D01
SRR7313053	F2S4_160526_011_E01
SRR7313055	F2S4_160526_011_F01
SRR7313056	F2S4_160526_011_G01
SRR7313057	F2S4_160526_011_H01
SRR7322997	F0S4_160517_025_A01
SRR7323745	F0S4_160517_025_B01
SRR7322998	F0S4_160517_025_C01
SRR7323746	F0S4_160517_025_D01
SRR7321707	F0S4_160517_025_E01
SRR7321719	F0S4_160517_025_F01
SRR7322246	F0S4_160517_025_G01
SRR7322248	F0S4_160517_025_H01
SRR7317860	F2S4_160524_014_A01
SRR7317861	F2S4_160524_014_B01
SRR7317862	F2S4_160524_014_C01
SRR7317863	F2S4_160524_014_D01
SRR7317864	F2S4_160524_014_E01
SRR7317866	F2S4_160524_014_F01
SRR7317867	F2S4_160524_014_G01
SRR7317868	F2S4_160524_014_H01
SRR7317869	F2S4_160524_015_A01
SRR7317870	F2S4_160524_015_B01
SRR7317871	F2S4_160524_015_C01
SRR7317872	F2S4_160524_015_D01
SRR7317873	F2S4_160524_015_E01
SRR7317874	F2S4_160524_015_F01
SRR7317875	F2S4_160524_015_G01
SRR7317877	F2S4_160524_015_H01
SRR7317878	F2S4_160524_016_A01
SRR7317879	F2S4_160524_016_B01
SRR7317880	F2S4_160524_016_C01
SRR7317881	F2S4_160524_016_D01
SRR7317882	F2S4_160524_016_E01
SRR7317883	F2S4_160524_016_F01
SRR7317884	F2S4_160524_016_G01
SRR7317885	F2S4_160524_016_H01
SRR7317886	F2S4_160524_017_A01
SRR7317888	F2S4_160524_017_B01
SRR7317889	F2S4_160524_017_C01
SRR7317890	F2S4_160524_017_D01
SRR7317891	F2S4_160524_017_E01
SRR7317892	F2S4_160524_017_F01
SRR7317893	F2S4_160524_017_G01
SRR7317894	F2S4_160524_017_H01
SRR7317895	F2S4_160524_018_A01
SRR7317896	F2S4_160524_018_B01
SRR7317897	F2S4_160524_018_C01
SRR7317900	F2S4_160524_018_D01
SRR7317954	F2S4_160524_018_E01
SRR7318065	F2S4_160524_018_F01
SRR7318176	F2S4_160524_018_G01
SRR7318287	F2S4_160524_018_H01
SRR7318398	F2S4_160524_019_A01
SRR7318410	F2S4_160524_019_B01
SRR7318421	F2S4_160524_019_C01
SRR7318432	F2S4_160524_019_D01
SRR7318443	F2S4_160524_019_E01
SRR7317955	F2S4_160524_019_F01
SRR7317966	F2S4_160524_019_G01
SRR7317977	F2S4_160524_019_H01
SRR7313058	F2S4_160525_008_A01
SRR7313059	F2S4_160525_008_B01
SRR7313060	F2S4_160525_008_C01
SRR7313061	F2S4_160525_008_D01
SRR7313062	F2S4_160525_008_E01
SRR7313063	F2S4_160525_008_F01
SRR7313064	F2S4_160525_008_G01
SRR7313066	F2S4_160525_008_H01
SRR7313067	F2S4_160525_009_A01
SRR7313068	F2S4_160525_009_B01
SRR7313069	F2S4_160525_009_C01
SRR7313070	F2S4_160525_009_D01
SRR7313071	F2S4_160525_009_E01
SRR7313072	F2S4_160525_009_F01
SRR7313073	F2S4_160525_009_G01
SRR7313074	F2S4_160525_009_H01
SRR7313075	F2S4_160525_010_A01
SRR7313077	F2S4_160525_010_B01
SRR7313078	F2S4_160525_010_C01
SRR7313079	F2S4_160525_010_D01
SRR7313080	F2S4_160525_010_E01
SRR7313081	F2S4_160525_010_F01
SRR7313082	F2S4_160525_010_G01
SRR7313083	F2S4_160525_010_H01
SRR7313084	F2S4_160525_011_A01
SRR7313085	F2S4_160525_011_B01
SRR7313086	F2S4_160525_011_C01
SRR7313088	F2S4_160525_011_D01
SRR7313089	F2S4_160525_011_E01
SRR7313090	F2S4_160525_011_F01
SRR7313091	F2S4_160525_011_G01
SRR7313092	F2S4_160525_011_H01
SRR7313093	F2S4_160525_012_A01
SRR7313094	F2S4_160525_012_B01
SRR7313095	F2S4_160525_012_C01
SRR7313096	F2S4_160525_012_D01
SRR7313097	F2S4_160525_012_E01
SRR7313099	F2S4_160525_012_F01
SRR7313100	F2S4_160525_012_G01
SRR7313101	F2S4_160525_012_H01
SRR7322999	F0S4_160517_026_A01
SRR7323747	F0S4_160517_026_B01
SRR7323000	F0S4_160517_026_C01
SRR7323748	F0S4_160517_026_D01
SRR7321730	F0S4_160517_026_E01
SRR7321741	F0S4_160517_026_F01
SRR7322249	F0S4_160517_026_G01
SRR7322250	F0S4_160517_026_H01
SRR7313102	F2S4_160525_005_A01
SRR7313103	F2S4_160525_005_B01
SRR7313104	F2S4_160525_005_C01
SRR7313105	F2S4_160525_005_D01
SRR7313106	F2S4_160525_005_E01
SRR7313107	F2S4_160525_005_F01
SRR7313108	F2S4_160525_005_G01
SRR7313110	F2S4_160525_005_H01
SRR7313111	F2S4_160525_006_A01
SRR7313112	F2S4_160525_006_B01
SRR7313113	F2S4_160525_006_C01
SRR7313114	F2S4_160525_006_D01
SRR7313115	F2S4_160525_006_E01
SRR7313116	F2S4_160525_006_F01
SRR7313117	F2S4_160525_006_G01
SRR7313118	F2S4_160525_006_H01
SRR7313119	F2S4_160525_007_A01
SRR7313121	F2S4_160525_007_B01
SRR7313122	F2S4_160525_007_C01
SRR7313123	F2S4_160525_007_D01
SRR7313124	F2S4_160525_007_E01
SRR7313125	F2S4_160525_007_F01
SRR7313126	F2S4_160525_007_G01
SRR7313127	F2S4_160525_007_H01
SRR7313128	F2S4_160525_017_A01
SRR7313129	F2S4_160525_017_B01
SRR7313130	F2S4_160525_017_C01
SRR7313133	F2S4_160525_017_D01
SRR7313134	F2S4_160525_017_E01
SRR7313135	F2S4_160525_017_F01
SRR7313136	F2S4_160525_017_G01
SRR7313137	F2S4_160525_017_H01
SRR7313138	F2S4_160525_018_A01
SRR7313139	F2S4_160525_018_B01
SRR7313140	F2S4_160525_018_C01
SRR7313141	F2S4_160525_018_D01
SRR7313142	F2S4_160525_018_E01
SRR7313144	F2S4_160525_018_F01
SRR7313145	F2S4_160525_018_G01
SRR7313146	F2S4_160525_018_H01
SRR7313147	F2S4_160526_005_A01
SRR7313148	F2S4_160526_005_B01
SRR7313149	F2S4_160526_005_C01
SRR7313150	F2S4_160526_005_D01
SRR7313151	F2S4_160526_005_E01
SRR7313152	F2S4_160526_005_F01
SRR7313153	F2S4_160526_005_G01
SRR7313155	F2S4_160526_005_H01
SRR7313156	F2S4_160526_006_A01
SRR7313157	F2S4_160526_006_B01
SRR7313158	F2S4_160526_006_C01
SRR7313159	F2S4_160526_006_D01
SRR7313160	F2S4_160526_006_E01
SRR7313161	F2S4_160526_006_F01
SRR7313162	F2S4_160526_006_G01
SRR7313163	F2S4_160526_006_H01
SRR7313164	F2S4_160526_007_A01
SRR7313166	F2S4_160526_007_B01
SRR7313167	F2S4_160526_007_C01
SRR7313168	F2S4_160526_007_D01
SRR7313169	F2S4_160526_007_E01
SRR7313170	F2S4_160526_007_F01
SRR7313171	F2S4_160526_007_G01
SRR7313172	F2S4_160526_007_H01
SRR7313173	F2S4_160526_017_A01
SRR7313174	F2S4_160526_017_B01
SRR7313175	F2S4_160526_017_C01
SRR7313177	F2S4_160526_017_D01
SRR7313178	F2S4_160526_017_E01
SRR7313179	F2S4_160526_017_F01
SRR7313180	F2S4_160526_017_G01
SRR7313181	F2S4_160526_017_H01
SRR7313182	F2S4_160526_018_A01
SRR7313183	F2S4_160526_018_B01
SRR7313184	F2S4_160526_018_C01
SRR7313185	F2S4_160526_018_D01
SRR7313186	F2S4_160526_018_E01
SRR7313188	F2S4_160526_018_F01
SRR7313189	F2S4_160526_018_G01
SRR7313190	F2S4_160526_018_H01
SRR7313191	F2S4_160526_019_A01
SRR7313192	F2S4_160526_019_B01
SRR7313193	F2S4_160526_019_C01
SRR7313194	F2S4_160526_019_D01
SRR7313195	F2S4_160526_019_E01
SRR7313196	F2S4_160526_019_F01
SRR7313197	F2S4_160526_019_G01
SRR7313199	F2S4_160526_019_H01
SRR7323001	F0S4_160517_027_A01
SRR7323749	F0S4_160517_027_B01
SRR7323002	F0S4_160517_027_C01
SRR7323750	F0S4_160517_027_D01
SRR7321752	F0S4_160517_027_E01
SRR7321763	F0S4_160517_027_F01
SRR7322251	F0S4_160517_027_G01
SRR7322252	F0S4_160517_027_H01
SRR7313200	F2S4_160525_019_A01
SRR7313201	F2S4_160525_019_B01
SRR7313202	F2S4_160525_019_C01
SRR7313203	F2S4_160525_019_D01
SRR7313204	F2S4_160525_019_E01
SRR7313205	F2S4_160525_019_F01
SRR7313206	F2S4_160525_019_G01
SRR7313207	F2S4_160525_019_H01
SRR7313208	F2S4_160525_020_A01
SRR7313210	F2S4_160525_020_B01
SRR7313211	F2S4_160525_020_C01
SRR7313212	F2S4_160525_020_D01
SRR7313213	F2S4_160525_020_E01
SRR7313214	F2S4_160525_020_F01
SRR7313215	F2S4_160525_020_G01
SRR7313216	F2S4_160525_020_H01
SRR7313217	F2S4_160525_021_A01
SRR7313218	F2S4_160525_021_B01
SRR7313219	F2S4_160525_021_C01
SRR7313221	F2S4_160525_021_D01
SRR7313222	F2S4_160525_021_E01
SRR7313223	F2S4_160525_021_F01
SRR7313224	F2S4_160525_021_G01
SRR7313225	F2S4_160525_021_H01
SRR7313226	F2S4_160525_022_A01
SRR7313227	F2S4_160525_022_B01
SRR7313228	F2S4_160525_022_C01
SRR7313229	F2S4_160525_022_D01
SRR7313230	F2S4_160525_022_E01
SRR7313232	F2S4_160525_022_F01
SRR7313233	F2S4_160525_022_G01
SRR7313234	F2S4_160525_022_H01
SRR7313235	F2S4_160526_001_A01
SRR7313236	F2S4_160526_001_B01
SRR7313237	F2S4_160526_001_C01
SRR7313238	F2S4_160526_001_D01
SRR7313239	F2S4_160526_001_E01
SRR7313240	F2S4_160526_001_F01
SRR7313241	F2S4_160526_001_G01
SRR7313244	F2S4_160526_001_H01
SRR7313245	F2S4_160526_002_A01
SRR7313246	F2S4_160526_002_B01
SRR7313247	F2S4_160526_002_C01
SRR7313248	F2S4_160526_002_D01
SRR7313249	F2S4_160526_002_E01
SRR7313250	F2S4_160526_002_F01
SRR7313251	F2S4_160526_002_G01
SRR7313252	F2S4_160526_002_H01
SRR7313253	F2S4_160526_003_A01
SRR7313255	F2S4_160526_003_B01
SRR7313256	F2S4_160526_003_C01
SRR7313257	F2S4_160526_003_D01
SRR7313258	F2S4_160526_003_E01
SRR7313259	F2S4_160526_003_F01
SRR7313260	F2S4_160526_003_G01
SRR7313261	F2S4_160526_003_H01
SRR7313262	F2S4_160526_004_A01
SRR7313263	F2S4_160526_004_B01
SRR7313264	F2S4_160526_004_C01
SRR7313266	F2S4_160526_004_D01
SRR7313267	F2S4_160526_004_E01
SRR7313268	F2S4_160526_004_F01
SRR7313269	F2S4_160526_004_G01
SRR7313270	F2S4_160526_004_H01
SRR7313271	F2S4_160526_020_A01
SRR7313272	F2S4_160526_020_B01
SRR7313273	F2S4_160526_020_C01
SRR7313274	F2S4_160526_020_D01
SRR7313275	F2S4_160526_020_E01
SRR7313277	F2S4_160526_020_F01
SRR7313278	F2S4_160526_020_G01
SRR7313279	F2S4_160526_020_H01
SRR7313280	F2S4_160526_021_A01
SRR7313281	F2S4_160526_021_B01
SRR7313282	F2S4_160526_021_C01
SRR7313283	F2S4_160526_021_D01
SRR7313284	F2S4_160526_021_E01
SRR7313285	F2S4_160526_021_F01
SRR7313286	F2S4_160526_021_G01
SRR7313288	F2S4_160526_021_H01
SRR7313289	F2S4_160526_022_A01
SRR7313290	F2S4_160526_022_B01
SRR7313291	F2S4_160526_022_C01
SRR7313292	F2S4_160526_022_D01
SRR7313293	F2S4_160526_022_E01
SRR7313294	F2S4_160526_022_F01
SRR7313295	F2S4_160526_022_G01
SRR7313296	F2S4_160526_022_H01
SRR7323003	F0S4_160517_028_A01
SRR7323751	F0S4_160517_028_B01
SRR7323005	F0S4_160517_028_C01
SRR7323753	F0S4_160517_028_D01
SRR7321774	F0S4_160517_028_E01
SRR7321785	F0S4_160517_028_F01
SRR7322253	F0S4_160517_028_G01
SRR7322254	F0S4_160517_028_H01
SRR7317988	F2S4_160531_001_A01
SRR7317999	F2S4_160531_001_B01
SRR7318010	F2S4_160531_001_C01
SRR7318021	F2S4_160531_001_D01
SRR7318032	F2S4_160531_001_E01
SRR7318043	F2S4_160531_001_F01
SRR7318054	F2S4_160531_001_G01
SRR7318066	F2S4_160531_001_H01
SRR7318077	F2S4_160531_002_A01
SRR7318088	F2S4_160531_002_B01
SRR7318099	F2S4_160531_002_C01
SRR7318110	F2S4_160531_002_D01
SRR7318121	F2S4_160531_002_E01
SRR7318132	F2S4_160531_002_F01
SRR7318143	F2S4_160531_002_G01
SRR7318154	F2S4_160531_002_H01
SRR7318165	F2S4_160531_015_A01
SRR7318177	F2S4_160531_015_B01
SRR7318188	F2S4_160531_015_C01
SRR7318199	F2S4_160531_015_D01
SRR7318210	F2S4_160531_015_E01
SRR7318221	F2S4_160531_015_F01
SRR7318232	F2S4_160531_015_G01
SRR7318243	F2S4_160531_015_H01
SRR7318254	F2S4_160531_016_A01
SRR7318265	F2S4_160531_016_B01
SRR7318276	F2S4_160531_016_C01
SRR7318288	F2S4_160531_016_D01
SRR7318299	F2S4_160531_016_E01
SRR7318310	F2S4_160531_016_F01
SRR7318321	F2S4_160531_016_G01
SRR7318332	F2S4_160531_016_H01
SRR7318343	F2S4_160531_017_A01
SRR7318354	F2S4_160531_017_B01
SRR7318365	F2S4_160531_017_C01
SRR7318376	F2S4_160531_017_D01
SRR7318387	F2S4_160531_017_E01
SRR7318399	F2S4_160531_017_F01
SRR7318401	F2S4_160531_017_G01
SRR7318402	F2S4_160531_017_H01
SRR7318403	F2S4_160531_018_A01
SRR7318404	F2S4_160531_018_B01
SRR7318405	F2S4_160531_018_C01
