Cell	PCA_X	PCA_Y	t-SNE_X	t-SNE_Y	FIt-SNE_X	FIt-SNE_Y	UMAP_X	UMAP_Y
O117	50.90094140334525	15.619677562523657	66.60333251953125	160.3136444091797	-4.739959868080377	-13.816638965564199	4.397483825683594	2.0264127254486084
O125	-21.8114829951802	5.0364653655108755	-38.192535400390625	-77.62654876708984	3.153883872573552	7.583267142462434	-0.02519063651561737	2.0353469848632812
O127	-7.640824698745195	-6.7711532084521275	13.2500638961792	0.7248623371124268	-0.5285113683876398	0.39631088216914767	1.4185380935668945	0.9785347580909729
O128	1.6684586879379861	-10.013131035150858	46.04198455810547	46.6525764465332	-1.8396903331341568	-5.358836105717795	2.6706228256225586	0.17235468327999115
O129	-3.2678354381723262	-15.297811143525664	-5.875401496887207	44.74272918701172	1.1842681502565073	-4.092999117994977	2.2565348148345947	0.9873201251029968
O130	-7.1707856673126775	-3.720099703902714	6.475309371948242	-11.927814483642578	-1.5334141065444393	0.9327288815258504	1.1389892101287842	0.5767961740493774
O131	40.36832496172672	-8.094327754195858	49.823238372802734	147.2396240234375	-3.1994326468833654	-12.73825890525269	4.0462799072265625	1.879241704940796
O132	-9.822542175288678	13.980635153522165	43.205570220947266	-136.0785369873047	-0.5283865002338033	5.831215919523084	-0.13021256029605865	0.4617845416069031
O134	-8.358809614291125	-9.922634582600304	3.7559397220611572	25.160432815551758	2.1793204751982533	-1.9178496852564322	1.800423264503479	1.4303609132766724
O135	-3.3083028204982607	-3.8861868244590703	9.548460960388184	-38.63142013549805	-6.188279874579236	4.573991289503496	1.386051893234253	0.3287205398082733
O137	23.826268023548828	-12.70625427960174	55.918155670166016	132.00299072265625	-3.6680685523163374	-11.278287248046409	3.882657766342163	1.5384654998779297
O141	-16.10877628893029	-4.2867364458089074	-43.45830154418945	-14.186718940734863	6.529928302303455	2.474678257892073	0.9419997334480286	2.6288015842437744
O145	-3.9270767899983654	-13.039261878550647	-29.599000930786133	82.09578704833984	-2.3618374939640554	-3.434353526403061	2.4919824600219727	0.2798321843147278
O147	1.2589182762080386	-5.855095603276624	-60.92414474487305	65.30736541748047	-5.877111635469066	-1.4017769724521183	1.9776984453201294	-0.015805421397089958
O149	0.08716213876595309	-11.757927029548691	48.42200469970703	16.48133659362793	-4.810026982248915	-2.856345682960856	2.1805710792541504	-0.0031953996513038874
O151	-13.0568669594949	-13.081717155972608	-31.749784469604492	4.480837821960449	5.845442089655485	0.12596724379745228	1.396910548210144	2.342519521713257
O159	29.339089848497803	-3.548514268048127	72.78819274902344	136.75746154785156	-5.198143010835939	-11.381450278181147	4.045069694519043	1.432542324066162
O160	4.533855163522556	-13.212383826527132	-25.57343864440918	97.997802734375	-1.2006333632519277	-3.633534949737654	2.654340982437134	0.4648427963256836
O162	-8.02790722204115	-1.6764622675257124	32.33654022216797	-56.83574295043945	-2.8478614221821608	4.113184207366197	0.31455573439598083	0.3915729820728302
O164	-8.399012603492084	0.2925990722863791	12.940357208251953	-56.8155517578125	-4.199955669687721	5.43014457562866	0.16194802522659302	0.5814355611801147
O165	4.474168992880386	1.6668927513262932	21.57282257080078	25.831371307373047	0.9542713601837085	-1.5647830604894242	1.902413010597229	1.3252027034759521
O171	17.46412854651523	-12.957031453467893	29.740699768066406	104.30131530761719	1.0042780432235556	-10.418628992792346	3.26542067527771	1.6113554239273071
O427	-19.112829494770995	7.7715873397283195	-49.19646453857422	-82.21847534179688	5.129186200666775	8.66579468657082	0.12088353931903839	1.9760795831680298
O430	-13.739312063802053	0.043253184625085664	29.532197952270508	-12.50157356262207	0.8498055686384759	1.9079252284921506	1.1851739883422852	1.2182378768920898
O433	3.0907263541766605	39.8798140705764	-16.995529174804688	-129.556884765625	-2.9134412603277715	13.014939970416478	-0.8545771837234497	0.7448797821998596
O434	-15.174980908452252	2.127226491333841	16.239103317260742	-71.43531799316406	-2.9527815390660077	5.781185765527229	-0.03048403188586235	0.3891519606113434
O435	-3.926247510495835	6.937902551205956	-94.89663696289062	-20.207849502563477	-4.2526683408111285	2.9448085460521836	0.4271876811981201	0.4708792269229889
O439	-16.611296999083446	15.903850926102393	-3.25101900100708	-93.6914291381836	0.6018687339058842	11.337674251648176	-0.6064642071723938	0.8518689274787903
O440	3.7324153584359006	-16.030674250711133	40.7806510925293	78.99944305419922	0.6999420388266464	-8.465438383922528	3.201233386993408	1.3004586696624756
O454	-13.800473380672617	6.638104102756395	-41.401634216308594	-110.10070037841797	3.3119191401499113	10.82074411634597	-0.5295842289924622	1.7132608890533447
