Npas1	Sst	Layn	Ccna1	Coch	Zcchc12	Ngf	Reln	Cck	Kcng4	Hbb-bs	Qpct	Grik1	AW551984	Gabrd	Hba-a2	Tac1	Lmo1	Gfra1	Pthlh	Erbb4	Gm3488	Syt2	Rarres1	Hba-a1	F3	Tmem91	Fbln5	Doc2a	Adamtsl5	Tll1	Ndnf	Cdh8	Cdh12	Cnr1	Ctxn2	Cox6a2	Kcnip2	Rpl3-ps1	Parm1	Adcy2	Gm8281	Nrg1	Calca	Grm1	Pnoc	Nell1	Moxd1	Cdc42ep5	Adgrl2	Galnt18	Gm3164	Plch2	Scn3b	Rgs6	Clstn2	Gda	Chrm3	Gh	Ajap1	Ralyl	Trpc3	Cntnap4	Cd55	Pde1a	Igf1	Bex4	Cd36	Klhl14	Trps1	Adm	Syt5	Lxn	Gm3375	Serpina12	
O24	O31	O32	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O76	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O113	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O423	O427	O430	O433	O434	O435	O439	O440	O454	H2	H6	H9	H11	H12	H16	H20	H22	H26	H30	H31	H32	H33	H35	H38	H39	H42	H46	H48	H52	H53	H57	H60	Som5	Som6	Som7	Som9	Som11	Som14	Som17	Som43	Som45	Som47	Som48	Som105	Som109	Som115	Som116	Som124	Som126	Som127	Som128	Som131	Som134	Som137	Som138	
.Ngf.Sst	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Zcchc12	.Ngf.Sst	.Ngf.Sst	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Ngf.Kcng4.Zcchc12	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Kcng4.Ccl2	.Ngf.Sst	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	
-3.143610e+01	-5.017059e+01	-4.832214e+01	-9.560626e+01	-7.131221e+01	-6.719465e+01	-7.093142e+01	-8.562222e+01	-9.513253e+01	-9.427228e+01	-1.658971e+01	-5.881515e+01	-4.661325e+00	-2.694170e+01	-7.271530e+01	-1.026171e+02	-4.168016e+00	-7.618496e+00	-5.238464e+01	-8.897387e+01	-4.120288e+01	-2.054900e+01	-7.124483e+01	-1.499436e+01	-5.355319e+01	-9.950629e+01	-6.699272e+01	-1.215355e+02	-1.063431e+02	-9.985710e+01	-6.436073e+01	-1.059869e+02	-5.992779e+01	-7.405988e+01	-8.174227e+01	-6.451131e+01	-2.069066e+01	-1.211031e+01	-7.990686e+01	-9.123085e+01	-9.537574e+01	-1.064330e+02	-1.009950e+02	-1.117231e+01	-1.095567e+02	-7.669441e+01	-2.779316e+01	-7.717283e+01	-5.070845e+01	-7.848142e+01	-8.762159e+01	-1.062684e+02	-6.370755e+01	-3.261287e+00	-8.264895e+01	-8.801248e+01	-1.029718e+02	-6.131728e+01	-8.308621e+01	-9.295716e+01	-5.126126e+01	-1.177701e+02	-2.000541e+01	-8.471117e+01	-6.818305e+01	-5.991270e+01	-6.131832e+01	-3.002330e+01	7.298630e+01	9.558932e+01	1.135704e+02	7.459294e+01	1.139135e+02	8.247065e+01	1.238016e+02	1.033711e+02	9.077602e+01	8.888570e+01	9.420739e+01	8.311158e+01	9.780295e+01	1.046730e+02	1.112086e+02	9.830421e+01	8.392059e+01	1.008885e+02	8.183061e+01	8.404446e+01	1.017226e+02	1.012252e+02	9.698764e+01	1.144717e+02	9.753094e+01	8.252236e+01	1.082567e+02	1.157657e+02	1.060131e+02	1.270412e+02	9.379572e+01	1.094640e+02	9.193039e+01	1.173258e+02	1.102245e+02	1.270698e+02	9.366389e+01	8.282038e+01	7.517327e+01	8.961546e+01	1.009526e+02	1.005739e+02	8.564457e+01	9.610318e+01	8.095242e+01	8.841692e+01	
6.192651e+01	7.698162e+01	2.518305e+01	9.482697e+01	9.772042e+01	1.186760e+02	2.861018e+01	5.251023e+01	7.633622e+01	6.352445e+01	8.151788e+01	6.507038e+01	7.885484e+01	9.613273e+01	4.524708e+01	1.054877e+02	8.586645e+01	6.825333e+01	5.769424e+01	4.342848e+01	2.263678e+01	5.597566e+01	7.174843e+01	6.704260e+01	2.468812e+01	5.586115e+01	6.088943e+01	8.615078e+01	4.803818e+01	7.021068e+01	4.821914e+01	6.349738e+01	1.642424e+01	5.333735e+01	6.021264e+01	6.868096e+01	8.600699e+01	7.608523e+01	4.843403e+01	7.200387e+01	8.705834e+01	7.277587e+01	7.983866e+01	8.950835e+01	9.443245e+01	2.689685e+01	8.789923e+01	8.549563e+01	1.772736e+01	1.017890e+02	9.162151e+01	8.439460e+01	3.747372e+01	5.615971e+01	1.120576e+02	8.289495e+01	9.190136e+01	7.635991e+01	7.577186e+01	1.064806e+02	9.961630e+01	7.108989e+01	7.034446e+01	9.868819e+01	1.092119e+02	9.889590e+01	9.332308e+01	6.838251e+01	-1.216616e+02	-1.177303e+02	-7.416370e+01	-8.893387e+01	-1.336500e+02	-6.241844e+01	-1.300269e+02	-1.479666e+02	-1.241572e+02	-1.483717e+02	-9.935889e+01	-8.299290e+01	-1.288744e+02	-1.052345e+02	-1.208328e+02	-1.362583e+02	-1.147181e+02	-6.919733e+01	-1.033979e+02	-7.050726e+01	-9.502046e+01	-1.107915e+02	-1.050184e+02	-1.260268e+02	-1.540838e+02	-5.601838e+01	-9.124005e+01	-1.025566e+02	-1.284968e+02	-1.165291e+02	-6.879611e+01	-7.740868e+01	-1.097153e+02	-1.174674e+02	-1.122485e+02	-1.028737e+02	-8.951209e+01	-1.321670e+02	-7.946467e+01	-5.205973e+01	-1.210631e+02	-5.412094e+01	-9.666085e+01	-8.059288e+01	-1.486456e+02	-1.390510e+02	
