Arhgdib	Cd37	Cd14	Spi1	Cd53	P2ry12	Fcer1g	Bcl2a1b	C1qa	Ccl6	Fcgr3	Ucp2	Grap	Cd52	Csf1r	Trem2	Pld4	Crybb1	Tyrobp	Lst1	Itgb5	Il1a	Rhog	Evi2a	Rrad	C1qb	Fcrls	Ctss	Msn	Ighm	C1qc	Ccl4	Tmem119	Marcksl1	Ncf4	Inpp5d	Vamp8	Ccl2	Ccl3	Laptm5	Ly86	Srgn	Gpsm3	Gatm	Unc93b1	Cd68	Tnni2	S100a13	Ctsc	Aif1	Cd300c2	Selenop	BC049352	Sash3	Bcl2a1d	Siglech	Ltc4s	Lgals9	Olfml3	Clec5a	Gmfg	S100a16	Rhoc	Anxa3	Dusp5	F11r	Rnase4	Ccl12	Cx3cr1	Olig1	H2-DMa	P2ry13	Atf3	Tubb6	S100a8	Gm43564	Gng5	Vwa5a	Tnf	Elovl1	C5ar1	Hexb	Gpr34	Cmtm6	Gngt2	Lpcat2	Fermt3	Ntsr2	Limd2	Pes1	Cd83	Tmem176b	Vsir	Uchl3	Lefty1	Col15a1	Hpgd	Irf8	Slco2b1	Ccdc12	Aldh1a1	Itgb2	Susd3	Nsun6	Slamf8	1700020L24Rik	Katna1	Lsp1	Rpl36a-ps2	Zfp647	Gem	Cxcl2	Gltp	Pycard	Gng10	AC130718.1	Phka2	Hck	Cryab	Cd33	Ctsh	Gm15982	Slc15a3	Ecscr	Trf	
O24	O31	O32	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O76	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O113	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O427	O430	O433	O434	O435	O439	O440	O454	
.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Sqle.Uchl3	.Sqle.Uchl3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Gm45380	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	.Fcer1g.S100a8	.Sqle.Uchl3	.Sqle.Uchl3	.Sqle.Gm45380	.Sqle.Uchl3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	.Sqle.Uchl3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Gm45380	.Fcer1g.Cox6c.Arhgdib.Gm43564	.Sqle.Gm45380	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Gm45380	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Phka2	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Gm45380	.Fcer1g.Cox6c.Phka2	.Sqle.Uchl3	.Sqle.Uchl3	.Fcer1g.Cox6c.Phka2	.Sqle.Gm45380	.Fcer1g.Cox6c.Arhgdib.Stmn3	.Sqle.Uchl3	
6.511628e+01	-1.558801e+01	-2.944328e+01	-3.460012e+01	5.186461e+01	9.143617e+01	2.927936e+01	5.176982e+01	-4.584189e+01	4.115483e+01	-4.343748e+01	2.191630e+01	9.632848e+01	7.100478e+01	-7.906397e+01	-1.304598e+01	-8.541518e+01	6.875579e+00	-5.222763e+01	6.426683e+01	-2.171696e-01	6.458626e+01	-4.361497e+01	-7.171154e+01	-3.356757e+01	-1.093928e+01	-5.977730e+01	-3.938909e+01	-1.282597e+01	7.718065e+01	-2.906044e+01	-6.741955e+01	-1.468572e+01	3.979606e+01	5.500867e+01	4.630936e+01	-6.531145e+01	2.875765e+01	-6.821797e+01	5.161145e+00	5.408376e+01	6.101889e+01	-2.705547e+01	8.070233e+01	-4.998951e+01	1.516656e+01	-5.259671e+01	7.757014e+01	-5.131312e+01	3.687278e+01	1.098419e+01	5.049531e+01	3.973453e+01	7.986965e+01	2.249260e+01	-8.217715e+01	7.069323e-01	-7.173075e+01	8.340833e+01	-5.689752e+01	-7.092863e+00	-5.298940e+01	-3.273308e+01	-4.245803e+01	-5.024554e+01	3.601697e+01	-6.425511e+01	
-5.504548e+01	-3.164216e+01	2.376082e+01	3.395481e+01	-7.092888e+01	-3.659279e+01	-1.524352e+01	-3.484374e+01	8.068254e+00	-6.559329e+00	4.220949e+01	7.793605e+00	-5.634726e+01	6.593045e+00	4.792757e+01	3.536898e+01	3.808739e+00	2.746171e+01	2.165166e+01	-3.705017e+01	5.260301e+01	-2.312210e+01	2.976189e+01	6.729737e+01	-8.099702e-01	1.867057e+01	5.724856e+01	1.971250e+01	5.273834e+01	-2.026929e+01	4.802401e+01	9.215339e+00	4.448913e+00	-2.761280e+01	-4.748404e+01	-4.477540e+01	4.087233e+01	-6.163370e+01	5.169964e+01	-1.762503e+01	-1.915890e+01	-5.061663e+00	-2.163906e+01	-6.493768e+01	6.718309e+01	-4.186373e+01	-2.622807e+01	-4.646370e+01	-4.274561e+00	1.830988e+01	-1.377155e+00	5.854431e+00	9.184345e+00	-1.058901e+01	-2.624101e+01	2.459458e+01	5.962754e+00	-2.223173e+00	-5.614502e+01	4.566344e+01	-1.832291e+01	3.509658e+01	1.134744e+01	-2.722646e+01	5.308550e+01	-5.245081e+01	2.461538e+01	
