Arhgdib	Cd37	Fcer1g	P2ry12	Bcl2a1b	Ccl6	Spi1	Fcgr3	Csf1r	Lst1	Cd14	C1qa	Trem2	Il1a	Crybb1	Cd52	Ucp2	Cd53	Evi2a	Itgb5	Grap	Pld4	Ighm	Rhog	Ncf4	Ccl2	Rrad	Ccl3	Marcksl1	Vamp8	Ly86	Ctss	Unc93b1	Gpsm3	Tnni2	Tyrobp	Tmem119	Laptm5	Bcl2a1d	Sash3	Ctsc	Cd68	C1qb	Gm17711	Ltc4s	Srgn	Selenop	S100a16	Lgals9	Rhoc	Fcrls	Gmfg	BC049352	Clec5a	Ccl12	Olig1	Tubb6	P2ry13	F11r	Ccl4	S100a13	Tnf	Inpp5d	Elovl1	Ntsr2	C1qc	Nsun6	Cx3cr1	Vsir	Aif1	Msn	Rnase4	Fermt3	Slco2b1	Lefty1	Irf8	Aldh1a1	Cmtm6	Slamf8	Lsp1	Vwa5a	Itgb2	Cd300c2	Gpr34	Anxa3	Zfp647	Gm43564	Hck	Cxcl2	Rpl36a-ps2	1700020L24Rik	Lpcat2	Col15a1	Siglech	Ecscr	Isyna1	Adgre1	Bin2	Gng12	C5ar1	Pycard	Gm15982	Gngt2	Serpinf1	Cxcl16	Gem	Acsbg1	Trf	Slc15a3	Ccl7	Gatm	Cd83	Hcst	Hk3	Arhgap25	Lyn	Susd3	Cd33	Gsdmd	Fyb	Klk8	Tmem176a	Tmem37	Hpgd	Cryba4	Dusp5	Mfng	Slc9a3r1	Arhgap45	Sparc	Ldb3	Psmb8	Cep126	Sft2d2	Ccl9	Parvg	Phka2	Gm6012	Cyth4	Scrg1	Lat2	Limd2	Ogfod3	Zfp595	Lcp2	Socs3	Rac2	Ttc32	Rab20	Gm28778	
O24	O31	O32	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O76	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O113	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O427	O430	O433	O434	O435	O439	O440	O454	
.Arhgdib.Fcer1g.Stmn3	.Phka2	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Phka2	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Phka2	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Gm43564	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Fcer1g.Stmn3	.Phka2	.Phka2	.Phka2	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Arhgdib.Adamts20	.Phka2	.Arhgdib.Adamts20	.Arhgdib.Fcer1g.Stmn3	.Arhgdib.Adamts20	
2.008629e+02	5.271751e+00	-8.990387e+01	-1.486130e+02	1.208091e+02	2.903043e+02	8.930902e+01	1.879236e+02	-1.238696e+02	1.742128e+02	-1.507811e+02	6.032891e+01	2.002850e+02	1.283735e+02	-8.408268e+01	-1.725581e+02	-1.795730e+02	-1.598004e+02	-1.819733e+02	1.621655e+02	-2.325895e+02	1.241020e+02	-1.158376e+02	-1.759561e+02	-1.589873e+02	-1.184970e+02	-9.884498e+01	-1.468473e+02	-2.123112e+02	1.919350e+02	-2.144222e+02	-4.819821e+01	-1.298708e+02	1.554961e+02	2.164809e+02	2.349716e+02	-1.732886e+02	2.634894e+02	-1.269876e+02	5.060286e+01	1.221389e+02	1.374869e+02	-1.632740e+01	2.568212e+02	-2.109611e+02	2.799756e+01	-7.757248e+01	2.466361e+02	-7.252269e+01	-1.447623e+01	3.100584e+01	9.651509e+01	9.178575e+01	1.694536e+02	7.072864e+01	-2.192415e+02	-5.601795e+01	-2.417881e+01	2.378550e+02	-1.547530e+02	-5.102320e-01	-1.294528e+02	-1.681264e+02	-1.460272e+01	-1.177128e+02	2.533059e+02	-7.840534e+01	
8.461474e+01	1.877614e+00	1.345541e+00	1.894415e+01	9.814285e+01	6.972260e+01	4.852121e+01	5.348581e+01	-9.340062e+01	-4.434639e+01	-9.852419e+00	1.922715e+01	1.295268e+02	-4.284756e+01	3.905026e+01	6.033527e+01	-1.571194e+02	9.252191e+01	-4.303081e+01	7.744329e+01	-1.190617e+02	6.421144e+01	-5.838091e+01	-1.625169e+01	-1.147544e+02	5.530426e+01	-2.750784e+01	-5.843816e+01	-9.883537e+01	-1.636575e+01	-5.837764e+01	4.344499e+00	-1.431359e+02	4.158055e+01	4.928954e+01	3.952389e+01	1.043771e+01	-1.572372e+01	-6.123976e+00	-2.622498e+01	3.191282e+01	-3.170300e+00	2.986517e+01	1.222414e+02	-1.679538e+01	-6.480155e+01	7.668794e+01	7.711382e+01	-1.017995e+02	7.710475e+01	4.337369e+01	-2.303206e+01	2.269864e-01	6.222189e+00	7.634210e+01	2.463225e+01	-4.441321e+01	-1.922273e+01	1.103834e+02	-3.429693e+01	-4.818050e+01	-3.331617e+01	-7.630909e+01	-8.312102e+01	1.768440e+01	1.458583e+01	-6.959004e+01	
