Cd14	P2ry12	Evi2a	Cd37	Cd53	Bcl2a1b	Arhgdib	H2-DMb1	Osm	Rhog	Fcgr3	Il1a	Ucp2	P2ry13	Spi1	C1qa	Cd52	Csf1r	Rrad	Ccl6	Crybb1	Tmem119	Ccl7	Lst1	Ccl4	Adgre1	Cd300c2	Itgb5	Tnni2	Ighm	Trem2	Ccl3	Srgn	Fcer1g	Inpp5d	Gpr84	Pld4	Tlr7	Tnf	Vwa5a	Unc93b1	Fcgr1	Grap	Cxcl16	Slco2b1	Lgals9	Ncf4	Olfml3	Vamp8	Laptm5	C5ar1	Aif1	Wasf2	Plaur	Tnfaip3	Pros1	Msn	Cxcl10	Fcrls	Ccl12	Fermt3	C1qc	H2-DMa	Anxa3	Sash3	Ltc4s	Ctsc	Gpr34	Ctss	Gem	Clec5a	Tnfrsf13b	Vsir	S100a16	Ly86	Lyn	C1qb	Tmem63a	S100a13	Gpsm3	Socs3	Glrp1	Selenop	Bcl2a1d	Cmtm6	Siglech	Elovl1	Arhgap45	Rhoc	Dcxr	Cd33	Tubb6	Rnase4	Tmem173	Tmem37	Prkcd	Mpeg1	Rab20	Isyna1	Tgif1	Tyrobp	Slamf8	Cd83	H2-K1	Dusp5	Oaf	Itgb2	Gmfg	Ecscr	Trf	Gp9	Ccl2	F11r	Hpgd	Fam107b	Lpcat2	Skap2	Slc15a3	Hk3	Limd2	Arhgap25	Tmem176a	B4galt1	Tlr2	Il10ra	Cfh	Pycard	Nckap1l	Lpxn	Hpgds	Gngt2	Cxcl2	Sft2d2	Ppp1r1b	Cx3cr1	Psmb8	Gsdmd	Olig1	Syngr2	Ntsr2	Fcgr2b	Nfkb2	Bcl10	Gatm	Klk8	Gna13	Bin2	Itgam	Pik3ap1	Cst7	
O24	O26	O31	O32	O34	O35	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O138	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O422	O423	O427	O428	O430	O431	O433	O434	O435	O436	O439	O440	O441	O442	O443	O444	O445	O447	O448	O449	O451	O452	O453	O454	
.Arhgdib.Itpa	.Arhgdib.Gpr84	.Zcchc14.C1qa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Arhgdib.Gpr84	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Arhgdib.Gpr84	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Arhgdib.Gpr84	.Arhgdib.Gpr84	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Arhgdib.Itpa	.Arhgdib.Itpa	.Arhgdib.Itpa	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Arhgdib.Itpa	.Arhgdib.Itpa	.Zcchc14.C1qa	.Arhgdib.Gpr84	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.C1qa	.Arhgdib.Itpa	.Arhgdib.Itpa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Arhgdib.Gpr84	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Arhgdib.Itpa	.Zcchc14.C1qa	.Zcchc14.C1qa	.Zcchc14.Rpf1	.Zcchc14.Rpf1	.Arhgdib.Gpr84	.Zcchc14.C1qa	.Arhgdib.Itpa	.Zcchc14.C1qa	.Zcchc14.Rpf1	
-7.381350e+00	-1.906349e+00	2.011292e+01	-6.887277e+00	1.448926e+01	-1.139833e+01	5.298404e+00	-1.751582e+01	-3.260459e+00	-2.514898e+01	6.280046e-01	3.226470e+01	-2.774380e+01	9.205550e+00	-1.519373e+01	-2.713354e+01	4.724712e-01	2.954003e+00	-1.888408e+01	-2.093473e+01	-2.513565e+01	1.871118e+01	-8.043619e-01	-3.149433e+01	-1.950568e+01	-1.128801e+01	2.988679e+01	2.062474e+01	-1.907323e+00	4.712218e+00	1.754206e+01	-2.637884e+01	1.641991e+01	-3.515272e+00	3.612435e+01	-1.900429e+01	4.779412e+00	6.749204e+00	1.781298e+01	6.356653e+00	-8.233489e+00	-3.038206e+01	-1.108342e+01	1.259223e+01	-3.362545e+00	2.433871e+01	-8.177358e+00	8.169119e+00	1.071802e+01	-7.386015e+00	2.796505e+01	-2.724870e+01	-1.254268e+01	-1.025793e+01	-2.178064e+01	-7.441420e+00	1.849851e+01	3.017762e+01	1.628587e+01	8.843483e+00	-5.999772e+00	2.406333e+00	4.000802e+00	9.370601e+00	-2.512231e+01	-6.336010e-01	7.681039e+00	1.000963e+01	2.240632e+01	1.298515e+00	-2.906149e+00	1.130859e+01	1.240088e+01	1.185117e+01	3.505996e+00	-1.990558e+01	1.553995e+01	-4.642792e+00	1.433201e+01	1.732140e-01	-7.200939e+00	-1.634601e+01	7.715114e+00	3.666456e+00	-7.324401e+00	
4.659937e+01	6.892367e+01	6.236956e+00	-3.958760e+01	-3.614924e+01	6.763140e+01	-4.292150e+01	2.989964e+01	5.658828e+01	2.559301e+01	4.264798e+01	-1.902967e+01	3.534687e+01	-3.852678e+01	8.260261e+00	5.028627e+01	2.178833e+01	-5.574061e+01	-2.522939e+01	-3.825160e+01	-2.263763e+01	-4.168236e+01	3.584631e+01	-2.769781e+00	4.462495e+01	3.651965e+01	-2.974434e+01	-2.161593e+01	-4.529794e+01	-3.573644e+01	-1.414807e+01	4.175943e+01	-2.818637e+01	-2.288372e+01	-3.613657e+01	1.940286e+01	4.593176e+01	4.080270e+01	3.464294e+01	-4.887252e+01	9.060244e+00	1.984152e+01	2.494545e+01	1.211403e+01	7.496736e+01	-4.958186e+01	-1.442617e+01	2.304180e+00	4.883688e+01	-5.460199e+01	-6.632501e+00	9.512310e+00	-2.087648e+00	1.684649e+01	9.745162e+00	2.915216e+01	1.819529e+01	-4.198538e+01	-4.259377e+00	-9.113091e+00	6.545400e+01	-8.049534e+00	-2.339296e+01	-3.250980e+01	2.973914e+01	-1.451899e+01	-1.581433e+01	-2.711388e+01	-3.248298e+01	-1.410105e+00	3.522489e+00	-4.275138e+01	3.128972e+01	-2.128202e+01	-2.976899e+01	-1.793521e-01	-6.069918e+01	-6.874715e+00	-4.887177e+01	-3.704872e+01	7.089855e+01	-9.158656e+00	2.502231e+01	9.358047e+00	-3.037448e+01	
