Cell	CellType	nbtSNE_x	nbtSNE_y	Latent_factor
Zoel	Cck.Lypd1	-16.690711	38.692081	-0.35529299999999997
Mackenzye	Cck.Lypd1	-16.152265	38.2993	-0.043841000000000005
Makilah	Cck.Lypd1	-18.584397	39.183704999999996	1.0549899999999999
Temitope	Cck.Lypd1	-18.810612	39.242373	1.007707
Zolie	Cck.Lmo1.Vip.Tac2	4.26205	32.336009000000004	0.47995
Jerica	Cck.Lmo1.Vip.Tac2	3.6055870000000003	32.429336	1.483475
Nadir	Cck.Lmo1.Vip.Tac2	38.490515	64.24198	-0.054025
Reyann	Cck.Lmo1.Vip.Tac2	41.771184000000005	63.144876000000004	-0.45312700000000006
Areen	Cck.Lmo1.Vip.Tac2	10.186062	36.852152000000004	1.3075290000000002
Beauty	Cck.Lmo1.Vip.Tac2	-45.027546	44.795145	1.5555430000000001
Khyier	Cck.Lmo1.Vip.Tac2	-53.235313	68.997582	0.5885739999999999
Iara	Cck.Lmo1.Vip.Tac2	-51.710167	70.235021	1.299139
Izel	Cck.Lmo1.Vip.Tac2	-40.242297	50.556731	0.698422
Ariyahna	Cck.Lmo1.Vip.Tac2	-52.896668999999996	68.328554	0.982843
Mariette	Cck.Lmo1.Vip.Tac2	-34.996952	54.962481999999994	0.534938
Hartleigh	Cck.Lmo1.Vip.Tac2	-40.593345	55.625967	0.809294
Callyn	Cck.Lmo1.Vip.Tac2	-46.634469	57.19927	0.873864
Siena	Cck.Lmo1.Vip.Tac2	-41.256682	54.274246	1.398707
Xiana	Cck.Lmo1.Vip.Tac2	-44.433584	48.270083	1.286247
Venecia	Cck.Lmo1.Vip.Tac2	-36.058572	51.534803000000004	0.435302
Bianca	Cck.Lmo1.Vip.Tac2	-54.961991000000005	68.400572	0.752552
Taiya	Cck.Lmo1.Vip.Tac2	-43.507418	46.345867999999996	1.2037209999999998
Rojelio	Cck.Lmo1.Vip.Tac2	-50.006153000000005	69.511589	0.882675
Pragna	Cck.Lmo1.Vip.Tac2	-42.720653000000006	55.444906	1.0098340000000001
Alwaleed	Cck.Lmo1.Vip.Tac2	-34.412224	55.20395799999999	0.390876
Moath	Cck.Lmo1.Vip.Tac2	-40.286888	55.827702	0.969917
Kiela	Cck.Lmo1.Vip.Tac2	-50.569984000000005	68.43787900000001	0.974692
Tylor	Cck.Lmo1.Vip.Tac2	-52.386108	68.638297	0.807811
Aymee	Cck.Lmo1.Vip.Tac2	-51.826064	66.855281	1.34087
Shahid	Cck.Lmo1.Vip.Tac2	-53.392274	69.873137	0.8268629999999999
Kaileen	Cck.Lmo1.Vip.Tac2	-56.195992000000004	43.693652	0.18749100000000002
Yitong	Cck.Lmo1.Vip.Tac2	-53.559247	67.85675	1.128473
Edee	Cck.Lmo1.Vip.Tac2	-40.968256	54.887025	0.739398
Marta	Cck.Lmo1.Vip.Tac2	-45.445479	62.980467000000004	1.4087129999999999
Nilah	Cck.Lmo1.Vip.Tac2	-41.686169	57.981827	0.719851
Jameela	Cck.Lmo1.Vip.Tac2	-48.020538	60.750403000000006	1.321504
Rufina	Cck.Lmo1.Vip.Tac2	-53.454606000000005	67.190002	1.8076130000000001
Bebe	Cck.Lmo1.Vip.Tac2	-45.236039	59.334554000000004	1.386925
Maleeka	Cck.Lmo1.Vip.Tac2	-43.659471999999994	59.91554	1.140781
Sumire	Cck.Lmo1.Vip.Tac2	-49.992427	66.584723	1.257121
Vasilios	Cck.Lmo1.Vip.Tac2	-49.284819	62.897726	1.321416
Joslynn	Cck.Lmo1.Vip.Tac2	-41.045978000000005	58.074220999999994	1.506989
Zayd	Cck.Lmo1.Vip.Tac2	-49.449312	63.132377000000005	0.935637
Rosabella	Cck.Lmo1.Vip.Tac2	-40.201158	54.833775	0.7757430000000001
Emiline	Cck.Lmo1.Vip.Tac2	-44.34925	56.424696999999995	1.165163
Demetris	Cck.Lmo1.Vip.Tac2	-43.718802000000004	58.7063	1.430433
Ravon	Cck.Lmo1.Vip.Tac2	-53.992098	68.836442	0.5519029999999999
Anabelle	Cck.Lmo1.Vip.Tac2	-45.821643	62.00026	1.562626
Zaveon	Cck.Lmo1.Vip.Tac2	-48.773439	46.602339	0.9572510000000001
Damontae	Cck.Lmo1.Vip.Tac2	-53.661111	67.796474	0.84898
Latrevion	Cck.Lmo1.Vip.Tac2	-41.237003	72.614852	1.008501
Lettie	Cck.Lmo1.Vip.Tac2	-43.410958	58.891189000000004	0.732823
Truce	Cck.Lmo1.Vip.Tac2	-49.910672999999996	66.933319	1.7434759999999998
Audia	Cck.Lmo1.Vip.Crh	44.123052	51.861933	-1.904443
Nicolaas	Cck.Lmo1.Vip.Crh	52.74689300000001	53.499823	-0.099021
Vidur	Cck.Lmo1.Vip.Crh	52.759329	53.112956999999994	-0.250828
Briggs	Cck.Lmo1.Vip.Crh	-36.444987	43.755024	-0.632167
Alberta	Cck.Lmo1.Vip.Crh	-42.791976	38.821111	-0.644684
Germaine	Cck.Lmo1.Vip.Crh	-37.259499	45.161276	-0.14657
Renley	Cck.Lmo1.Vip.Crh	-42.916483	39.119574	-0.46407
Jaylis	Cck.Lmo1.Vip.Crh	-33.85154	44.849764	-0.725565
Yotam	Cck.Lmo1.Vip.Crh	-38.088997	46.626445000000004	-0.164279
Kassidi	Cck.Lmo1.Vip.Crh	-43.542715	46.918973	1.1449610000000001
Zoeey	Cck.Lmo1.Vip.Crh	-36.717368	48.384017	0.261913
Henessy	Cck.Lmo1.Vip.Crh	-39.186318	45.798338	0.7763100000000001
Leriyah	Cck.Lmo1.Vip.Crh	-43.070596	45.306814	0.663675
Yaqub	Cck.Lmo1.Vip.Crh	-37.412924	45.708646	0.198857
Nyala	Cck.Lmo1.Vip.Crh	-33.984128000000005	55.37595699999999	0.09954
Simrin	Cck.Lmo1.Vip.Crh	-38.075494	50.079806	0.6404529999999999
Issack	Cck.Lmo1.Vip.Crh	-39.428404	49.669740000000004	-0.079161
Ares	Cck.Lmo1.Vip.Crh	-45.866807	51.085851	0.661983
Shavar	Cck.Lmo1.Vip.Crh	-43.254089	41.325773999999996	0.25801399999999997
Demon	Cck.Lmo1.Vip.Crh	-42.788478000000005	44.294073	0.18878599999999998
Dacota	Cck.Lmo1.Vip.Crh	-38.547775	48.512421	0.29580100000000004
Whisper	Cck.Lmo1.Vip.Crh	-43.260176	39.927178000000005	-0.8120310000000001
Makensie	Cck.Lmo1.Vip.Crh	-38.021148	53.352063	0.502754
Haiden	Cck.Lmo1.Vip.Crh	-39.213822	49.346762	0.736107
Rayvin	Cck.Lmo1.Vip.Crh	-43.108733	41.754187	-0.120604
Jacere	Cck.Lmo1.Vip.Crh	-39.841392	48.206781	0.811319
Cory	Cck.Lmo1.Vip.Crh	-36.692212	43.823098	-0.747186
Awais	Cck.Lmo1.Vip.Crh	-44.037958	56.176446	0.657095
Locklynn	Cck.Lmo1.Vip.Crh	-41.308091999999995	48.867896	0.19930799999999999
Lyah	Cck.Lmo1.Vip.Crh	-39.953737	44.831901	0.38711999999999996
Azariah	Cck.Lmo1.Vip.Crh	-37.980438	53.840687	0.843525
Wyat	Cck.Lmo1.Vip.Crh	-43.815591	38.873922	-0.190889
Analicia	Cck.Lmo1.Vip.Crh	-42.806152000000004	44.521656	0.8391930000000001
Jamonie	Cck.Lmo1.Vip.Crh	-43.055351	45.218616	1.080647
Naysa	Cck.Lmo1.Vip.Crh	-36.60885	48.131097	0.625466
Zahkai	Cck.Lmo1.Vip.Crh	-34.220818	45.42329	-0.140998
Eulalia	Cck.Lmo1.Vip.Crh	-37.901303999999996	43.41153	0.115402
Kubrick	Cck.Lmo1.Vip.Crh	-38.169189	52.356324	0.6261329999999999
Nivia	Cck.Lmo1.Vip.Crh	-40.457264	48.358232	1.384256
Tyre	Cck.Lmo1.Vip.Crh	-43.717915000000005	40.206578	-0.33566999999999997
Quinntin	Cck.Lmo1.Vip.Crh	-38.198418	49.298735	0.197072
Kiefer	Cck.Lmo1.Vip.Crh	-39.569934	52.129008	-0.015052000000000001
Ithan	Cck.Lmo1.Vip.Crh	-35.091264	46.271257	0.487047
Artemis	Cck.Lmo1.Vip.Crh	-44.865505999999996	50.395595	0.750055
Javari	Cck.Lmo1.Vip.Crh	-35.285623	45.97902	0.02936
Andrian	Cck.Lmo1.Vip.Crh	-44.007263	48.861791	1.5722200000000002
Dontrell	Cck.Lmo1.Vip.Crh	-40.918042	45.806073	1.05821
Zeppelin	Cck.Lmo1.Vip.Crh	-39.744275	48.352594	0.38853499999999996
Zephyr	Cck.Lmo1.Vip.Crh	-40.776407	52.924548	0.115292
Nydia	Cck.Lmo1.Vip.Crh	-39.845043	45.257022	0.22185100000000002
Deara	Cck.Lmo1.Vip.Crh	-39.399004999999995	44.759493	-0.03946
Ryla	Cck.Lmo1.Vip.Crh	-34.767014	46.594828	-0.078699
Kalix	Cck.Lmo1.Vip.Crh	-38.003803999999995	46.673615999999996	-0.188978
Garet	Cck.Lmo1.Vip.Crh	-39.157875	53.723043999999994	0.658987
Kamili	Cck.Lmo1.Vip.Crh	-38.164656	51.218013	0.125971
Abgail	Cck.Lmo1.Vip.Crh	-37.672683	52.216638	-0.393527
Bastian	Cck.Lmo1.Vip.Crh	-35.977484999999994	51.427009999999996	-0.009651
Emylie	Cck.Lmo1.Vip.Crh	-41.718483	49.817898	0.719106
Daaron	Cck.Lmo1.Vip.Crh	-44.262488	53.527386	0.186302
Alveena	Cck.Lmo1.Vip.Crh	-46.934871	59.424689	1.604884
Marycarmen	Cck.Lmo1.Vip.Crh	-43.758463	52.607363	1.368059
Jahid	Cck.Lmo1.Vip.Fam19a2	-61.027652	37.9203	0.450762
Daeja	Cck.Lmo1.Vip.Fam19a2	-44.37339	47.468247	1.090567
Danilyn	Cck.Lmo1.Vip.Fam19a2	-47.31031	52.417184999999996	0.9023549999999999
Seleah	Cck.Lmo1.Vip.Fam19a2	-52.742989	46.565943	1.742764
Serafim	Cck.Lmo1.Vip.Fam19a2	-52.733887	46.434792	1.7111040000000002
Ogechi	Cck.Lmo1.Vip.Fam19a2	-46.810533	48.998773	1.193969
Kendale	Cck.Lmo1.Vip.Fam19a2	-39.976921000000004	43.844473	0.085232
Roiza	Cck.Lmo1.Vip.Fam19a2	-51.81803	45.848768	1.616865
Kenta	Cck.Lmo1.Vip.Fam19a2	-47.771521	46.078727	0.8768030000000001
Scott	Cck.Lmo1.Vip.Fam19a2	-54.862589	49.129125	0.7109449999999999
Xabi	Cck.Lmo1.Vip.Fam19a2	-43.405822	46.995416999999996	1.588108
Ahuva	Cck.Lmo1.Vip.Fam19a2	-57.89156	31.967443	1.2315049999999998
Reagyn	Cck.Lmo1.Vip.Fam19a2	-60.40043299999999	47.707759	0.8325959999999999
Aline	Cck.Lmo1.Vip.Fam19a2	-59.918776	46.531946000000005	0.811399
Sriya	Cck.Lmo1.Vip.Fam19a2	-61.743951	50.532332000000004	1.154418
Neilesh	Cck.Lmo1.Vip.Fam19a2	-53.504042000000005	46.308631	2.2305919999999997
Renay	Cck.Lmo1.Vip.Fam19a2	-57.722374	51.365945	1.338044
Giorgia	Cck.Lmo1.Vip.Fam19a2	-58.322239	50.172822	1.7283819999999999
Xandra	Cck.Lmo1.Vip.Fam19a2	-55.06330500000001	49.086783000000004	1.043237
Zakery	Cck.Lmo1.Vip.Fam19a2	-58.65169	50.76536	2.172029
Addy	Cck.Lmo1.Vip.Fam19a2	-46.454948	49.227052	2.087662
Charger	Cck.Lmo1.Vip.Fam19a2	-53.39903399999999	52.75625	2.401414
Blossom	Cck.Lmo1.Vip.Fam19a2	-48.781907000000004	61.322956999999995	1.7301279999999999
Breckin	Cck.Lmo1.Vip.Fam19a2	-57.379447	56.576392000000006	2.457034
Aliyaah	Cck.Lmo1.Vip.Fam19a2	-46.097478	51.398655	0.603329
Nadiya	Cck.Lmo1.Vip.Fam19a2	-49.318625	57.182527	1.193423
Jaymie	Cck.Lmo1.Vip.Fam19a2	-48.477666	53.60824	1.386771
Kenzingtyn	Cck.Lmo1.Vip.Fam19a2	-48.890995000000004	56.05692	1.157026
Xiomar	Cck.Lmo1.Vip.Fam19a2	-45.562381	56.35015799999999	1.444416
Genessis	Cck.Lmo1.Vip.Fam19a2	-48.503238	57.652356000000005	2.0570169999999997
Aaliyana	Cck.Lmo1.Vip.Fam19a2	-49.541247	54.190962	1.548176
Amparo	Cck.Lmo1.Vip.Fam19a2	-47.198659	53.813447	1.202346
Jasilynn	Cck.Lmo1.Vip.Fam19a2	-49.194283	55.23643199999999	0.613055
Emeka	Cck.Lmo1.Vip.Fam19a2	-52.61940500000001	52.443847	1.8979439999999999
Conall	Cck.Lmo1.Vip.Fam19a2	-49.322648	54.015599	1.5824799999999999
Jermy	Cck.Lmo1.Vip.Fam19a2	-48.880633	53.303734999999996	1.24147
Thiago	Cck.Lmo1.Vip.Fam19a2	-47.596470000000004	51.145971	1.087388
Jalaiyah	Cck.Lmo1.Vip.Fam19a2	-53.643933	47.665524	2.331362
Elin	Cck.Lmo1.Vip.Fam19a2	-52.225051	52.365967	1.7805369999999998
Imaan	Cck.Lmo1.Vip.Fam19a2	-52.082162	54.592032999999994	2.21476
Jeanelle	Cck.Lmo1.Vip.Fam19a2	-49.882593	58.755736	1.751257
Kesean	Cck.Lmo1.Vip.Fam19a2	-49.610448	59.008509	1.383276
Valin	Cck.Lmo1.Vip.Fam19a2	-47.701260999999995	55.732461	1.602359
Coralyne	Cck.Lmo1.Vip.Fam19a2	-45.513179	60.703577	1.111685
Trusten	Cck.Lmo1.Vip.Fam19a2	-47.717325	60.316871	1.368249
Anthoney	Cck.Lmo1.Vip.Fam19a2	-57.567438	49.586311	0.799137
Nahia	Cck.Lmo1.Vip.Fam19a2	-50.441228	55.800247	1.548211
Kloey	Cck.Lmo1.Vip.Fam19a2	-50.626841999999996	53.608621	1.6894650000000002
Adham	Cck.Lmo1.Vip.Fam19a2	-45.815149	61.365382	1.519644
Finnly	Cck.Lmo1.Vip.Fam19a2	-49.106838	56.22445	1.7894700000000001
Myrna	Cck.Lmo1.Vip.Fam19a2	-45.126521999999994	59.059139	1.706214
Jiayi	Cck.Lmo1.Vip.Fam19a2	-48.604263	51.429168	1.291088
Dennise	Cck.Lmo1.Vip.Fam19a2	-46.92727	57.442589	1.269957
Paton	Cck.Lmo1.Vip.Fam19a2	-55.10736	44.750855	2.177321
Maelee	Cck.Lmo1.Vip.Fam19a2	-50.506614	55.629516	1.294938
Clarke	Cck.Lmo1.Vip.Fam19a2	-51.920918	54.415893999999994	1.6556520000000001
Paycen	Cck.Lmo1.Vip.Fam19a2	-53.873749	59.260862	1.9147990000000001
Dio	Cck.Lmo1.Vip.Fam19a2	-49.497106	52.920797	1.612571
Raylynne	Cck.Calca	-63.362838	46.486367	0.911299
Blessen	Cck.Calca	-45.451892	38.895059	0.125363
Kalleigh	Cck.Calca	-66.65730400000001	45.001811	1.918606
Austen	Cck.Calca	-71.698621	54.82626	0.657189
Albion	Cck.Calca	-62.15234	48.388123	1.412245
Bralee	Cck.Calca	-68.761742	52.912180000000006	1.2252530000000001
Loraine	Cck.Calca	-70.663715	54.205874	1.903085
Janeli	Cck.Calca	-65.456475	51.556568	0.409896
Demaria	Cck.Calca	-65.25073	51.454992	0.264977
Blessyn	Cck.Calca	-71.91036	48.41316	0.583521
Sriyan	Cck.Calca	-71.67348199999999	54.073519999999995	0.8911680000000001
Kristell	Cck.Calca	-71.74704399999999	53.249143999999994	1.327381
Christin	Cck.Calca	-69.932516	50.613429	0.6884939999999999
Landynn	Cck.Calca	-69.163105	48.526569	0.457589
Quetzali	Cck.Calca	-70.327341	54.401176	1.26989
Josep	Cck.Calca	-70.22269	55.06006800000001	2.2363009999999997
Aljoharah	Cck.Calca	-59.957138	53.623739	1.471308
Suzi	Cck.Calca	-70.616019	53.29891	1.426104
Quinnton	Cck.Calca	-71.597062	53.708887	0.7669090000000001
Alyviah	Cck.Calca	-64.704368	48.303408000000005	0.7336199999999999
Liliann	Cck.Calca	-67.142462	54.06644300000001	0.457397
Dhrithi	Cck.Calca	-70.52103699999999	54.197601	1.157689
Jezelle	Cck.Calca	-72.168634	47.971303999999996	1.49092
Rodrick	Cck.Calca	-72.53161300000001	53.412571	1.436459
Anay	Cck.Calca	-72.460216	53.821020999999995	1.638362
Konan	Cck.Calca	-69.07234	47.551499	0.669992
Emalin	Cck.Calca	-61.422293	48.004665	1.042771
Vannessa	Cck.Calca	-65.904709	48.218229	0.19204000000000002
Steve	Cck.Calca	-68.82976	49.727976	0.537207
Batu	Cck.Calca	-68.365047	48.551363	0.540406
Trynity	Cck.Calca	-62.03284300000001	55.276157999999995	0.6156560000000001
Jaden	Cck.Lmo1.Npy	4.405231	32.310784999999996	0.504323
Lielle	Cck.Lmo1.Npy	-45.612455	39.428156	-0.289055
Tank	Cck.Lmo1.Npy	-44.899072	39.199068	0.359061
Nebiyu	Cck.Lmo1.Npy	-68.13546600000001	43.89141	0.945792
Jacquelyne	Cck.Lmo1.Npy	-61.169895999999994	47.976764	1.763314
Issei	Cck.Lmo1.Npy	-58.745757	53.89805500000001	1.420448
Ignacio	Cck.Lmo1.Npy	-64.162316	51.550765999999996	0.275229
Evia	Cck.Lmo1.Npy	-52.743848	69.715458	1.44753
Divina	Cck.Lmo1.Npy	-58.86085	53.872486	1.738075
Serigne	Cck.Lmo1.Npy	-66.13866999999999	54.576515	0.6720149999999999
Nyari	Cck.Lmo1.Npy	-62.668218	49.569069	0.9731690000000001
Yassmine	Cck.Lmo1.Npy	-66.125982	55.173322	0.310076
Ellsworth	Cck.Lmo1.Npy	-66.901687	54.25439	0.543514
Rishab	Cck.Lmo1.Npy	-53.201311	81.13953199999999	2.168103
Neeli	Cck.Lmo1.Npy	-68.350719	53.185242	0.736567
Itzae	Cck.Lmo1.Npy	-53.175516	81.176428	2.327254
Oceanna	Cck.Lmo1.Npy	-61.011888	49.413288	0.34765100000000004
Hosea	Cck.Lmo1.Npy	-58.237364	31.769913	1.242923
Willo	Cck.Lmo1.Npy	-72.617824	47.358461	1.575587
Yajayra	Cck.Lmo1.Npy	-52.407445	60.073073	3.123025
Anneli	Cck.Lmo1.Npy	-59.129315000000005	59.242961	2.616942
Kayston	Cck.Lmo1.Npy	-57.039481	62.269906999999996	2.29218
Daianna	Cck.Lmo1.Npy	-60.477874	55.386523	0.9853709999999999
Corben	Cck.Lmo1.Npy	-46.384957	82.176426	1.638356
Masyn	Cck.Lmo1.Npy	-55.03964200000001	60.442418999999994	1.617008
Dajon	Cck.Lmo1.Npy	-52.85149499999999	60.949481999999996	1.334475
Jady	Cck.Lmo1.Npy	-55.738719999999994	59.678928000000006	1.617668
Keonta	Cck.Lmo1.Npy	-56.420191	59.872422	1.409266
Jayben	Cck.Lmo1.Npy	-55.570349	57.318718999999994	1.2041899999999999
Cordel	Cck.Lmo1.Npy	-48.141602	68.565935	0.9649139999999999
Natsumi	Cck.Lmo1.Npy	-59.89984200000001	54.302808999999996	1.690943
Dresden	Cck.Lmo1.Npy	-58.071553	57.383494999999996	1.6887849999999998
Harlym	Cck.Lmo1.Npy	-55.376061	59.739853000000004	0.934983
Jarem	Cck.Lmo1.Npy	-51.903533	66.88369499999999	1.173316
Cruse	Cck.Lmo1.Npy	-59.230194	59.179598999999996	1.307844
Meade	Cck.Lmo1.Npy	-53.504234	60.840291	1.70717
Brisyn	Cck.Lmo1.Npy	-50.155704	68.33250699999999	1.052783
Vontrell	Cck.Lmo1.Npy	-48.268313	68.62769899999999	1.102502
Presley	Cck.Lmo1.Npy	-57.478726	59.793974	1.685297
Salome	Cck.Lmo1.Npy	-52.605796999999995	63.673827	0.7340760000000001
Kaisa	Cck.Lmo1.Npy	-47.226913	68.826371	1.477206
Jatavion	Cck.Lmo1.Npy	-55.689581999999994	58.531409	0.607978
Kelbi	Cck.Lmo1.Npy	-53.259865000000005	65.693496	0.569567
Ryton	Cck.Lmo1.Npy	-54.452989	61.075665	2.0982979999999998
Darleny	Cck.Lmo1.Npy	-47.88981	80.010362	1.425784
Brindle	Cck.Lmo1.Npy	-59.641167	57.04105	2.061539
Charlet	Cck.Lmo1.Npy	-54.469726	66.095538	1.108662
Dany	Cck.Lmo1.Npy	-55.196833	66.79746	0.728995
Lucinda	Cck.Lmo1.Npy	-45.647226	80.006171	1.067437
Jaspar	Cck.Lmo1.Npy	-59.965975	57.00476999999999	1.282609
Daymon	Cck.Lmo1.Npy	-53.450044999999996	62.740492	1.277772
Saundra	Cck.Lmo1.Npy	-53.291166000000004	63.182885999999996	1.628519
Yahari	Cck.Lmo1.Npy	-53.012919999999994	55.984388	1.415567
Emaline	Cck.Lmo1.Npy	-57.001538000000004	66.69300799999999	0.635166
Desani	Cck.Lmo1.Npy	-62.335653	51.907239000000004	0.881656
Rosana	Cck.Lmo1.Npy	-62.708576	51.963659	1.153827
Avahlyn	Cck.Lmo1.Npy	-55.320701	67.460926	0.552084
Madelynn	Cck.Lmo1.Npy	-46.599787	76.388316	2.4434709999999997
Lluvia	Cck.Lmo1.Npy	-49.430702000000004	82.587867	1.450104
Taelin	Cck.Lmo1.Npy	-47.455534	81.156022	1.716141
Caniya	Cck.Lmo1.Npy	-44.361348	75.110703	1.2042059999999999
Anjelique	Cck.Lmo1.Npy	-72.046715	51.492105	1.104745
Aiyannah	Cck.Lmo1.Npy	-49.798792999999996	74.241433	1.782557
Roosevelt	Cck.Lmo1.Npy	-55.96155600000001	61.11000799999999	1.724546
Jesus	Cck.Lmo1.Npy	-49.854457000000004	74.150398	1.929383
Kiki	Cck.Lmo1.Npy	-40.925816	79.369076	1.216679
Mathius	Cck.Sema5a	-62.596088	34.264414	0.45639799999999997
Adysen	Cck.Sema5a	-66.569347	34.52475	-0.037841
Senan	Cck.Sema5a	-60.58336800000001	28.377895000000002	1.329825
Maribel	Cck.Sema5a	-61.421174	34.521355	-0.138638
Chance	Cck.Sema5a	-66.56876	35.063347	0.316656
Talaiya	Cck.Sema5a	-63.655454000000006	36.668436	0.475642
Sybil	Cck.Sema5a	-65.705726	35.805937	0.639616
Ajax	Cck.Sema5a	-61.634032	35.56564	0.650978
Khair	Cck.Sema5a	-67.059786	43.477976	0.29925799999999997
Melo	Cck.Sema5a	-65.164901	35.237097	0.150582
Enrico	Cck.Sema5a	-63.342093999999996	35.252546	1.0157049999999999
Aliyha	Cck.Sema5a	-66.620828	44.461428999999995	1.40553
Demauri	Cck.Sema5a	-63.912131	45.891381	1.365398
Brenson	Cck.Sema5a	-62.977936	30.310263	0.36225300000000005
Rachell	Cck.Sema5a	-63.031661	30.565226000000003	-0.19169
Amalya	Cck.Sema5a	-63.864274	25.967660000000002	0.41758500000000004
Amrit	Cck.Sema5a	-70.601902	40.057686	1.593803
Jlynn	Cck.Sema5a	-64.610153	34.399943	1.154596
Sterling	Cck.Sema5a	-62.3131	35.459778	0.293337
Lyrix	Cck.Sema5a	-66.099815	47.946751	0.45893100000000003
Jafet	Cck.Sema5a	-63.425194	34.737522	0.806475
Lilibeth	Cck.Sema5a	-63.260268	36.723108	1.417093
Kaja	Cck.Sema5a	-62.759389	34.474437	0.470476
Nasteha	Cck.Sema5a	-67.346062	36.118527	1.355089
Izic	Cck.Sema5a	-62.75865	37.021436	0.82785
Keldan	Cck.Sema5a	-68.79306899999999	44.472278	1.219411
Ramia	Cck.Sema5a	-65.788525	35.478787	0.051814
Suriyah	Cck.Sema5a	-71.71971500000001	40.81886	1.214538
Brynnly	Cck.Sema5a	-62.704011	33.244846	0.449826
Alix	Cck.Sema5a	-60.71913000000001	35.352939	0.102815
Andreu	Cck.Sema5a	-63.045271	31.132185999999997	1.06026
Myah	Cck.Sema5a	-60.619282999999996	29.702984999999998	-0.5169779999999999
Reda	Cck.Sema5a	-63.67773100000001	29.966766999999997	0.260488
Aansh	Cck.Sema5a	-67.407954	36.612859	0.205017
Imanuel	Cck.Sema5a	-73.454911	39.78718	1.916454
Canelo	Cck.Sema5a	-65.16364899999999	47.677082	0.451959
Zaedyn	Cck.Sema5a	-61.993137	45.164964000000005	1.6798830000000002
Angelyna	Cck.Sema5a	-66.799766	39.992275	1.530057
Shamar	Cck.Sema5a	-65.373834	44.557271	1.279297
Lilliana	Cck.Sema5a	-74.056412	45.557158	1.559817
Cashion	Cck.Sema5a	-68.83030699999999	42.886084999999994	1.3079020000000001
Treylen	Cck.Sema5a	-69.679778	40.585654999999996	0.888915
Jamahl	Cck.Sema5a	-58.665914	43.612542	0.70812
Damyah	Cck.Sema5a	-73.754791	45.572511	0.9422950000000001
Leshaun	Cck.Sema5a	-67.995168	46.239853000000004	1.1652959999999999
Marshun	Cck.Sema5a	-70.217866	39.347528000000004	1.468472
Dionysios	Cck.Sema5a	-60.313534	46.442307	1.053723
Jehiel	Cck.Sema5a	-66.691705	37.636191	0.313048
Zykeem	Cck.Sema5a	-67.071449	38.410267	1.048655
Paityn	Cck.Sema5a	-66.976337	47.635973	0.655746
Shedrick	Cck.Sema5a	-71.861172	40.846821000000006	1.6712529999999999
Harshil	Cck.Sema5a	-66.903086	47.646541	0.680912
Dannya	Cck.Sema5a	-62.801958	47.186424	0.723056
Nila	Cck.Sema5a	-69.428294	45.030933000000005	1.6524720000000002
Sedrick	Cck.Sema5a	-69.835574	42.543906	0.784829
Zhen	Cck.Sema5a	-62.146002	45.482929999999996	1.461953
Kaija	Cck.Sema5a	-69.148461	44.867319	1.043117
Joella	Cck.Sema5a	-68.192583	38.014263	1.110441
Sarahbella	Cck.Sema5a	-72.589782	43.962213	1.8880970000000001
Nailyn	Cck.Sema5a	-66.122214	45.488325	0.9781549999999999
Kyrie	Cck.Sema5a	-62.564861	44.505778	1.3257459999999999
Harshika	Cck.Sema5a	-71.009967	42.069385	1.3499709999999998
Zeiden	Cck.Sema5a	-62.699831	39.022890000000004	1.1135979999999999
Ata	Cck.Sema5a	-67.062589	39.729662	1.9608169999999998
Trashaun	Cck.Sema5a	-67.995338	38.177251	0.742825
Nisa	Cck.Sema5a	-68.607799	36.935732	1.192726
Nahomy	Cck.Sema5a	-71.579022	41.41198	0.9473209999999999
Zaeda	Cck.Sema5a	-67.326021	38.668749	1.077304
Eyla	Cck.Sema5a	-73.208843	46.033879999999996	1.0517370000000001
Artist	Cck.Sema5a	-72.86184200000001	44.30062	2.259801
Azalynn	Cck.Sema5a	-69.908946	42.957	1.176402
Yashi	Ntng1.Chrm2	-70.593051	12.431522	-1.1591850000000001
Stellan	Ntng1.Chrm2	-71.856296	12.716608	0.029067000000000003
Favio	Ntng1.Chrm2	-72.030914	12.650576	0.113113
Amarachi	Ntng1.Chrm2	-77.142577	11.820861	-0.484778
Tab	Ntng1.Chrm2	-76.831829	9.565738	0.8873969999999999
Lanessa	Ntng1.Chrm2	-77.240961	11.5291	1.345899
Caleya	Ntng1.Chrm2	-76.350705	8.583461	-0.078204
Cordelle	Ntng1.Chrm2	-71.91999399999999	12.213583999999999	-0.801425
Michaiah	Ntng1.Chrm2	-77.627268	13.714448999999998	0.231819
Nino	Ntng1.Chrm2	-78.389108	11.086725	0.004608
Raistlin	Ntng1.Chrm2	-77.527849	10.996899	-0.6743060000000001
Jaloni	Ntng1.Chrm2	-78.007051	9.879517	0.12333699999999999
Alyzabeth	Ntng1.Chrm2	-78.263192	7.494225999999999	0.605481
Tyton	Ntng1.Chrm2	-78.15937	7.544489	-0.874281
Raaya	Ntng1.Chrm2	-75.42235600000001	10.849621	-0.428292
Avamonroe	Ntng1.Chrm2	-71.151457	12.707085000000001	-0.62731
Cattleya	Ntng1.Chrm2	-83.146142	15.764339999999999	0.9542010000000001
Dametrius	Ntng1.Chrm2	-81.32378800000001	14.510745000000002	0.27046
Giavanni	Ntng1.Chrm2	-79.57151999999999	9.831581	0.475492
