Cell	CellType	nbtSNE_x	nbtSNE_y	Latent_factor
Kevontae	Calb2.Cntnap5a.Igfbp6	20.744398	20.361347	-1.356288
Krishav	Calb2.Cntnap5a.Igfbp6	21.459951999999998	25.776104999999998	-1.71143
Zinachidi	Calb2.Cntnap5a.Igfbp6	20.507866	19.667422	-1.918136
Eliott	Calb2.Cntnap5a.Igfbp6	20.365809	19.796868	-2.154826
Fitzgerald	Calb2.Cntnap5a.Igfbp6	20.097137	19.598224	-2.010893
Kamaria	Calb2.Cntnap5a.Igfbp6	18.611489000000002	26.868376	-1.7950400000000002
Hatch	Calb2.Cntnap5a.Igfbp6	16.106174	16.698276999999997	-0.45964399999999994
Nana	Calb2.Cntnap5a.Igfbp6	16.000920999999998	16.766214	-1.360451
Bindi	Calb2.Cntnap5a.Igfbp6	11.699497000000001	18.286864	-0.406604
Avalyn	Calb2.Cntnap5a.Igfbp6	20.675427	30.458295	-1.240314
Clay	Calb2.Cntnap5a.Igfbp6	17.334474	15.323419	-1.2449219999999999
Jerel	Calb2.Cntnap5a.Igfbp6	15.816473	18.946364000000003	-1.903185
Arena	Calb2.Cntnap5a.Igfbp6	18.837802	16.592223	-1.9806860000000002
Naimah	Calb2.Cntnap5a.Igfbp6	22.041385000000002	16.532644	-2.0418580000000004
Davier	Calb2.Cntnap5a.Igfbp6	21.71633	17.540397	-1.450636
Naydeen	Calb2.Cntnap5a.Igfbp6	20.182868	15.306845000000001	-1.501435
Ajanae	Calb2.Cntnap5a.Igfbp6	20.673779	14.073869	-1.382917
Saran	Calb2.Cntnap5a.Igfbp6	17.812399	18.158455	-1.606355
Ahmet	Calb2.Cntnap5a.Igfbp6	20.791698	13.945437	-1.231878
Treyveon	Calb2.Cntnap5a.Igfbp6	22.47379	25.697053	-1.3995950000000001
Chynna	Calb2.Cntnap5a.Igfbp6	18.508963	17.384551000000002	-1.890005
Catherin	Calb2.Cntnap5a.Igfbp6	20.345984	15.346607999999998	-1.594308
Melis	Calb2.Cntnap5a.Igfbp6	22.550283	17.564560999999998	-1.550047
Elysium	Calb2.Cntnap5a.Igfbp6	18.873724	15.254935000000001	-1.8427310000000001
Evlynn	Calb2.Cntnap5a.Igfbp6	23.590405	22.720548	-0.902749
Eliaz	Calb2.Cntnap5a.Vip	27.587165999999996	30.354008	-1.946477
Georgiana	Calb2.Cntnap5a.Vip	26.662827000000004	34.049554	-1.788227
Brileigh	Calb2.Cntnap5a.Vip	14.531158999999999	21.436532	-0.78645
Maxime	Calb2.Cntnap5a.Vip	21.293938	20.949999	-1.106703
Liah	Calb2.Cntnap5a.Vip	34.557648	28.311265999999996	-1.586431
Soleia	Calb2.Cntnap5a.Vip	14.92869	35.099109999999996	-0.46674899999999997
Jebadiah	Calb2.Cntnap5a.Vip	22.343352	19.535501	-1.8179020000000001
Rhylin	Calb2.Cntnap5a.Vip	15.234801000000001	26.277918	-1.465758
Zuha	Calb2.Cntnap5a.Vip	25.277846	27.817173999999998	-1.37529
Trajan	Calb2.Cntnap5a.Vip	15.758966000000001	19.023147	-1.8765439999999998
Saurav	Calb2.Cntnap5a.Vip	12.715959	43.296535	-0.8202799999999999
Rocklynn	Calb2.Cntnap5a.Vip	21.198326	25.816468	-1.213927
Brenli	Calb2.Cntnap5a.Vip	29.532553000000004	23.894947	-1.194233
Avianna	Calb2.Cntnap5a.Vip	23.007362	28.869769	-1.134483
Aleese	Calb2.Cntnap5a.Vip	16.841395000000002	13.915335999999998	-0.894
Rhyan	Calb2.Cntnap5a.Vip	22.256923	25.60292	-1.8244770000000001
Aaliyah	Calb2.Cntnap5a.Vip	25.304523	20.670834	-1.200569
Reniyah	Calb2.Cntnap5a.Vip	27.111479	25.734357	-1.452165
Gildardo	Calb2.Cntnap5a.Vip	29.007744	31.709721999999996	-1.246212
Tydus	Calb2.Cntnap5a.Vip	15.844816	37.594865000000006	-0.761857
Asiya	Calb2.Cntnap5a.Vip	23.466294	25.925974	-1.873003
Djimon	Calb2.Cntnap5a.Vip	28.034882	30.197243	-1.463193
Jayline	Calb2.Cntnap5a.Vip	33.001397999999995	30.466490999999998	-1.412379
Prakriti	Calb2.Cntnap5a.Vip	33.183792	25.475776999999997	-1.5816139999999999
Jullian	Calb2.Cntnap5a.Vip	27.671806	26.588034999999998	-1.471596
Donathan	Calb2.Cntnap5a.Vip	30.460003999999998	31.331227000000002	-1.33597
Ellenie	Calb2.Cntnap5a.Vip	23.055061	18.06213	-1.346891
Isabellasophia	Calb2.Cntnap5a.Vip	24.803324	20.085795	-1.561141
Hadrian	Calb2.Cntnap5a.Vip	12.002714	43.569628	-1.008473
Landis	Calb2.Cntnap5a.Vip	33.817886	27.055873	-1.483727
Nayra	Calb2.Cntnap5a.Vip	26.119405	20.12213	-0.977198
Avital	Calb2.Cntnap5a.Vip	10.672234	39.770931	-0.9814809999999999
Artavious	Calb2.Cntnap5a.Vip	30.057851	31.605394	-1.373805
Alis	Calb2.Cntnap5a.Vip	23.636961	22.697897	-1.0432
Heavenly	Calb2.Cntnap5a.Vip	32.231455	26.016403	-1.254899
Keanen	Calb2.Cntnap5a.Vip	26.41195	24.819894	-1.6744439999999998
Natnael	Calb2.Cntnap5a.Vip	26.387464	37.5323	-1.201812
Brexten	Calb2.Cntnap5a.Vip	22.873599	30.375536999999998	-0.908077
Alesandra	Calb2.Cntnap5a.Vip	26.986646999999998	24.484977	-1.070223
Sig	Calb2.Cntnap5a.Vip	17.327872	17.313568	-1.50475
Icesis	Calb2.Cntnap5a.Vip	33.278506	25.108971	-0.954108
Raam	Calb2.Cntnap5a.Vip	13.798881	40.504024	-1.4159
Asaph	Calb2.Cntnap5a.Vip	33.940591	26.990826000000002	-1.287048
Carla	Calb2.Cntnap5a.Vip	13.765001000000002	43.317820000000005	-0.8578309999999999
Deaken	Calb2.Cntnap5a.Vip	12.963713	44.096213	-0.655176
Dmya	Calb2.Cntnap5a.Vip	12.247967	43.11665	-0.806072
Mairead	Calb2.Cntnap5a.Vip	64.394935	49.444064000000004	-0.936692
Adis	Calb2.Cntnap5a.Vip	29.706554999999998	28.883915999999996	-1.009128
Badr	Calb2.Cntnap5a.Vip	31.781178999999998	30.676371999999997	-1.549631
Ariaunna	Calb2.Cntnap5a.Vip	14.744264999999999	41.799582	-1.219899
Carsin	Calb2.Cntnap5a.Vip	14.749057999999998	44.629806	-0.743075
Tashia	Calb2.Cntnap5a.Rspo3	23.2742	30.564394	-1.888409
Ivis	Calb2.Cntnap5a.Rspo3	13.712232	33.149388	-1.632941
Alison	Calb2.Cntnap5a.Rspo3	11.455149	30.525168	-0.496386
Mikale	Calb2.Cntnap5a.Rspo3	27.684887	34.430163	-1.528259
Penny	Calb2.Cntnap5a.Rspo3	24.212286	30.6906	-1.742431
Medhansh	Calb2.Cntnap5a.Rspo3	31.640338	38.633024	-1.6728560000000001
Ameya	Calb2.Cntnap5a.Rspo3	24.077475	33.274409000000006	-1.7028830000000001
Kalayah	Calb2.Cntnap5a.Rspo3	28.222778	33.524369	-1.443076
Annahi	Calb2.Cntnap5a.Rspo3	26.186120000000003	35.047171	-1.962145
Daniel	Calb2.Cntnap5a.Rspo3	11.82873	38.582141	-1.2333399999999999
Beckam	Calb2.Cntnap5a.Rspo3	17.508547	15.284170000000001	-1.220075
Jahkari	Calb2.Cntnap5a.Rspo3	19.689848	37.239684000000004	-1.5252940000000001
Kemariya	Calb2.Cntnap5a.Rspo3	20.397135000000002	34.22895	-1.3029979999999999
Jazmynn	Calb2.Cntnap5a.Rspo3	17.118453	36.83321	-0.950793
Melanee	Calb2.Cntnap5a.Rspo3	25.176257	21.174716	-1.258062
Milos	Calb2.Cntnap5a.Rspo3	17.399975	37.051058000000005	-0.825226
Emalie	Calb2.Cntnap5a.Rspo3	23.288747	33.791121000000004	-1.4487430000000001
Annely	Calb2.Cntnap5a.Rspo3	22.987624	31.319153000000004	-1.345883
Shamyra	Calb2.Cntnap5a.Rspo3	25.743672	36.243761	-1.507827
Stokley	Calb2.Cntnap5a.Rspo3	24.155769	36.026188	-1.435429
Motty	Calb2.Cntnap5a.Rspo3	20.612804999999998	34.115544	-1.632103
Desire	Calb2.Cntnap5a.Rspo3	22.08614	33.743136	-1.233391
Neriya	Calb2.Cntnap5a.Rspo3	14.977917999999999	20.459027	-1.075058
Skylarrae	Calb2.Cntnap5a.Rspo3	18.694411	33.818453000000005	-1.273991
Novia	Calb2.Cntnap5a.Rspo3	20.478514999999998	30.402814000000003	-1.255332
Bergen	Calb2.Cntnap5a.Rspo3	21.992774	33.818911	-1.209251
Saryah	Calb2.Cntnap5a.Rspo3	23.932633	32.470405	-1.200397
Emaad	Calb2.Cntnap5a.Rspo3	25.547109	32.511726	-1.579705
Giorgio	Calb2.Cntnap5a.Rspo3	24.0695	33.176751	-1.385621
Tayon	Calb2.Cntnap5a.Rspo3	21.846265	35.768107	-1.4920209999999998
Jaswiry	Calb2.Cntnap5a.Rspo3	28.635831	32.167109	-1.329712
Abdulahi	Calb2.Cntnap5a.Rspo3	14.408489000000001	20.966567	-0.9098120000000001
Ashlan	Calb2.Cntnap5a.Rspo3	24.639648	33.595152	-1.1963290000000002
Yuleidy	Calb2.Cntnap5a.Rspo3	32.694247999999995	35.014421999999996	-1.287241
Xzayvier	Calb2.Cntnap5a.Rspo3	19.139577	13.342482999999998	-1.129685
Gershon	Calb2.Cntnap5a.Rspo3	20.840788	32.324544	-1.349677
Eean	Calb2.Cntnap5a.Rspo3	17.304073000000002	31.025129999999997	-1.4987549999999998
Oliviya	Calb2.Cntnap5a.Rspo3	24.013605	36.294686999999996	-1.533332
Panayiota	Calb2.Cntnap5a.Rspo3	13.483610999999998	42.802323	-0.8869940000000001
Catheryn	Calb2.Cntnap5a.Rspo3	24.53303	37.307533	-1.57602
Zooey	Calb2.Cntnap5a.Rspo3	29.935158	31.713595	-1.575081
Winson	Calb2.Cntnap5a.Rspo3	21.905044	32.4187	-0.004599
Seyon	Calb2.Cntnap5a.Rspo3	18.977454	40.398757	-1.001614
Dalylah	Calb2.Cntnap5a.Rspo3	15.921739	36.723805	-0.826399
Sanae	Calb2.Cntnap5a.Rspo3	20.65553	44.842913	-1.210659
Damiya	Calb2.Cntnap5a.Rspo3	14.130594	42.050017	-1.520519
Davari	Calb2.Cntnap5a.Rspo3	15.430181	58.399693000000006	-1.2735
Demarious	Calb2.Cntnap5a.Rspo3	15.489578	58.412015000000004	-1.505991
Anorah	Calb2.Cntnap5a.Rspo3	14.867579000000001	44.827617	0.386015
Ritika	Calb2.Cntnap5a.Rspo3	15.487510999999998	57.198954	-0.6515989999999999
Malonie	Calb2.Vip.Nos1	49.700677	48.486607	-1.197882
Camarie	Calb2.Vip.Nos1	49.910226	47.084313	-0.838832
Rostin	Calb2.Vip.Nos1	47.300095	31.137304999999998	-0.070451
Eudora	Calb2.Vip.Nos1	50.234932	47.585781	-0.634311
Barrett	Calb2.Vip.Nos1	15.041495000000001	35.368452000000005	-0.745609
Jyiah	Calb2.Vip.Nos1	54.676716000000006	41.20409	-0.7057829999999999
Chevis	Calb2.Vip.Nos1	59.783885999999995	31.318851000000002	-1.537899
Baye	Calb2.Vip.Nos1	62.88335	34.992787	-0.39391
Azyla	Calb2.Vip.Nos1	64.696258	31.30094	-1.2012129999999999
Kailer	Calb2.Vip.Nos1	61.707207	30.074682	-0.885316
Treon	Calb2.Vip.Nos1	60.298322999999996	27.749102	-0.870626
Socrates	Calb2.Vip.Nos1	38.158389	26.496602000000003	-1.132248
Annalysse	Calb2.Vip.Nos1	63.152378000000006	28.894478000000003	-0.731483
Giada	Calb2.Vip.Nos1	56.400724	31.185305	-0.502003
Bladen	Calb2.Vip.Nos1	47.943461	30.666667999999998	-1.053818
Londan	Calb2.Vip.Nos1	59.13026800000001	38.405783	-1.378052
Santino	Calb2.Vip.Nos1	59.880575	36.380484	-0.005621
Odalys	Calb2.Vip.Nos1	59.997356999999994	27.123696000000002	-0.595089
Sissi	Calb2.Vip.Nos1	63.897927	29.656039	-1.0734709999999998
Gaberiel	Calb2.Vip.Nos1	54.57749499999999	38.669722	-1.278471
Bessie	Calb2.Vip.Nos1	60.805599	41.136922	-0.9489299999999999
Allison	Calb2.Vip.Nos1	55.101937	37.769915999999995	-0.9947860000000001
Shaely	Calb2.Vip.Nos1	57.881888000000004	26.758629	-0.401442
Suzann	Calb2.Vip.Nos1	61.557465	30.1081	-0.535234
Stellah	Calb2.Vip.Nos1	48.247690999999996	29.23732	0.32250700000000004
Jakub	Calb2.Vip.Nos1	65.07359100000001	33.068816999999996	-1.0292139999999999
Riot	Calb2.Vip.Nos1	63.16644599999999	38.636776	-0.627558
Jayly	Calb2.Vip.Nos1	65.556914	34.981681	-0.756358
Tatiyana	Calb2.Vip.Nos1	59.488729000000006	38.909883	-1.087748
Morena	Calb2.Vip.Nos1	59.954420999999996	39.381037	-1.006234
Gracie	Calb2.Vip.Nos1	57.33073100000001	45.637876	-0.71537
Finneas	Calb2.Vip.Nos1	62.594697	35.972718	-0.702097
Breylin	Calb2.Vip.Nos1	59.695889	34.436537	-0.916977
Naomii	Calb2.Vip.Nos1	54.09499399999999	51.72858	-1.13628
Dylanie	Calb2.Vip.Nos1	61.12935	34.996759999999995	-0.501028
Yaslyn	Calb2.Vip.Nos1	64.684002	34.928294	-0.8240290000000001
Luzma	Calb2.Vip.Nos1	58.950899	37.652852	-1.040541
Jaidyn	Calb2.Vip.Nos1	64.741162	34.463283000000004	-1.220939
Jenay	Calb2.Vip.Nos1	56.562934	31.445538	-0.729562
Kamilia	Calb2.Vip.Nos1	61.110811	34.596423	-1.155384
Maybelline	Calb2.Vip.Nos1	37.353139	27.028171	-1.182957
Essa	Calb2.Vip.Nos1	62.263787	43.550568	-0.8441200000000001
Aubryella	Calb2.Vip.Nos1	51.305536	30.346584999999997	-1.425402
Sejal	Calb2.Vip.Nos1	64.219887	41.359367	-1.280149
Sinclair	Calb2.Vip.Nos1	59.011767000000006	35.886351	-1.353884
Salman	Calb2.Vip.Nos1	56.560877000000005	31.470001	-0.689538
Trevell	Calb2.Vip.Nos1	62.116409	33.341859	-0.745315
Freeman	Calb2.Vip.Nos1	46.729033	32.960466	0.24400100000000002
Niva	Calb2.Vip.Nos1	57.061598	34.7974	-1.436875
Athina	Calb2.Vip.Nos1	62.275647	32.917477000000005	-0.560221
Nezar	Calb2.Vip.Nos1	64.139544	39.893852	-0.690311
Keats	Calb2.Vip.Nos1	46.787314	31.361836	0.586468
Ceaira	Calb2.Vip.Nos1	59.092562	41.997747	-0.42410200000000003
Shlok	Calb2.Vip.Nos1	53.375028	46.147758	-0.152408
Kaos	Calb2.Vip.Nos1	45.85405	32.955705	0.29399400000000003
Haden	Calb2.Vip.Nos1	59.58582	32.799265999999996	-0.8931610000000001
Mileena	Calb2.Vip.Nos1	61.168693999999995	37.307645	0.054357
Kareema	Calb2.Vip.Nos1	54.034915000000005	43.603458	-0.885102
Varen	Calb2.Vip.Nos1	65.361257	49.051295	1.4492200000000002
Wilton	Calb2.Vip.Nos1	64.967641	39.354315	-0.009823
Simranjit	Calb2.Vip.Igfbp4	18.643906	40.025926	-0.422403
Claudette	Calb2.Vip.Igfbp4	30.109866999999998	37.046005	-1.314209
Thalya	Calb2.Vip.Igfbp4	27.072406	35.000686	-0.9820209999999999
Ario	Calb2.Vip.Igfbp4	37.462539	38.310601	-1.1619700000000002
Makailey	Calb2.Vip.Igfbp4	38.876265999999994	42.595858	-0.7889689999999999
Aashiyana	Calb2.Vip.Igfbp4	33.377028	45.435996	-1.2873139999999998
Freyja	Calb2.Vip.Igfbp4	41.9903	31.212277	-1.62914
Alanii	Calb2.Vip.Igfbp4	45.22105	37.725295	-0.017381
Brodin	Calb2.Vip.Igfbp4	28.035257	35.608078000000006	-1.587237
Khing	Calb2.Vip.Igfbp4	42.134118	33.068719	-0.9233469999999999
Emmasophia	Calb2.Vip.Igfbp4	31.408093	39.148512	0.381831
Margarette	Calb2.Vip.Igfbp4	31.720778999999997	43.020736	-1.913723
Zacharius	Calb2.Vip.Igfbp4	31.653761	26.920640999999996	-1.682826
Khloei	Calb2.Vip.Igfbp4	43.097589	33.914515	-0.30361
Shyah	Calb2.Vip.Igfbp4	32.000116	37.872278	-1.8144
Kayden	Calb2.Vip.Igfbp4	28.583524	37.222764	-1.351331
Neville	Calb2.Vip.Igfbp4	39.598948	39.919573	-1.438361
Angelee	Calb2.Vip.Igfbp4	37.489565	36.420863	-1.436485
Starla	Calb2.Vip.Igfbp4	39.482353	43.705835	-1.068705
Waylynn	Calb2.Vip.Igfbp4	43.590497	37.298156	-0.194221
Owyn	Calb2.Vip.Igfbp4	41.73446	31.369799	-1.772252
Cavin	Calb2.Vip.Igfbp4	44.278736	29.000140000000002	-1.362369
Rob	Calb2.Vip.Igfbp4	41.876771999999995	45.685911	-1.465526
Cassian	Calb2.Vip.Igfbp4	28.875809999999998	35.524882	-1.301024
Chantell	Calb2.Vip.Igfbp4	44.796476	29.652565000000003	-0.985929
Isandro	Calb2.Vip.Igfbp4	37.108314	37.348641	-1.560542
Corabella	Calb2.Vip.Igfbp4	16.878216000000002	35.533276	-0.40663499999999997
Derrin	Calb2.Vip.Igfbp4	25.783197	39.413171999999996	-1.059504
Tavarus	Calb2.Vip.Igfbp4	19.634712	37.300346000000005	-1.041472
Nuradin	Calb2.Vip.Igfbp4	20.309913	40.542871000000005	-0.871006
Laird	Calb2.Vip.Igfbp4	29.694903000000004	28.796126	-1.357646
Vayda	Calb2.Vip.Igfbp4	33.956435	24.69337	-1.3258590000000001
Jaquavis	Calb2.Vip.Igfbp4	30.780179999999998	27.368006	-1.528561
Gavon	Calb2.Vip.Igfbp4	56.799978	34.3741	-1.682434
Breeze	Calb2.Vip.Igfbp4	28.060242	37.331151	-0.485534
Charan	Calb2.Vip.Igfbp4	32.404829	28.501171999999997	-1.401247
Jayanth	Calb2.Vip.Igfbp4	36.937459999999994	33.614244	-1.211694
Maytal	Calb2.Vip.Igfbp4	33.698174	34.497656	-1.3128440000000001
Zaliyah	Calb2.Vip.Igfbp4	24.856263000000002	39.145956	-1.4968780000000002
Shay	Calb2.Vip.Igfbp4	36.429463	27.941665000000004	-1.438987
Mehek	Calb2.Vip.Igfbp4	24.639737	42.477104	-0.8488290000000001
Sanii	Calb2.Vip.Igfbp4	25.226141000000002	37.127365000000005	-1.393708
Dilynn	Calb2.Vip.Igfbp4	65.257972	30.431234000000003	-0.660725
Daron	Calb2.Vip.Igfbp4	17.412567000000003	41.462026	-0.545902
Angus	Calb2.Vip.Igfbp4	22.511198	38.09882	-1.2549139999999999
Sayani	Calb2.Vip.Igfbp4	63.6165	29.638252	-0.832227
Anav	Calb2.Vip.Igfbp4	58.326409	26.394545	-0.5377569999999999
Brayleigh	Calb2.Vip.Igfbp4	21.279139999999998	41.959944	-0.9872350000000001
Shashwat	Calb2.Vip.Igfbp4	53.6297	26.434408	-0.929016
Tristina	Calb2.Vip.Igfbp4	55.765077000000005	25.48622	-0.627452
Gevork	Calb2.Vip.Igfbp4	45.345372	27.313107000000002	-1.0616709999999998
Emlyn	Calb2.Vip.Igfbp4	25.863059	37.565404	-1.107061
Teressa	Calb2.Vip.Igfbp4	59.469747	25.366571	-0.551071
Thijs	Calb2.Vip.Igfbp4	37.528878999999996	33.698017	-1.063425
Advay	Calb2.Vip.Igfbp4	34.60566	29.014708000000002	-1.265967
Dino	Calb2.Vip.Igfbp4	20.871971	43.412796	-0.9024909999999999
Natilynn	Calb2.Vip.Igfbp4	53.830923	24.033193	-1.065023
Phynix	Calb2.Vip.Igfbp4	30.116348	23.074672	-0.901968
Zeynep	Calb2.Vip.Igfbp4	57.797398	26.842412	-0.561392
Rosely	Calb2.Vip.Igfbp4	34.108157	31.848934000000003	-2.0928560000000003
Jeryn	Calb2.Vip.Igfbp4	23.625549	42.99861	0.24916999999999997
Ajit	Calb2.Vip.Igfbp4	53.278707999999995	30.678984999999997	-0.69155
Keri	Calb2.Vip.Igfbp4	57.71963	25.161759	-0.5930949999999999
Eryn	Calb2.Vip.Igfbp4	64.956141	29.161213	-0.519022
Georgio	Calb2.Vip.Igfbp4	42.175496	42.014059	-1.186963
Milan	Calb2.Vip.Igfbp4	55.93046999999999	28.31928	-0.19625399999999998
Jep	Calb2.Vip.Igfbp4	34.507067	34.793597	-1.494292
Raihana	Calb2.Vip.Igfbp4	47.079387	39.371106	-1.018101
Rayen	Calb2.Vip.Igfbp4	56.84935	28.880319	-0.909842
Braxstyn	Calb2.Vip.Igfbp4	34.755417	31.947767	-1.573461
Larissa	Calb2.Vip.Igfbp4	35.771497	32.913719	-0.7773180000000001
Dharma	Calb2.Vip.Igfbp4	55.383683	39.291845	-1.278404
Kierston	Calb2.Vip.Igfbp4	52.098133000000004	23.600694	-0.577711
Elisei	Calb2.Vip.Igfbp4	53.576455	28.970235	-0.8614040000000001
Lexa	Calb2.Vip.Igfbp4	20.861321	43.445398	-1.549851
Melah	Calb2.Vip.Igfbp4	59.097902000000005	26.042172	-0.411304
Maxon	Calb2.Vip.Igfbp4	46.450819	36.032556	-0.9134620000000001
Rossie	Calb2.Vip.Igfbp4	56.64959399999999	35.483852	-0.629383
Teron	Calb2.Vip.Igfbp4	28.252921	26.916076	-0.279885
Yassin	Calb2.Vip.Igfbp4	53.999868000000006	24.559599	-0.822633
Tailor	Calb2.Vip.Igfbp4	55.651586	24.194628	-1.08893
Maral	Calb2.Vip.Igfbp4	20.641911999999998	40.443938	-1.122288
Varick	Calb2.Vip.Igfbp4	53.480988	29.138746	-0.969456
Amaurie	Calb2.Vip.Igfbp4	38.214063	33.853225	-0.736054
Kenenna	Calb2.Vip.Igfbp4	56.546751	26.091273	-0.878706
Calimarie	Calb2.Vip.Igfbp4	35.422184	31.426298	-0.844302
Indie	Calb2.Vip.Igfbp4	36.340284000000004	29.06209	-0.035639
Rohaan	Calb2.Vip.Igfbp4	53.634459	26.27911	-0.799666
Juliocesar	Calb2.Vip.Igfbp4	46.898814	39.347175	-0.966269
Mariem	Calb2.Vip.Igfbp4	54.562438	24.954784	-0.800054
Brandom	Calb2.Vip.Igfbp4	52.092595	27.262123	-0.549383
Yosif	Calb2.Vip.Igfbp4	47.076014	32.230612	0.34844
Gissele	Calb2.Vip.Igfbp4	42.094297999999995	41.780955	-1.124426
Hawraa	Calb2.Vip.Igfbp4	44.252725	39.388059000000005	-1.039447
Gracelin	Calb2.Vip.Igfbp4	43.256795000000004	34.068251000000004	0.950758
Jolina	Calb2.Vip.Igfbp4	51.191759999999995	30.232857	-1.2341790000000001
Brylei	Calb2.Vip.Igfbp4	52.291847	27.097428000000004	-0.929924
Annelee	Calb2.Vip.Igfbp4	35.000276	29.405872	0.191211
Maylah	Calb2.Vip.Igfbp4	36.081702	34.196376	-0.21422600000000003
Antavius	Calb2.Vip.Igfbp4	41.286202	32.686308000000004	-0.338706
Almas	Calb2.Vip.Igfbp4	60.324220999999994	26.112270000000002	-0.211031
Kaylin	Calb2.Vip.Gpd1	48.112348	46.692163	-0.849683
Aralynne	Calb2.Vip.Gpd1	49.337545	46.160689	-1.253867
Hardy	Calb2.Vip.Gpd1	14.459612	22.119188	-1.574991
Iosefa	Calb2.Vip.Gpd1	53.03728100000001	50.313375	-1.339832
Zamorion	Calb2.Vip.Gpd1	51.356531	46.501326	-0.906006
Elania	Calb2.Vip.Gpd1	51.525958	46.587684	-1.30545
Jarron	Calb2.Vip.Gpd1	39.797457	43.541567	-1.446667
Nassir	Calb2.Vip.Gpd1	49.725299	45.790934	-1.291669
Autumn	Calb2.Vip.Gpd1	52.722910999999996	48.015015999999996	-1.527815
Aubriee	Calb2.Vip.Gpd1	41.395746	41.062912	-0.696774
Nakiyah	Calb2.Vip.Gpd1	44.493092	48.768553999999995	-0.881106
Aicen	Calb2.Vip.Gpd1	46.193102	36.11996	-1.8976849999999998
Schneur	Calb2.Vip.Gpd1	43.298668	50.256572999999996	-1.291741
Ansh	Calb2.Vip.Gpd1	51.574899	27.311433	-1.2911030000000001
Arson	Calb2.Vip.Gpd1	50.465142	50.908125	-1.414049
Kayne	Calb2.Vip.Gpd1	50.448615000000004	47.990384000000006	-1.124026
Zuko	Calb2.Vip.Gpd1	48.750126	46.016606	-1.173641
Ha	Calb2.Vip.Gpd1	52.274851	47.460462	-1.4256959999999999
Esli	Calb2.Vip.Gpd1	60.607952000000004	48.579605	-1.29703
Izella	Calb2.Vip.Gpd1	45.353403	46.712697999999996	-0.442309
Daren	Calb2.Vip.Gpd1	44.115468	49.663782	-1.329655
Aireonna	Calb2.Vip.Gpd1	41.702628000000004	38.751156	-1.120024
Yandel	Calb2.Vip.Gpd1	53.125076	52.095503	-1.325801
Kaz	Calb2.Vip.Gpd1	39.838596	40.232907	-0.993474
Noel	Calb2.Vip.Gpd1	46.238964	31.420669	0.125644
Anajulia	Calb2.Vip.Gpd1	45.668026	37.777998	-1.359323
Prabhjot	Calb2.Vip.Gpd1	44.230646	49.598442999999996	-0.905898
Kimora	Calb2.Vip.Gpd1	40.201622	30.611029	-1.2854430000000001
Khalina	Calb2.Vip.Gpd1	9.833148	15.060165	-0.678395
Lilianah	Calb2.Vip.Gpd1	52.99675500000001	42.106168	-0.22617600000000002
Karalynn	Calb2.Vip.Gpd1	50.057840999999996	35.26814	-0.4987
Hoyt	Calb2.Vip.Gpd1	52.194138	33.067346	-1.132376
Jaetyn	Calb2.Vip.Gpd1	48.778949	35.600235	-0.700562
Kingsly	Calb2.Vip.Gpd1	52.520423	40.111315000000005	-0.595094
Keiton	Calb2.Vip.Gpd1	54.749028	30.244402	-0.873865
Colorado	Calb2.Vip.Gpd1	58.446013	35.104403000000005	-1.0697969999999999
Berlynn	Calb2.Vip.Gpd1	57.727585	40.610883	-1.227183
Osborne	Calb2.Vip.Gpd1	53.05875699999999	35.764547	-0.8412440000000001
Elisey	Calb2.Vip.Gpd1	56.206098	49.455773	-1.097768
Leanne	Calb2.Vip.Gpd1	57.029030000000006	28.939916999999998	-0.677111
Aws	Calb2.Vip.Gpd1	55.070565	43.042328999999995	-0.740008
Joncarlo	Calb2.Vip.Gpd1	59.469998	46.663604	-0.982474
Gena	Calb2.Vip.Gpd1	60.039102	44.660609	-1.331567
Graycelyn	Calb2.Vip.Gpd1	59.662622	45.84587	-1.3599450000000002
Johnston	Calb2.Vip.Gpd1	46.880227000000005	48.822935	-0.202271
Caedyn	Calb2.Vip.Gpd1	48.104727000000004	45.085194	-0.740229
Colby	Calb2.Vip.Gpd1	55.200511999999996	43.797771999999995	-1.437085
Skylah	Calb2.Vip.Gpd1	66.753489	39.949558	-0.348674
Kamea	Calb2.Vip.Gpd1	51.255916	32.964996	-0.921808
Sevin	Calb2.Vip.Gpd1	57.522701	38.963903	-1.339936
Sebastion	Calb2.Vip.Gpd1	58.16885	50.379769	-1.709453
Camiah	Calb2.Vip.Gpd1	55.945766000000006	41.197617	-1.252757
Alany	Calb2.Vip.Gpd1	55.423998	48.303313	-1.284534
Leopoldo	Calb2.Vip.Gpd1	58.163722	50.115127	-1.020904
Jakarius	Calb2.Vip.Gpd1	52.510109	37.240357	-1.010965
Pranathi	Calb2.Vip.Gpd1	56.9342	32.250346	-1.1918440000000001
Ayani	Calb2.Vip.Gpd1	49.906022	49.149559	-1.195686
Abdulelah	Calb2.Vip.Gpd1	52.335817999999996	42.148363	-0.677408
Vallerie	Calb2.Vip.Gpd1	46.454652	40.463453	-1.157225
Ayriana	Calb2.Vip.Gpd1	55.458755000000004	46.452822	-0.78105
Jalaiya	Calb2.Vip.Gpd1	53.318439	35.020487	-0.713598
Yaniah	Calb2.Vip.Gpd1	49.925946	40.81558	-1.112225
Elsey	Calb2.Vip.Gpd1	63.688575	40.126528	-1.273585
