Lst1	Cd14	Bcl2a1b	P2ry12	Cd53	Evi2a	Fcgr3	Cd300c2	C1qa	Ucp2	C1qb	Spi1	Ccl6	Ccl4	Cd37	Cxcl16	Ccl3	Csf1r	Grap	Rhog	C1qc	Fcer1g	Rrad	Tyrobp	Lgals9	
O24	O26	O31	O32	O34	O35	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O138	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O422	O423	O427	O428	O430	O431	O433	O434	O435	O436	O439	O440	O441	O442	O443	O444	O445	O447	O448	O449	O451	O452	O453	O454	
.C1qa.Lst1	.C1qa.Lst1	.C1qa.Mtf2	.Gtf2e1.Ndufaf6	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.Gtf2e1.Tyrobp	.C1qa.Lst1	.C1qa.Mtf2	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.Gtf2e1.Tyrobp	.Gtf2e1.Tyrobp	.Gtf2e1.Ndufaf6	.Gtf2e1.Ndufaf6	.C1qa.Mtf2	.C1qa.Lst1	.Gtf2e1.Tyrobp	.Gtf2e1.Tyrobp	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Lst1	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Mtf2	.C1qa.Lst1	.Gtf2e1.Ndufaf6	.Gtf2e1.Tyrobp	.Gtf2e1.Ndufaf6	.C1qa.Mtf2	.C1qa.Mtf2	.Gtf2e1.Tyrobp	.Gtf2e1.Ndufaf6	.Gtf2e1.Ndufaf6	.C1qa.Mtf2	.C1qa.Mtf2	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.Gtf2e1.Tyrobp	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Mtf2	.Gtf2e1.Ndufaf6	.Gtf2e1.Ndufaf6	.C1qa.Lst1	.C1qa.Mtf2	.C1qa.Lst1	.C1qa.Lst1	.Gtf2e1.Ndufaf6	
3.106670e+02	3.760995e+02	-6.426014e+01	-3.232493e+02	-2.269211e+02	3.142858e+02	-3.472540e+02	2.178890e+02	3.068036e+02	9.455765e+01	2.002979e+02	-2.236664e+02	2.596762e+02	-2.548450e+02	1.529609e+01	3.722392e+02	1.820392e+02	-2.981755e+02	-9.968357e+01	7.144978e+01	1.229418e+02	-3.321019e+02	2.570800e+02	4.401364e+01	2.622931e+02	-2.675891e+02	-1.606147e+02	-9.752519e+01	-2.365608e+02	-2.882208e+02	-1.026601e+02	2.353369e+02	-1.411428e+02	-1.368452e+02	-2.154689e+01	2.017524e+01	3.289549e+02	2.806915e+02	1.944817e+02	-3.052803e+02	4.006269e+01	1.911334e+02	1.251065e+02	-2.796299e+01	3.452420e+02	-2.694316e+02	1.514417e+02	-9.328431e+01	3.031300e+02	-1.589143e+02	-2.775617e+01	7.262945e+01	-1.099080e+02	3.947975e+01	7.528968e+01	2.111896e+02	1.304907e+02	-4.617898e+01	-2.696217e+01	-8.619909e+01	3.747485e+02	-1.999398e+02	-7.495115e+01	-2.468705e+02	9.007469e+01	-5.830960e+01	-1.161905e+02	-2.029460e+02	-1.714512e+02	-2.708592e+01	1.253372e+01	-3.142466e+02	2.637740e+02	-1.463328e+02	-2.601886e+02	2.134458e+02	-2.798216e+02	-2.660246e+01	-2.903133e+02	-2.961753e+02	3.415885e+02	3.539521e+01	1.880973e+01	1.610837e+02	-1.777535e+02	
9.399668e+01	-7.094724e+00	1.530125e+02	-1.373622e+02	-2.170066e+02	-2.953435e+00	-1.677757e+02	2.344435e+02	-4.270188e+01	1.146033e+02	8.474661e+01	-6.912784e+01	1.907112e+02	-1.477566e+02	1.862715e+02	5.738292e+01	1.925622e+02	-7.272711e+01	-1.590802e+02	2.402841e+02	1.160369e+02	-2.027409e+02	5.389086e+01	1.883913e+02	1.456829e+02	-1.801144e+02	-3.028174e+01	-1.747256e+01	-1.834925e+02	-1.542407e+02	-2.074877e+02	1.731023e+02	-1.317606e+02	-3.711449e+01	1.978368e+02	1.218608e+02	5.759241e+01	6.586118e+01	-5.365800e+01	-2.277067e+02	4.096804e+01	1.091388e+02	1.855707e+02	1.377883e+02	-1.196448e+01	-2.150756e+02	-5.847249e+01	1.788511e+01	3.120686e+01	2.973394e+01	-6.772866e+00	1.476508e+02	1.212033e+02	9.764476e+01	8.213850e+01	1.638164e+02	6.700237e+01	-1.894863e+02	1.756785e+01	1.066444e+02	2.226220e+01	-1.002334e+02	-1.765591e+02	-1.113019e+02	1.658539e+02	6.899849e+01	-1.055776e+02	-1.517399e+02	-1.938792e+02	5.551027e+01	1.400717e+01	-1.705887e+02	-2.954156e+01	-9.944527e+01	-2.585173e+02	1.853245e+00	-3.786774e+01	9.752286e+01	-1.187070e+02	-1.944506e+02	1.857589e+01	6.816417e+01	2.338463e+02	4.730571e+01	-1.382928e+02	
