Cell	CellType	Name	gSetType
GSM2662202	Calb2.Vip.Gpd1	Yandel	Calb2.Vip.Gpd1
GSM2662343	Calb2.Vip.Gpd1	Kaz	Calb2.Vip.Gpd1
GSM2662427	Calb2.Vip.Gpd1	Noel	Calb2.Vip.Gpd1
GSM2662444	Calb2.Vip.Gpd1	Anajulia	Calb2.Vip.Gpd1
GSM2662615	Calb2.Vip.Gpd1	Prabhjot	Calb2.Vip.Gpd1
GSM2663295	Calb2.Vip.Gpd1	Kimora	Calb2.Vip.Gpd1
GSM2662450	Calb2.Vip.Gpd1	Khalina	Calb2.Vip.Gpd1
GSM2656957	Calb2.Vip.Gpd1	Lilianah	Calb2.Vip.Gpd1
GSM2660085	Calb2.Vip.Gpd1	Karalynn	Calb2.Vip.Gpd1
GSM2660315	Calb2.Vip.Gpd1	Hoyt	Calb2.Vip.Gpd1
GSM2660655	Calb2.Vip.Gpd1	Jaetyn	Calb2.Vip.Gpd1
GSM2662212	Calb2.Vip.Gpd1	Kingsly	Calb2.Vip.Gpd1
GSM2662380	Calb2.Vip.Gpd1	Keiton	Calb2.Vip.Gpd1
GSM2662416	Calb2.Vip.Gpd1	Colorado	Calb2.Vip.Gpd1
GSM2662428	Calb2.Vip.Gpd1	Berlynn	Calb2.Vip.Gpd1
GSM2662522	Calb2.Vip.Gpd1	Osborne	Calb2.Vip.Gpd1
GSM2662811	Calb2.Vip.Gpd1	Elisey	Calb2.Vip.Gpd1
GSM2662921	Calb2.Vip.Gpd1	Leanne	Calb2.Vip.Gpd1
GSM2656831	Calb2.Vip.Gpd1	Aws	Calb2.Vip.Gpd1
GSM2657588	Calb2.Vip.Gpd1	Joncarlo	Calb2.Vip.Gpd1
GSM2657913	Calb2.Vip.Gpd1	Gena	Calb2.Vip.Gpd1
GSM2658208	Calb2.Vip.Gpd1	Graycelyn	Calb2.Vip.Gpd1
GSM2658995	Calb2.Vip.Gpd1	Johnston	Calb2.Vip.Gpd1
GSM2659193	Calb2.Vip.Gpd1	Caedyn	Calb2.Vip.Gpd1
GSM2659249	Calb2.Vip.Gpd1	Colby	Calb2.Vip.Gpd1
GSM2659350	Calb2.Vip.Gpd1	Skylah	Calb2.Vip.Gpd1
GSM2659353	Calb2.Vip.Gpd1	Kamea	Calb2.Vip.Gpd1
GSM2659403	Calb2.Vip.Gpd1	Sevin	Calb2.Vip.Gpd1
GSM2659447	Calb2.Vip.Gpd1	Sebastion	Calb2.Vip.Gpd1
GSM2659704	Calb2.Vip.Gpd1	Camiah	Calb2.Vip.Gpd1
GSM2659775	Calb2.Vip.Gpd1	Alany	Calb2.Vip.Gpd1
GSM2659833	Calb2.Vip.Gpd1	Leopoldo	Calb2.Vip.Gpd1
GSM2659925	Calb2.Vip.Gpd1	Jakarius	Calb2.Vip.Gpd1
GSM2660069	Calb2.Vip.Gpd1	Pranathi	Calb2.Vip.Gpd1
GSM2660113	Calb2.Vip.Gpd1	Ayani	Calb2.Vip.Gpd1
GSM2660193	Calb2.Vip.Gpd1	Abdulelah	Calb2.Vip.Gpd1
GSM2660314	Calb2.Vip.Gpd1	Vallerie	Calb2.Vip.Gpd1
GSM2660355	Calb2.Vip.Gpd1	Ayriana	Calb2.Vip.Gpd1
GSM2660379	Calb2.Vip.Gpd1	Jalaiya	Calb2.Vip.Gpd1
GSM2660417	Calb2.Vip.Gpd1	Yaniah	Calb2.Vip.Gpd1
GSM2660513	Calb2.Vip.Gpd1	Elsey	Calb2.Vip.Gpd1
GSM2660687	Calb2.Vip.Gpd1	Michaeljames	Calb2.Vip.Gpd1
GSM2660737	Calb2.Vip.Gpd1	Yareth	Calb2.Vip.Gpd1
GSM2660756	Calb2.Vip.Gpd1	Giuliana	Calb2.Vip.Gpd1
GSM2660871	Calb2.Vip.Gpd1	Joyelle	Calb2.Vip.Gpd1
GSM2660906	Calb2.Vip.Gpd1	Prezley	Calb2.Vip.Gpd1
GSM2660936	Calb2.Vip.Gpd1	Kahleel	Calb2.Vip.Gpd1
GSM2661026	Calb2.Vip.Gpd1	Breeana	Calb2.Vip.Gpd1
GSM2661064	Calb2.Vip.Gpd1	Deanthony	Calb2.Vip.Gpd1
GSM2661096	Calb2.Vip.Gpd1	Annah	Calb2.Vip.Gpd1
GSM2661106	Calb2.Vip.Gpd1	Kaity	Calb2.Vip.Gpd1
GSM2661222	Calb2.Vip.Gpd1	Bryse	Calb2.Vip.Gpd1
GSM2661381	Calb2.Vip.Gpd1	Samaa	Calb2.Vip.Gpd1
GSM2661414	Calb2.Vip.Gpd1	Dovid	Calb2.Vip.Gpd1
GSM2661429	Calb2.Vip.Gpd1	Reza	Calb2.Vip.Gpd1
GSM2661447	Calb2.Vip.Gpd1	Jaquarius	Calb2.Vip.Gpd1
GSM2661511	Calb2.Vip.Gpd1	Phenyx	Calb2.Vip.Gpd1
GSM2661521	Calb2.Vip.Gpd1	Logan	Calb2.Vip.Gpd1
GSM2661529	Calb2.Vip.Gpd1	Falyn	Calb2.Vip.Gpd1
GSM2661532	Calb2.Vip.Gpd1	Anayla	Calb2.Vip.Gpd1
GSM2661559	Calb2.Vip.Gpd1	Neko	Calb2.Vip.Gpd1
GSM2661573	Calb2.Vip.Gpd1	Alaila	Calb2.Vip.Gpd1
GSM2661689	Calb2.Vip.Gpd1	Jujhar	Calb2.Vip.Gpd1
GSM2661726	Calb2.Vip.Gpd1	Neylah	Calb2.Vip.Gpd1
GSM2661788	Calb2.Vip.Gpd1	Yazir	Calb2.Vip.Gpd1
GSM2661866	Calb2.Vip.Gpd1	Minerva	Calb2.Vip.Gpd1
GSM2662852	Calb2.Vip.Gpd1	Niyah	Calb2.Vip.Gpd1
GSM2662035	Calb2.Vip.Gpd1	Jiro	Calb2.Vip.Gpd1
GSM2662036	Calb2.Vip.Gpd1	Ailanie	Calb2.Vip.Gpd1
GSM2662038	Calb2.Vip.Gpd1	Joci	Calb2.Vip.Gpd1
GSM2662051	Calb2.Vip.Gpd1	Durva	Calb2.Vip.Gpd1
GSM2662063	Calb2.Vip.Gpd1	Elek	Calb2.Vip.Gpd1
GSM2662187	Calb2.Vip.Gpd1	Alinah	Calb2.Vip.Gpd1
GSM2662309	Calb2.Vip.Gpd1	Shaleah	Calb2.Vip.Gpd1
GSM2662338	Calb2.Vip.Gpd1	Drue	Calb2.Vip.Gpd1
GSM2662373	Calb2.Vip.Gpd1	Aubreyanna	Calb2.Vip.Gpd1
GSM2662396	Calb2.Vip.Gpd1	Imad	Calb2.Vip.Gpd1
GSM2662470	Calb2.Vip.Gpd1	Sohana	Calb2.Vip.Gpd1
GSM2662593	Calb2.Vip.Gpd1	Ayana	Calb2.Vip.Gpd1
GSM2662652	Calb2.Vip.Gpd1	Sidalee	Calb2.Vip.Gpd1
GSM2662672	Calb2.Vip.Gpd1	Zana	Calb2.Vip.Gpd1
GSM2662687	Calb2.Vip.Gpd1	Malcom	Calb2.Vip.Gpd1
GSM2662701	Calb2.Vip.Gpd1	Zacharias	Calb2.Vip.Gpd1
GSM2662733	Calb2.Vip.Gpd1	Arin	Calb2.Vip.Gpd1
GSM2662978	Calb2.Vip.Gpd1	Carsyn	Calb2.Vip.Gpd1
GSM2662996	Calb2.Vip.Gpd1	Latifa	Calb2.Vip.Gpd1
GSM2663035	Calb2.Vip.Gpd1	Halia	Calb2.Vip.Gpd1
GSM2663117	Calb2.Vip.Gpd1	Zabdi	Calb2.Vip.Gpd1
GSM2663188	Calb2.Vip.Gpd1	Elizardo	Calb2.Vip.Gpd1
GSM2663337	Calb2.Vip.Gpd1	Tymia	Calb2.Vip.Gpd1
GSM2663485	Calb2.Vip.Gpd1	Lariyah	Calb2.Vip.Gpd1
GSM2663514	Calb2.Vip.Gpd1	Krishay	Calb2.Vip.Gpd1
GSM2663597	Calb2.Vip.Gpd1	Kairee	Calb2.Vip.Gpd1
GSM2663600	Calb2.Vip.Gpd1	Augusta	Calb2.Vip.Gpd1
GSM2663608	Calb2.Vip.Gpd1	Makayela	Calb2.Vip.Gpd1
GSM2663668	Calb2.Vip.Gpd1	Adilynn	Calb2.Vip.Gpd1
GSM2663669	Calb2.Vip.Gpd1	Jaydelyn	Calb2.Vip.Gpd1
GSM2662281	Calb2.Vip.Gpd1	Frederic	Calb2.Vip.Gpd1
GSM2658119	Calb2.Vip.Gpd1	Adithri	Calb2.Vip.Gpd1
GSM2659273	Vip.Crh.C1ql1	Keionte	Vip.Crh.C1ql1
GSM2660012	Vip.Crh.C1ql1	Nariyah	Vip.Crh.C1ql1
GSM2660116	Vip.Crh.C1ql1	Daylan	Vip.Crh.C1ql1
GSM2660219	Vip.Crh.C1ql1	Meeah	Vip.Crh.C1ql1
GSM2660374	Vip.Crh.C1ql1	Miklo	Vip.Crh.C1ql1
GSM2660493	Vip.Crh.C1ql1	Kirin	Vip.Crh.C1ql1
GSM2660512	Vip.Crh.C1ql1	Kolton	Vip.Crh.C1ql1
GSM2661538	Vip.Crh.C1ql1	Drayce	Vip.Crh.C1ql1
GSM2661560	Vip.Crh.C1ql1	Alianys	Vip.Crh.C1ql1
GSM2661718	Vip.Crh.C1ql1	Matthews	Vip.Crh.C1ql1
GSM2662544	Vip.Crh.C1ql1	Havoc	Vip.Crh.C1ql1
GSM2663359	Vip.Crh.C1ql1	Baily	Vip.Crh.C1ql1
GSM2658114	Vip.Crh.C1ql1	Oktober	Vip.Crh.C1ql1
GSM2658370	Vip.Crh.C1ql1	Houston	Vip.Crh.C1ql1
GSM2661939	Vip.Crh.C1ql1	Kahil	Vip.Crh.C1ql1
GSM2662384	Vip.Crh.C1ql1	Indi	Vip.Crh.C1ql1
GSM2662942	Vip.Crh.C1ql1	Jaymarion	Vip.Crh.C1ql1
GSM2659602	Vip.Crh.C1ql1	Zyir	Vip.Crh.C1ql1
GSM2657634	Vip.Crh.Pcp4	Aubreyella	Vip.Crh.Pcp4
GSM2657930	Vip.Crh.Pcp4	Izrael	Vip.Crh.Pcp4
GSM2659558	Vip.Crh.Pcp4	Robson	Vip.Crh.Pcp4
GSM2659601	Vip.Crh.Pcp4	Caycee	Vip.Crh.Pcp4
GSM2660021	Vip.Crh.Pcp4	Aruna	Vip.Crh.Pcp4
GSM2660373	Vip.Crh.Pcp4	Hsa	Vip.Crh.Pcp4
GSM2660427	Vip.Crh.Pcp4	Kinga	Vip.Crh.Pcp4
GSM2660444	Vip.Crh.Pcp4	Liley	Vip.Crh.Pcp4
GSM2660734	Vip.Crh.Pcp4	Symantha	Vip.Crh.Pcp4
GSM2661095	Vip.Crh.Pcp4	Gaege	Vip.Crh.Pcp4
GSM2661277	Vip.Crh.Pcp4	Ramya	Vip.Crh.Pcp4
GSM2661297	Vip.Crh.Pcp4	Gelila	Vip.Crh.Pcp4
GSM2661480	Vip.Crh.Pcp4	Rolland	Vip.Crh.Pcp4
GSM2662033	Vip.Crh.Pcp4	Agam	Vip.Crh.Pcp4
GSM2662449	Vip.Crh.Pcp4	Christiaan	Vip.Crh.Pcp4
GSM2662917	Vip.Crh.Pcp4	Ayannah	Vip.Crh.Pcp4
GSM2663054	Vip.Crh.Pcp4	Zack	Vip.Crh.Pcp4
GSM2663605	Vip.Crh.Pcp4	Greylin	Vip.Crh.Pcp4
GSM2658917	Vip.Crh.Pcp4	Maddan	Vip.Crh.Pcp4
GSM2660109	Vip.Crh.Pcp4	Lesly	Vip.Crh.Pcp4
GSM2662016	Vip.Crh.Pcp4	Jurgen	Vip.Crh.Pcp4
GSM2663476	Vip.Crh.Pcp4	Shaquille	Vip.Crh.Pcp4
GSM2659051	Vip.Crh.Pcp4	Victoriarose	Vip.Crh.Pcp4
GSM2659322	Vip.Crh.Pcp4	Laksh	Vip.Crh.Pcp4
GSM2660336	Vip.Crh.Pcp4	Deavon	Vip.Crh.Pcp4
GSM2660676	Vip.Crh.Pcp4	Keiona	Vip.Crh.Pcp4
GSM2661833	Vip.Crh.Pcp4	Valynn	Vip.Crh.Pcp4
GSM2657358	Vip.Crh.Pcp4	Warner	Vip.Crh.Pcp4
GSM2657782	Vip.Crh.Pcp4	Laniyah	Vip.Crh.Pcp4
GSM2657934	Vip.Crh.Pcp4	Lilyauna	Vip.Crh.Pcp4
GSM2658479	Vip.Crh.Pcp4	Marielis	Vip.Crh.Pcp4
GSM2659284	Vip.Crh.Pcp4	Zitlaly	Vip.Crh.Pcp4
GSM2659295	Vip.Crh.Pcp4	Zakkery	Vip.Crh.Pcp4
GSM2659516	Vip.Crh.Pcp4	Bryndle	Vip.Crh.Pcp4
GSM2659530	Vip.Crh.Pcp4	Aliese	Vip.Crh.Pcp4
GSM2659972	Vip.Crh.Pcp4	Dekker	Vip.Crh.Pcp4
GSM2659987	Vip.Crh.Pcp4	Haeven	Vip.Crh.Pcp4
GSM2660261	Vip.Crh.Pcp4	Avaleigh	Vip.Crh.Pcp4
GSM2660321	Vip.Crh.Pcp4	Mileah	Vip.Crh.Pcp4
GSM2661132	Vip.Crh.Pcp4	Jamarian	Vip.Crh.Pcp4
GSM2661324	Vip.Crh.Pcp4	Yocelin	Vip.Crh.Pcp4
GSM2661732	Vip.Crh.Pcp4	Emiliana	Vip.Crh.Pcp4
GSM2661811	Vip.Crh.Pcp4	Arriyanna	Vip.Crh.Pcp4
GSM2661890	Vip.Crh.Pcp4	Tisya	Vip.Crh.Pcp4
GSM2662043	Vip.Crh.Pcp4	Kenedy	Vip.Crh.Pcp4
GSM2662268	Vip.Crh.Pcp4	Jahnia	Vip.Crh.Pcp4
GSM2662510	Vip.Crh.Pcp4	Eliyas	Vip.Crh.Pcp4
GSM2662729	Vip.Crh.Pcp4	Shaylin	Vip.Crh.Pcp4
GSM2662952	Vip.Crh.Pcp4	Javae	Vip.Crh.Pcp4
GSM2663371	Vip.Crh.Pcp4	Lulia	Vip.Crh.Pcp4
GSM2663508	Vip.Crh.Pcp4	Lynnsey	Vip.Crh.Pcp4
GSM2663711	Vip.Crh.Pcp4	Adely	Vip.Crh.Pcp4
GSM2657780		Haakon	Vip.Crh.Pcp4
GSM2662084	Vip.Crh.Pcp4	Jazzlynne	Vip.Crh.Pcp4
GSM2663556	Vip.Crh.Pcp4	Taliah	Vip.Crh.Pcp4
GSM2663462	Vip.Crh.Pcp4	Tirzah	Vip.Crh.Pcp4
GSM2660266	Cck.Cxcl14.Vip	Caren	Cck.Cxcl14.Vip
GSM2659171	Cck.Cxcl14.Vip	Jamere	Cck.Cxcl14.Vip
GSM2659267	Cck.Cxcl14.Vip	Karyn	Cck.Cxcl14.Vip
GSM2659954	Cck.Cxcl14.Vip	Shailen	Cck.Cxcl14.Vip
GSM2660046	Cck.Cxcl14.Vip	Henrick	Cck.Cxcl14.Vip
GSM2660566	Cck.Cxcl14.Vip	Thayne	Cck.Cxcl14.Vip
GSM2660901	Cck.Cxcl14.Vip	Nuri	Cck.Cxcl14.Vip
GSM2661850	Cck.Cxcl14.Vip	Rockwell	Cck.Cxcl14.Vip
GSM2662478	Cck.Cxcl14.Vip	Elliora	Cck.Cxcl14.Vip
GSM2662488	Cck.Cxcl14.Vip	Allyson	Cck.Cxcl14.Vip
GSM2663027	Cck.Cxcl14.Vip	Raheel	Cck.Cxcl14.Vip
GSM2663707	Cck.Cxcl14.Vip	Samaiya	Cck.Cxcl14.Vip
GSM2658019	Cck.Cxcl14.Vip	Vaibhav	Cck.Cxcl14.Vip
GSM2659158	Cck.Cxcl14.Vip	Chrisangel	Cck.Cxcl14.Vip
GSM2659247	Cck.Cxcl14.Vip	Ehab	Cck.Cxcl14.Vip
GSM2659364	Cck.Cxcl14.Vip	Januel	Cck.Cxcl14.Vip
GSM2659409	Cck.Cxcl14.Vip	Sandy	Cck.Cxcl14.Vip
GSM2659501	Cck.Cxcl14.Vip	Yael	Cck.Cxcl14.Vip
GSM2659611	Cck.Cxcl14.Vip	Markee	Cck.Cxcl14.Vip
GSM2660159	Cck.Cxcl14.Vip	Meilani	Cck.Cxcl14.Vip
GSM2660436	Cck.Cxcl14.Vip	Flynt	Cck.Cxcl14.Vip
GSM2660488	Cck.Cxcl14.Vip	Zoltan	Cck.Cxcl14.Vip
GSM2660640	Cck.Cxcl14.Vip	Jaivon	Cck.Cxcl14.Vip
GSM2660642	Cck.Cxcl14.Vip	Camielle	Cck.Cxcl14.Vip
GSM2660696	Cck.Cxcl14.Vip	Dallys	Cck.Cxcl14.Vip
GSM2660811	Cck.Cxcl14.Vip	Reigan	Cck.Cxcl14.Vip
GSM2660923	Cck.Cxcl14.Vip	Solomia	Cck.Cxcl14.Vip
GSM2660930	Cck.Cxcl14.Vip	Aayush	Cck.Cxcl14.Vip
GSM2660992	Cck.Cxcl14.Vip	Yasna	Cck.Cxcl14.Vip
GSM2661002	Cck.Cxcl14.Vip	Estela	Cck.Cxcl14.Vip
GSM2661135	Cck.Cxcl14.Vip	Matelyn	Cck.Cxcl14.Vip
GSM2661163	Cck.Cxcl14.Vip	Armanii	Cck.Cxcl14.Vip
GSM2661173	Cck.Cxcl14.Vip	Rahmya	Cck.Cxcl14.Vip
GSM2661317	Cck.Cxcl14.Vip	Aijah	Cck.Cxcl14.Vip
GSM2661353	Cck.Cxcl14.Vip	Rayon	Cck.Cxcl14.Vip
GSM2661639	Cck.Cxcl14.Vip	Berniece	Cck.Cxcl14.Vip
GSM2661648	Cck.Cxcl14.Vip	Terrian	Cck.Cxcl14.Vip
GSM2661825	Cck.Cxcl14.Vip	Niranjana	Cck.Cxcl14.Vip
GSM2661900	Cck.Cxcl14.Vip	Josian	Cck.Cxcl14.Vip
GSM2661902	Cck.Cxcl14.Vip	Arlett	Cck.Cxcl14.Vip
GSM2661991	Cck.Cxcl14.Vip	Arshaan	Cck.Cxcl14.Vip
GSM2662017	Cck.Cxcl14.Vip	Everlyn	Cck.Cxcl14.Vip
GSM2662023	Cck.Cxcl14.Vip	Favour	Cck.Cxcl14.Vip
GSM2662091	Cck.Cxcl14.Vip	Mikhaila	Cck.Cxcl14.Vip
GSM2662168	Cck.Cxcl14.Vip	Draven	Cck.Cxcl14.Vip
GSM2662206	Cck.Cxcl14.Vip	Carole	Cck.Cxcl14.Vip
GSM2662279	Cck.Cxcl14.Vip	Preslee	Cck.Cxcl14.Vip
GSM2662327	Cck.Cxcl14.Vip	Lilien	Cck.Cxcl14.Vip
GSM2662359	Cck.Cxcl14.Vip	Bennet	Cck.Cxcl14.Vip
GSM2662623	Cck.Cxcl14.Vip	Brendan	Cck.Cxcl14.Vip
GSM2662712	Cck.Cxcl14.Vip	Taelor	Cck.Cxcl14.Vip
GSM2662752	Cck.Cxcl14.Vip	Dorcas	Cck.Cxcl14.Vip
GSM2662808	Cck.Cxcl14.Vip	Haiven	Cck.Cxcl14.Vip
GSM2662862	Cck.Cxcl14.Vip	Alianna	Cck.Cxcl14.Vip
GSM2662873	Cck.Cxcl14.Vip	Joren	Cck.Cxcl14.Vip
GSM2663307	Cck.Cxcl14.Vip	Akshith	Cck.Cxcl14.Vip
GSM2663431	Cck.Cxcl14.Vip	Henson	Cck.Cxcl14.Vip
GSM2663591	Cck.Cxcl14.Vip	Red	Cck.Cxcl14.Vip
GSM2663701	Cck.Cxcl14.Vip	Leily	Cck.Cxcl14.Vip
GSM2659716	Cck.Cxcl14.Vip	Jossue	Cck.Cxcl14.Vip
GSM2660158	Cck.Cxcl14.Vip	Angelic	Cck.Cxcl14.Vip
GSM2660564	Cck.Cxcl14.Vip	Cyntia	Cck.Cxcl14.Vip
GSM2660672	Cck.Cxcl14.Vip	Sahmir	Cck.Cxcl14.Vip
GSM2661715	Cck.Cxcl14.Vip	Pinchus	Cck.Cxcl14.Vip
GSM2662061	Cck.Cxcl14.Vip	Savion	Cck.Cxcl14.Vip
GSM2662891	Cck.Cxcl14.Vip	Elspeth	Cck.Cxcl14.Vip
GSM2663019	Cck.Cxcl14.Vip	Leandro	Cck.Cxcl14.Vip
GSM2656934	Cck.Cxcl14.Vip	Rikki	Cck.Cxcl14.Vip
GSM2659006	Cck.Cxcl14.Vip	Mikyah	Cck.Cxcl14.Vip
GSM2660285	Cck.Cxcl14.Vip	Kitara	Cck.Cxcl14.Vip
GSM2661667	Cck.Cxcl14.Vip	Elody	Cck.Cxcl14.Vip
GSM2662533	Cck.Cxcl14.Vip	Madiyson	Cck.Cxcl14.Vip
GSM2660461	Cck.Cxcl14.Calb1.Tac2	Laetyn	Cck.Cxcl14.Calb1.Tac2
GSM2658567	Cck.Cxcl14.Calb1.Tac2	Leasia	Cck.Cxcl14.Calb1.Tac2
GSM2659162	Cck.Cxcl14.Calb1.Tac2	Luxie	Cck.Cxcl14.Calb1.Tac2
GSM2659182	Cck.Cxcl14.Calb1.Tac2	Anjolaoluwa	Cck.Cxcl14.Calb1.Tac2
GSM2659773	Cck.Cxcl14.Calb1.Tac2	Tymere	Cck.Cxcl14.Calb1.Tac2
GSM2659811	Cck.Cxcl14.Calb1.Tac2	Kadie	Cck.Cxcl14.Calb1.Tac2
GSM2660828	Cck.Cxcl14.Calb1.Tac2	Tatianna	Cck.Cxcl14.Calb1.Tac2
GSM2660858	Cck.Cxcl14.Calb1.Tac2	Anyiah	Cck.Cxcl14.Calb1.Tac2
GSM2661100	Cck.Cxcl14.Calb1.Tac2	Zayleigh	Cck.Cxcl14.Calb1.Tac2
GSM2661251	Cck.Cxcl14.Calb1.Tac2	Journii	Cck.Cxcl14.Calb1.Tac2
GSM2661761	Cck.Cxcl14.Calb1.Tac2	Daud	Cck.Cxcl14.Calb1.Tac2
GSM2662365	Cck.Cxcl14.Calb1.Tac2	Oriane	Cck.Cxcl14.Calb1.Tac2
GSM2662818	Cck.Cxcl14.Calb1.Tac2	Aryiana	Cck.Cxcl14.Calb1.Tac2
GSM2663552	Cck.Cxcl14.Calb1.Tac2	Lewis	Cck.Cxcl14.Calb1.Tac2
GSM2663614	Cck.Cxcl14.Calb1.Tac2	Marcos	Cck.Cxcl14.Calb1.Tac2
GSM2663643	Cck.Cxcl14.Calb1.Tac2	Leonte	Cck.Cxcl14.Calb1.Tac2
GSM2662714	Cck.Cxcl14.Calb1.Tac2	Ryaan	Cck.Cxcl14.Calb1.Tac2
GSM2663077	Cck.Cxcl14.Calb1.Tac2	Aneya	Cck.Cxcl14.Calb1.Tac2
GSM2656926	Cck.Cxcl14.Calb1.Tac2	Tarynn	Cck.Cxcl14.Calb1.Tac2
GSM2659926	Cck.Cxcl14.Calb1.Tac2	Marrah	Cck.Cxcl14.Calb1.Tac2
GSM2660365	Cck.Cxcl14.Calb1.Tac2	Averee	Cck.Cxcl14.Calb1.Tac2
GSM2660903	Cck.Cxcl14.Calb1.Tac2	Morrison	Cck.Cxcl14.Calb1.Tac2
GSM2661775	Cck.Cxcl14.Calb1.Tac2	Liba	Cck.Cxcl14.Calb1.Tac2
GSM2662938	Cck.Cxcl14.Calb1.Tac2	Aryn	Cck.Cxcl14.Calb1.Tac2
GSM2663613	Cck.Cxcl14.Calb1.Tac2	Michelina	Cck.Cxcl14.Calb1.Tac2
GSM2657461	Cck.Cxcl14.Calb1.Tac2	Lihanna	Cck.Cxcl14.Calb1.Tac2
GSM2659854	Cck.Cxcl14.Calb1.Tac2	Emila	Cck.Cxcl14.Calb1.Tac2
GSM2660099	Cck.Cxcl14.Calb1.Tac2	Kala	Cck.Cxcl14.Calb1.Tac2
GSM2660278	Cck.Cxcl14.Calb1.Tac2	Desmon	Cck.Cxcl14.Calb1.Tac2
GSM2660533	Cck.Cxcl14.Calb1.Tac2	Celene	Cck.Cxcl14.Calb1.Tac2
GSM2660929	Cck.Cxcl14.Calb1.Tac2	Adain	Cck.Cxcl14.Calb1.Tac2
GSM2661582	Cck.Cxcl14.Calb1.Tac2	Jazlyne	Cck.Cxcl14.Calb1.Tac2
GSM2663702	Cck.Cxcl14.Calb1.Tac2	Laiba	Cck.Cxcl14.Calb1.Tac2
GSM2658953	Cck.Cxcl14.Calb1.Tac2	Howie	Cck.Cxcl14.Calb1.Tac2
GSM2663255	Cck.Cxcl14.Calb1.Tac2	Xavyer	Cck.Cxcl14.Calb1.Tac2
GSM2663729	Cck.Cxcl14.Calb1.Tac2	Laticia	Cck.Cxcl14.Calb1.Tac2
GSM2662976	Cck.Cxcl14.Calb1.Kctd12	Jahel	Cck.Cxcl14.Calb1.Kctd12
GSM2661808	Cck.Cxcl14.Calb1.Kctd12	Dabria	Cck.Cxcl14.Calb1.Kctd12
GSM2663624	Cck.Cxcl14.Calb1.Kctd12	Marylu	Cck.Cxcl14.Calb1.Kctd12
GSM2656842	Cck.Cxcl14.Calb1.Kctd12	Zayia	Cck.Cxcl14.Calb1.Kctd12
GSM2659390	Cck.Cxcl14.Calb1.Kctd12	Rithwik	Cck.Cxcl14.Calb1.Kctd12
GSM2659467	Cck.Cxcl14.Calb1.Kctd12	Hannalise	Cck.Cxcl14.Calb1.Kctd12
GSM2659540	Cck.Cxcl14.Calb1.Kctd12	Camila	Cck.Cxcl14.Calb1.Kctd12
GSM2659691	Cck.Cxcl14.Calb1.Kctd12	Kionna	Cck.Cxcl14.Calb1.Kctd12
GSM2659708	Cck.Cxcl14.Calb1.Kctd12	Sona	Cck.Cxcl14.Calb1.Kctd12
GSM2660047	Cck.Cxcl14.Calb1.Kctd12	Victory	Cck.Cxcl14.Calb1.Kctd12
GSM2660538	Cck.Cxcl14.Calb1.Kctd12	Kambree	Cck.Cxcl14.Calb1.Kctd12
GSM2660667	Cck.Cxcl14.Calb1.Kctd12	Romen	Cck.Cxcl14.Calb1.Kctd12
GSM2661347	Cck.Cxcl14.Calb1.Kctd12	Alessio	Cck.Cxcl14.Calb1.Kctd12
GSM2661513	Cck.Cxcl14.Calb1.Kctd12	Lambert	Cck.Cxcl14.Calb1.Kctd12
GSM2661535	Cck.Cxcl14.Calb1.Kctd12	Nayla	Cck.Cxcl14.Calb1.Kctd12
GSM2661712	Cck.Cxcl14.Calb1.Kctd12	Ziad	Cck.Cxcl14.Calb1.Kctd12
GSM2661962	Cck.Cxcl14.Calb1.Kctd12	Jancarlo	Cck.Cxcl14.Calb1.Kctd12
GSM2662227	Cck.Cxcl14.Calb1.Kctd12	Tanden	Cck.Cxcl14.Calb1.Kctd12
GSM2662404	Cck.Cxcl14.Calb1.Kctd12	Nishtha	Cck.Cxcl14.Calb1.Kctd12
GSM2662406	Cck.Cxcl14.Calb1.Kctd12	Kimberlee	Cck.Cxcl14.Calb1.Kctd12
GSM2662658	Cck.Cxcl14.Calb1.Kctd12	Jerren	Cck.Cxcl14.Calb1.Kctd12
GSM2662771	Cck.Cxcl14.Calb1.Kctd12	Toby	Cck.Cxcl14.Calb1.Kctd12
GSM2663103	Cck.Cxcl14.Calb1.Kctd12	Caydee	Cck.Cxcl14.Calb1.Kctd12
GSM2663214	Cck.Cxcl14.Calb1.Kctd12	Chuna	Cck.Cxcl14.Calb1.Kctd12
GSM2663699	Cck.Cxcl14.Calb1.Kctd12	Kathaleya	Cck.Cxcl14.Calb1.Kctd12
GSM2659344	Cck.Cxcl14.Calb1.Kctd12	Aamirah	Cck.Cxcl14.Calb1.Kctd12
GSM2659506	Cck.Cxcl14.Calb1.Kctd12	Felisha	Cck.Cxcl14.Calb1.Kctd12
GSM2659658	Cck.Cxcl14.Calb1.Kctd12	Jadeveon	Cck.Cxcl14.Calb1.Kctd12
GSM2660429	Cck.Cxcl14.Calb1.Kctd12	Joab	Cck.Cxcl14.Calb1.Kctd12
GSM2660543	Cck.Cxcl14.Calb1.Kctd12	Yazid	Cck.Cxcl14.Calb1.Kctd12
GSM2660578	Cck.Cxcl14.Calb1.Kctd12	Katelyne	Cck.Cxcl14.Calb1.Kctd12
GSM2660611	Cck.Cxcl14.Calb1.Kctd12	Endrit	Cck.Cxcl14.Calb1.Kctd12
