Cd14	Bcl2a1b	P2ry12	Il1a	C1qa	Fcgr3	Cd37	Fcer1g	Arhgdib	Lst1	Cd53	Evi2a	Spi1	Crybb1	Aif1	Ucp2	Ccl6	Pld4	Rhog	Cd52	Ighm	C1qc	Cd300c2	C1qb	Ccl4	Csf1r	Trem2	Grap	Ctss	Tmem119	Ccl3	Itgb5	Rrad	Vamp8	Laptm5	P2ry13	Unc93b1	Lgals9	Inpp5d	Siglech	Dcxr	Gpsm3	S100a16	Srgn	Vwa5a	Anxa3	Gem	Msn	Selenop	Fcrls	Ly86	Rnase4	Lpcat2	Ccl7	Tnni2	Ltc4s	Sash3	Ctsc	Trf	Tnf	Ccl12	Slco2b1	S100a13	Ncf4	Fermt3	Tgif1	Cmtm6	Bcl2a1d	C5ar1	Adgre1	Rhoc	Cd68	Olfml3	Cxcl16	Tyrobp	
O24	O26	O31	O32	O34	O35	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O138	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O422	O423	O427	O428	O430	O431	O433	O434	O435	O436	O439	O440	O441	O442	O443	O444	O445	O447	O448	O449	O451	O452	O453	O454	
.C1qa.Cd14	.C1qa.Cd14	.C1qa.Asb8	.Adamts20.Mfsd10	.Adamts20.Mfsd10	.C1qa.Cd14	.Adamts20.Mfsd10	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Tcap	.C1qa.Cd14	.Adamts20.Mfsd10	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Cd14	.Adamts20.Tcap	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Mfsd10	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Mfsd10	.Adamts20.Tcap	.Adamts20.Tcap	.Adamts20.Mfsd10	.Adamts20.Mfsd10	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Mfsd10	.Adamts20.Tcap	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Cd14	.Adamts20.Mfsd10	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Mfsd10	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Asb8	.C1qa.Cd14	.Adamts20.Mfsd10	.Adamts20.Tcap	.Adamts20.Mfsd10	.C1qa.Asb8	.Adamts20.Tcap	.Adamts20.Tcap	.Adamts20.Mfsd10	.Adamts20.Tcap	.C1qa.Asb8	.C1qa.Asb8	.Adamts20.Mfsd10	.C1qa.Cd14	.Adamts20.Mfsd10	.Adamts20.Tcap	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Asb8	.Adamts20.Mfsd10	.Adamts20.Mfsd10	.C1qa.Cd14	.C1qa.Asb8	.C1qa.Cd14	.C1qa.Cd14	.Adamts20.Mfsd10	
4.088095e+02	5.646101e+02	-9.987484e+01	-2.611863e+02	-2.977424e+02	5.850546e+02	-2.074702e+02	2.843031e+02	5.276370e+02	9.574409e+01	3.604511e+02	-4.311483e+02	2.034550e+02	-1.948810e+02	9.852685e+01	4.543391e+02	1.780984e+02	-3.804272e+02	4.456666e+01	2.391945e+02	1.391025e+02	-2.877783e+02	3.657733e+02	3.928957e+01	2.980505e+02	-2.566061e+02	-9.304687e+01	-1.379583e+02	-3.328239e+02	-2.978794e+02	1.332307e+01	2.429664e+02	-1.077406e+02	-1.932913e+02	-4.140368e+01	3.013517e+01	4.073546e+02	3.872726e+02	3.892589e+02	-2.390054e+02	1.968464e+01	3.190448e+02	2.316803e+02	-8.275961e+01	5.439898e+02	-3.617400e+02	-2.037511e+02	-1.793313e+02	4.553170e+02	-3.767471e+02	-2.505289e+02	9.631527e+01	3.916625e+01	1.831305e+02	9.264253e+01	2.513481e+02	1.350593e+02	-2.904242e+02	-1.157554e+02	-1.739808e+03	5.170717e+02	-1.811669e+02	-2.512335e+02	-2.623243e+02	1.066002e+02	-1.448473e+02	-7.829707e+01	-1.624853e+02	-1.620219e+02	-9.030932e+01	-6.076569e+01	-2.195145e+02	3.140443e+02	-1.226332e+02	-2.152942e+02	1.090507e+02	-3.769245e+01	-1.805620e+02	-2.543392e+02	-3.053118e+02	5.386954e+02	-1.573753e+01	1.750510e+02	5.552771e+01	-3.350908e+02	
2.577782e+02	2.123454e+02	1.751519e+02	-2.447272e+02	-3.638482e+02	1.683507e+02	-3.214743e+02	6.715793e+01	2.652653e+02	2.443128e+02	1.715910e+02	-1.520514e+02	2.158204e+02	-2.715756e+02	4.080117e+01	2.207073e+02	1.208120e+02	-2.305477e+02	-2.099212e+02	6.787343e+02	-1.618475e+02	-3.091289e+02	2.257607e+02	8.792756e+01	1.893621e+02	-1.984825e+02	-2.468424e+02	-6.773753e+01	-1.616213e+02	-2.115940e+02	1.087552e+02	1.918144e+02	-1.705353e+02	-1.093299e+02	-2.795469e+02	2.073662e+02	1.844362e+02	1.417850e+02	6.525858e+01	-2.848395e+02	2.606192e+01	1.413499e+02	4.914716e+01	1.391089e+02	1.286151e+02	-3.176623e+02	6.942597e+01	-4.001334e+01	1.350020e+02	-6.456230e+01	1.840295e+01	1.648099e+02	-7.040718e+01	1.809401e+01	1.073120e+02	1.444304e+02	2.934590e+02	-5.514870e+01	-1.109866e+01	-3.997663e+02	2.053145e+02	1.515475e+01	-8.882086e+01	-1.519315e+02	2.115493e+02	8.984814e+01	-7.777510e+01	-1.647444e+02	-2.261211e+02	6.721067e+01	4.089331e+00	-2.338673e+02	2.797776e+02	-1.243496e+02	-1.752793e+02	-6.188637e+01	-1.436002e+02	1.396414e+02	-3.895648e+02	-2.585918e+02	1.702763e+02	-5.879809e+01	7.401637e+01	2.930145e+02	-1.167658e+02	
