Npas1	Sst	Layn	Ccna1	Ngf	Pthlh	Coch	Adamtsl5	Kcng4	Lmo1	Reln	Zcchc12	Cck	Hbb-bs	Qpct	Gabrd	AW551984	Syt2	Hba-a2	Tac1	Gfra1	Erbb4	Cdh8	Ctxn2	Gm3488	Rarres1	Tll1	Parm1	Cnr1	Hba-a1	F3	Fbln5	Cdh12	Doc2a	Ndnf	Cox6a2	Grik1	Eya1	Galnt18	Kcnip2	Tmem91	Rpl3-ps1	Trpc3	Nell1	Cav3	Synpr	Adcy2	Gda	Gm8281	Nrg1	
O24	O31	O32	O36	O39	O41	O44	O46	O47	O48	O49	O52	O54	O55	O56	O58	O60	O61	O62	O65	O66	O71	O73	O76	O78	O80	O87	O89	O90	O100	O102	O103	O104	O106	O109	O111	O113	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O141	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O423	O427	O430	O433	O434	O435	O439	O440	O454	H2	H6	H9	H11	H12	H16	H20	H22	H26	H30	H31	H32	H33	H35	H38	H39	H42	H46	H48	H52	H53	H57	H60	Som5	Som6	Som7	Som9	Som11	Som14	Som17	Som43	Som45	Som47	Som48	Som105	Som109	Som115	Som116	Som124	Som126	Som127	Som128	Som131	Som134	Som137	Som138	
.Ngf.Sst	.Ngf.Kcng4.Lefty1	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Sst	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Ngf.Sst	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Ngf.Kcng4.Borcs8.Stxbp6	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Lefty1	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Kcng4.Borcs8.Pthlh	.Ngf.Sst	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Rnf113a2	.Npas1.Hba-a2	.Npas1.Hba-a2	
-1.746166e+01	1.212248e+02	1.195536e+01	-3.403734e+02	-1.903359e+02	-3.902093e+02	-5.934673e+01	-1.561948e+02	-2.516482e+02	-2.866074e+02	-1.190253e+02	-2.773978e+02	-1.222855e+02	-2.033657e+02	-1.007984e+02	-2.654439e+02	-1.221931e+02	-8.529200e+01	-1.052926e+02	-1.127012e+02	-1.357390e+01	3.197766e+01	-1.948200e+02	-8.060479e+01	1.506313e+01	-3.039645e+02	-1.162713e+02	-1.804436e+02	-1.420105e+02	-2.683195e+02	-1.159689e+02	-2.712352e+02	-2.183683e+01	-1.431480e+02	-1.675531e+02	-1.399587e+02	-1.518160e+02	-9.577536e+01	-1.384704e+02	-2.400613e+02	-2.968510e+02	-2.339546e+02	-3.168422e+02	-1.427499e+02	-3.667297e+02	-8.375811e+01	-1.587299e+02	-1.478260e+02	-1.096358e+01	-2.877833e+02	-3.420837e+02	-3.112534e+02	-5.390452e+01	1.457261e+02	-2.337314e+02	-2.552852e+02	-3.472804e+02	-1.807027e+02	-2.310325e+02	-2.233141e+02	-5.101001e+01	-2.024944e+02	-1.175685e+02	-3.061735e+02	-2.627628e+02	-2.173485e+02	-2.335083e+02	-1.537524e+01	2.887693e+02	2.224543e+02	1.619933e+02	3.249557e+02	1.920824e+02	2.005803e+02	1.837066e+02	2.207524e+02	2.428562e+02	1.684003e+02	2.730932e+02	2.646984e+02	2.109348e+02	3.047090e+02	2.297612e+02	1.844655e+02	3.427225e+02	1.880768e+02	3.083203e+02	2.347465e+02	2.547450e+02	2.854289e+02	2.855545e+02	2.166962e+02	1.851546e+02	1.699542e+02	3.118913e+02	2.724611e+02	2.519811e+02	2.459929e+02	2.045225e+02	1.829440e+02	2.400525e+02	2.492578e+02	2.855434e+02	2.306876e+02	3.431007e+02	2.534921e+02	3.427896e+02	3.572082e+02	2.085435e+02	3.539112e+02	2.952737e+02	1.699894e+02	1.393922e+02	2.122278e+02	
1.906568e+02	3.154931e+01	1.300900e+02	7.416485e+01	1.836442e+02	1.560095e+02	7.407055e+01	4.404629e+01	1.110453e+02	1.584119e+02	3.220406e+02	2.761089e+00	2.792221e+02	3.040925e+02	1.082152e+02	1.908102e+02	3.584261e+02	2.687426e+02	2.274716e+02	1.028611e+01	1.617554e+02	2.180620e+02	1.239049e+02	2.961353e+02	1.055344e+02	1.813267e+02	1.255308e+02	2.203148e+02	2.216741e+02	8.766461e+01	5.266271e+01	1.315553e+02	1.021389e+02	1.098442e+02	7.123431e+01	8.684083e+01	3.200385e+02	3.321946e+02	3.249879e+01	9.305018e+01	8.852802e+01	6.568052e+01	1.120156e+02	3.484163e+02	1.240671e+02	6.589680e+01	2.876298e+02	2.573040e+02	1.265688e+02	4.562126e+01	1.376240e+02	1.331903e+02	1.427938e+02	1.448555e+01	2.079336e+02	1.566934e+02	1.054989e+02	4.534505e+00	1.261558e+02	1.656781e+02	1.967384e+02	8.174426e+01	2.569892e+02	6.462727e+01	2.247294e+02	1.706227e+00	1.432631e+01	2.339135e+02	-3.143623e+02	-2.344647e+02	-1.260893e+02	-9.562549e+01	-2.505250e+02	-4.082672e+01	-2.199236e+02	-3.705713e+02	-3.146386e+02	-3.464396e+02	-2.144715e+02	-1.059577e+02	-3.084262e+02	-2.489049e+02	-2.831743e+02	-3.068986e+02	-2.410264e+02	-9.434331e+01	-1.747488e+02	-7.903556e+01	-1.913672e+02	-2.343834e+02	-1.962063e+02	-2.610541e+02	-3.811798e+02	-1.009417e+01	-2.095348e+02	-1.654061e+02	-2.480296e+02	-3.955061e+02	-7.641637e+01	-1.254417e+02	-2.148754e+02	-2.750361e+02	-2.867631e+02	-1.616869e+02	-2.842460e+02	-3.477740e+02	-1.059745e+02	-1.517034e+02	-2.029337e+02	-1.898997e+02	-1.427882e+02	-1.673772e+02	-3.533266e+02	-3.413506e+02	
