Cell	GSM2975807	GSM2975808	GSM2975809	GSM2975810	GSM2975811	GSM2975812	GSM2975813	GSM2975814	GSM2975815	GSM2975816	GSM2975817	GSM2975818	GSM2975819	GSM2975820	GSM2975821	GSM2975822	GSM2975823	GSM2975824	GSM2975825	GSM2975826	GSM2975827	GSM2975828	GSM2975829	GSM2975830	GSM2975831	GSM2975832	GSM2975834	GSM2975835	GSM2975836	GSM2975838	GSM2975840	GSM2975841	GSM2975842	GSM2975844	GSM2975845	GSM2975846	GSM2975847	GSM2975848	GSM2975849	GSM2975850	GSM2975851	GSM2975852	GSM2975854	GSM2975855	GSM2975856	GSM2975857	GSM2975858	GSM2975859	GSM2975860	GSM2975861	GSM2975862	GSM2975863	GSM2975864	GSM2975865	GSM2975866	GSM2975867	GSM2975868	GSM2975869	GSM2975870	GSM2975871	GSM2975872	GSM2975873	GSM2975874	GSM2975875	GSM2975876	GSM2975877	GSM2975878	GSM2975879	GSM2975880	GSM2975881	GSM2975882	GSM2975883	GSM2975884	GSM2975885	GSM2975886	GSM2975887	GSM2975888	GSM2975889	GSM2975890	GSM2975891	GSM2975892	GSM2975893	GSM2975894	GSM2975895	GSM2975896	GSM2975897	GSM2975898	GSM2975899	GSM2975900	GSM2975901	GSM2975902	GSM2975903	GSM2975904	GSM2975905	GSM2975906	GSM2975907	GSM2975908	GSM2975909	GSM2975910	GSM2975911	GSM2975912	GSM2975913	GSM2975914	GSM2975915	GSM2975916	GSM2975917	GSM2975918	GSM2975919	GSM2975920	GSM2975921	GSM2975922	GSM2975923	GSM2975924	GSM2975925	GSM2975926	GSM2975927	GSM2975928	GSM2975929	GSM2975930	GSM2975931	GSM2975932	GSM2975933	GSM2975934	GSM2975935	GSM2975936	GSM2975937	GSM2975938	GSM2975939	GSM2975940	GSM2975941	GSM2975942	GSM2975943	GSM2975944	GSM2975945	GSM2975946	GSM2975947	GSM2975948	GSM2975952	GSM2975953	GSM2975954	GSM2975955	GSM2975956	GSM2975957	GSM2975959	GSM2975960	GSM2975961	GSM2975962	GSM2975963	GSM2975964	GSM2975965	GSM2975966	GSM2975967	GSM2975968	GSM2975969	GSM2975970	GSM2975971	GSM2975972	GSM2975973	GSM2975974	GSM2975975	GSM2975978	GSM2975979	GSM2975980	GSM2975981	GSM2975982	GSM2975983	GSM2975984	GSM2975985	GSM2975986	GSM2975987	GSM2975988	GSM2975989	GSM2975990	GSM2975991	GSM2975992	GSM2975994	GSM2975995	GSM2975996	GSM2975997	GSM2975998	GSM2975999	GSM2976000	GSM2976001	GSM2976002	GSM2976003	GSM2976004	GSM2976005	GSM2976006	GSM2976007	GSM2976008	GSM2976009	GSM2976010	GSM2976011	GSM2976012	GSM2976013	GSM2976014	GSM2976015	GSM2976016	GSM2976017	GSM2976018	GSM2976019	GSM2976020	GSM2976021	GSM2976022	GSM2976023	GSM2976024	GSM2976025	GSM2976026	GSM2976027	GSM2976028	GSM2976029	GSM2976030	GSM2976031	GSM2976032	GSM2976033	GSM2976034	GSM2976035	GSM2976036	GSM2976037	GSM2976038	GSM2976039	GSM2976040	GSM2976041	GSM2976042	GSM2976043	GSM2976044	GSM2976045	GSM2976046	GSM2976047	GSM2976048	GSM2976049	GSM2976050	GSM2976051	GSM2976052	GSM2976053	GSM2976054	GSM2976055	GSM2976056	GSM2976057	GSM2976058	GSM2976059	GSM2976060	GSM2976061	GSM2976062	GSM2976063	GSM2976064	GSM2976065	GSM2976066	GSM2976067	GSM2976068	GSM2976069	GSM2976070	GSM2976071	GSM2976072	GSM2976073	GSM2976074	GSM2976075	GSM2976076	GSM2976077	GSM2976078	GSM2976079	GSM2976080	GSM2976081	GSM2976082	GSM2976083	GSM2976084	GSM2976085	GSM2976086	GSM2976087	GSM2976088	GSM2976089	GSM2976090	GSM2976091	GSM2976092	GSM2976093	GSM2976094	GSM2976095	GSM2976096	GSM2976097	GSM2976098	GSM2976099	GSM2976100	GSM2976101	GSM2976102	GSM2976103	GSM2976104	GSM2976105	GSM2976106	GSM2976107	GSM2976108	GSM2976109	GSM2976110	GSM2976111	GSM2976112	GSM2976113	GSM2976114	GSM2976115	GSM2976116	GSM2976117	GSM2976118	GSM2976119	GSM2976120	GSM2976121	GSM2976122	GSM2976123	GSM2976124	GSM2976125	GSM2976126	GSM2976127	GSM2976128	GSM2976129	GSM2976130	GSM2976131	GSM2976132	GSM2976133	GSM2976134	GSM2976135	GSM2976136	GSM2976137	GSM2976138	GSM2976139	GSM2976140	GSM2976141	GSM2976142	GSM2976143	GSM2976144	GSM2976145	GSM2976146	GSM2976147	GSM2976148	GSM2976149	GSM2976150	GSM2976151	GSM2976152	GSM2976153	GSM2976154	GSM2976155	GSM2976156	GSM2976157	GSM2976158	GSM2976159	GSM2976160	GSM2976161	GSM2976162	GSM2976163	GSM2976164	GSM2976165	GSM2976166	GSM2976167	GSM2976168	GSM2976169	GSM2976170	GSM2976171	GSM2976172	GSM2976173	GSM2976174	GSM2976175	GSM2976176	GSM2976177	GSM2976178	GSM2976180
CellType	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	B_Lymph	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	B_Lymph	B_Lymph	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	EryB	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	Grans	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	LSK	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph	T_Lymph
Gene																																																																																																																																																																																																																																																																																																																																																																									
Cygb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.531687123515337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.083697377200107	8.074564305820205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hba-a1	10.565278047854905	11.261078256659575	10.975339411788962	10.257187454465246	10.810633486153668	11.596953772109934	10.784234041265211	11.205915402992835	9.993862695649472	11.014471067733226	9.430168166354811	10.566406104157616	11.138802952110735	11.450891622557085	10.68520432087447	11.96237188514201	13.195149172273323	11.071717091050374	11.539105969495349	15.917360889968291	16.90862599835301	15.40943735070091	15.474828074900863	15.516900352800233	14.374292360902357	10.817359442742893	10.68141412519875	10.609850977139274	10.918814053650747	11.3612008576451	11.035177121911499	11.478703903068295	12.201073262302035	10.334306809976717	10.83670540648465	11.868736015473518	10.37512696781629	10.648887821052151	16.942623317315533	17.662953426476268	17.642545334278495	16.604790965771787	17.74445387081108	17.80265519562492	17.708807732817615	17.479523643169095	17.62987269085324	16.74421235062369	17.92977510842031	16.804269948527708	17.313058390284837	15.578901574724924	16.548758959221352	17.420108257102253	17.417175276985514	17.402230163253744	17.727570185277823	17.19671545692396	17.558413239209838	17.727539607452385	17.04575699556778	16.14276322259216	16.577757185540758	17.79714220401903	17.79753506268582	17.36084322715949	17.557957240025875	17.57739194584316	17.03325532409561	17.48349020696145	17.70468719894385	17.589367769775496	17.90815216720117	15.707586153172961	17.48528687564242	17.805561256909986	17.482500746661408	17.304897443292443	17.86141687989946	17.83756634139216	17.795557750989477	14.919998651893248	17.233118383460752	17.35738361622584	16.880583179227205	17.71980991989858	17.177399390107734	17.502257572865236	17.58447077586322	17.54044592451833	17.72443442531837	17.654679276281236	16.544639995130115	17.72641899302468	17.730722205429167	17.91184837583119	17.67909518323253	17.560235808412273	17.21036694720761	17.72618509879665	17.592150545924408	15.195359902914952	17.20604419893998	17.138307803093017	16.736008778238315	17.486120114632847	16.820428300491695	17.538110858745203	17.586357499672147	17.688083282922552	17.497355154703886	17.83947446489781	17.821543560788687	17.169061313620954	16.545664365988284	17.235689132308593	17.089701329507463	17.824208058085617	17.47337281084645	17.119772782753692	17.62875878876804	17.883239911858364	17.56239150454742	17.85263922886097	15.470353832291599	17.075855672669846	16.30037758703741	16.881441537075265	17.041766084285864	18.128779757079784	14.834464630530068	17.320482915151405	17.524809502079208	17.386403806685927	16.82893813065877	10.977143948809655	11.292476938501858	10.68939177243388	11.014069303459863	11.81873514617069	10.75827319174933	11.609718954912386	11.556937074455313	10.452880580273812	10.543778115514241	11.655883527622962	10.390534421317513	10.976031337649113	10.437949688246231	10.572897328929058	11.186341438318065	10.397902408920253	10.750480894354403	11.651352221341643	12.4285800151395	10.610074371850212	9.956856733523024	11.351503555955032	11.744623639343585	11.650858780624116	11.512883638984762	9.705203834650867	11.164171568043638	11.914751365754718	11.597633592402111	9.855819998793063	11.35937621193126	11.150201793607648	11.57503336401773	12.754094135744236	11.893248433851484	11.644325459923307	11.739759517586316	10.448270583945403	12.131860175166354	11.553303858931557	10.384114581519198	10.490580158040363	11.183139098344524	10.101399396767944	11.27037125579186	11.7553048882624	12.175895681073	11.071985177726834	11.695693089850998	11.251162532392202	10.56849199694547	12.178098366858773	10.089557735778184	10.44032935337942	11.170863950411928	11.846913617683462	11.738001454820898	10.467350814487581	11.161188581675248	10.853787515173126	11.233451911768421	12.068721186968252	10.090615289917261	10.240051910537465	10.33932670840094	10.486946340041218	10.27369071450219	10.534594699542412	12.288173968112302	10.565330606008644	10.34850098854924	11.265011355658066	11.286234302923123	11.463667409597914	9.78813102241602	11.506679489598406	10.341688398572856	10.730656936690691	11.947391841596234	11.049545007148419	10.707572241743984	11.575132663422261	10.005543907585022	11.503065440099215	11.222867381121274	10.236066826579888	11.478162892737632	10.690059101270132	9.847976555895432	9.863777426366559	9.784973397524308	10.141557962673863	13.754167227211394	11.64824972020882	11.41514122447811	10.135888810317102	10.767357681833445	10.760433042980452	9.950846020695973	10.162617912278176	10.307769348957978	10.83558463981326	10.20467628598859	10.671859469185517	10.22542484928709	9.784482716631304	10.267559206092763	9.744034923257185	9.983036341699966	11.329577731501459	10.914168337856054	10.240898636066968	10.363871924857529	10.434945200030809	9.827458623339227	9.856058193806764	9.186460940035483	10.507338771672535	10.110091751925129	10.234338448695631	11.020507757393974	10.088205213838942	10.706409678252019	10.174813357579946	10.846034879062616	16.728265987981057	10.010643768608046	10.769389535408543	10.56813758886648	10.136337523138296	9.626612527123687	9.202060138093646	10.188502306134273	10.906409959493518	10.198420484732035	10.319890374962728	10.180996919579721	10.542709788707743	10.477495198484206	10.5905019078121	10.736122227709142	9.15123222915059	10.96082229676696	10.423965011469987	9.809597727924059	10.36025452844517	10.027048969146364	10.534227486778786	10.036668166077458	11.173708879950398	9.593565542949099	10.656193334157946	9.9963181240737	9.844744439731228	10.086879280395529	10.496654082593496	9.907057397579567	10.835075338364348	10.205718730624646	9.808703967757328	10.133489034165496	10.117889824970614	10.126781896259802	10.875357720583848	9.766792246804089	10.788571527534977	10.457829909686195	10.464270846324801	10.049848549450562	9.888831512350535	9.987549680047449	10.664343278753641	10.023518735446379	9.988100958793826	9.225952173044886	10.577230538258595	10.36437216567169	10.080357870097489	10.783292940569012	9.99197527860767	9.43545796123108	10.2727883910722	9.780657868428603	11.21113156313878	11.789268719015515	11.110019954782814	10.074433184201807	10.394001730286254	11.015812261552817	11.336863563131915	10.773327074601255	11.207429248924907	10.302604655089802	11.835650910794413	11.82920761146719	11.61083568485989	11.257287652058153	11.268021436760968	10.749127782032513	11.028638812025326	11.766172745886054	11.89390442409092	11.514881783160913	10.01403163232236	11.047301169990954	10.91176721952779	10.56123056085221	12.457904094619444	10.49720317678035	10.66759945603795	12.135529739549515	10.695825955072245	11.039261794341055	11.299127866436322	11.134098981277225	10.548054128795918	11.47822357689491	11.07716290220069	12.592334627249734	10.904491624462763	11.914640944903153	11.224218785876866	10.883238986404512	10.80664628173213	11.063974739465538
Hba-a2	10.153526698824752	11.130911569945631	10.84726880055137	10.551275676607435	10.656621499758248	11.514349143218121	10.878625729805357	10.739848102699327	10.389201101416166	10.602708142769746	11.076601848618573	10.656120917809103	11.04833701119999	11.390254956321868	11.389394724323996	11.879755535707476	13.629720891017257	12.20286151614902	10.74801669583649	15.324409114650608	16.444489198774708	15.332651996799356	15.249039360063383	15.30248542223594	14.454967529269762	11.820757360783134	10.780917000535625	10.593353770980297	10.909923077118156	11.080484457067568	11.367261845865078	10.208088008224774	11.96648382213279	10.945107265823628	10.349635085312936	11.28049820955063	10.679647231322857	10.201021173751903	16.122739036653382	17.745904059306124	17.691634484289246	16.233233937931715	17.63662462054365	17.92655660714798	17.795075732155667	16.924592167804757	17.444286975808193	16.13604186912309	17.928651377985382	16.347917170997324	16.61065000767001	15.164620212816292	16.020066249412885	17.430624057525375	17.348494762282144	17.439002966403518	17.578372691360805	16.76617947651983	17.55853282152884	17.717187749448993	16.65977296188161	15.564866966571126	16.27260427225764	17.346219374512735	17.523048848051978	16.910338233475606	17.515992363331886	17.513357500168404	16.292325228030418	17.199260164052276	17.893076329220445	17.109534822506358	17.871929295206748	15.305349282598948	17.83980043999439	17.871105095688478	17.427550196138164	16.983628267211603	17.772488559133517	17.73827042103449	17.99080754054101	14.584757024149068	16.686199569568416	16.98719738360785	16.404798968601916	17.99929538702341	17.177273532479514	17.24166666917877	17.657171883526583	17.608868426048573	17.750929381079377	17.506199089726437	15.824553571850087	17.404509613745113	17.831919536709453	17.81011344004209	17.5829798989268	17.567688752903187	16.97443699729554	17.526239408370433	17.468011441995333	14.61449130711002	16.86252839587695	16.21825482186441	16.242573107407527	17.348131633074903	16.770663892916758	16.844350244161113	16.95814486082045	17.627391386221845	17.04754997603753	18.012073428506977	18.03742362125714	16.9184090633702	15.468862648203427	16.845539054699103	16.412148050885104	17.5593994980167	17.655628546726895	16.8098937060305	17.818869230056865	17.61928862469606	17.630117784707572	18.141603262908788	15.004110714772631	16.647570851550704	15.721998989929109	16.741308972304033	16.727561543784155	17.887637120203312	14.151159278701499	17.328596045315287	16.83695027893473	16.839191483399265	16.30451710227088	11.661337206925516	11.755004382443685	10.024419419597187	10.758947712160655	11.891722956885078	10.864340931955635	11.072387214358141	11.785448381197964	9.58130039940803	9.859603114777256	11.917498887842093	10.574952973779283	10.246930570517105	10.025817829464302	11.143784969661173	11.129109110186517	10.499566885927909	10.967060505128977	11.532565349273492	11.214319120800766	11.567680435408265	9.940323875852647	10.872120778980646	11.337014147415974	11.251937988878247	9.749167178436071	9.875680247820606	11.150705634431226	11.539226678230028	12.028662384014249	10.129605011152504	11.624059758804412	10.879912489572275	11.26745386699358	12.407979374927658	12.678250205706641	12.248289328256924	10.938660709769191	11.545591974850947	11.763154259399766	11.36752395945557	10.456919060663513	10.61420370797486	11.665429191866473	10.341863472219588	11.158824246324683	12.498106231695965	11.909210566588643	11.022409428631335	11.749680909630927	11.027988907695502	9.85860271245712	11.723648146940087	9.902759480453572	11.288012428913902	10.730011526734861	12.159344732657	11.52552080909507	10.773460685793895	11.384573319240339	11.164165281311357	11.242953753312577	11.188459034401017	10.767605145158203	10.516950813999308	10.714400083854606	10.79630735077996	10.600981453605499	11.26318702663062	11.282416637184173	10.701133154847973	10.356848079236523	11.811001326784554	10.583045147845807	11.091164276999173	10.530445354692906	11.053342170925436	10.666942951623506	11.131689793744826	11.477201719927324	11.62181379175645	11.310862675692162	11.476579145367996	10.716124948981054	11.166207028300931	11.553432505722999	10.61596061889305	11.902401495815576	9.987363504851508	9.976377957205523	11.471101070093013	10.22054761977864	10.237592397561897	13.414117029726713	11.998911228017421	11.346053814670915	10.437658455332622	10.665593518300206	10.309760544729622	10.209916318466115	10.82205292918058	10.664527283903327	10.969357739109224	10.180530807344482	10.69581986658985	10.759580308871254	9.100444210150973	10.905748009701194	10.182841246501013	10.758364811794506	10.90733385567055	9.696562471854081	10.13696548671871	10.419117482122475	10.114874523607376	10.346425085585597	10.101542403564164	9.834028534577023	10.263057887007301	10.414579539991138	10.317276930735076	10.510645504090041	9.951522230052545	10.853683827727	9.68096601367445	10.523258095620399	17.037128652464588	9.479945942181311	10.914654210799002	10.055214638088602	10.473015688249953	9.422174120835992	9.402406689224772	10.769614729206609	10.843214444359832	10.305126939647675	10.35363205414768	9.535658359371373	10.877468197703196	9.99589431721598	10.11090085446495	10.440703092436186	9.482039524567478	11.140753097608547	9.930716643018384	9.64442233647925	10.28246297245656	10.056122858827708	10.77152248273937	11.175929977765358	11.158836866396333	9.690631849457464	10.264958593971427	11.527784865445051	9.569071404377429	9.309928759359059	10.26593144368103	10.052472954776603	10.57459352733761	9.782313544183365	10.691490545625873	10.4189067312579	10.257434988819055	10.58142657389068	10.499955479919509	9.068563335338876	10.289165883707579	10.550063748065636	10.511159643534647	9.838335704965486	10.103143531693977	10.133899974247393	10.052119686070155	10.063772559575233	10.409231806585446	10.068442416025826	10.951335718435534	10.48350342818707	10.648546333498832	9.786217343302075	9.943376346119809	9.71942304817642	10.180667549209035	9.643850779658177	10.78393950183327	11.374577651583511	11.400799402902491	9.926484289039866	10.387640412792987	10.985009372755426	11.129386062910575	11.166451843875853	11.213796838675332	10.929021639253783	11.107066650768827	11.928059363853873	11.494020519326623	11.783448469111887	11.368331843371326	10.69379184271145	11.407947519268033	11.111233498859965	11.47083170243746	11.711430376266039	9.62684064067708	11.662414702330532	10.831362670098953	10.878349846190776	12.409597778318837	10.928081577445688	10.435826501036434	11.70635355460507	11.40180749916791	10.885345569741665	10.73180267710852	11.300598518293375	11.036393435049856	11.259631468144908	11.113130062688468	12.188202468179961	11.188724825977872	12.081922770698466	10.825475600400159	10.936718904309432	10.877997251447443	11.472117099066535
